日期,融资买入额,融资余额,融券卖出量,融券余量,融券余额,融资融券余额
2014-11-13,47038257972,474102238964,1089309031,845053146,3918633272,478020872236
2014-11-14,33685785420,474451979124,859203537,809489891,3805366969,478257346093
2014-11-17,33657280576,476797912474,796147149,758355649,3685735609,480483648083
2014-11-18,30864025290,479387054532,841441801,671129141,3318621527,482705676059
2014-11-19,29457074491,481691069603,892735104,665399210,3264178092,484955247695
2014-11-20,26772643084,483384872787,868061627,695967139,3367936291,486752809078
2014-11-21,37965320439,485787498700,1042151760,669336273,3334098780,489121597480
2014-11-24,69936096428,499260287798,1453456183,662448084,3450542062,502710829860
2014-11-25,59098287139,509781678532,1196315299,700758902,3601461778,513383140310
2014-11-26,67013032917,518602496677,1220782039,755040399,3830675045,522433171722
2014-11-27,67309594520,522913808670,1303976656,805062141,4099983450,527013792120
2014-11-28,77397865373,528992449890,1491509405,889100209,4426133104,533418582994
2014-12-01,77440824794,538392930415,1378086937,921040710,4568075249,542961005664
2014-12-02,76886420448,545712569004,1541232526,923073399,4828937503,550541506507
2014-12-03,99700572568,552052549201,1448412944,903194391,4791756429,556844305630
2014-12-04,105227574155,569429142951,1573490018,941956620,5252685856,574681828807
2014-12-05,113474295457,575483801438,1540867053,892615083,5035049577,580518851015
2014-12-08,114513688894,595995563719,1709393286,995831230,5686867709,601682431428
2014-12-09,121843297582,605492638583,1591762695,914927637,5039482033,610532120616
2014-12-10,92619534535,614042935191,1616220166,841858350,4845585561,618888520752
2014-12-11,81319089922,617381768756,1443866814,854689464,4817034195,622198802951
2014-12-12,73760055817,619376064853,1325624254,815521523,4628969709,624005034562
2014-12-15,76617552763,628731166297,1349573360,814475178,4669814929,633400981226
2014-12-16,92376303515,637958256722,1765606520,853613379,4957962271,642916218993
2014-12-17,105662386619,648449628389,1821400330,865219858,5036994474,653486622863
2014-12-18,86108084304,657356997782,1566415717,872698179,5116335254,662473333036
2014-12-19,87986460410,667260348402,1622112746,859906608,4990159015,672250507417
2014-12-22,96086844112,670595742509,1413056150,890122025,5146324106,675742066615
2014-12-23,68088717135,669005263570,1286459935,847853767,4905506876,673910770446
2014-12-24,60785434137,667220851499,1386061393,783877016,4423264212,671644115711
2014-12-25,66548637889,672974233665,1692348394,884652636,5075978446,678050212111
2014-12-26,87566428865,678646298701,1569099080,908219276,5392786771,684039085472
2014-12-29,102445925919,687678463441,1498505294,921606454,5485660125,693164123566
2014-12-30,76341827158,691781993774,1410191883,956068448,5620343498,697402337272
2014-12-31,80629221496,690304859709,1501441714,1033591309,6213794573,696518654282
2015-01-05,102462217665,700007355731,1448182019,998243783,6127222126,706134577857
2015-01-06,98370829909,707391292198,1251407226,972732503,5990342373,713381634571
2015-01-07,81243060299,715729306750,1159975687,999317750,6161617855,721890924605
2015-01-08,72365046460,718485280095,982279484,943391394,5627589892,724112869987
2015-01-09,87327038290,726400724109,1538413338,918874498,5383417787,731784141896
2015-01-12,68855556662,735878164519,1075613449,871073168,5080926118,740959090637
2015-01-13,52882711315,740893116001,1100244336,853669905,4970840174,745863956175
2015-01-14,55908600370,749750725573,1031836955,819901731,4832460055,754583185628
2015-01-15,71147906275,762382827637,1305319686,837376405,5061962503,767444790140
2015-01-16,83138464387,766660200847,1212010371,836900593,5019945559,771680146406
2015-01-19,72756876383,752047988453,1100466344,695039440,4006316935,756054305388
2015-01-20,76513181618,750762421151,1507143437,719397938,4089037320,754851458471
2015-01-21,91163378655,754595954233,1722377359,817893900,4822496958,759418451191
2015-01-22,75064691111,761668956446,973298500,816099513,4785141949,766454098395
2015-01-23,82258662501,766038511313,1307260513,794384758,4700104444,770738615757
2015-01-26,67111894515,771373532853,1159453953,823866912,4885928763,776259461616
2015-01-27,75031235777,773837742011,1220933535,798720421,4699665607,778537407618
2015-01-28,63920072891,775933490835,1190286348,773840993,4542722686,780476213521
2015-01-29,55046202356,777561647997,998013384,736792799,4327857932,781889505929
2015-01-30,50312558223,773977698926,914321293,690478134,4040912993,778018611919
2015-02-02,47632245458,774866786825,998229174,638069320,3768751438,778635538263
2015-02-03,52159764433,773741930732,1068524030,687277595,4125153312,777867084044
2015-02-04,55998184225,774770652233,1199049654,694053449,4075255266,778845907499
2015-02-05,70696075163,777970437249,1324122648,675814531,3951049404,781921486653
2015-02-06,51350016719,779641865766,1289932980,564209002,3355007223,782996872989
2015-02-09,51281340753,786747284226,1497271319,552250455,3292347071,790039631297
2015-02-10,49940656430,797891845821,1402007917,547550167,3321741382,801213587203
2015-02-11,49814292794,805111175134,1102904755,552555015,3376239249,808487414383
2015-02-12,49061175820,804093283315,982933954,533390006,3307983650,807401266965
2015-02-13,52535663244,779162373527,962369402,529972301,3311066082,782473439609
2015-02-16,53928574063,772980408663,860489122,506514032,3238037227,776218445890
2015-02-17,49701309648,753461212526,674412666,468094316,3034256889,756495469415
2015-02-25,60092819984,770968145360,819377339,522163877,3277751249,774245896609
2015-02-26,70218750802,778901920692,1245468190,600194304,3727497308,782629418000
2015-02-27,67295472698,780843947820,906278384,578066058,3643957926,784487905746
2015-03-02,79111411070,792791389697,1086852330,600182396,3820324241,796611713938
2015-03-03,87283032063,804100125942,1188200050,561490657,3658347664,807758473606
2015-03-04,66225246334,811253368861,1108455680,590422635,3800138283,815053507144
2015-03-05,70255155893,819402239652,1277060227,558295958,3596427868,822998667520
2015-03-06,61530416037,824379989028,1400398864,529268837,3441280015,827821269043
2015-03-09,70291104924,834878753182,1878488806,520205890,3353984453,838232737635
2015-03-10,68915727800,848537789505,1633891332,505009170,3099078967,851636868472
2015-03-11,65924942057,864004113742,1480830901,458202242,2927592012,866931705754
2015-03-12,85412099181,878075844620,1862531473,495994833,3182040688,881257885308
2015-03-13,76456008406,880611781488,1428684781,492300090,3193989076,883805770564
2015-03-16,93488482835,874850559115,1466225810,529826432,3535076305,878385635420
2015-03-17,118453665965,881882625541,1950507069,556521021,3731158044,885613783585
2015-03-18,123253353097,896108504027,2044008241,627925841,4223177943,900331681970
2015-03-19,119422295098,911756727783,1602861352,614805850,4136003055,915892730838
2015-03-20,133491591365,927002173004,1858440114,657654705,4317418963,931319591967
2015-03-23,122350894415,935961490802,1690085064,732427324,4789023959,940750514761
2015-03-24,145585328346,948928112150,1829457216,689082182,4619080288,953547192438
2015-03-25,115371500560,960086790787,1524507026,698297120,4643215819,964730006606
2015-03-26,117308029200,971529344684,1763608907,717948665,4759646631,976288991315
2015-03-27,94331337806,974695451811,1661692649,742424285,4882309085,979577760896
2015-03-30,128248977117,987305162447,2127987302,840090452,5489035498,992794197945
2015-03-31,116775077460,992114591127,1326090630,815494453,5408130188,997522721315
2015-04-01,112637594862,1007500876332,1729479501,839075487,5579432794,1013080309126
2015-04-02,122445942102,1019832320645,1548304018,845035143,5605667753,1025437988398
2015-04-03,121745692024,1028339497560,1685019881,833666811,5639393066,1033978890626
2015-04-07,135205459177,1049019510305,1812376621,890246879,6052607373,1055072117678
2015-04-08,146795417745,1063907515309,1811107279,883306430,6090844298,1069998359607
2015-04-09,151266260607,1080032082669,1839296323,950252465,7459280657,1087491363326
2015-04-10,120171575492,1093646777627,1903813388,851628036,6013790547,1099660568174
2015-04-13,125462079457,1112644681454,1717712021,837423227,6012263982,1118656945436
2015-04-14,135681414792,1132444514795,2105259947,808065982,5734278801,1138178793596
2015-04-15,127637503244,1146127306376,2243634120,815236850,5760511452,1151887817828
2015-04-16,112006268973,1157182044282,2203963301,820992013,5973347250,1163155391532
2015-04-17,129211438621,1149157713135,1380227173,819750253,6041055352,1155198768487
2015-04-20,165794251895,1143069525623,1954779241,806776144,5886540287,1148956065910
2015-04-21,143192898510,1153574815097,1946106430,800532646,5961506282,1159536321379
2015-04-22,165509139277,1172665362874,2106225741,841589251,6368406198,1179033769072
2015-04-23,171737823864,1185643651435,2013411225,839707386,6278465187,1191922116622
2015-04-24,153156908610,1192302971884,1641802815,793270872,5965256427,1198268228311
2015-04-27,162760454052,1210543730393,1970873725,829882223,6254062725,1216797793118
2015-04-28,148772163843,1215607398598,2090163995,818516118,6149727519,1221757126117
2015-04-29,126739953108,1221406603476,1887770640,794875454,6021609553,1227428213029
2015-04-30,135754031359,1224334129835,1749354418,783508407,5831675719,1230165805554
2015-05-04,116900666542,1241303319482,1694089441,821124336,5999922775,1247303242257
2015-05-05,128460864619,1244231572418,1724892827,692133030,4992896354,1249224468772
2015-05-06,122153633570,1258820234374,1579163978,647179937,4701559723,1263521794097
2015-05-07,94358842320,1265872162917,1586470622,528167454,4030097633,1269902260550
2015-05-08,87812628024,1245786699057,1669321134,536002927,4135054341,1249921753398
2015-05-11,119726264827,1247505935416,2141547740,628804192,4834763087,1252340698503
2015-05-12,136448970581,1256607720425,2148465499,707971746,5319748801,1261927469226
2015-05-13,132209749584,1265406189486,1836400568,744973638,5472339769,1270878529255
2015-05-14,105312775966,1271467867961,1732086628,727304965,5402256675,1276870124636
2015-05-15,103539242662,1270378616254,1692384011,622531450,4746218114,1275124834368
2015-05-18,95383811648,1278951775452,1578107544,619939863,4622251110,1283574026562
2015-05-19,113575243435,1294245193796,2008707627,614797160,4763472053,1299008665849
2015-05-20,117098266840,1310006880147,1687963151,601080316,4656256937,1314663137084
2015-05-21,108553228977,1321176723760,1303497207,634903922,4925644941,1326102368701
2015-05-22,142752614727,1314567656582,1773361484,665671261,5329555085,1319897211667
2015-05-25,164145678044,1318998299726,1748595767,745828808,6190475546,1325188775272
2015-05-26,159094373511,1329561906147,1505908324,769896709,6488280901,1336050187048
2015-05-27,126358447704,1336990097550,1230064283,751439850,6425385136,1343415482686
2015-05-28,161711190822,1345459596439,1479510294,653062958,5430216405,1350889812844
2015-05-29,109545698973,1348287000435,1535238736,591895544,4975685928,1353262686363
2015-06-01,117887770661,1367127995718,1888828181,627008827,5237617260,1372365612978
2015-06-02,133758105973,1387882217728,1787608851,608826462,5040510626,1392922728354
2015-06-03,119037456520,1402927079454,1550105851,593948327,4894947220,1407822026674
2015-06-04,140960563937,1412300874405,2091611178,594151113,4894445720,1417195320125
2015-06-05,162459513338,1412610800411,1397258933,626982856,5196658863,1417807459274
2015-06-08,175635531492,1419155431830,2153296135,706327864,6066372273,1425221804103
2015-06-09,147185167674,1428637577543,1866304046,692502719,5856847970,1434494425513
2015-06-10,132102202755,1436953511811,1776050760,682946816,5922838027,1442876349838
2015-06-11,132745195582,1443868735753,1564930174,735640495,6044144042,1449912879795
2015-06-12,140782088205,1453579989204,1829689029,734805206,6017861873,1459597851077
2015-06-15,139727644688,1460771548784,1683932637,714394315,5678984181,1466450532965
2015-06-16,110467806485,1463951216264,1376855849,651077472,5010413917,1468961630181
2015-06-17,108881795164,1475103559271,2174586687,528983150,4411760221,1479515319492
2015-06-18,102883459843,1482910960306,1732961716,490123431,4003390202,1486914350508
2015-06-19,93916444426,1479299517720,1576419073,381455997,3056543634,1482356061354
2015-06-23,71923409449,1468845650070,1354114297,394954446,3262509775,1472108159845
2015-06-24,99110730843,1439971876069,1833444664,467537982,3870183220,1443842059289
2015-06-25,112543339631,1423248786555,1904698270,526175532,4077042981,1427325829536
2015-06-26,97236522159,1387049624743,2085715999,420715654,3047418280,1390097043023
2015-06-29,111777711829,1360422100831,2590020801,447069571,2869439317,1363291540148
2015-06-30,111609532061,1335503814173,2611587657,399448299,2962511878,1338466326051
2015-07-01,102412410526,1328818572775,2191541832,446136047,3032047503,1331850620278
2015-07-02,88487618099,1293827661966,2453422624,361945765,2509128299,1296336790265
2015-07-03,75761353558,1244976682669,1195700702,291951070,1946060586,1246922743255
2015-07-06,86253165993,1151409843974,280953116,272593963,1913867669,1153323711643
2015-07-07,65565705505,1053097367290,209434967,272716395,1858251281,1054955618571
2015-07-08,40122005740,940870474994,126455954,263508669,1621043791,942491518785
2015-07-09,85033177459,927849404820,129269092,264901325,1692753289,929542158109
2015-07-10,99007475226,932305971025,136284948,253333446,1763754984,934069726009
2015-07-13,108699727868,934271207261,142599558,272290354,1857208347,936128415608
2015-07-14,112517508100,936754623345,156604000,286888194,1835725241,938590348586
2015-07-15,87450742190,920524732197,307415748,293027310,1834758822,922359491019
2015-07-16,75364896359,918396130560,295156145,288475352,1774737334,920170867894
2015-07-17,88919851672,921338704319,289434379,283823973,1822969650,923161673969
2015-07-20,94950968728,921348386943,430413418,355248393,2193555412,923541942355
2015-07-21,95165466241,928615710814,431586479,378307958,2335036599,930950747413
2015-07-22,94378343848,928881478891,517651117,385666185,2361120493,931242599384
2015-07-23,109984949964,941369680547,597044652,370551723,2262926970,943632607517
2015-07-24,121558351199,940822832963,802224078,396426559,2342381838,943165214801
2015-07-27,91115117073,919373759165,805299888,402985425,2140343412,921514102577
2015-07-28,69518139535,887462793572,668174860,372369603,2041011444,889503805016
2015-07-29,71228735424,881733008327,768767663,399846272,2204435202,883937443529
2015-07-30,82706905549,881652186879,697464218,431124222,2241704283,883893891162
2015-07-31,50034690518,859970601967,490047392,431901758,2232410006,862203011973
2015-08-03,41851431424,832475432082,344467544,481095430,2491448013,834966880095
2015-08-04,60977446773,842108030431,20185344,477989807,2611179954,844719210385
2015-08-05,63096752525,842301741836,8743388,472649945,2511051535,844812793371
2015-08-06,46010651060,839838718760,9671800,466095533,2453501723,842292220483
2015-08-07,63254755083,845629259242,5112403,396348385,2148973829,847778233071
2015-08-10,98653015518,861223721255,35050560,420358094,2386249912,863609971167
2015-08-11,104695193380,870103319713,16105307,416370751,2286113685,872389433398
2015-08-12,84189224771,873794479627,33045600,437869763,2402549957,876197029584
2015-08-13,86857774356,882774372393,30547700,430766284,2351486477,885125858870
2015-08-14,94821464981,886085989804,32101979,378537615,2238103960,888324093764
2015-08-17,93341898906,894506794785,55929141,405085221,2483435259,896990230044
2015-08-18,99199001573,879899884284,66503798,424822078,2533802842,882433687126
2015-08-19,81247402297,875442817227,60862980,405080751,2367304973,877810122200
2015-08-20,67585656067,869228227066,42621897,399200479,2358282923,871586509989
2015-08-21,51673986450,848630862572,44073116,381279185,2195223661,850826086233
2015-08-24,38245805551,795943105071,60377862,391807060,2004816456,797947921527
2015-08-25,38055426386,740536035623,57083825,397121654,1871872598,742407908221
2015-08-26,49181259228,706522058254,39309111,405021453,1942973253,708465031507
2015-08-27,45681104014,685022556433,68989700,444885202,2124421074,687146977507
2015-08-28,59881095450,683118490904,27151623,410690598,2206833724,685325324628
2015-08-31,49354997209,673127713583,46944193,438264408,2312390948,675440104531
2015-09-01,37495050672,642834471301,23722684,418349037,2242361038,645076832339
2015-09-02,31013732169,606266170176,18465787,417710441,2217686789,608483856965
2015-09-07,42713833063,615872695111,18633460,421182250,2180453879,618053148990
2015-09-08,32848347074,613326503591,25730004,424435597,2294014252,615620517843
2015-09-09,56720402464,622302002741,22264550,417691860,2290625741,624592628482
2015-09-10,35958226095,619885682685,24070525,421792143,2279414099,622165096784
2015-09-11,32940214326,618850315756,13731927,410790112,2152125434,621002441190
2015-09-14,38443650467,599879253495,26778906,420568640,2148978177,602028231672
2015-09-15,26800136447,587114144804,15951066,416115086,2037093535,589151238339
2015-09-16,36654734196,588177192339,15983035,403119490,2076672895,590253865234
2015-09-17,45357176136,590467294488,15327924,400378022,2013711808,592481006296
2015-09-18,27492470550,588929671900,8837480,397227742,2025406214,590955078114
2015-09-21,32786118443,589611425721,9537520,395252238,2059120123,591670545844
2015-09-22,39312342594,590105583869,9943300,396046839,2082180629,592187764498
2015-09-23,31571539567,588155766896,8809288,393064710,2021242749,590177009645
2015-09-24,29077086812,588059276593,9860961,396396967,2052014070,590111290663
2015-09-25,28658919129,579163991185,9271541,396562589,2003971580,581167962765
2015-09-28,20771544015,578137194581,12470521,402863318,2037096084,580174290665
2015-09-29,19494241880,573430370272,12445887,395762758,1945833567,575376203839
2015-09-30,16667737149,565107689421,6144567,383111420,1870766950,566978456371
2015-10-08,38105508897,573423934505,12684959,390126838,2010065774,575434000279
2015-10-09,34773511196,573834927910,14676064,392219396,2021609337,575856537247
2015-10-12,66079680740,590826463139,16875892,385880309,2062409620,592888872759
2015-10-13,46417951657,592359492869,12068699,384657890,2051103491,594410596360
2015-10-14,47314578853,595465800492,17526826,388244607,2049097950,597514898442
2015-10-15,55174519045,600862476185,18192543,383678231,2088067241,602950543426
2015-10-16,67307333866,602483217134,14634022,364342531,2040780928,604523998062
2015-10-19,66704231174,608423367347,17272456,371370016,2061897151,610485264498
2015-10-20,57331561590,614565648086,15975774,376760079,2093241125,616658889211
2015-10-21,75043684698,609597972675,21703255,377978484,2036721856,611634694531
2015-10-22,56765942023,614855939334,14514477,370468855,2034048338,616889987672
2015-10-23,64264021721,618715633159,10908942,367394423,2046744342,620762377501
2015-10-26,71288228506,625445402262,10104146,367271524,2039335651,627484737913
2015-10-27,61805047765,628033239007,10231694,369466382,2051580154,630084819161
2015-10-28,51781988858,625971542441,19354621,380712918,2068703219,628040245660
2015-10-29,41575064417,628413061152,8236652,368158409,2016767500,630429828652
2015-10-30,46046145880,626861304247,10749359,362957410,1984153934,628845458181
2015-11-02,39182710955,624580223050,17635200,371177740,1976302866,626556525916
2015-11-03,32485266484,624641794601,13980500,365526279,1955303083,626597097684
2015-11-04,71377497141,636455607760,25119007,363955809,2047299675,638502907435
2015-11-05,116126616192,648756449213,22044639,359542968,2064814208,650821263421
2015-11-06,96065908261,657355073852,21716435,361556937,2093561252,659448635104
2015-11-09,114272067940,678846032704,29373118,372673657,2153097052,680999129756
2015-11-10,103276201336,692849446365,18309865,371208287,2130119832,694979566197
2015-11-11,81460138173,698588480945,13686632,367078322,2105019973,700693500918
2015-11-12,79386000166,704264669504,20899004,372418079,2136717070,706401386574
2015-11-13,76119157073,704017531196,28225311,376682738,2161492893,706179024089
2015-11-16,59783115668,709765973662,25881903,377786256,2178454674,711944428336
2015-11-17,90257897879,719146385419,23878676,381601346,2208478503,721354863922
2015-11-18,61645301015,718128393345,26764655,384979790,2182866762,720311260107
2015-11-19,53377151926,723677944809,14272579,372174144,2155202427,725833147236
2015-11-20,67868870592,727483864902,22640171,377815849,2178878860,729662743762
2015-11-23,56462012238,724944067772,20020203,374923464,2170416716,727114484488
2015-11-24,41952155661,724356454195,18347650,375998490,2168170720,726524624915
2015-11-25,50585918649,722871325612,20468421,372479695,2175357594,725046683206
2015-11-26,57063284399,721562735545,24195577,372526076,2215328433,723778063978
2015-11-27,56361735197,707571655449,37988666,376670438,2061163221,709632818670
2015-11-30,47647190662,705712846824,33414645,371883683,2023533716,707736380540
2015-12-01,41187948449,707573181220,30813241,373033872,2077790582,709650971802
2015-12-02,50746609725,705719889489,33975876,378148759,2186265522,707906155011
2015-12-03,45460715372,701215140017,30091638,376325461,2150847061,703365987078
2015-12-04,36130370822,689229679014,27582238,377744415,2100381786,691330060800
2015-12-07,34763101101,688643130171,25501351,385234259,2149554072,690792684243
2015-12-08,34153742415,683538869003,32121694,393814894,2148104647,685686973650
2015-12-09,31912185019,681876332446,23454107,390034517,2123493880,683999826326
2015-12-10,33681721847,680181466516,28977892,393550719,2141678490,682323145006
2015-12-11,28365988971,679172485848,39897286,392705280,2101063966,681273549814
2015-12-14,41328859936,686734828731,36024800,370443012,2105881193,688840709924
2015-12-15,37186068080,686903667749,24072759,358313963,2022022178,688925689927
2015-12-16,34465314026,687294173008,32766707,364969521,2042483132,689336656140
2015-12-17,48712938670,685514996801,46942828,377411347,2197465782,687712462583
2015-12-18,47396383227,685013347232,27117647,370577565,2166047057,687179394289
2015-12-21,57466371747,690204973913,42034047,387937372,2273711965,692478685878
2015-12-22,52008901722,694584343597,27847268,379497194,2216629408,696800973005
2015-12-23,66173764807,701576990450,51599272,401880906,2305921763,703882912213
2015-12-24,45768190084,704055938831,30225902,379028086,2162580784,706218519615
2015-12-25,36861998896,702906554042,25677739,375090359,2152587073,705059141115
2015-12-28,43463435651,690842371910,32431310,379235236,2108756268,692951128178
2015-12-29,28878201901,689699599137,32745600,384517703,2141562769,691841161906
2015-12-30,34774521611,690624418175,26235283,387461740,2134120717,692758538892
2015-12-31,26481517358,680522261155,25617261,389898016,2110497327,682632758482
2016-01-04,27746141351,674250015171,14767084,378549763,1930428580,676180443751
2016-01-05,32738126135,662424991011,31410622,386320746,1965327469,664390318480
2016-01-06,31039624222,659659894611,28591279,397866642,2025469549,661685364160
2016-01-07,8743686393,653619923734,4980100,389379514,1865346141,655485269875
2016-01-08,32514181166,640940954450,20464535,366022477,1797468141,642738422591
2016-01-11,28150988168,622258836431,30254704,378464622,1722772476,623981608907
2016-01-12,21769602015,610486743606,20604486,361694462,1687383077,612174126683
2016-01-13,19525346812,600445497232,22850084,367700213,1671474368,602116971600
2016-01-14,22803175759,594163365933,18888607,352386407,1651483595,595814849528
2016-01-15,20242663855,585478803003,28249261,360131694,1613659931,587092462934
2016-01-18,19081125394,584010365373,23324293,368936025,1642374141,585652739514
2016-01-19,25220485677,583401330073,39923341,388529453,1761695979,585163026052
2016-01-20,25779016479,581973101059,42551370,389257526,1710066593,583683167652
2016-01-21,22361174852,577982711229,38134401,399730250,1757858947,579740570176
2016-01-22,17864511418,574703509699,16171099,377134445,1667792073,576371301772
2016-01-25,16889289523,573053955612,16201169,377897322,1696416297,574750371909
2016-01-26,19547611732,558948682056,26214474,386461946,1587722289,560536404345
2016-01-27,19749649503,546309759767,21792114,371387521,1610207999,547919967766
2016-01-28,14896970875,537399576006,27725726,370276921,1540722949,538940298955
2016-01-29,18426533048,533033638244,22432638,357231158,1535234350,534568872594
2016-02-01,14080422778,528384301655,17458549,353673284,1485180379,529869482034
2016-02-02,17563888365,528845887864,17212053,349593177,1511792608,530357680472
2016-02-03,14409477762,526428042632,12578548,344837635,1491080478,527919123110
2016-02-04,18541568615,524337017843,17319810,338921731,1482084171,525819102014
2016-02-05,11901318369,514093133618,15155083,321846648,1357030571,515450164189
2016-02-15,14930797529,515256205943,33851000,338742330,1420264176,516676470119
2016-02-16,23605306843,518215198164,29933324,353115874,1545662014,519760860178
2016-02-17,24752742440,518778341837,39836772,384911339,1657639909,520435981746
2016-02-18,25395778727,519382998740,14700841,383913855,1646122131,521029120871
2016-02-19,18210153720,517832856204,10528154,371916455,1595130626,519427986830
2016-02-22,27522280606,519250340741,25534802,386373075,1692811572,520943152313
2016-02-23,23392174306,519105100581,15163588,390237467,1689257065,520794357646
2016-02-24,26164786546,520489250248,16853216,395478038,1730924643,522220174891
2016-02-25,28390233205,513548523851,27139662,399914491,1632454971,515180978822
2016-02-26,18373537956,509938422697,25497960,399871995,1639939436,511578362133
2016-02-29,16891230852,501041987179,23683654,405231549,1622773378,502664760557
2016-03-01,18523989704,499909493421,23312246,404307775,1688144824,501597638245
2016-03-02,29767561155,502350546037,37776502,410569729,1779203410,504129749447
2016-03-03,31372321447,503092878470,27678909,418744722,1811602760,504904481230
2016-03-04,27790003531,494927660917,38390367,428495044,1855487471,496783148388
2016-03-07,24748130963,497412906564,17338244,417247123,1835425882,499248332446
2016-03-08,23630997269,495750615429,19682643,414150365,1834114044,497584729473
2016-03-09,17033964898,492829696125,26064592,430283330,1893220284,494722916409
2016-03-10,14785943211,492042339533,11993988,428684047,1836636431,493878975964
2016-03-11,12450405720,489799692896,16191312,420066293,1805079703,491604772599
2016-03-14,23766199588,493687362449,19494774,411291055,1810427012,495497789461
2016-03-15,16199416635,490445133204,37963414,426634136,1861084281,492306217485
2016-03-16,14991423218,483482073240,31708062,438763762,1891260265,485373333505
2016-03-17,26128781409,488497078304,12120751,374694739,1724225667,490221303971
2016-03-18,39428741515,494872388714,30866936,368296267,1711273806,496583662520
2016-03-21,50440582760,505682813378,33931700,344925865,1710875104,507393688482
2016-03-22,37857788437,507364047862,15475715,326074971,1604722826,508968770688
2016-03-23,31494180992,509741838074,23831931,337341767,1636604122,511378442196
2016-03-24,31986208234,509172156706,31359522,352121756,1645545414,510817702120
2016-03-25,22318847529,508638683094,40192809,353769333,1635002895,510273685989
2016-03-28,27189283089,509242174833,36392082,372864875,1684440686,510926615519
2016-03-29,21930279771,508525327296,47876219,396181058,1719011642,510244338938
2016-03-30,27927803064,509691637569,35280473,405685748,1774343291,511465980860
2016-03-31,31153041676,510077307223,25351060,413712825,1794732449,511872039672
2016-04-01,24633167935,506119519804,28752399,425548227,1831175662,507950695466
2016-04-05,37092235507,512243331494,21010858,418589155,1822755249,514066086743
2016-04-06,31676123292,513684986113,18494058,425300564,1833000949,515517987062
2016-04-07,28556687517,512796499453,22893346,430255162,1831830901,514628330354
2016-04-08,22781696856,509745451220,35715099,439807776,1843290164,511588741384
2016-04-11,30698107375,512127578457,14677265,437973551,1870649303,513998227760
2016-04-12,22416237700,510211622132,20861007,442288992,1879843609,512091465741
2016-04-13,42312313729,514174217320,28609114,427622877,1858861764,516033079084
2016-04-14,28430104632,515461028742,21268263,423652179,1863849047,517324877789
2016-04-15,25338240194,513959169343,18578694,424461774,1866486619,515825655962
2016-04-18,23645109654,512273796689,34238477,437920187,1884974375,514158771064
2016-04-19,20853636754,512299527727,27911578,445711924,1895798761,514195326488
2016-04-20,33417664759,506019596565,48540371,459026202,1969683025,507989279590
2016-04-21,23671067589,504729309486,25810818,455710066,1927995631,506657305117
2016-04-22,15483224766,501699887412,12498910,434986489,1837147974,503537035386
2016-04-25,14531444301,501105836656,28658390,452977787,1888084518,502993921174
2016-04-26,14289114810,500229477522,26178572,452548563,1912955038,502142432560
2016-04-27,15286475183,499245448785,38562964,478036407,1959244221,501204693006
2016-04-28,16736075918,498679671165,28580969,483917118,1971968247,500651639412
2016-04-29,12930112151,494455780517,14545540,465309165,1889693904,496345474421
2016-05-03,24446886546,498068800143,18254554,459347061,1916449042,499985249185
2016-05-04,21673655978,498378241538,25394240,459179739,1908585250,500286826788
2016-05-05,18795254421,498647195271,19508495,443338759,1866740178,500513935449
2016-05-06,25206015858,493019015948,35486769,448117885,1821751220,494840767168
2016-05-09,18589026402,489787952075,33873364,454084772,1814654742,491602606817
2016-05-10,11967954223,486770066004,31123109,465327237,1848438009,488618504013
2016-05-11,14605560018,484223329354,26286230,476347184,1908372766,486131702120
2016-05-12,14746480437,482195898002,33452758,487960984,1985512603,484181410605
2016-05-13,12799334852,479835870205,15437677,465843265,1867654477,481703524682
2016-05-16,13682998225,479976560380,14189483,459251370,1865306755,481841867135
2016-05-17,15685066169,478828511618,23463162,467485550,1881070331,480709581949
2016-05-18,14732885027,474780510464,35905915,465470861,1881965580,476662476044
2016-05-19,14160647518,474796983383,14410300,422386820,1744718654,476541702037
2016-05-20,14282633644,473967145973,36595663,416942266,1729756848,475696902821
2016-05-23,15087136624,473790185446,31403739,422091594,1753543484,475543728930
2016-05-24,14061116207,474113760053,34425332,435897186,1798419073,475912179126
2016-05-25,13439435439,473248745984,33450208,447111489,1819093057,475067839041
2016-05-26,14550761697,472502816382,38126177,449693374,1847415057,474350231439
2016-05-27,12946566059,470933246425,15409047,408347779,1693078510,472626324935
2016-05-30,12118100614,469474286135,50249356,433400007,1788434447,471262720582
2016-05-31,29411838246,472770517075,33599650,399469150,1773404013,474543921088
2016-06-01,26853747104,473842939459,27907000,389097930,1733878875,475576818334
2016-06-02,22727591932,475857307685,26956835,400678010,1777461682,477634769367
2016-06-03,24400622414,473956396588,35727267,400124553,1795161021,475751557609
2016-06-06,20389851290,474696463629,24680932,406734589,1807091008,476503554637
2016-06-07,18687817684,474785801210,34423914,423323012,1859507222,476645308432
2016-06-08,19223668206,472230941146,49710215,425791006,2083247021,474314188167
2016-06-13,22065754739,470718833261,58834669,430977947,1764666802,472483500063
2016-06-14,14488643361,469814782324,65977760,455743898,2140904265,471955686589
2016-06-15,25071419447,472774017130,60139809,444026379,2030176669,474804193799
2016-06-16,22911662035,472426696313,33767428,417334456,1842035190,474268731503
2016-06-17,22059853838,471145006787,35213798,392024143,1767669480,472912676267
2016-06-20,18147176614,471899642785,33731307,400271759,1868935709,473768578494
