date,m2_yoy,gdp_yoy,m2_gdp_spread,ma6,q10,q90,signal
2024-01-31,8.7,5.4,3.299999999999999,6.066666666666667,1.1999999999999993,11.92000000000001,正常
2024-01-31,8.7,5.4,3.299999999999999,6.066666666666667,1.1999999999999993,11.92000000000001,正常
2024-02-29,8.7,5.4,3.299999999999999,5.366666666666667,1.1999999999999993,11.830000000000016,正常
2024-02-29,8.7,5.4,3.299999999999999,5.366666666666667,1.1999999999999993,11.830000000000016,正常
2024-03-31,8.3,5.4,2.9000000000000004,4.65,1.1999999999999993,11.739999999999997,正常
2024-03-31,8.3,5.4,2.9000000000000004,4.6499999999999995,1.1999999999999993,11.739999999999995,正常
2024-04-30,7.2,5.4,1.7999999999999998,3.7499999999999996,1.1999999999999993,11.65,正常
2024-04-30,7.2,5.4,1.7999999999999998,3.75,1.1999999999999993,11.65,正常
2024-05-31,7.0,5.4,1.5999999999999996,2.866666666666666,1.1999999999999993,11.560000000000006,正常
2024-05-31,7.0,5.4,1.5999999999999996,2.866666666666666,1.1999999999999993,11.560000000000006,正常
2024-06-30,6.2,5.4,0.7999999999999998,2.2833333333333328,1.1596199999999999,11.470000000000011,紧缩
2024-06-30,6.2,5.4,0.7999999999999998,2.2833333333333328,1.15962,11.470000000000011,紧缩
2024-07-31,6.3,5.4,0.8999999999999995,1.8833333333333329,1.0523200000000004,11.380000000000017,紧缩
2024-07-31,6.3,5.4,0.8999999999999995,1.8833333333333329,1.0523200000000004,11.380000000000017,紧缩
2024-08-31,6.3,5.4,0.8999999999999995,1.4833333333333332,1.0,11.289999999999996,紧缩
2024-08-31,6.3,5.4,0.8999999999999995,1.4833333333333332,1.0,11.289999999999996,紧缩
2024-09-30,6.8,5.4,1.3999999999999997,1.233333333333333,1.0,11.2,正常
2024-09-30,6.8,5.4,1.3999999999999995,1.233333333333333,1.0,11.200000000000001,正常
2024-10-31,7.5,5.4,2.0999999999999996,1.283333333333333,1.0065400000000002,11.158000000000003,正常
2024-10-31,7.5,5.4,2.1,1.283333333333333,1.0065400000000002,11.158000000000005,正常
2024-11-30,7.1,5.4,1.6999999999999993,1.2999999999999996,1.0130800000000002,11.116000000000007,正常
2024-11-30,7.1,5.4,1.6999999999999993,1.2999999999999996,1.0130800000000002,11.116000000000009,正常
