date,social_financing,sf_12m_sum,credit_impulse,ma6,signal
2022-06-30,30540.0,205731.0,-0.3458548281624618,-2.2786070132066016,信贷收缩
2022-06-30,30540.0,205731.0,-0.3458548281624618,-2.2786070132066016,信贷收缩
2022-07-31,4088.0,201428.0,-1.557559318720525,-2.5089715269653645,信贷收缩
2022-07-31,4088.0,201428.0,-1.557559318720525,-2.5089715269653645,信贷收缩
2022-08-31,13344.0,202059.0,-0.525779438479379,-1.7308449352392916,信贷收缩
2022-08-31,13344.0,202059.0,-0.525779438479379,-1.7308449352392916,信贷收缩
2022-09-30,25686.0,209990.0,4.104386969476126,-0.7859446379947087,信贷扩张
2022-09-30,25686.0,209990.0,4.104386969476126,-0.7859446379947087,信贷扩张
2022-10-31,4431.0,206669.0,1.9077909270216908,0.274280958769348,信贷扩张
2022-10-31,4431.0,206669.0,1.9077909270216908,0.274280958769348,信贷扩张
2022-11-30,11448.0,205096.0,2.286147462496002,0.9781886289385754,信贷扩张
2022-11-30,11448.0,205096.0,2.286147462496002,0.9781886289385754,信贷扩张
2022-12-31,14401.0,209147.0,4.886060460171304,1.8501745103275364,信贷扩张
2022-12-31,14401.0,209147.0,4.886060460171304,1.8501745103275364,信贷扩张
2023-01-31,49314.0,216473.0,6.5267457310171695,3.1975586852838185,信贷扩张
2023-01-31,49314.0,216473.0,6.5267457310171695,3.1975586852838185,信贷扩张
2023-02-28,18184.0,225573.0,13.421091004168328,5.52203709239177,信贷扩张
2023-02-28,18184.0,225573.0,13.421091004168328,5.52203709239177,信贷扩张
2023-03-31,39487.0,232769.0,14.292378020337717,7.220035600868702,信贷扩张
2023-03-31,39487.0,232769.0,14.292378020337715,7.220035600868702,信贷扩张
2023-04-30,4431.0,233584.0,20.133513683095305,10.257656060214304,信贷扩张
2023-04-30,4431.0,233584.0,20.133513683095305,10.257656060214304,信贷扩张
2023-05-31,12219.0,227573.0,14.719745126604922,12.32992233756579,信贷扩张
2023-05-31,12219.0,227573.0,14.719745126604922,12.32992233756579,信贷扩张
2023-06-30,32413.0,229446.0,11.527188415941204,13.436776996860772,信贷扩张
2023-06-30,32413.0,229446.0,11.527188415941204,13.436776996860772,信贷扩张
2023-07-31,364.0,225722.0,12.06088527910718,14.35913358820911,信贷扩张
2023-07-31,364.0,225722.0,12.06088527910718,14.35913358820911,信贷扩张
2023-08-31,13412.0,225790.0,11.744589451595822,14.079716662780358,信贷扩张
2023-08-31,13412.0,225790.0,11.744589451595822,14.079716662780358,信贷扩张
2023-09-30,25369.0,225473.0,7.37320824801182,12.926521700726042,信贷扩张
2023-09-30,25369.0,225473.0,7.37320824801182,12.926521700726042,信贷扩张
2023-10-31,4837.0,225879.0,9.295056346138031,11.120112144566496,信贷扩张
2023-10-31,4837.0,225879.0,9.295056346138033,11.120112144566496,信贷扩张
2023-11-30,11120.0,225551.0,9.973378320396309,10.329051010198393,信贷扩张
2023-11-30,11120.0,225551.0,9.973378320396307,10.329051010198391,信贷扩张
2023-12-31,11092.0,222242.0,6.261146466360978,9.451377351935022,信贷扩张
2023-12-31,11092.0,222242.0,6.261146466360978,9.451377351935022,信贷扩张
2024-01-31,48401.0,221329.0,2.2432358769915783,7.815102451582423,信贷扩张
2024-01-31,48401.0,221329.0,2.2432358769915783,7.815102451582423,信贷扩张
2024-02-29,9773.0,212918.0,-5.610157243996405,4.922644668983717,信贷收缩
2024-02-29,9773.0,212918.0,-5.610157243996405,4.922644668983717,信贷收缩
2024-03-31,32920.0,206351.0,-11.349449454179894,1.802201718618432,信贷收缩
2024-03-31,32920.0,206351.0,-11.349449454179894,1.8022017186184318,信贷收缩
2024-04-30,3349.0,205269.0,-12.121977532707717,-1.767303927855859,信贷收缩
2024-04-30,3349.0,205269.0,-12.121977532707715,-1.767303927855859,信贷收缩
2024-05-31,8197.0,201247.0,-11.568156152091856,-5.357559673270554,信贷收缩
2024-05-31,8197.0,201247.0,-11.568156152091857,-5.357559673270554,信贷收缩
2024-06-30,21927.0,190761.0,-16.860176250621063,-9.211113459434227,信贷收缩
2024-06-30,21927.0,190761.0,-16.860176250621063,-9.211113459434229,信贷收缩
2024-07-31,-808.0,189589.0,-16.00774403912778,-12.25294344545412,信贷收缩
2024-07-31,-808.0,189589.0,-16.00774403912778,-12.25294344545412,信贷收缩
2024-08-31,10411.0,186588.0,-17.36215067097746,-14.21160901661763,信贷收缩
2024-08-31,10411.0,186588.0,-17.36215067097746,-14.21160901661763,信贷收缩
2024-09-30,19742.0,180961.0,-19.74160986016064,-15.61030241761442,信贷收缩
2024-09-30,19742.0,180961.0,-19.741609860160636,-15.610302417614419,信贷收缩
2024-10-31,2965.0,179089.0,-20.714630399461655,-17.042411228740075,信贷收缩
2024-10-31,2965.0,179089.0,-20.71463039946165,-17.042411228740075,信贷收缩
2024-11-30,5216.0,173185.0,-23.21692211517572,-18.983872222587383,信贷收缩
2024-11-30,5216.0,173185.0,-23.21692211517572,-18.983872222587383,信贷收缩
2024-12-31,8402.0,170495.0,-23.284077717083186,-20.05452246699774,信贷收缩
2024-12-31,8402.0,170495.0,-23.284077717083186,-20.05452246699774,信贷收缩
2025-01-31,52194.0,174288.0,-21.25387997054159,-20.928878455566707,信贷收缩
2025-01-31,52194.0,174288.0,-21.25387997054159,-20.928878455566707,信贷收缩
2025-02-28,6528.0,171043.0,-19.66719582186569,-21.313052647381415,信贷收缩
2025-02-28,6528.0,171043.0,-19.66719582186569,-21.31305264738141,信贷收缩
2025-03-31,38234.0,176357.0,-14.535427499745579,-20.44535558731224,信贷收缩
2025-03-31,38234.0,176357.0,-14.53542749974558,-20.44535558731224,信贷收缩
2025-04-30,884.0,173892.0,-15.285795711968198,-19.54054980606333,信贷收缩
2025-04-30,884.0,173892.0,-15.285795711968198,-19.54054980606333,信贷收缩
2025-05-31,5923.0,171618.0,-14.722703940928316,-18.124846777022093,信贷收缩
2025-05-31,5923.0,171618.0,-14.722703940928316,-18.124846777022093,信贷收缩
2025-06-30,23600.0,173291.0,-9.158056416143756,-15.770509893532187,信贷收缩
2025-06-30,23600.0,173291.0,-9.158056416143756,-15.770509893532187,信贷收缩
2025-07-31,-4296.0,169803.0,-10.436259487628497,-13.967573146380005,信贷收缩
2025-07-31,-4296.0,169803.0,-10.436259487628496,-13.967573146380005,信贷收缩
2025-08-31,6253.0,165645.0,-11.224194481960259,-12.560406256395767,信贷收缩
2025-08-31,6253.0,165645.0,-11.22419448196026,-12.560406256395767,信贷收缩
2025-09-30,16081.0,161984.0,-10.486789971319787,-11.88563333499147,信贷收缩
2025-09-30,16081.0,161984.0,-10.486789971319787,-11.88563333499147,信贷收缩
2025-10-31,-154.0,158865.0,-11.292709211621032,-11.220118918266941,信贷收缩
2025-10-31,-154.0,158865.0,-11.292709211621032,-11.22011891826694,信贷收缩
2025-11-30,4096.0,157745.0,-8.915321765741835,-10.252221889069194,信贷收缩
2025-11-30,4096.0,157745.0,-8.915321765741835,-10.252221889069194,信贷收缩
2025-12-31,9804.0,159147.0,-6.655913663157276,-9.835198096904781,信贷收缩
2025-12-31,9804.0,159147.0,-6.655913663157276,-9.83519809690478,信贷收缩
2026-01-31,49016.0,155969.0,-10.510763793261724,-9.847615481176986,信贷收缩
2026-01-31,49016.0,155969.0,-10.510763793261724,-9.847615481176986,信贷收缩
2026-02-28,8458.0,157899.0,-7.68461731845208,-9.257685953925623,信贷收缩
2026-02-28,8458.0,157899.0,-7.68461731845208,-9.257685953925623,信贷收缩
2026-03-31,31522.0,151187.0,-14.27218653073028,-9.888585380494037,信贷收缩
2026-03-31,31522.0,151187.0,-14.27218653073028,-9.888585380494035,信贷收缩
2026-04-30,-4006.0,146297.0,-15.86904515446369,-10.65130803763448,信贷收缩
2026-04-30,-4006.0,146297.0,-15.86904515446369,-10.65130803763448,信贷收缩
2026-05-31,4965.0,145339.0,-15.312496358190863,-11.717503803042653,信贷收缩
2026-05-31,4965.0,145339.0,-15.312496358190865,-11.717503803042652,信贷收缩
2026-06-30,17650.0,139389.0,-19.563624192831707,-13.868788891321724,信贷收缩
2026-06-30,17650.0,139389.0,-19.563624192831707,-13.868788891321723,信贷收缩
