date,m1_yoy,ppi_yoy,m1_ppi_spread,ma6,ma12,q10,q90,signal
2023-02-28,5.8,-1.4,7.199999999999999,6.266666666666667,2.9416666666666664,-0.05999999999999955,24.075,正常
2023-03-31,5.1,-2.5,7.6,6.616666666666666,3.875,-0.0200000000000005,24.07,正常
2023-03-31,5.1,-2.5,7.6,6.616666666666666,3.875,-0.020000000000000503,24.07,正常
2023-04-30,5.3,-3.6,8.9,6.916666666666667,4.858333333333333,0.01999999999999995,24.065,正常
2023-04-30,5.3,-3.6,8.9,6.916666666666667,4.858333333333333,0.0199999999999999,24.065,正常
2023-05-31,4.7,-4.6,9.3,7.483333333333333,5.783333333333332,0.0600000000000004,24.06,正常
2023-05-31,4.7,-4.6,9.3,7.483333333333333,5.783333333333332,0.060000000000000414,24.06,正常
2023-06-30,3.1,-5.4,8.5,8.166666666666666,6.516666666666666,0.0999999999999994,24.055,正常
2023-06-30,3.1,-5.4,8.5,8.166666666666666,6.516666666666666,0.09999999999999945,24.055,正常
2023-07-31,2.3,-4.4,6.7,8.033333333333333,6.866666666666666,0.1399999999999999,24.05,正常
2023-07-31,2.3,-4.4,6.7,8.033333333333333,6.866666666666666,0.1399999999999999,24.05,正常
2023-08-31,2.2,-3.0,5.2,7.699999999999999,6.983333333333333,0.17999999999999897,24.045,正常
2023-08-31,2.2,-3.0,5.2,7.699999999999999,6.983333333333333,0.1799999999999989,24.045,正常
2023-09-30,2.1,-2.5,4.6,7.2,6.908333333333332,0.2199999999999994,24.040000000000003,正常
2023-09-30,2.1,-2.5,4.6,7.2,6.908333333333332,0.2199999999999994,24.040000000000003,正常
2023-10-31,1.9,-2.6,4.5,6.466666666666666,6.691666666666666,0.2599999999999999,24.035,正常
2023-10-31,1.9,-2.6,4.5,6.466666666666666,6.691666666666666,0.2599999999999999,24.035,正常
2023-11-30,1.3,-3.0,4.3,5.633333333333333,6.558333333333333,0.29999999999999893,24.03,正常
2023-11-30,1.3,-3.0,4.3,5.633333333333333,6.558333333333333,0.2999999999999989,24.03,正常
2023-12-31,1.3,-2.7,4.0,4.883333333333334,6.5249999999999995,0.29999999999999905,24.017000000000003,正常
2023-12-31,1.3,-2.7,4.0,4.883333333333334,6.525,0.299999999999999,24.017000000000003,正常
2024-01-31,5.9,-2.5,8.4,5.166666666666667,6.6000000000000005,0.2999999999999991,24.004,正常
2024-01-31,5.9,-2.5,8.4,5.166666666666667,6.6000000000000005,0.29999999999999916,24.004,正常
2024-02-29,1.2,-2.7,3.9,4.949999999999999,6.325,0.2999999999999992,23.991000000000003,正常
2024-02-29,1.2,-2.7,3.9000000000000004,4.949999999999999,6.325,0.29999999999999927,23.991000000000003,正常
2024-03-31,1.1,-2.8,3.9,4.833333333333333,6.016666666666667,0.2999999999999994,23.978,正常
2024-03-31,1.1,-2.8,3.9,4.833333333333333,6.016666666666667,0.2999999999999994,23.978,正常
2024-04-30,-1.4,-2.5,1.1,4.266666666666667,5.366666666666667,0.2999999999999995,23.965000000000003,正常
2024-04-30,-1.4,-2.5,1.1,4.266666666666667,5.366666666666667,0.2999999999999995,23.965000000000003,正常
2024-05-31,-4.2,-1.4,-2.8000000000000003,3.083333333333333,4.358333333333333,0.1399999999999999,23.952,信用紧缩
2024-05-31,-4.2,-1.4,-2.8000000000000003,3.0833333333333335,4.358333333333333,0.1399999999999999,23.952,信用紧缩
2024-06-30,-5.0,-0.8,-4.2,1.7166666666666666,3.2999999999999994,-0.12999999999999964,23.939000000000004,信用紧缩
2024-06-30,-5.0,-0.8,-4.2,1.7166666666666666,3.2999999999999994,-0.1299999999999996,23.939000000000004,信用紧缩
2024-07-31,-6.6,-0.8,-5.8,-0.6499999999999999,2.2583333333333333,-0.2199999999999997,23.926000000000005,信用紧缩
2024-07-31,-6.6,-0.8,-5.8,-0.6499999999999999,2.2583333333333333,-0.2199999999999997,23.926000000000005,信用紧缩
2024-08-31,-7.3,-1.8,-5.5,-2.216666666666667,1.3666666666666665,-0.3299999999999992,23.913,信用紧缩
2024-08-31,-7.3,-1.8,-5.5,-2.216666666666667,1.3666666666666665,-0.3299999999999992,23.913,信用紧缩
2024-09-30,-7.4,-2.8,-4.6000000000000005,-3.633333333333333,0.6,-0.5999999999999996,23.9,信用紧缩
2024-09-30,-7.4,-2.8,-4.6000000000000005,-3.633333333333333,0.6,-0.5999999999999996,23.900000000000002,信用紧缩
2024-10-31,-6.1,-2.9,-3.1999999999999997,-4.3500000000000005,-0.041666666666666706,-0.5999999999999996,23.813000000000006,信用紧缩
2024-10-31,-6.1,-2.9,-3.2,-4.3500000000000005,-0.0416666666666667,-0.5999999999999996,23.81300000000001,信用紧缩
2024-11-30,-3.7,-2.5,-1.2000000000000002,-4.083333333333333,-0.5000000000000001,-1.0799999999999983,23.726000000000013,信用紧缩
2024-11-30,-3.7,-2.5,-1.2000000000000002,-4.083333333333333,-0.5000000000000001,-1.0799999999999983,23.726000000000013,信用紧缩
2024-12-31,-1.4,-2.3,0.8999999999999999,-3.233333333333333,-0.7583333333333333,-1.0199999999999996,23.639000000000017,正常
2024-12-31,-1.4,-2.3,0.8999999999999999,-3.233333333333333,-0.7583333333333333,-1.0199999999999996,23.639000000000017,正常
2025-01-31,0.4,-2.3,2.7,-1.8166666666666669,-1.2333333333333334,-0.9599999999999986,23.552,正常
2025-01-31,0.4,-2.3,2.6999999999999997,-1.8166666666666667,-1.2333333333333334,-0.9599999999999986,23.551999999999996,正常
2025-02-28,0.1,-2.2,2.3000000000000003,-0.5166666666666667,-1.366666666666667,-0.8999999999999999,23.465000000000003,正常
2025-02-28,0.1,-2.2,2.3000000000000003,-0.5166666666666667,-1.366666666666667,-0.8999999999999999,23.465000000000003,正常
2025-03-31,1.6,-2.5,4.1,0.9333333333333332,-1.3500000000000003,-0.839999999999999,23.378000000000007,正常
2025-03-31,1.6,-2.5,4.1,0.9333333333333332,-1.3500000000000003,-0.839999999999999,23.378000000000007,正常
2025-04-30,1.5,-2.7,4.2,2.1666666666666665,-1.0916666666666668,-0.779999999999998,23.29100000000001,正常
2025-04-30,1.5,-2.7,4.2,2.1666666666666665,-1.0916666666666668,-0.779999999999998,23.29100000000001,正常
2025-05-31,2.3,-3.3,5.6,3.3000000000000003,-0.3916666666666666,-0.7199999999999993,23.20400000000001,正常
2025-05-31,2.3,-3.3,5.6,3.3000000000000003,-0.39166666666666666,-0.7199999999999993,23.204000000000015,正常
2025-06-30,4.6,-3.6,8.2,4.516666666666667,0.6416666666666665,-0.6599999999999984,23.116999999999997,正常
2025-06-30,4.6,-3.6,8.2,4.516666666666667,0.6416666666666665,-0.6599999999999984,23.117,正常
2025-07-31,5.6,-3.6,9.2,5.599999999999999,1.8916666666666664,-0.5999999999999996,23.03,正常
2025-07-31,5.6,-3.6,9.2,5.599999999999999,1.8916666666666664,-0.5999999999999996,23.03,正常
2025-08-31,6.0,-2.9,8.9,6.7,3.0916666666666663,-0.5999999999999996,23.004,正常
2025-08-31,6.0,-2.9,8.9,6.7,3.0916666666666663,-0.5999999999999996,23.004,正常
2025-09-30,7.2,-2.3,9.5,7.6000000000000005,4.266666666666667,-0.5999999999999996,22.978000000000005,正常
2025-09-30,7.2,-2.3,9.5,7.6,4.266666666666667,-0.5999999999999996,22.978000000000005,正常
2025-10-31,6.2,-2.1,8.3,8.283333333333333,5.225,-0.5999999999999996,22.952000000000005,正常
2025-10-31,6.2,-2.1,8.3,8.283333333333333,5.225,-0.5999999999999996,22.952000000000005,正常
2025-11-30,4.9,-2.2,7.1000000000000005,8.533333333333333,5.916666666666667,-0.5999999999999996,22.926,正常
2025-11-30,4.9,-2.2,7.1000000000000005,8.533333333333333,5.916666666666667,-0.5999999999999996,22.926,正常
2025-12-31,3.8,-1.9,5.699999999999999,8.116666666666667,6.316666666666666,-0.5999999999999996,22.9,正常
2025-12-31,3.8,-1.9,5.699999999999999,8.116666666666667,6.316666666666666,-0.5999999999999996,22.9,正常
2026-01-31,4.9,-1.4,6.300000000000001,7.633333333333333,6.616666666666667,-0.5999999999999996,22.874,正常
2026-01-31,4.9,-1.4,6.300000000000001,7.633333333333333,6.616666666666667,-0.5999999999999996,22.874000000000002,正常
2026-02-28,5.9,-0.9,6.800000000000001,7.283333333333334,6.991666666666666,-0.5999999999999996,22.848000000000003,正常
2026-02-28,5.9,-0.9,6.800000000000001,7.283333333333334,6.991666666666666,-0.5999999999999996,22.848000000000003,正常
2026-03-31,5.1,0.5,4.6,6.466666666666666,7.033333333333334,-0.5999999999999996,22.822000000000003,正常
2026-03-31,5.1,0.5,4.6,6.466666666666666,7.033333333333334,-0.5999999999999996,22.822000000000003,正常
2026-04-30,5.0,2.8,2.2,5.45,6.866666666666666,-0.5999999999999996,22.796,正常
2026-04-30,5.0,2.8,2.2,5.45,6.866666666666666,-0.5999999999999996,22.796,正常
2026-05-31,5.5,3.9,1.6,4.533333333333334,6.533333333333334,-0.5999999999999996,22.77,正常
2026-05-31,5.5,3.9,1.6,4.533333333333334,6.533333333333334,-0.5999999999999996,22.77,正常
2026-06-30,4.0,4.1,-0.0999999999999996,3.566666666666667,5.841666666666666,-0.5699999999999993,22.763,正常
2026-06-30,4.0,4.1,-0.09999999999999964,3.566666666666667,5.841666666666666,-0.5699999999999993,22.763,正常
