date,northbound_net_buy_100m,mean120,std120,upper,lower,trigger,signal_score,signal_text,effective_date
2016-12-22,-5.2364,3.201018333333333,9.932048190105917,13.13306652343925,-6.731029856772584,,-1,看空状态,2016-12-23
2016-12-28,-5.42,3.154398333333333,9.958599439502954,13.112997772836287,-6.8042011061696215,,-1,看空状态,2016-12-29
2016-12-29,-1.2166,3.116601666666667,9.982635182407499,13.099236849074167,-6.866033515740832,,-1,看空状态,2016-12-30
2016-12-30,-0.8164,3.0476375,9.983755812133717,13.031393312133718,-6.936118312133717,,-1,看空状态,2017-01-03
2017-01-03,-0.5629,3.04703,9.983990652187067,13.031020652187067,-6.936960652187068,,-1,看空状态,2017-01-04
2017-01-04,-8.2966,3.2147166666666664,9.748243582801807,12.962960249468473,-6.533526916135141,看空触发,-1,看空状态,2017-01-05
2017-01-05,-3.924,3.152554166666667,9.79795536591284,12.950509532579506,-6.645401199246173,,-1,看空状态,2017-01-06
2017-01-06,-15.701,3.1274358333333336,9.812310386223864,12.939746219557197,-6.6848745528905305,看空触发,-1,看空状态,2017-01-09
2017-01-09,-0.6542,2.9220499999999996,9.94653405719425,12.868584057194251,-7.024484057194251,,-1,看空状态,2017-01-10
2017-01-10,2.5432,2.8208366666666667,9.92036261634732,12.741199283013987,-7.099525949680654,,-1,看空状态,2017-01-11
2017-01-11,16.860799999999998,2.855235833333333,9.912111287456593,12.767347120789927,-7.05687545412326,看多触发,1,看多状态,2017-01-12
2017-01-12,12.285,3.0494983333333336,9.956531957742323,13.006030291075657,-6.907033624408989,,1,看多状态,2017-01-13
2017-01-13,12.053,3.1695391666666666,9.98049086133341,13.150030028000076,-6.810951694666743,,1,看多状态,2017-01-16
2017-01-16,-8.083,3.2889033333333333,10.000514053938163,13.289417387271497,-6.711610720604829,看空触发,-1,看空状态,2017-01-17
2017-01-17,10.5458,3.09241,9.990286213936539,13.08269621393654,-6.897876213936539,,-1,看空状态,2017-01-18
2017-01-18,13.9136,3.039465,9.933172337357254,12.972637337357254,-6.893707337357254,看多触发,1,看多状态,2017-01-19
2017-01-19,10.6391,3.1153291666666667,9.981454793954875,13.096783960621542,-6.866125627288207,,1,看多状态,2017-01-20
2017-01-20,16.7727,3.1453925000000003,9.998766988573779,13.144159488573779,-6.853374488573779,看多触发,1,看多状态,2017-01-23
2017-01-23,13.991,3.250514166666667,10.075520496247455,13.326034662914122,-6.825006329580788,看多触发,1,看多状态,2017-01-24
2017-01-24,13.6544,3.3078933333333334,10.117178798922538,13.42507213225587,-6.8092854655892046,看多触发,1,看多状态,2017-01-25
2017-01-25,1.7442,3.3762266666666667,10.159402603969179,13.535629270635845,-6.783175937302512,,1,看多状态,2017-01-26
2017-01-26,8.6132,3.3622475,10.160493554907761,13.522741054907762,-6.798246054907761,,1,看多状态,2017-02-03
2017-02-03,13.0867,3.3756808333333335,10.166408997473788,13.542089830807122,-6.790728164140454,,1,看多状态,2017-02-06
2017-02-06,27.7627,3.46041,10.204868994118776,13.665278994118776,-6.7444589941187765,看多触发,1,看多状态,2017-02-07
2017-02-07,16.321099999999998,3.6543783333333333,10.44296892011166,14.097347253444994,-6.7885905867783265,看多触发,1,看多状态,2017-02-08
2017-02-08,12.1851,3.7512483333333333,10.506440494471162,14.257688827804495,-6.755192161137829,,1,看多状态,2017-02-09
2017-02-09,18.7181,3.771524166666667,10.520456755924494,14.291980922591161,-6.7489325892578265,看多触发,1,看多状态,2017-02-10
2017-02-10,16.2104,3.9747425,10.571985786868952,14.546728286868952,-6.597243286868952,看多触发,1,看多状态,2017-02-13
2017-02-13,16.9835,4.102695833333334,10.626698281227114,14.729394114560447,-6.52400244789378,看多触发,1,看多状态,2017-02-14
2017-02-14,13.4662,4.156329166666667,10.675627499305733,14.831956665972399,-6.5192983326390666,,1,看多状态,2017-02-15
2017-02-15,23.0833,4.282563333333333,10.695554030113724,14.978117363447058,-6.412990696780391,看多触发,1,看多状态,2017-02-16
2017-02-16,18.6494,4.511371666666666,10.80197797760998,15.313349644276645,-6.290606310943313,看多触发,1,看多状态,2017-02-17
2017-02-17,12.1927,4.627204166666667,10.878805907621363,15.50601007428803,-6.251601740954696,,1,看多状态,2017-02-20
2017-02-20,18.3337,4.6768675,10.899781661248317,15.576649161248318,-6.222914161248317,看多触发,1,看多状态,2017-02-21
2017-02-21,13.1423,4.721969166666667,10.94528585102457,15.667255017691236,-6.223316684357903,,1,看多状态,2017-02-22
2017-02-22,10.7675,4.7443725,10.959858503679081,15.70423100367908,-6.215486003679081,,1,看多状态,2017-02-23
2017-02-23,14.1366,4.7754175000000005,10.971691676184438,15.747109176184438,-6.1962741761844375,,1,看多状态,2017-02-24
2017-02-24,7.7148,4.873939166666667,11.002441497447569,15.876380664114237,-6.1285023307809015,,1,看多状态,2017-02-27
2017-02-27,3.7498,4.9062591666666675,11.005064228650495,15.911323395317162,-6.098805061983827,,1,看多状态,2017-02-28
2017-02-28,1.5026,4.546993333333333,10.30535919651516,14.852352529848494,-5.758365863181828,,1,看多状态,2017-03-01
2017-03-01,8.9289,4.434048333333333,10.263400452525735,14.697448785859068,-5.829352119192402,,1,看多状态,2017-03-02
2017-03-02,3.9168,4.410785833333334,10.249901457466873,14.660687290800206,-5.839115624133539,,1,看多状态,2017-03-03
2017-03-03,1.2819999999999998,4.413784166666667,10.24970222957516,14.663486396241826,-5.835918062908493,,1,看多状态,2017-03-06
2017-03-06,2.5778,4.432131666666667,10.242042503517716,14.674174170184383,-5.809910836851049,,1,看多状态,2017-03-07
2017-03-07,3.0321,4.438995833333334,10.240508522417931,14.679504355751266,-5.801512689084597,,1,看多状态,2017-03-08
2017-03-08,0.6022,4.445458333333334,10.239364333921701,14.684822667255034,-5.793906000588367,,1,看多状态,2017-03-09
2017-03-09,-19.1218,4.422304166666666,10.244932276241416,14.66723644290808,-5.82262810957475,看空触发,-1,看空状态,2017-03-10
2017-03-10,-8.4266,4.246536666666667,10.465904247699111,14.712440914365779,-6.2193675810324445,看空触发,-1,看空状态,2017-03-13
2017-03-13,7.186699999999999,4.1791141666666665,10.521585346750648,14.700699513417314,-6.342471180083981,,-1,看空状态,2017-03-14
2017-03-14,-9.9215,4.1637216666666665,10.515773024240417,14.679494690907084,-6.3520513575737505,看空触发,-1,看空状态,2017-03-15
2017-03-15,3.5561000000000003,4.0577716666666666,10.593466579213127,14.651238245879792,-6.53569491254646,,-1,看空状态,2017-03-16
2017-03-16,17.7923,4.077428333333334,10.590302197616376,14.66773053094971,-6.512873864283042,看多触发,1,看多状态,2017-03-17
2017-03-17,12.0551,4.240975,10.649628892309266,14.890603892309265,-6.408653892309267,,1,看多状态,2017-03-20
2017-03-20,15.6699,4.218868333333334,10.630455003313683,14.849323336647018,-6.411586669980349,看多触发,1,看多状态,2017-03-21
2017-03-21,8.74,4.2760283333333335,10.673705771237836,14.94973410457117,-6.397677437904503,,1,看多状态,2017-03-22
2017-03-22,5.261799999999999,4.3085475,10.681373114000774,14.989920614000773,-6.3728256140007735,,1,看多状态,2017-03-23
2017-03-23,16.8768,4.272985833333333,10.67094452215962,14.943930355492954,-6.397958688826288,看多触发,1,看多状态,2017-03-24
2017-03-24,17.253,4.442756666666666,10.708303060597554,15.15105972726422,-6.265546393930888,看多触发,1,看多状态,2017-03-27
2017-03-27,3.1777999999999995,4.801485,10.403553508536584,15.205038508536584,-5.6020685085365844,,1,看多状态,2017-03-28
2017-03-28,8.809,4.856145833333334,10.377396946830357,15.233542780163692,-5.521251113497024,,1,看多状态,2017-03-29
2017-03-29,2.6604,5.026853333333333,10.271103837244159,15.297957170577492,-5.244250503910825,,1,看多状态,2017-03-30
2017-03-30,11.8037,5.117934166666667,10.20042437408094,15.318358540747607,-5.082490207414273,,1,看多状态,2017-03-31
2017-03-31,-2.0005,5.287372500000001,10.140528756579688,15.427901256579688,-4.853156256579687,,1,看多状态,2017-04-05
2017-04-05,13.9941,5.291946666666667,10.137087271519844,15.42903393818651,-4.845140604853177,,1,看多状态,2017-04-06
2017-04-06,-0.0258,5.3216525,10.157471157359957,15.479123657359956,-4.835818657359957,,1,看多状态,2017-04-07
2017-04-07,4.4914,5.275788333333334,10.169178440967254,15.444966774300589,-4.893390107633921,,1,看多状态,2017-04-10
2017-04-10,7.3991,5.344713333333334,10.135259925882492,15.479973259215825,-4.790546592549158,,1,看多状态,2017-04-11
2017-04-11,-4.7544,5.434408333333334,10.105121393219152,15.539529726552486,-4.670713059885818,看空触发,-1,看空状态,2017-04-12
2017-04-12,-3.5509,5.408505,10.127383230833972,15.535888230833972,-4.7188782308339725,,-1,看空状态,2017-04-13
2017-04-18,0.2419,5.332002500000001,10.160321104586888,15.49232360458689,-4.8283186045868876,,-1,看空状态,2017-04-19
2017-04-19,10.5066,5.252698333333333,10.162620716464852,15.415319049798185,-4.909922383131519,,-1,看空状态,2017-04-20
2017-04-20,16.329,5.388210833333333,10.12294877843026,15.511159611763592,-4.734737945096927,看多触发,1,看多状态,2017-04-21
2017-04-21,6.3411,5.568496666666666,10.123550328986314,15.69204699565298,-4.555053662319647,,1,看多状态,2017-04-24
2017-04-24,3.5557,5.543096666666667,10.117705907662026,15.660802574328693,-4.574609240995359,,1,看多状态,2017-04-25
2017-04-25,14.0887,5.587280000000001,10.097161989554037,15.684441989554038,-4.509881989554036,,1,看多状态,2017-04-26
2017-04-26,9.6083,5.650381666666666,10.126635907979066,15.777017574645733,-4.4762542413124,,1,看多状态,2017-04-27
2017-04-27,5.216799999999999,5.6978675,10.131765266891518,15.829632766891518,-4.433897766891518,,1,看多状态,2017-04-28
2017-04-28,16.722,5.710778333333334,10.130143243690021,15.840921577023355,-4.419364910356688,看多触发,1,看多状态,2017-05-02
2017-05-04,10.446,5.787133333333333,10.178609323951704,15.965742657285038,-4.391475990618371,,1,看多状态,2017-05-05
2017-05-05,-2.645,5.797956666666666,10.182901873739528,15.980858540406194,-4.384945207072862,,1,看多状态,2017-05-08
2017-05-08,2.2001,5.756376666666666,10.207279390978876,15.963656057645542,-4.4509027243122095,,1,看多状态,2017-05-09
2017-05-09,21.323400000000003,5.8227725,10.157481996897918,15.980254496897917,-4.334709496897918,看多触发,1,看多状态,2017-05-10
2017-05-10,21.256,5.979204166666666,10.2508006659894,16.230004832656068,-4.271596499322734,看多触发,1,看多状态,2017-05-11
2017-05-11,22.4512,6.144258333333332,10.336353373642208,16.48061170697554,-4.1920950403088755,看多触发,1,看多状态,2017-05-12
2017-05-12,1.0745,6.297301666666667,10.441052288656143,16.73835395532281,-4.143750621989477,,1,看多状态,2017-05-15
2017-05-15,16.5016,6.387784166666666,10.34715054985403,16.734934716520698,-3.959366383187364,,1,看多状态,2017-05-16
2017-05-16,30.004,6.558880833333333,10.343189035353596,16.90206986868693,-3.784308202020263,看多触发,1,看多状态,2017-05-17
2017-05-17,14.931,6.824532500000001,10.53242047026936,17.35695297026936,-3.7078879702693586,,1,看多状态,2017-05-18
2017-05-18,9.602,6.942965833333333,10.54308804133357,17.486053874666904,-3.6001222080002373,,1,看多状态,2017-05-19
2017-05-19,12.7001,6.996216666666666,10.540221993311718,17.536438659978383,-3.5440053266450517,,1,看多状态,2017-05-22
2017-05-22,5.653300000000001,7.438824166666667,9.606487888388134,17.0453120550548,-2.1676637217214676,,1,看多状态,2017-05-23
2017-05-23,2.7725,7.357753333333334,9.579905909205644,16.937659242538977,-2.22215257587231,,1,看多状态,2017-05-24
2017-05-24,10.5185,7.436415833333332,9.502217953242516,16.93863378657585,-2.0658021199091836,,1,看多状态,2017-05-25
2017-05-25,15.0703,7.540771666666667,9.466363528673844,17.00713519534051,-1.9255918620071766,,1,看多状态,2017-05-26
2017-05-26,-0.1523,7.665370833333333,9.466247771574562,17.131618604907896,-1.8008769382412284,,1,看多状态,2017-05-31
2017-05-31,-16.27,7.605781666666667,9.492950414364216,17.09873208103088,-1.8871687476975492,看空触发,-1,看空状态,2017-06-01
2017-06-01,-16.968,7.4725975,9.714163175595479,17.18676067559548,-2.2415656755954787,看空触发,-1,看空状态,2017-06-02
2017-06-02,15.6286,7.336541666666666,9.94046019122737,17.277001857894035,-2.6039185245607035,,-1,看空状态,2017-06-05
2017-06-05,18.0144,7.457345,9.952504972140417,17.409849972140417,-2.495159972140417,看多触发,1,看多状态,2017-06-06
2017-06-06,20.2122,7.497070833333334,9.985270128682364,17.482340962015698,-2.4881992953490304,看多触发,1,看多状态,2017-06-07
2017-06-07,22.5453,7.571335833333333,10.046746238508007,17.61808207184134,-2.4754104051746735,看多触发,1,看多状态,2017-06-08
2017-06-08,22.8857,7.685485833333333,10.138761621687086,17.82424745502042,-2.4532757883537535,看多触发,1,看多状态,2017-06-09
2017-06-09,13.2558,7.7337,10.1974945268372,17.9311945268372,-2.4637945268372006,,1,看多状态,2017-06-12
2017-06-12,-10.5967,7.727871666666666,10.194108081699746,17.92197974836641,-2.4662364150330793,看空触发,-1,看空状态,2017-06-13
2017-06-13,4.8187,7.557475833333333,10.32833251139226,17.885808344725593,-2.7708566780589265,,-1,看空状态,2017-06-14
2017-06-14,-13.239,7.505801666666668,10.326377258304978,17.832178924971647,-2.8205755916383106,看空触发,-1,看空状态,2017-06-15
2017-06-15,22.2485,7.317084166666667,10.496863137627546,17.813947304294214,-3.1797789709608795,看多触发,1,看多状态,2017-06-16
2017-06-16,9.7481,7.630770833333333,10.374201441321121,18.004972274654456,-2.743430607987788,,1,看多状态,2017-06-19
2017-06-19,22.8799,7.613569999999999,10.368920042365815,17.982490042365814,-2.7553500423658157,看多触发,1,看多状态,2017-06-20
2017-06-20,3.1171,7.688901666666666,10.447079931040257,18.135981597706923,-2.7581782643735906,,1,看多状态,2017-06-21
2017-06-21,13.7256,7.561810833333334,10.408769731246707,17.97058056458004,-2.846958897913373,,1,看多状态,2017-06-22
2017-06-22,16.8812,7.485500833333333,10.328762481199051,17.814263314532383,-2.8432616478657184,,1,看多状态,2017-06-23
2017-06-23,14.0521,7.629245833333333,10.33856930751067,17.967815140844003,-2.7093234741773378,,1,看多状态,2017-06-26
2017-06-26,1.3591,7.666451666666666,10.353697995166941,18.020149661833607,-2.687246328500275,,1,看多状态,2017-06-27
2017-06-27,26.4754,7.550715833333333,10.345864651990713,17.896580485324044,-2.7951488186573794,看多触发,1,看多状态,2017-06-28
2017-06-28,-3.9857,7.696881666666666,10.488511218383147,18.185392885049815,-2.791629551716481,看空触发,-1,看空状态,2017-06-29
2017-06-29,29.956100000000003,7.625536666666666,10.53891762023216,18.164454286898827,-2.913380953565494,看多触发,1,看多状态,2017-06-30
2017-06-30,-11.818499999999998,7.780193333333333,10.729188565696624,18.509381899029957,-2.9489952323632913,看空触发,-1,看空状态,2017-07-03
2017-07-03,4.0767,7.7350924999999995,10.800462270632481,18.53555477063248,-3.065369770632482,,-1,看空状态,2017-07-04
2017-07-04,-6.0083,7.98193,10.363127892139564,18.345057892139565,-2.3811978921395642,看空触发,-1,看空状态,2017-07-05
2017-07-05,5.6854,7.9190708333333335,10.425253293816668,18.344324127150003,-2.506182460483335,,-1,看空状态,2017-07-06
2017-07-06,-10.7096,8.010085833333333,10.356888531942188,18.36697436527552,-2.3468026986088546,看空触发,-1,看空状态,2017-07-07
2017-07-07,2.6378,7.966005833333333,10.425557613262006,18.391563446595338,-2.459551779928673,,-1,看空状态,2017-07-10
2017-07-10,8.9498,7.998125833333334,10.40294223827361,18.401068071606943,-2.4048164049402763,,-1,看空状态,2017-07-11
2017-07-11,8.2049,8.079510833333334,10.371558821517702,18.451069654851036,-2.2920479881843683,,-1,看空状态,2017-07-12
2017-07-12,15.0273,8.152575833333334,10.341002053228399,18.49357788656173,-2.1884262198950655,,-1,看空状态,2017-07-13
2017-07-13,13.511,8.346941666666666,10.248006803469847,18.594948470136515,-1.9010651368031812,,-1,看空状态,2017-07-14
2017-07-14,0.5297,8.492233333333335,10.196033954067321,18.688267287400656,-1.7038006207339862,,-1,看空状态,2017-07-17
2017-07-17,13.4889,8.627489166666667,9.977718032762347,18.605207199429014,-1.35022886609568,,-1,看空状态,2017-07-18
2017-07-18,20.0142,8.745348333333332,9.950653315547497,18.69600164888083,-1.2053049822141642,看多触发,1,看多状态,2017-07-19
2017-07-19,17.5218,8.89094,9.986891159708623,18.877831159708624,-1.0959511597086227,,1,看多状态,2017-07-20
2017-07-20,1.2741,8.896448333333332,9.991505149934838,18.88795348326817,-1.095056816601506,,1,看多状态,2017-07-21
2017-07-21,15.2481,8.804690833333334,10.01066591831269,18.81535675164602,-1.2059750849793556,,1,看多状态,2017-07-24
2017-07-24,15.8944,8.831316666666668,10.023618897420683,18.85493556408735,-1.1923022307540148,,1,看多状态,2017-07-25
2017-07-25,12.3526,9.031128333333333,9.922083608902332,18.953211942235665,-0.8909552755689987,,1,看多状态,2017-07-26
2017-07-26,17.7448,9.046185,9.925771639158086,18.971956639158087,-0.8795866391580862,,1,看多状态,2017-07-27
2017-07-27,26.7273,9.078111666666668,9.94769684504267,19.025808511709336,-0.8695851783760009,看多触发,1,看多状态,2017-07-28
2017-07-28,23.0658,9.21218,10.07649076739912,19.28867076739912,-0.8643107673991199,看多触发,1,看多状态,2017-07-31
2017-07-31,18.8892,9.2646225,10.132390683501285,19.397013183501286,-0.8677681835012852,,1,看多状态,2017-08-01
2017-08-01,14.8826,9.305440833333334,10.161415522889689,19.466856356223023,-0.8559746895563549,,1,看多状态,2017-08-02
2017-08-02,2.8001,9.315675833333334,10.166450085651018,19.48212591898435,-0.8507742523176844,,1,看多状态,2017-08-03
2017-08-03,23.4822,9.324475000000001,10.160296911001497,19.4847719110015,-0.8358219110014957,看多触发,1,看多状态,2017-08-04
2017-08-04,28.1256,9.448383333333334,10.241888463718496,19.690271797051828,-0.7935051303851619,看多触发,1,看多状态,2017-08-07
2017-08-07,27.8841,9.573707500000001,10.377890839018427,19.951598339018428,-0.8041833390184259,看多触发,1,看多状态,2017-08-08
2017-08-08,18.2119,9.574719166666666,10.379684616671309,19.954403783337973,-0.8049654500046426,,1,看多状态,2017-08-09
2017-08-09,12.1583,9.590475833333334,10.391440369721561,19.981916203054894,-0.8009645363882267,,1,看多状态,2017-08-10
2017-08-10,-2.7923,9.590252499999998,10.391384425174495,19.98163692517449,-0.8011319251744968,看空触发,-1,看空状态,2017-08-11
2017-08-11,-9.0431,9.410999166666668,10.418099053150746,19.829098219817414,-1.0070998864840774,看空触发,-1,看空状态,2017-08-14
2017-08-14,2.2414,9.200553333333334,10.534012613960643,19.734565947293977,-1.3334592806273093,,-1,看空状态,2017-08-15
2017-08-15,-0.7786,9.0777025,10.528444730767118,19.606147230767117,-1.4507422307671192,,-1,看空状态,2017-08-16
2017-08-16,8.1248,8.958995833333335,10.558809497027635,19.51780533036097,-1.5998136636943006,,-1,看空状态,2017-08-17
2017-08-17,6.3422,8.834341666666667,10.47865448435302,19.31299615101969,-1.6443128176863535,,-1,看空状态,2017-08-18
2017-08-18,-10.7043,8.731781666666667,10.441946335708348,19.173728002375015,-1.7101646690416814,看空触发,-1,看空状态,2017-08-21
2017-08-21,0.7081000000000001,8.540973333333334,10.586375152907964,19.127348486241296,-2.0454018195746304,,-1,看空状态,2017-08-22
2017-08-22,0.1959,8.394093333333334,10.571627196191226,18.96572052952456,-2.177533862857892,,-1,看空状态,2017-08-23
2017-08-24,12.417,8.286206666666667,10.588810111969654,18.875016778636322,-2.302603445302987,,-1,看空状态,2017-08-25
2017-08-25,30.4364,8.2999525,10.59312803014386,18.893080530143862,-2.293175530143861,看多触发,1,看多状态,2017-08-28
2017-08-28,37.7086,8.435784166666666,10.771597744746218,19.207381911412885,-2.335813578079552,看多触发,1,看多状态,2017-08-29
2017-08-29,17.2229,8.6857325,11.097782300718716,19.783514800718716,-2.412049800718716,,1,看多状态,2017-08-30
2017-08-30,32.877399999999994,8.798008333333334,11.115565195053145,19.91357352838648,-2.3175568617198117,看多触发,1,看多状态,2017-08-31
2017-08-31,17.7836,9.059465,11.309819461038552,20.369284461038554,-2.250354461038553,,1,看多状态,2017-09-01
2017-09-01,41.787200000000006,9.133254166666667,11.337811371228707,20.471065537895374,-2.2045572045620396,看多触发,1,看多状态,2017-09-04
2017-09-04,17.196099999999998,9.448840833333334,11.71226729844978,21.161108131783113,-2.2634264651164457,,1,看多状态,2017-09-05
2017-09-05,9.4016,9.581458333333332,11.709114339201836,21.29057267253517,-2.127656005868504,,1,看多状态,2017-09-06
2017-09-06,1.6279,9.638323333333334,11.69137179448719,21.329695127820525,-2.053048461153857,,1,看多状态,2017-09-07
2017-09-07,9.3161,9.626621666666667,11.69873979486383,21.3253614615305,-2.072118128197163,,1,看多状态,2017-09-08
2017-09-08,4.2978,9.6992375,11.669260233025124,21.368497733025123,-1.9700227330251234,,1,看多状态,2017-09-11
2017-09-11,20.0663,9.894400833333334,11.375329774231645,21.26973060756498,-1.4809289408983108,,1,看多状态,2017-09-12
2017-09-12,24.6882,10.131841666666668,11.286721674378642,21.41856334104531,-1.1548800077119736,看多触发,1,看多状态,2017-09-13
2017-09-13,2.3535,10.277687499999997,11.36117575880455,21.638863258804548,-1.083488258804552,,1,看多状态,2017-09-14
2017-09-14,0.4644,10.379979166666667,11.232310605000649,21.612289771667314,-0.852331438333982,,1,看多状态,2017-09-15
2017-09-15,-1.8766,10.354215,11.251623640068884,21.60583864006888,-0.8974086400688837,看空触发,-1,看空状态,2017-09-18
2017-09-18,43.8734,10.1903075,11.285570826555672,21.475878326555673,-1.0952633265556724,看多触发,1,看多状态,2017-09-19
2017-09-19,1.38059999999999,10.455459999999999,11.696068981351747,22.151528981351746,-1.2406089813517482,,1,看多状态,2017-09-20
2017-09-20,20.0582,10.336382500000001,11.715258559125822,22.05164105912582,-1.3788760591258207,,1,看多状态,2017-09-21
2017-09-21,11.9834,10.430700833333333,11.747813840756024,22.178514674089357,-1.3171130074226909,,1,看多状态,2017-09-22
2017-09-22,4.845,10.486714166666667,11.738982431265626,22.22569659793229,-1.2522682645989587,,1,看多状态,2017-09-25
2017-09-25,-17.6926,10.386449166666667,11.735327218970184,22.12177638563685,-1.348878052303517,看空触发,-1,看空状态,2017-09-26
2017-09-26,0.2773,10.095235833333332,11.994234449849209,22.089470283182543,-1.8989986165158772,,-1,看空状态,2017-09-27
2017-09-27,6.4814,10.071064999999999,12.011202188144185,22.082267188144186,-1.9401371881441865,,-1,看空状态,2017-09-28
2017-09-28,-3.7446,10.051668333333334,12.015136154874233,22.066804488207566,-1.963467821540899,看空触发,-1,看空状态,2017-09-29
2017-09-29,11.2961,9.998293333333333,12.062380030169201,22.060673363502534,-2.0640866968358687,,-1,看空状态,2017-10-09
2017-10-09,75.642,9.994063333333335,12.061830584495254,22.05589391782859,-2.0677672511619196,看多触发,1,看多状态,2017-10-10
2017-10-10,40.8785,10.641084166666666,13.419097395042897,24.060181561709562,-2.7780132283762313,看多触发,1,看多状态,2017-10-11
2017-10-11,15.96,10.865120833333332,13.697090509478906,24.56221134281224,-2.831969676145574,,1,看多状态,2017-10-12
2017-10-12,3.5827,10.998335833333332,13.667983939455377,24.66631977278871,-2.669648106122045,,1,看多状态,2017-10-13
2017-10-13,2.7245,10.990763333333332,13.671870456297157,24.66263378963049,-2.681107122963825,,1,看多状态,2017-10-16
2017-10-16,14.0666,10.951808333333332,13.688839205359335,24.64064753869267,-2.7370308720260024,,1,看多状态,2017-10-17
2017-10-17,16.868,11.10865,13.61499388678936,24.72364388678936,-2.5063438867893595,,1,看多状态,2017-10-18
2017-10-18,-5.7198,11.2788075,13.557717341888681,24.836524841888682,-2.278909841888682,看空触发,-1,看空状态,2017-10-19
2017-10-19,-0.337,11.229126666666666,13.609325581353533,24.838452248020197,-2.3801989146868667,,-1,看空状态,2017-10-20
2017-10-20,-1.6962000000000002,11.138763333333333,13.650101969077301,24.788865302410635,-2.511338635743968,,-1,看空状态,2017-10-23
2017-10-23,-14.8771,10.988553333333334,13.691621350668209,24.680174684001543,-2.703068017334875,看空触发,-1,看空状态,2017-10-24
2017-10-24,-32.6987,10.811734999999999,13.887749381498187,24.699484381498188,-3.0760143814981884,看空触发,-1,看空状态,2017-10-25
2017-10-25,4.6384,10.509615,14.430661536619857,24.940276536619855,-3.9210465366198566,,-1,看空状态,2017-10-26
2017-10-26,15.238,10.4308625,14.436750540812788,24.86761304081279,-4.005888040812788,,-1,看空状态,2017-10-27
2017-10-27,0.7673000000000001,10.477776666666667,14.44320084415715,24.920977510823818,-3.9654241774904833,,-1,看空状态,2017-10-30
2017-10-30,-11.6605,10.4406975,14.462519081047336,24.90321658104734,-4.021821581047336,看空触发,-1,看空状态,2017-10-31
2017-10-31,-5.1497,10.204176666666667,14.590449748418736,24.794626415085403,-4.386273081752069,看空触发,-1,看空状态,2017-11-01
2017-11-01,25.4899,10.074212499999998,14.657582374708175,24.73179487470817,-4.583369874708177,看多触发,1,看多状态,2017-11-02
2017-11-02,15.1751,10.30867,14.677425192546227,24.986095192546227,-4.368755192546228,,1,看多状态,2017-11-03
2017-11-03,1.9037,10.416794999999999,14.664975921693191,25.08177092169319,-4.2481809216931925,,1,看多状态,2017-11-06
2017-11-06,4.8426,10.254964166666666,14.650751201922676,24.90571536858934,-4.39578703525601,,1,看多状态,2017-11-07
2017-11-07,15.2373,10.118185833333333,14.62377558815286,24.741961421486195,-4.5055897548195265,,1,看多状态,2017-11-08
2017-11-08,18.6979,10.058069999999999,14.587433035043084,24.645503035043085,-4.529363035043085,,1,看多状态,2017-11-09
2017-11-09,29.8382,10.204931666666665,14.584942458110161,24.789874124776826,-4.380010791443496,看多触发,1,看多状态,2017-11-10
2017-11-10,2.30849999999999,10.31607,14.683804609707524,24.999874609707526,-4.367734609707524,,1,看多状态,2017-11-13
2017-11-13,5.747999999999999,10.085274166666666,14.589104546198714,24.67437871286538,-4.503830379532047,,1,看多状态,2017-11-14
2017-11-14,3.2938,10.008749166666666,14.587557367194018,24.596306533860684,-4.578808200527352,,1,看多状态,2017-11-15
2017-11-15,-21.5748,9.956180833333333,14.600396060262234,24.55657689359557,-4.644215226928901,看空触发,-1,看空状态,2017-11-16
2017-11-16,4.2662,9.670556666666666,14.878866680273992,24.549423346940657,-5.208310013607326,,-1,看空状态,2017-11-17
2017-11-17,-15.4942,9.6589975,14.882552204762238,24.54154970476224,-5.223554704762238,看空触发,-1,看空状态,2017-11-20
2017-11-20,-9.371399999999989,9.506775000000001,15.046100516366828,24.55287551636683,-5.5393255163668265,看空触发,-1,看空状态,2017-11-21
2017-11-21,-7.00829999999999,9.341025833333333,15.144096922061411,24.485122755394745,-5.803071088728078,看空触发,-1,看空状态,2017-11-22
2017-11-22,4.0297,9.1570375,15.207890086891382,24.364927586891383,-6.0508525868913825,,-1,看空状态,2017-11-23
2017-11-23,18.869,9.1918875,15.191160263760462,24.383047763760462,-5.999272763760462,,-1,看空状态,2017-11-24
2017-11-24,8.0727,9.4847125,15.034090080854739,24.51880258085474,-5.549377580854738,,-1,看空状态,2017-11-27
2017-11-27,-14.3315,9.693385000000001,14.83632334513691,24.52970834513691,-5.142938345136908,看空触发,-1,看空状态,2017-11-28
2017-11-28,32.9546,9.4437175,14.986927249286497,24.430644749286497,-5.543209749286497,看多触发,1,看多状态,2017-11-29
2017-11-29,12.9441,9.568219166666667,15.120189500803832,24.688408667470497,-5.551970334137165,,1,看多状态,2017-11-30
2017-11-30,-9.80249999999999,9.507651666666668,15.091724474769302,24.599376141435968,-5.5840728081026345,看空触发,-1,看空状态,2017-12-01
2017-12-01,32.4309,9.238086666666666,15.145690075491661,24.383776742158325,-5.907603408824995,看多触发,1,看多状态,2017-12-04
2017-12-04,-1.4629,9.317630000000001,15.242722302369755,24.560352302369758,-5.9250923023697535,,1,看多状态,2017-12-05
