date,northbound_net_buy_100m,mean120,std120,upper,lower,trigger,signal_score,signal_text,effective_date
2019-12-03,34.566,18.51858583333333,36.51223561343936,55.03082144677269,-17.99364978010603,,1,看多状态,2019-12-04
2019-12-04,39.5756,18.551817499999995,36.52511640458081,55.0769339045808,-17.973298904580812,,1,看多状态,2019-12-05
2019-12-05,60.6456,18.791734166666668,36.56820373123107,55.35993789789774,-17.776469564564405,看多触发,1,看多状态,2019-12-06
2019-12-06,43.6179,18.63900833333333,36.35238225595339,54.991390589286716,-17.713373922620057,,1,看多状态,2019-12-09
2019-12-09,33.9078,18.42366083333333,36.124625011263696,54.548285844597025,-17.700964177930366,,1,看多状态,2019-12-10
2019-12-10,29.5471,18.599058333333332,36.14847405161243,54.747532384945764,-17.5494157182791,,1,看多状态,2019-12-11
2019-12-11,23.6794,18.7476975,36.15658101648891,54.90427851648891,-17.408883516488906,,1,看多状态,2019-12-12
2019-12-12,65.21770000000001,19.081543333333332,36.01416019338428,55.095703526717614,-16.932616860050945,看多触发,1,看多状态,2019-12-13
2019-12-13,52.7059,19.58274833333333,36.235401243595554,55.81814957692889,-16.652652910262223,,1,看多状态,2019-12-16
2019-12-16,7.000099999999979,19.889284166666666,36.3595462195847,56.24883038625137,-16.470262052918034,,1,看多状态,2019-12-17
2019-12-17,88.06530000000001,19.537306666666666,36.277400903381434,55.8147075700481,-16.740094236714768,看多触发,1,看多状态,2019-12-18
2019-12-18,44.831,19.807441666666666,36.66716017981483,56.47460184648149,-16.859718513148163,,1,看多状态,2019-12-19
2019-12-19,35.3637,19.57015833333333,36.40927817861118,55.97943651194451,-16.83911984527785,,1,看多状态,2019-12-20
2019-12-20,37.1532,20.024114166666667,36.26224554704011,56.28635971370677,-16.238131380373442,,1,看多状态,2019-12-23
2019-12-23,17.491500000000002,20.60868583333333,35.9645522978916,56.573238131224926,-15.355866464558272,,1,看多状态,2019-12-24
2019-12-27,46.809,20.85557083333333,35.83935995121853,56.694930784551865,-14.983789117885202,,1,看多状态,2019-12-30
2019-12-30,44.279700000000005,20.92573916666667,35.8821931462214,56.80793231288807,-14.956453979554727,,1,看多状态,2019-12-31
2019-12-31,-1.6225000000000198,21.2012525,35.93391959640408,57.13517209640408,-14.732667096404082,,1,看多状态,2020-01-02
2020-01-02,101.4705,21.22852583333333,35.91518335967965,57.14370919301298,-14.686657526346323,看多触发,1,看多状态,2020-01-03
2020-01-03,33.6085,21.99271166666666,36.63761955667554,58.630331223342196,-14.644907890008877,,1,看多状态,2020-01-06
2020-01-06,43.5521,22.23714,36.61627262162607,58.85341262162606,-14.379132621626066,,1,看多状态,2020-01-07
2020-01-07,45.0696,22.900565833333328,36.27074782472261,59.17131365805594,-13.370181991389284,,1,看多状态,2020-01-08
2020-01-08,14.2295,23.4944625,36.04280390687936,59.537266406879354,-12.548341406879356,,1,看多状态,2020-01-09
2020-01-09,75.5058,23.7494925,35.86617215733168,59.61566465733168,-12.116679657331684,看多触发,1,看多状态,2020-01-10
2020-01-10,29.5824,24.175718333333332,36.1760446223926,60.35176295572593,-12.00032628905927,,1,看多状态,2020-01-13
2020-01-13,77.10470000000001,24.3006325,36.16855543617536,60.46918793617536,-11.867922936175361,看多触发,1,看多状态,2020-01-14
2020-01-14,34.2796,25.063255,36.31000153731252,61.37325653731253,-11.246746537312521,,1,看多状态,2020-01-15
2020-01-15,10.441400000000002,25.26481833333333,36.293326051608986,61.55814438494232,-11.028507718275655,,1,看多状态,2020-01-16
2020-01-16,38.465,25.205909166666668,36.31175056175097,61.51765972841764,-11.105841395084301,,1,看多状态,2020-01-17
2020-01-17,35.2135,25.37270333333333,36.32642195639567,61.699125289729,-10.95371862306234,,1,看多状态,2020-01-20
2020-01-20,41.93,25.150379166666667,36.18239097651824,61.33277014318491,-11.032011809851575,,1,看多状态,2020-01-21
2020-01-21,-71.28020000000001,25.467712499999998,36.16099041016846,61.62870291016846,-10.693277910168462,看空触发,-1,看空状态,2020-01-22
2020-01-22,-7.63910000000002,24.90751583333333,37.12994048543028,62.03745631876362,-12.22242465209695,,-1,看空状态,2020-01-23
2020-01-23,-117.618,24.673007499999997,37.24668375357981,61.919691253579806,-12.573676253579812,看空触发,-1,看空状态,2020-02-03
2020-02-03,181.8939,23.530463333333334,39.44507179902716,62.97553513236049,-15.914608465693828,看多触发,1,看多状态,2020-02-04
2020-02-04,49.2017,25.161801666666666,41.85958997729259,67.02139164395926,-16.697788310625928,,1,看多状态,2020-02-05
2020-02-05,-3.08139999999999,25.56690083333333,41.85501669687332,67.42191753020666,-16.28811586353999,,1,看多状态,2020-02-06
2020-02-06,105.5796,25.336974166666664,41.93657796783155,67.27355213449822,-16.59960380116489,看多触发,1,看多状态,2020-02-07
2020-02-07,-32.9928,26.258400833333333,42.47586416627899,68.73426499961232,-16.217463332945655,看空触发,-1,看空状态,2020-02-10
2020-02-10,-32.7234,26.0793625,42.68117364467106,68.76053614467106,-16.601811144671064,看空触发,-1,看空状态,2020-02-11
2020-02-11,10.4352,26.37433333333333,42.14361703373883,68.51795036707216,-15.769283700405499,,-1,看空状态,2020-02-12
2020-02-12,14.8511,26.749879166666666,41.79477841901147,68.54465758567814,-15.044899252344806,,-1,看空状态,2020-02-13
2020-02-13,7.91200000000003,27.121865833333334,41.48484995269634,68.60671578602967,-14.362984119363002,,-1,看空状态,2020-02-14
2020-02-14,43.2275,27.442001666666663,41.18354956506477,68.62555123173144,-13.74154789839811,,-1,看空状态,2020-02-17
2020-02-17,53.623900000000006,27.589793333333333,41.208309325072754,68.7981026584061,-13.618515991739422,,-1,看空状态,2020-02-18
2020-02-18,-53.904700000000005,27.920417499999996,41.25707804012768,69.17749554012768,-13.336660540127685,看空触发,-1,看空状态,2020-02-19
2020-02-19,37.4464,27.284614166666668,41.92547467217204,69.2100888388387,-14.640860505505369,,-1,看空状态,2020-02-20
2020-02-20,38.9792,27.799674999999997,41.66451384816669,69.46418884816669,-13.864838848166695,,-1,看空状态,2020-02-21
2020-02-21,-11.2008,28.025864166666665,41.65079855668488,69.67666272335154,-13.624934390018218,,-1,看空状态,2020-02-24
2020-02-24,-87.0514,27.9210875,41.734142571006146,69.65523007100614,-13.813055071006147,看空触发,-1,看空状态,2020-02-25
2020-02-25,-48.3134,27.21377083333333,42.9500255975044,70.16379643083773,-15.736254764171068,看空触发,-1,看空状态,2020-02-26
2020-02-26,-67.2689,26.157191666666666,43.236930133659506,69.39412180032618,-17.07973846699284,看空触发,-1,看空状态,2020-02-27
2020-02-27,-39.405,25.701811666666664,43.93100460581337,69.63281627248003,-18.229192939146706,看空触发,-1,看空状态,2020-02-28
2020-02-28,-51.368,25.206819166666666,44.328696204846366,69.53551537151303,-19.1218770381797,看空触发,-1,看空状态,2020-03-02
2020-03-02,41.5201,24.652475,44.86812774068013,69.52060274068013,-20.21565274068013,,-1,看空状态,2020-03-03
2020-03-03,4.80289999999997,24.902744999999996,44.87783668252629,69.78058168252629,-19.975091682526298,,-1,看空状态,2020-03-04
2020-03-04,-7.8043,25.19558,44.62831163505473,69.82389163505474,-19.43273163505473,,-1,看空状态,2020-03-05
2020-03-05,48.1062,24.19129583333333,43.993876646431254,68.18517247976459,-19.802580813097922,,-1,看空状态,2020-03-06
2020-03-06,-30.421100000000003,24.657048333333332,43.94834117566633,68.60538950899966,-19.291292842332997,看空触发,-1,看空状态,2020-03-09
2020-03-09,-143.1889,24.37160833333333,44.19527680479403,68.56688513812736,-19.823668471460696,看空触发,-1,看空状态,2020-03-10
2020-03-10,30.9587,22.618405,46.5902276472527,69.2086326472527,-23.971822647252704,,-1,看空状态,2020-03-11
2020-03-11,-74.6503,22.4339025,46.51228057434361,68.94618307434361,-24.078378074343615,看空触发,-1,看空状态,2020-03-12
2020-03-12,-83.8038,21.810261666666666,47.30798479539907,69.11824646206574,-25.497723128732407,看空触发,-1,看空状态,2020-03-13
2020-03-13,-147.263,20.697490000000002,48.20768267235753,68.90517267235754,-27.510192672357526,看空触发,-1,看空状态,2020-03-16
2020-03-16,-98.0748,18.70502916666667,50.144989490948056,68.85001865761473,-31.439960324281387,看空触发,-1,看空状态,2020-03-17
2020-03-17,-82.3803,17.1774125,50.8877967941293,68.0652092941293,-33.7103842941293,看空触发,-1,看空状态,2020-03-18
2020-03-18,-71.9123,16.25878833333333,51.682209850352045,67.94099818368538,-35.42342151701871,看空触发,-1,看空状态,2020-03-19
2020-03-19,-102.2035,15.461290833333333,52.299733079290554,67.76102391262388,-36.838442245957225,看空触发,-1,看空状态,2020-03-20
2020-03-20,16.866300000000003,14.406926666666665,53.38376269474039,67.79068936140706,-38.97683602807373,,-1,看空状态,2020-03-23
2020-03-23,-79.9926,14.272855833333331,53.35698517176355,67.62984100509688,-39.084129338430216,看空触发,-1,看空状态,2020-03-24
2020-03-24,39.8714,13.530422499999997,54.044973706967404,67.5753962069674,-40.51455120696741,,-1,看空状态,2020-03-25
2020-03-25,25.0386,13.9058675,54.07037276025381,67.9762402602538,-40.16450526025381,,-1,看空状态,2020-03-26
2020-03-26,-13.5751,13.787741666666665,54.03008786296383,67.8178295296305,-40.24234619629716,,-1,看空状态,2020-03-27
2020-03-27,34.1373,13.450234166666664,54.07380919895156,67.52404336561823,-40.62357503228489,,-1,看空状态,2020-03-30
2020-03-30,-1.25690000000002,12.496183333333333,52.66033448057724,65.15651781391057,-40.164151147243906,,-1,看空状态,2020-03-31
2020-03-31,16.4985,12.613321666666666,52.613567500667116,65.22688916733378,-40.00024583400045,,-1,看空状态,2020-04-01
2020-04-01,42.35,12.521499166666665,52.59695073671492,65.11844990338159,-40.07545157004826,,-1,看空状态,2020-04-02
2020-04-02,43.3176,12.833335833333333,52.66244986477681,65.49578569811014,-39.82911403144348,,-1,看空状态,2020-04-03
2020-04-03,-19.4318,12.98619333333333,52.724571731933025,65.71076506526636,-39.73837839859969,,-1,看空状态,2020-04-07
2020-04-07,126.7376,12.79772,52.80027179479412,65.59799179479413,-40.00255179479412,看多触发,1,看多状态,2020-04-08
2020-04-08,-34.527,13.9067975,53.7832847976077,67.6900822976077,-39.876487297607696,,1,看多状态,2020-04-09
2020-04-14,142.2898,13.473743333333333,53.96351191414143,67.43725524747477,-40.4897685808081,看多触发,1,看多状态,2020-04-15
2020-04-15,33.5439,14.844230833333333,55.12651742797444,69.97074826130778,-40.28228659464111,,1,看多状态,2020-04-16
2020-04-16,38.1451,15.1124025,55.13865868669312,70.25106118669312,-40.02625618669312,,1,看多状态,2020-04-17
2020-04-17,86.23629999999999,15.119766666666665,55.14170063233545,70.26146729900212,-40.02193396566879,看多触发,1,看多状态,2020-04-20
2020-04-20,0.49929999999999,15.613266666666666,55.51281625240394,71.1260829190706,-39.89954958573727,,1,看多状态,2020-04-21
2020-04-21,-27.5252,15.31149,55.49558128120098,70.80707128120098,-40.18409128120098,,1,看多状态,2020-04-22
2020-04-22,11.7806,14.854078333333332,55.621469209572815,70.47554754290614,-40.76739087623948,,1,看多状态,2020-04-23
2020-04-23,6.91050000000001,14.807350833333333,55.621678003604266,70.4290288369376,-40.814327170270936,,1,看多状态,2020-04-24
2020-04-24,32.4975,14.968562499999999,55.57006765835173,70.53863015835174,-40.601505158351735,,1,看多状态,2020-04-27
2020-04-27,39.3859,14.996477499999997,55.57809103186972,70.57456853186972,-40.58161353186972,,1,看多状态,2020-04-28
2020-04-28,10.3669,15.300122499999997,55.61124109965182,70.91136359965182,-40.31111859965182,,1,看多状态,2020-04-29
2020-05-06,11.4035,15.536894166666665,55.52849762482593,71.0653917914926,-39.99160345815927,,1,看多状态,2020-05-07
2020-05-07,-31.4842,15.585221666666666,55.52230364443707,71.10752531110374,-39.937081977770404,,1,看多状态,2020-05-08
2020-05-08,48.6505,15.194714166666666,55.6883287772272,70.88304294389387,-40.493614610560535,,1,看多状态,2020-05-11
2020-05-11,26.4756,15.363493333333334,55.75932498142489,71.12281831475822,-40.39583164809156,,1,看多状态,2020-05-12
2020-05-12,17.4994,15.382154166666668,55.76269398331456,71.14484814998123,-40.3805398166479,,1,看多状态,2020-05-13
2020-05-13,-2.04639999999999,15.286354999999999,55.748983522084835,71.03533852208483,-40.462628522084835,,1,看多状态,2020-05-14
2020-05-14,-13.2481,14.653525,55.50861510421094,70.16214010421093,-40.85509010421094,,1,看多状态,2020-05-15
2020-05-15,11.9438,13.922351666666666,55.29122104427506,69.21357271094173,-41.3688693776084,,1,看多状态,2020-05-18
2020-05-18,34.0387,13.681480833333332,55.235867164287406,68.91734799762074,-41.554386330954074,,1,看多状态,2020-05-19
2020-05-19,36.9905,13.531763333333334,55.15540849670569,68.68717183003902,-41.62364516337236,,1,看多状态,2020-05-20
2020-05-20,20.3856,13.774094999999999,55.194373137791445,68.96846813779145,-41.42027813779144,,1,看多状态,2020-05-21
2020-05-21,21.3103,13.768175000000001,55.19361930321086,68.96179430321087,-41.42544430321086,,1,看多状态,2020-05-22
2020-05-22,-33.2551,13.83185,55.197911689833454,69.02976168983345,-41.36606168983346,,1,看多状态,2020-05-25
2020-05-25,21.4531,13.498894166666666,55.36155674445149,68.86045091111816,-41.862662577784825,,1,看多状态,2020-05-26
2020-05-26,38.8548,13.678570833333334,55.35201171530101,69.03058254863434,-41.67344088196768,,1,看多状态,2020-05-27
2020-05-27,12.8847,14.149280833333334,55.3236908560748,69.47297168940813,-41.17441002274146,,1,看多状态,2020-05-28
2020-05-28,28.1829,14.155734999999998,55.32349615099825,69.47923115099825,-41.16776115099825,,1,看多状态,2020-05-29
2020-05-29,51.0717,14.250235,55.33780803758685,69.58804303758686,-41.08757303758685,,1,看多状态,2020-06-01
2020-06-01,104.8564,14.554245,55.43980767008582,69.99405267008582,-40.88556267008582,看多触发,1,看多状态,2020-06-02
2020-06-02,19.2868,15.217685833333332,56.04188868822806,71.25957452156139,-40.82420285489473,,1,看多状态,2020-06-03
2020-06-03,44.142,15.362585833333332,56.02964001691355,71.39222585024687,-40.66705418358021,,1,看多状态,2020-06-04
2020-06-04,28.8347,15.678008333333333,56.084657961567146,71.76266629490048,-40.406649628233815,,1,看多状态,2020-06-05
2020-06-05,43.3946,15.8395675,56.09448231266218,71.93404981266218,-40.25491481266218,,1,看多状态,2020-06-08
2020-06-08,6.1424,15.731489166666666,56.02820201032282,71.75969117698949,-40.29671284365615,,1,看多状态,2020-06-09
2020-06-09,46.285,13.99683,52.96746959325634,66.96429959325634,-38.97063959325634,,1,看多状态,2020-06-10
2020-06-10,4.2241,14.1807325,53.041509758826194,67.2222422588262,-38.8607772588262,,1,看多状态,2020-06-11
2020-06-11,1.4518,14.071099166666666,53.0484371485226,67.11953631518926,-38.97733798185594,,1,看多状态,2020-06-12
2020-06-12,-8.95009999999998,14.02728083333333,53.0567395594744,67.08402039280773,-39.02945872614107,,1,看多状态,2020-06-15
2020-06-15,-40.7018,13.726825833333333,53.08414198415913,66.81096781749247,-39.357316150825795,看空触发,-1,看空状态,2020-06-16
2020-06-16,39.7039,13.099594166666666,53.280154067367334,66.379748234034,-40.18055990070067,,-1,看空状态,2020-06-17
2020-06-17,-27.2142,13.100663333333333,53.280691107516695,66.38135444085003,-40.18002777418336,,-1,看空状态,2020-06-18
2020-06-18,49.5657,12.368498333333331,53.22549561838782,65.59399395172115,-40.85699728505449,,-1,看空状态,2020-06-19
2020-06-19,182.3336,12.418063333333333,53.25760012671079,65.67566346004412,-40.83953679337746,看多触发,1,看多状态,2020-06-22
2020-06-22,21.8237,13.654945,55.43973639752173,69.09468139752173,-41.78479139752173,,1,看多状态,2020-06-23
2020-06-23,7.5247999999999795,13.590583333333333,55.42561304014161,69.01619637347494,-41.83502970680828,,1,看多状态,2020-06-24
2020-06-24,18.5582,13.455961666666667,55.420521172043024,68.87648283870969,-41.96455950537636,,1,看多状态,2020-06-29
2020-06-29,-14.469,13.067132499999998,55.217619780827434,68.28475228082743,-42.150487280827434,,1,看多状态,2020-06-30
2020-07-02,171.1509,12.507341666666665,55.15285721267097,67.66019887933764,-42.645515546004304,看多触发,1,看多状态,2020-07-03
2020-07-03,131.9388,13.875265,57.01920541613591,70.89447041613592,-43.14394041613591,看多触发,1,看多状态,2020-07-06
2020-07-06,136.5222,14.2408775,57.63623837231948,71.87711587231948,-43.395360872319486,看多触发,1,看多状态,2020-07-07
2020-07-07,98.4385,15.004970833333333,58.64415453506143,73.64912536839476,-43.6391837017281,看多触发,1,看多状态,2020-07-08
2020-07-08,11.5329,15.530594166666667,59.108986990634854,74.63958115730152,-43.57839282396819,,1,看多状态,2020-07-09
2020-07-09,79.5141,15.317091666666666,59.07649103027373,74.3935826969404,-43.75939936360706,看多触发,1,看多状态,2020-07-10
2020-07-10,-43.9312,15.833946666666666,59.366278974774424,75.2002256414411,-43.532332308107755,看空触发,-1,看空状态,2020-07-13
2020-07-13,68.5035000000001,15.077778333333333,59.54604590723962,74.62382424057296,-44.46826757390629,,-1,看空状态,2020-07-14
2020-07-14,-173.84150000000002,15.279643333333333,59.686768093516314,74.96641142684965,-44.40712476018298,看空触发,-1,看空状态,2020-07-15
2020-07-15,-27.0562,13.844484999999999,62.1175821090513,75.9620671090513,-48.2730971090513,,-1,看空状态,2020-07-16
2020-07-16,-69.2036,12.773429166666666,61.70065817572542,74.4740873423921,-48.927229009058756,看空触发,-1,看空状态,2020-07-17
2020-07-17,10.4342,11.916661666666666,62.121297865261695,74.03795953192837,-50.204636198595026,,-1,看空状态,2020-07-20
2020-07-20,-58.9896,11.640679166666667,62.053099986925524,73.69377915359219,-50.41242082025886,看空触发,-1,看空状态,2020-07-21
2020-07-21,-30.1124,10.773519166666667,62.30858328396394,73.0821024506306,-51.535064117297274,,-1,看空状态,2020-07-22
2020-07-22,41.7026,10.404003333333332,62.4193002432619,72.82330357659524,-52.015296909928566,,-1,看空状态,2020-07-23
2020-07-23,-36.536100000000005,10.122309999999999,62.198918644721395,72.3212286447214,-52.0766086447214,,-1,看空状态,2020-07-24
2020-07-24,-163.57389999999998,9.5713225,62.317824165777125,71.88914666577713,-52.746501665777124,看空触发,-1,看空状态,2020-07-27
2020-07-27,-15.1432,7.565667500000001,63.97699340963119,71.5426609096312,-56.41132590963119,,-1,看空状态,2020-07-28
2020-07-28,-22.328000000000003,7.153810833333334,63.96265519990668,71.11646603324002,-56.80884436657335,,-1,看空状态,2020-07-29
2020-07-29,77.3135,6.8807325,64.01842895648878,70.89916145648877,-57.137696456488776,看多触发,1,看多状态,2020-07-30
2020-07-30,-63.3808,7.20447,64.27719529400085,71.48166529400085,-57.07272529400085,看空触发,-1,看空状态,2020-07-31
2020-07-31,-19.0316,6.382850833333333,64.54573975627832,70.92859058961166,-58.16288892294499,,-1,看空状态,2020-08-03
2020-08-03,-1.95279999999999,5.874837499999999,64.50349968703743,70.37833718703743,-58.628662187037435,,-1,看空状态,2020-08-04
2020-08-04,21.3665,6.452565833333333,64.11595292034276,70.5685187536761,-57.66338708700943,,-1,看空状态,2020-08-05
2020-08-05,-19.8107,6.694279166666666,64.11705643581715,70.81133560248381,-57.42277726915048,,-1,看空状态,2020-08-06
2020-08-06,-25.4751000000001,7.50934,63.137697089815326,70.64703708981533,-55.628357089815324,,-1,看空状态,2020-08-07
2020-08-07,-18.6227,5.781264999999999,61.13063129316964,66.91189629316965,-55.349366293169645,,-1,看空状态,2020-08-10
2020-08-10,0.07369999999999,5.216061666666666,61.039277928166555,66.25533959483322,-55.82321626149989,,-1,看空状态,2020-08-11
2020-08-11,39.4822,5.242354166666666,61.03635324022363,66.2787074068903,-55.79399907355697,,-1,看空状态,2020-08-12
2020-08-12,-16.3774,4.691542499999999,60.41838237504169,65.10992487504168,-55.72683987504169,,-1,看空状态,2020-08-13
2020-08-13,-20.8217,4.830004166666666,60.3502954120044,65.18029957867107,-55.52029124533773,,-1,看空状态,2020-08-14
2020-08-14,64.2907,4.9291849999999995,60.297817730433195,65.2270027304332,-55.3686327304332,,-1,看空状态,2020-08-17
2020-08-17,57.1343,5.377980833333331,60.539083499291316,65.91706433262465,-55.16110266595798,,-1,看空状态,2020-08-18
2020-08-18,-20.3772,5.730340833333332,60.71747306827102,66.44781390160435,-54.98713223493769,,-1,看空状态,2020-08-19
2020-08-19,-61.3363,5.4945974999999985,60.76383183276667,66.25842933276667,-55.26923433276667,看空触发,-1,看空状态,2020-08-20
2020-08-20,-28.3248,4.623232499999999,60.9675786216239,65.5908111216239,-56.3443461216239,,-1,看空状态,2020-08-21
2020-08-21,11.2679,3.940326666666665,60.872989118340776,64.81331578500745,-56.93266245167411,,-1,看空状态,2020-08-24
2020-08-24,19.4732,4.4834316666666645,60.64286045364004,65.1262921203067,-56.15942878697338,,-1,看空状态,2020-08-25
2020-08-25,17.3802,4.3336549999999985,60.58292949957571,64.9165844995757,-56.24927449957571,,-1,看空状态,2020-08-26
2020-08-26,-11.7728,4.153663333333332,60.51117551977371,64.66483885310704,-56.357512186440374,,-1,看空状态,2020-08-27
2020-08-27,-10.0498,4.148896666666666,60.51241772242091,64.66131438908758,-56.36352105575425,,-1,看空状态,2020-08-28
2020-08-28,64.42779999999999,4.790576666666666,59.94277871038741,64.73335537705407,-55.15220204372074,,-1,看空状态,2020-08-31
2020-08-31,-80.2601999999999,5.730086666666665,59.98696736662213,65.7170540332888,-54.25688069995547,看空触发,-1,看空状态,2020-09-01
2020-09-01,-2.99930000000004,5.621825833333333,60.13136774960497,65.75319358293831,-54.50954191627164,,-1,看空状态,2020-09-02
2020-09-02,-66.1426,5.925206666666666,59.99396671904043,65.9191733857071,-54.06876005237376,看空触发,-1,看空状态,2020-09-03
2020-09-03,-10.0382,5.802084999999999,60.12754561314036,65.92963061314036,-54.325460613140365,,-1,看空状态,2020-09-04
2020-09-04,-63.1761,5.3724324999999995,60.05433625879339,65.42676875879339,-54.68190375879339,看空触发,-1,看空状态,2020-09-07
2020-09-07,-54.6539,4.8059408333333336,60.37949597145378,65.18543680478712,-55.57355513812045,,-1,看空状态,2020-09-08
2020-09-08,63.5066,4.415527499999999,60.61273296547953,65.02826046547953,-56.197205465479534,,-1,看空状态,2020-09-09
2020-09-09,-37.5816,4.543864166666666,60.72222246693127,65.26608663359794,-56.178358300264605,,-1,看空状态,2020-09-10
2020-09-10,9.988699999999987,4.484193333333334,60.76037702959006,65.2445703629234,-56.27618369625672,,-1,看空状态,2020-09-11
2020-09-11,12.9093,5.760673333333333,59.22144850160302,64.98212183493635,-53.46077516826969,,-1,看空状态,2020-09-14
2020-09-14,-31.4333,5.610261666666665,59.179818771375096,64.79008043804176,-53.56955710470843,,-1,看空状态,2020-09-15
2020-09-15,33.2117,5.9704033333333335,58.817676306626375,64.7880796399597,-52.847272973293045,,-1,看空状态,2020-09-16
2020-09-16,7.420099999999979,6.945532499999999,58.28438984985118,65.22992234985118,-51.33885734985118,,-1,看空状态,2020-09-17
2020-09-17,4.39010000000002,8.234558333333332,56.529304152414866,64.7638624857482,-48.294745819081534,,-1,看空状态,2020-09-18
2020-09-18,94.7356,9.0884325,55.677455962050516,64.76588846205051,-46.58902346205052,看多触发,1,看多状态,2020-09-21
2020-09-21,-64.9577,10.564398333333333,55.579831633531946,66.14422996686528,-45.01543330019861,看空触发,-1,看空状态,2020-09-22
2020-09-22,-20.0179,10.622353333333333,55.49667133328304,66.11902466661637,-44.87431799994971,,-1,看空状态,2020-09-23
2020-09-23,-27.5282,11.307233333333333,54.592350837828526,65.89958417116186,-43.28511750449519,,-1,看空状态,2020-09-24
2020-09-24,-121.6786,10.937279166666666,54.70467014612754,65.64194931279421,-43.76739097946087,看空触发,-1,看空状态,2020-09-25
2020-09-25,-12.9201,10.589895833333333,55.41469019352267,66.004586026856,-44.82479436018933,,-1,看空状态,2020-09-28
2020-09-28,-10.7894,10.149966666666666,55.38982157182437,65.53978823849104,-45.239854905157706,,-1,看空状态,2020-09-29
2020-09-29,-0.93939999999999,9.8514,55.40545253820261,65.25685253820261,-45.55405253820261,,-1,看空状态,2020-09-30
2020-09-30,-29.0391,9.956697499999999,55.37255382228112,65.32925132228112,-45.41585632228112,,-1,看空状态,2020-10-09
2020-10-09,112.6684,9.430227499999999,55.44100934193565,64.87123684193564,-46.010781841935646,看多触发,1,看多状态,2020-10-12
2020-10-12,135.0999,10.379605,56.22633612088701,66.60594112088701,-45.846731120887014,看多触发,1,看多状态,2020-10-13
2020-10-14,-15.5468,11.36795,57.365641047646214,68.73359104764621,-45.997691047646214,,1,看多状态,2020-10-15
2020-10-15,-3.33139999999996,10.885476666666667,57.346344102397154,68.23182076906382,-46.460867435730485,,1,看多状态,2020-10-16
2020-10-16,-5.02889999999999,10.496735,57.282722195683384,67.77945719568338,-46.78598719568338,,1,看多状态,2020-10-19
2020-10-19,-32.4304,10.616759166666666,57.23455504365896,67.85131421032563,-46.61779587699229,,1,看多状态,2020-10-20
2020-10-20,-11.1252,9.290359166666667,56.35850195983942,65.64886112650609,-47.068142793172754,,1,看多状态,2020-10-21
2020-10-21,-69.22399999999999,9.485374166666668,56.24598426938746,65.73135843605414,-46.7606101027208,看空触发,-1,看空状态,2020-10-22
2020-10-22,-27.4781,7.722759166666666,55.356371156750754,63.07913032341742,-47.63361199008409,,-1,看空状态,2020-10-23
2020-10-27,-46.3691,7.2142425,55.39744480028946,62.61168730028946,-48.183202300289466,,-1,看空状态,2020-10-28
2020-10-28,1.8637000000000297,6.5099575000000005,55.53795617248244,62.04791367248244,-49.02799867248244,,-1,看空状态,2020-10-29
2020-10-29,17.8639,5.806852500000001,55.05209601071455,60.85894851071455,-49.24524351071455,,-1,看空状态,2020-10-30
2020-10-30,-56.7344,5.951557500000001,55.06084863848382,61.01240613848382,-49.10929113848382,看空触发,-1,看空状态,2020-11-02
2020-11-02,30.8047,5.7081475,55.274234233784306,60.98238173378431,-49.5660867337843,,-1,看空状态,2020-11-03
2020-11-03,31.213800000000003,5.8666816666666675,55.31906092884021,61.18574259550687,-49.452379262173544,,-1,看空状态,2020-11-04
2020-11-04,2.35970000000001,6.069209166666667,55.36738160187726,61.43659076854393,-49.298172435210596,,-1,看空状态,2020-11-05
2020-11-05,109.9714,5.818060833333334,55.314822678912606,61.13288351224594,-49.49676184557927,看多触发,1,看多状态,2020-11-06
2020-11-06,39.8098,6.406273333333334,56.0452564962388,62.45152982957213,-49.63898316290547,,1,看多状态,2020-11-09
2020-11-09,196.9918,6.651630833333334,56.12712965438789,62.77876048772123,-49.47549882105456,看多触发,1,看多状态,2020-11-10
2020-11-10,-41.0979,8.198200000000002,58.75458729818034,66.95278729818034,-50.55638729818034,,1,看多状态,2020-11-11
2020-11-11,-9.29809999999998,8.118085833333334,58.8156730607322,66.93375889406553,-50.69758722739887,,1,看多状态,2020-11-12
2020-11-12,-5.06800000000003,7.635180833333334,58.71789754603449,66.35307837936783,-51.082716712701156,,1,看多状态,2020-11-13
2020-11-13,-49.3973,7.372317499999999,58.70344966657906,66.07576716657906,-51.33113216657906,,1,看多状态,2020-11-16
2020-11-16,25.8949,6.814845000000001,58.923696844478236,65.73854184447823,-52.10885184447824,,1,看多状态,2020-11-17
2020-11-17,0.53330000000002,7.047689166666667,58.94358966833636,65.99127883500303,-51.89590050166969,,1,看多状态,2020-11-18
2020-11-18,-0.1418,7.162534166666668,58.917133108921455,66.07966727558812,-51.75459894225479,,1,看多状态,2020-11-19
2020-11-19,4.384799999999959,7.061820833333334,58.91922086495995,65.98104169829328,-51.85740003162661,,1,看多状态,2020-11-20
2020-11-20,24.433200000000003,6.814705000000001,58.86728859919558,65.68199359919558,-52.05258359919558,,1,看多状态,2020-11-23
2020-11-23,100.5118,6.710060833333333,58.824341920948456,65.53440275428179,-52.114281087615126,看多触发,1,看多状态,2020-11-24
2020-11-24,-1.375,7.3777791666666666,59.432492970077405,66.81027213674408,-52.054713803410735,,1,看多状态,2020-11-25
