date,close,pe_ttm_index,bond_yield_10y_pct,known_date,cpi_chain_index,cpi_known,earnings,deflated_earnings,real_earnings_mean6y,shiller_pe,bond_yield_10y_decimal,shiller_erp,shiller_erp_pct,erp_z6y,erp_mean6y,erp_std6y,signal_score,signal_text,effective_date
2011-11-02,2970.747,12.37,3.7208,2011-10-20,111.98345284797928,111.98345284797928,240.15739692805175,2.1445793179289825,,,0.037208,,,,,,0,中性,2011-11-03
2011-11-03,2976.921,12.39,3.7233,2011-10-20,111.98345284797928,111.98345284797928,240.26803874092008,2.145567337230535,,,0.037233,,,,,,0,中性,2011-11-04
2011-11-04,2998.849,12.49,3.7158,2011-10-20,111.98345284797928,111.98345284797928,240.10000000000002,2.1440667696319617,,,0.037158000000000004,,,,,,0,中性,2011-11-07
2011-11-07,2973.625,12.39,3.7333,2011-10-20,111.98345284797928,111.98345284797928,240.00201775625504,2.1431917988996516,,,0.037333,,,,,,0,中性,2011-11-08
2011-11-08,2956.072,12.37,3.6988,2011-10-20,111.98345284797928,111.98345284797928,238.97105901374294,2.1339854499588697,,,0.036988,,,,,,0,中性,2011-11-09
2011-11-09,2988.144,12.47,3.6436,2011-10-20,111.98345284797928,111.98345284797928,239.62662389735362,2.1398395727505704,,,0.036436,,,,,,0,中性,2011-11-10
2011-11-10,2934.67,12.25,3.5563,2011-10-20,111.98345284797928,111.98345284797928,239.56489795918367,2.139288366866128,,,0.035563,,,,,,0,中性,2011-11-11
2011-11-11,2930.556,12.25,3.5916,2011-10-20,111.98345284797928,111.98345284797928,239.2290612244898,2.1362893815146964,,,0.035916000000000003,,,,,,0,中性,2011-11-14
2011-11-14,2993.228,12.49,3.5807,2011-10-20,111.98345284797928,111.98345284797928,239.64995996797438,2.140047961311802,,,0.035807000000000005,,,,,,0,中性,2011-11-15
2011-11-15,2994.954,12.48,3.6563,2011-10-20,111.98345284797928,111.98345284797928,239.98028846153846,2.142997758671708,,,0.036563,,,,,,0,中性,2011-11-16
2011-11-16,2915.374,12.17,3.626,2011-10-20,111.98345284797928,111.98345284797928,239.554149548069,2.1391923847291134,,,0.03626,,,,,,0,中性,2011-11-17
2011-11-17,2907.205,12.15,3.636,2011-10-20,111.98345284797928,111.98345284797928,239.27613168724278,2.1367097156047414,,,0.03636,,,,,,0,中性,2011-11-18
2011-11-18,2840.752,11.93,3.6412,2011-10-20,111.98345284797928,111.98345284797928,238.11835708298406,2.126370914872901,,,0.036412,,,,,,0,中性,2011-11-21
2011-11-21,2843.956,11.92,3.6598,2011-11-20,112.08748547567504,112.08748547567504,238.58691275167786,2.1285776171993387,,,0.036598,,,,,,0,中性,2011-11-22
2011-11-22,2842.161,11.9,3.6412,2011-11-20,112.08748547567504,112.08748547567504,238.83705882352942,2.130809321040227,,,0.036412,,,,,,0,中性,2011-11-23
2011-11-23,2818.788,11.83,3.5914,2011-11-20,112.08748547567504,112.08748547567504,238.27455621301775,2.1257908962970493,,,0.035914,,,,,,0,中性,2011-11-24
2011-11-24,2821.358,11.85,3.6103,2011-11-20,112.08748547567504,112.08748547567504,238.08928270042196,2.124137959648417,,,0.036103,,,,,,0,中性,2011-11-25
2011-11-25,2801.625,11.77,3.6115,2011-11-20,112.08748547567504,112.08748547567504,238.03101104502974,2.123618083097124,,,0.036115,,,,,,0,中性,2011-11-28
2011-11-28,2805.059,11.78,3.6402,2011-11-20,112.08748547567504,112.08748547567504,238.12045840407472,2.1244160968866685,,,0.036402000000000004,,,,,,0,中性,2011-11-29
2011-11-29,2845.662,11.93,3.6315,2011-11-20,112.08748547567504,112.08748547567504,238.52992455993294,2.128069191200637,,,0.036315,,,,,,0,中性,2011-11-30
2011-11-30,2745.509,11.57,3.6091,2011-11-20,112.08748547567504,112.08748547567504,237.2955056179775,2.1170561959789422,,,0.036091000000000005,,,,,,0,中性,2011-12-01
2011-12-01,2809.949,11.84,3.5005,2011-11-20,112.08748547567504,112.08748547567504,237.32677364864867,2.1173351569221595,,,0.035005,,,,,,0,中性,2011-12-02
2011-12-02,2773.832,11.72,3.472,2011-11-20,112.08748547567504,112.08748547567504,236.67508532423207,2.1115210526833947,,,0.03472,,,,,,0,中性,2011-12-05
2011-12-05,2721.598,11.61,3.442,2011-11-20,112.08748547567504,112.08748547567504,234.41843238587424,2.0913880919984345,,,0.03442,,,,,,0,中性,2011-12-06
2011-12-06,2717.451,11.58,3.479,2011-11-20,112.08748547567504,112.08748547567504,234.6676165803109,2.093611214351293,,,0.03479,,,,,,0,中性,2011-12-07
2011-12-07,2728.958,11.61,3.489,2011-11-20,112.08748547567504,112.08748547567504,235.05236864771751,2.097043819389882,,,0.03489,,,,,,0,中性,2011-12-08
2011-12-08,2725.98,11.59,3.4953,2011-11-20,112.08748547567504,112.08748547567504,235.20103537532356,2.0983701648509756,,,0.034953,,,,,,0,中性,2011-12-09
2011-12-09,2701.853,11.53,3.4817,2011-11-20,112.08748547567504,112.08748547567504,234.33243712055508,2.0906208764171925,,,0.034817,,,,,,0,中性,2011-12-12
2011-12-12,2672.17,11.41,3.4927,2011-11-20,112.08748547567504,112.08748547567504,234.1954425942156,2.089398665697074,,,0.034927,,,,,,0,中性,2011-12-13
2011-12-13,2603.773,11.21,3.4982,2011-11-20,112.08748547567504,112.08748547567504,232.2723461195361,2.0722415632202162,,,0.034982,,,,,,0,中性,2011-12-14
2011-12-14,2571.583,11.12,3.4807,2011-11-20,112.08748547567504,112.08748547567504,231.257464028777,2.063187188537332,,,0.034807000000000005,,,,,,0,中性,2011-12-15
2011-12-15,2508.362,10.89,3.489,2011-11-20,112.08748547567504,112.08748547567504,230.33627180899907,2.054968677649443,,,0.03489,,,,,,0,中性,2011-12-16
2011-12-16,2566.351,11.1,3.4637,2011-11-20,112.08748547567504,112.08748547567504,231.20279279279282,2.0626994334971314,,,0.034637,,,,,,0,中性,2011-12-19
2011-12-19,2563.158,11.07,3.4702,2011-11-20,112.08748547567504,112.08748547567504,231.54092140921406,2.0657160826349568,,,0.034702000000000004,,,,,,0,中性,2011-12-20
2011-12-20,2555.305,11.05,3.4655,2011-12-20,111.87575221561148,111.87575221561148,231.2493212669683,2.067019141210289,,,0.034655,,,,,,0,中性,2011-12-21
2011-12-21,2509.396,10.93,3.4709,2011-12-20,111.87575221561148,111.87575221561148,229.58792314730104,2.0521687550741996,,,0.034709,,,,,,0,中性,2011-12-22
2011-12-22,2503.053,10.92,3.4752,2011-12-20,111.87575221561148,111.87575221561148,229.21730769230768,2.0488560135046137,,,0.034752,,,,,,0,中性,2011-12-23
2011-12-23,2522.771,11.01,3.4803,2011-12-20,111.87575221561148,111.87575221561148,229.13451407811084,2.0481159638284576,,,0.034803,,,,,,0,中性,2011-12-26
2011-12-26,2500.252,10.93,3.4653,2011-12-20,111.87575221561148,111.87575221561148,228.75132662397073,2.0446908476030794,,,0.034653,,,,,,0,中性,2011-12-27
2011-12-27,2459.878,10.81,3.4603,2011-12-20,111.87575221561148,111.87575221561148,227.55578168362626,2.0340044842341847,,,0.034603,,,,,,0,中性,2011-12-28
2011-12-28,2459.089,10.83,3.4603,2011-12-20,111.87575221561148,111.87575221561148,227.06269621421976,2.0295970459855797,,,0.034603,,,,,,0,中性,2011-12-29
2011-12-29,2461.817,10.85,3.4453,2011-12-20,111.87575221561148,111.87575221561148,226.89557603686637,2.0281032443883285,,,0.034453,,,,,,0,中性,2011-12-30
2011-12-30,2500.652,11.0,3.4303,2011-12-20,111.87575221561148,111.87575221561148,227.332,2.0320042144778303,,,0.034303,,,,,,0,中性,2012-01-04
2012-01-04,2448.863,10.96,3.4395,2011-12-20,111.87575221561148,111.87575221561148,223.43640510948902,1.9971834886872835,,,0.034394999999999995,,,,,,0,中性,2012-01-05
2012-01-05,2408.849,10.86,3.4304,2011-12-20,111.87575221561148,111.87575221561148,221.80930018416208,1.9826396318362374,,,0.034304,,,,,,0,中性,2012-01-06
2012-01-06,2422.769,10.93,3.397,2011-12-20,111.87575221561148,111.87575221561148,221.6623055809698,1.981325722429765,,,0.03397,,,,,,0,中性,2012-01-09
2012-01-09,2509.015,11.24,3.3806,2011-12-20,111.87575221561148,111.87575221561148,223.22197508896795,1.995266808653635,,,0.033805999999999996,,,,,,0,中性,2012-01-10
2012-01-10,2597.243,11.54,3.403,2011-12-20,111.87575221561148,111.87575221561148,225.06438474870018,2.0117351641573498,,,0.03403,,,,,,0,中性,2012-01-11
2012-01-11,2588.027,11.49,3.4208,2011-12-20,111.87575221561148,111.87575221561148,225.24168842471715,2.013319990828953,,,0.034207999999999995,,,,,,0,中性,2012-01-12
2012-01-12,2587.54,11.46,3.402,2011-12-20,111.87575221561148,111.87575221561148,225.78883071553227,2.0182106152938566,,,0.03402,,,,,,0,中性,2012-01-13
2012-01-13,2533.668,11.31,3.4108,2011-12-20,111.87575221561148,111.87575221561148,224.02015915119364,2.002401366825699,,,0.034108,,,,,,0,中性,2012-01-16
2012-01-16,2475.178,11.12,3.4233,2011-12-20,111.87575221561148,111.87575221561148,222.58794964028777,1.9895995801780824,,,0.034233,,,,,,0,中性,2012-01-17
2012-01-17,2600.375,11.57,3.4045,2011-12-20,111.87575221561148,111.87575221561148,224.7515125324114,2.0089385597985627,,,0.034045,,,,,,0,中性,2012-01-18
2012-01-18,2556.903,11.41,3.3957,2011-12-20,111.87575221561148,111.87575221561148,224.09316389132337,2.0030539187744805,,,0.033957,,,,,,0,中性,2012-01-19
2012-01-19,2600.263,11.56,3.3758,2011-12-20,111.87575221561148,111.87575221561148,224.93624567474046,2.0105897946610827,,,0.033757999999999996,,,,,,0,中性,2012-01-20
2012-01-20,2637.44,11.69,3.3808,2012-01-20,112.22469268677196,112.22469268677196,225.61505560307958,2.010386931802871,,,0.033808,,,,,,0,中性,2012-01-30
2012-01-30,2598.147,11.5,3.4005,2012-01-20,112.22469268677196,112.22469268677196,225.9258260869565,2.013156112777546,,,0.034005,,,,,,0,中性,2012-01-31
2012-01-31,2601.39,11.54,3.4064,2012-01-20,112.22469268677196,112.22469268677196,225.42374350086655,2.0086822080238806,,,0.034064000000000004,,,,,,0,中性,2012-02-01
2012-02-01,2567.683,11.41,3.4318,2012-01-20,112.22469268677196,112.22469268677196,225.03794916739702,2.0052445124131086,,,0.034318,,,,,,0,中性,2012-02-02
2012-02-02,2625.388,11.64,3.441,2012-01-20,112.22469268677196,112.22469268677196,225.54879725085908,2.0097965238397553,,,0.034409999999999996,,,,,,0,中性,2012-02-03
2012-02-03,2651.635,11.73,3.436,2012-01-20,112.22469268677196,112.22469268677196,226.05583972719523,2.0143146246622843,,,0.03436,,,,,,0,中性,2012-02-06
2012-02-06,2655.687,11.73,3.4785,2012-01-20,112.22469268677196,112.22469268677196,226.4012787723785,2.017392726610377,,,0.034784999999999996,,,,,,0,中性,2012-02-07
2012-02-07,2607.937,11.53,3.481,2012-01-20,112.22469268677196,112.22469268677196,226.1870771899393,2.015484041656014,,,0.03481,,,,,,0,中性,2012-02-08
2012-02-08,2681.145,11.81,3.5098,2012-01-20,112.22469268677196,112.22469268677196,227.0232853513971,2.022935237479662,,,0.035098,,,,,,0,中性,2012-02-09
2012-02-09,2686.487,11.83,3.5409,2012-01-20,112.22469268677196,112.22469268677196,227.09103972950126,2.0235389760730325,,,0.035409,,,,,,0,中性,2012-02-10
2012-02-10,2693.459,11.83,3.521,2012-01-20,112.22469268677196,112.22469268677196,227.68038884192728,2.0287904862203665,,,0.03521,,,,,,0,中性,2012-02-13
2012-02-13,2698.04,11.82,3.5148,2012-01-20,112.22469268677196,112.22469268677196,228.26057529610827,2.033960350715343,,,0.035148,,,,,,0,中性,2012-02-14
2012-02-14,2690.965,11.78,3.516,2012-01-20,112.22469268677196,112.22469268677196,228.43505942275044,2.0355151255377537,,,0.03516,,,,,,0,中性,2012-02-15
2012-02-15,2723.122,11.89,3.5335,2012-01-20,112.22469268677196,112.22469268677196,229.02624053826742,2.0407829601057395,,,0.035335,,,,,,0,中性,2012-02-16
2012-02-16,2712.035,11.84,3.5361,2012-01-20,112.22469268677196,112.22469268677196,229.05701013513513,2.041057138596507,,,0.035361,,,,,,0,中性,2012-02-17
2012-02-17,2710.631,11.84,3.5361,2012-01-20,112.22469268677196,112.22469268677196,228.93842905405404,2.040000498758677,,,0.035361,,,,,,0,中性,2012-02-20
2012-02-20,2715.257,11.87,3.5116,2012-02-20,113.9052574597564,113.9052574597564,228.74953664700928,2.0082438839825127,,,0.035116,,,,,,0,中性,2012-02-21
2012-02-21,2740.969,11.97,3.5164,2012-02-20,113.9052574597564,113.9052574597564,228.98654970760234,2.010324675210932,,,0.035164,,,,,,0,中性,2012-02-22
2012-02-22,2782.395,12.08,3.5276,2012-02-20,113.9052574597564,113.9052574597564,230.3307119205298,2.0221253790845206,,,0.035276,,,,,,0,中性,2012-02-23
2012-02-23,2791.691,12.11,3.5254,2012-02-20,113.9052574597564,113.9052574597564,230.52774566473988,2.023855182858325,,,0.035254,,,,,,0,中性,2012-02-24
2012-02-24,2835.796,12.27,3.5164,2012-02-20,113.9052574597564,113.9052574597564,231.1162184189079,2.029021518173233,,,0.035164,,,,,,0,中性,2012-02-27
2012-02-27,2844.093,12.31,3.5501,2012-02-20,113.9052574597564,113.9052574597564,231.03923639317625,2.0283456755699287,,,0.035501,,,,,,0,中性,2012-02-28
2012-02-28,2845.347,12.34,3.5464,2012-02-20,113.9052574597564,113.9052574597564,230.57917341977313,2.0243066787434154,,,0.035464,,,,,,0,中性,2012-02-29
2012-02-29,2813.294,12.23,3.534,2012-02-20,113.9052574597564,113.9052574597564,230.03221586263285,2.0195048147264405,,,0.035339999999999996,,,,,,0,中性,2012-03-01
2012-03-01,2816.287,12.21,3.55,2012-02-20,113.9052574597564,113.9052574597564,230.6541359541359,2.024964791775549,,,0.0355,,,,,,0,中性,2012-03-02
2012-03-02,2868.534,12.39,3.5616,2012-02-20,113.9052574597564,113.9052574597564,231.52009685230024,2.032567258224214,,,0.035616,,,,,,0,中性,2012-03-05
2012-03-05,2855.366,12.3,3.5614,2012-02-20,113.9052574597564,113.9052574597564,232.14357723577234,2.038040933429174,,,0.035614,,,,,,0,中性,2012-03-06
2012-03-06,2814.73,12.14,3.5465,2012-02-20,113.9052574597564,113.9052574597564,231.85584843492586,2.035514897254346,,,0.035464999999999997,,,,,,0,中性,2012-03-07
2012-03-07,2794.98,12.06,3.5316,2012-02-20,113.9052574597564,113.9052574597564,231.75621890547262,2.034640227097102,,,0.035316,,,,,,0,中性,2012-03-08
2012-03-08,2832.438,12.19,3.5316,2012-02-20,113.9052574597564,113.9052574597564,232.3575061525841,2.0399190637418805,,,0.035316,,,,,,0,中性,2012-03-09
2012-03-09,2865.919,12.28,3.5367,2012-02-20,113.9052574597564,113.9052574597564,233.38102605863193,2.0489047763320953,,,0.035367,,,,,,0,中性,2012-03-12
2012-03-12,2862.217,12.25,3.5242,2012-02-20,113.9052574597564,113.9052574597564,233.6503673469388,2.05126938437841,,,0.035242,,,,,,0,中性,2012-03-13
2012-03-13,2890.985,12.35,3.5401,2012-02-20,113.9052574597564,113.9052574597564,234.08785425101217,2.0551101807896552,,,0.035400999999999995,,,,,,0,中性,2012-03-14
2012-03-14,2796.975,12.04,3.5451,2012-02-20,113.9052574597564,113.9052574597564,232.30689368770766,2.0394747254733474,,,0.035451,,,,,,0,中性,2012-03-15
2012-03-15,2772.759,11.97,3.5589,2012-02-20,113.9052574597564,113.9052574597564,231.64235588972429,2.033640597946634,,,0.035589,,,,,,0,中性,2012-03-16
2012-03-16,2821.572,12.11,3.5483,2012-02-20,113.9052574597564,113.9052574597564,232.99521056977707,2.0455176149537793,,,0.035483,,,,,,0,中性,2012-03-19
2012-03-19,2834.835,12.15,3.559,2012-02-20,113.9052574597564,113.9052574597564,233.31975308641975,2.0483668470601843,,,0.035590000000000004,,,,,,0,中性,2012-03-20
2012-03-20,2782.542,11.98,3.5601,2012-03-20,113.78223978169986,113.78223978169986,232.26560934891484,2.04131690318748,,,0.035601,,,,,,0,中性,2012-03-21
2012-03-21,2787.805,11.99,3.5608,2012-03-20,113.78223978169986,113.78223978169986,232.5108423686405,2.0434721870015107,,,0.035608,,,,,,0,中性,2012-03-22
2012-03-22,2781.254,11.98,3.5502,2012-03-20,113.78223978169986,113.78223978169986,232.15809682804672,2.040372005977912,,,0.035502,,,,,,0,中性,2012-03-23
2012-03-23,2742.948,11.86,3.5267,2012-03-20,113.78223978169986,113.78223978169986,231.27723440134906,2.032630354658799,,,0.035267,,,,,,0,中性,2012-03-26
2012-03-26,2744.25,11.87,3.5247,2012-03-20,113.78223978169986,113.78223978169986,231.1920808761584,2.0318819643532993,187.04430902521193,14.671657289664447,0.035247,0.03291162586324567,3.291162586324567,,,,0,中性,2012-03-27
2012-03-27,2735.06,11.9,3.5403,2012-03-20,113.78223978169986,113.78223978169986,229.83697478991596,2.019972319325724,187.08705894106077,14.619183258750374,0.035403,0.0330002741296574,3.30002741296574,,,,0,中性,2012-03-28
2012-03-28,2646.459,11.64,3.5223,2012-03-20,113.78223978169986,113.78223978169986,227.35902061855668,1.9981942793072345,187.12725051958122,14.142563376802627,0.035223,0.035485539417985025,3.5485539417985024,,,,0,中性,2012-03-29
2012-03-29,2608.851,11.47,3.5143,2012-03-20,113.78223978169986,113.78223978169986,227.4499564080209,1.998993488301878,187.1674526191709,13.938593294359903,0.035143,0.03660025119340694,3.660025119340694,,,,0,中性,2012-03-30
2012-03-30,2616.708,11.56,3.5054,2012-03-20,113.78223978169986,113.78223978169986,226.35882352941175,1.9894038293120164,187.20648784916116,13.977656597608805,0.035054,0.03648875060463802,3.6488750604638023,,,,0,中性,2012-04-05
2012-04-05,2684.797,11.74,3.5191,2012-03-20,113.78223978169986,113.78223978169986,228.68798977853493,2.0098742142648165,187.247762975459,14.33820600757657,0.035191,0.03455273219854574,3.4552732198545737,,,,0,中性,2012-04-06
2012-04-06,2694.628,11.76,3.5203,2012-03-20,113.78223978169986,113.78223978169986,229.13503401360546,2.0138031599063173,187.28940042181904,14.387509351469303,0.035203000000000005,0.03430173327740193,3.4301733277401927,,,,0,中性,2012-04-09
2012-04-09,2667.06,11.66,3.5352,2012-03-20,113.78223978169986,113.78223978169986,228.73584905660377,2.010294835955518,187.33055876207203,14.237185954201015,0.035352,0.034886599342374015,3.4886599342374014,,,,0,中性,2012-04-10
2012-04-10,2694.597,11.76,3.5366,2012-03-20,113.78223978169986,113.78223978169986,229.1323979591837,2.0137799923678084,187.37202884064058,14.380999216760085,0.035366,0.034170197375949195,3.4170197375949196,,,,0,中性,2012-04-11
2012-04-11,2697.111,11.77,3.5308,2012-03-20,113.78223978169986,113.78223978169986,229.15131690739167,2.013946265665331,187.41343546905165,14.391236109885968,0.035308,0.03417873431277083,3.417873431277083,,,,0,中性,2012-04-12
2012-04-12,2751.537,11.93,3.5407,2012-03-20,113.78223978169986,113.78223978169986,230.64015088013412,2.0270312073539363,187.45623419718143,14.67829017148458,0.035407,0.0327208260830879,3.2720826083087897,,,,0,中性,2012-04-13
2012-04-13,2766.063,11.97,3.5277,2012-03-20,113.78223978169986,113.78223978169986,231.0829573934837,2.030922908854971,187.4993862478207,14.752384289642709,0.035276999999999996,0.03250865283864492,3.2508652838644925,,,,0,中性,2012-04-16
2012-04-16,2762.836,11.94,3.5318,2012-03-20,113.78223978169986,113.78223978169986,231.3932998324958,2.033650420983468,187.54275968021665,14.731765730177871,0.035318,0.03256252554701641,3.2562525547016414,,,,0,中性,2012-04-17
2012-04-17,2726.85,11.87,3.5291,2012-03-20,113.78223978169986,113.78223978169986,229.726200505476,2.018998755396481,187.584401773825,14.53665642886357,0.035291,0.033500610016621746,3.3500610016621746,,,,0,中性,2012-04-18
2012-04-18,2789.017,12.11,3.5366,2012-03-20,113.78223978169986,113.78223978169986,230.30693641618495,2.0241026794519676,187.6265344509871,14.864725867057803,0.035366,0.03190735632984205,3.1907356329842047,,,,0,中性,2012-04-19
2012-04-19,2784.175,12.07,3.5518,2012-03-20,113.78223978169986,113.78223978169986,230.66901408450704,2.0272848779129644,187.66894083486247,14.83556622430085,0.035518,0.03188758364142428,3.1887583641424277,,,,0,中性,2012-04-20
2012-04-20,2814.905,12.2,3.5414,2012-04-20,114.01355907517603,114.01355907517603,230.7299180327869,2.023705951330339,188.09247912055727,14.965537235520172,0.035414,0.03140618722498885,3.140618722498885,,,,0,中性,2012-04-23
2012-04-23,2789.785,12.07,3.5407,2012-04-20,114.01355907517603,114.01355907517603,231.13380281690138,2.02724837898009,188.13480097276604,14.828649381056525,0.035407,0.03203002506564701,3.2030025065647014,,,,0,中性,2012-04-24
2012-04-24,2784.153,12.11,3.5302,2012-04-20,114.01355907517603,114.01355907517603,229.90528488852186,2.0164731875173847,188.17583288231003,14.795486526377061,0.035302,0.032286179558490516,3.2286179558490518,,,,0,中性,2012-04-25
2012-04-25,2810.972,12.18,3.5369,2012-04-20,114.01355907517603,114.01355907517603,230.7858784893268,2.024196774149956,188.2176484324641,14.934688768086632,0.035369000000000005,0.03158920820430231,3.158920820430231,,,,0,中性,2012-04-26
2012-04-26,2811.893,12.16,3.5357,2012-04-20,114.01355907517603,114.01355907517603,231.24120065789472,2.0281903532668726,188.25982838562632,14.936234799068204,0.035357,0.031594277443923485,3.1594277443923486,,,,0,中性,2012-04-27
2012-04-27,2801.004,12.11,3.5389,2012-04-20,114.01355907517603,114.01355907517603,231.29677952105698,2.028677829174239,188.30198014971586,14.875063967850826,0.035389,0.03183760165773269,3.183760165773269,,,,0,中性,2012-05-02
2012-05-02,2857.24,12.11,3.5449,2012-04-20,114.01355907517603,114.01355907517603,235.9405450041288,2.0694077697246427,188.34859322687282,15.169956680049895,0.035449,0.030470766357349348,3.0470766357349346,,,,0,中性,2012-05-03
2012-05-03,2866.616,12.12,3.5454,2012-04-20,114.01355907517603,114.01355907517603,236.51947194719475,2.0744854723045982,188.39568108485943,15.21593267686845,0.035454,0.03026658520738719,3.026658520738719,,,,0,中性,2012-05-04
2012-05-04,2890.773,12.19,3.5512,2012-04-20,114.01355907517603,114.01355907517603,237.14298605414277,2.0799542438437526,188.4432858748685,15.340281223495287,0.035512,0.029675853171061334,2.9675853171061335,,,,0,中性,2012-05-07
2012-05-07,2897.249,12.19,3.5518,2012-04-20,114.01355907517603,114.01355907517603,237.67424118129614,2.0846138223312822,188.49131607516748,15.370729327629189,0.035518,0.029540721592506362,2.9540721592506363,,,,0,中性,2012-05-08
2012-05-08,2890.059,12.16,3.552,2012-04-20,114.01355907517603,114.01355907517603,237.66932565789475,2.0845707088328416,188.5392478583865,15.328686376062926,0.03552,0.029717162237306048,2.971716223730605,,,,0,中性,2012-05-09
2012-05-09,2836.14,11.96,3.5414,2012-04-20,114.01355907517603,114.01355907517603,237.1354515050167,2.0798881591676213,188.5865664597951,15.038929088327393,0.035414,0.031080096363294868,3.108009636329487,,,,0,中性,2012-05-10
2012-05-10,2838.441,11.97,3.5287,2012-04-20,114.01355907517603,114.01355907517603,237.12957393483705,2.0798366076659636,188.63378728418718,15.047362621860167,0.035287,0.03116982869018141,3.1169828690181407,,,,0,中性,2012-05-11
2012-05-11,2819.134,11.89,3.4907,2012-04-20,114.01355907517603,114.01355907517603,237.10126156433978,2.0795882830743366,188.68088881409983,14.94128005077179,0.034907,0.032021669873124096,3.2021669873124097,,,,0,中性,2012-05-14
2012-05-14,2800.898,11.81,3.4461,2012-04-20,114.01355907517603,114.01355907517603,237.1632514817951,2.080131989612034,188.72795906911702,14.840927723773241,0.034461,0.03292023240086465,3.292023240086465,,,,0,中性,2012-05-15
2012-05-15,2801.598,11.79,3.405,2012-04-20,114.01355907517603,114.01355907517603,237.62493638676847,2.084181375568567,188.7753858172428,14.840907292396068,0.03405,0.033331325164153755,3.3331325164153753,,,,0,中性,2012-05-16
2012-05-16,2758.644,11.63,3.3618,2012-04-20,114.01355907517603,114.01355907517603,237.20068787618226,2.080460339982734,188.82230955954793,14.609735504426823,0.033618,0.03482950883388649,3.482950883388649,,,,0,中性,2012-05-17
2012-05-17,2800.376,11.79,3.4116,2012-04-20,114.01355907517603,114.01355907517603,237.5212892281595,2.0832722980917326,188.8694528118893,14.827045656711498,0.034116,0.03332831919566847,3.3328319195668468,,,,0,中性,2012-05-18
2012-05-18,2757.273,11.62,3.3614,2012-04-20,114.01355907517603,114.01355907517603,237.28683304647163,2.0812159095043605,188.9162781312651,14.59521131410475,0.033614000000000005,0.03490162327388875,3.4901623273888753,,,,0,中性,2012-05-21
2012-05-21,2767.535,11.66,3.3866,2012-05-20,113.9283909465469,113.9283909465469,237.35291595197253,2.0833517789550293,188.82209270365612,14.65683893432674,0.033866,0.034361535588043564,3.4361535588043566,,,,0,中性,2012-05-22
2012-05-22,2810.751,11.79,3.3948,2012-05-20,113.9283909465469,113.9283909465469,238.40127226463107,2.0925536671231018,188.8699490545837,14.881938678279035,0.033948,0.03324754633426572,3.324754633426572,,,,0,中性,2012-05-23
2012-05-23,2801.757,11.74,3.3825,2012-05-20,113.9283909465469,113.9283909465469,238.65051107325382,2.0947413466519005,188.91795345383025,14.830549181683374,0.033825,0.03360338634964783,3.360338634964783,,,,0,中性,2012-05-24
2012-05-24,2778.585,11.67,3.3619,2012-05-20,113.9283909465469,113.9283909465469,238.09640102827763,2.089877677110248,188.96533153434513,14.70420514407947,0.033618999999999996,0.034388756298383935,3.4388756298383933,,,,0,中性,2012-05-25
2012-05-25,2752.782,11.59,3.3019,2012-05-20,113.9283909465469,113.9283909465469,237.5135461604832,2.0847617015140694,189.0120574387014,14.564054998939719,0.033019,0.035643196076079166,3.5643196076079167,,,,0,中性,2012-05-28
2012-05-28,2796.002,11.73,3.3418,2012-05-20,113.9283909465469,113.9283909465469,238.3633418584825,2.0922207351310544,189.05951059679734,14.789004748684482,0.033418,0.034199802346635416,3.4199802346635417,,,,0,中性,2012-05-29
2012-05-29,2836.019,11.86,3.3718,2012-05-20,113.9283909465469,113.9283909465469,239.12470489038785,2.098903556029162,189.1076039630736,14.996853328826374,0.033718,0.032962654806287836,3.2962654806287834,,,,0,中性,2012-05-30
2012-05-30,2830.303,11.83,3.3766,2012-05-20,113.9283909465469,113.9283909465469,239.24792899408283,2.099985148621414,189.15572327692294,14.962819791904746,0.033766,0.03306632264422677,3.306632264422677,,,,0,中性,2012-05-31
2012-05-31,2822.318,11.78,3.3443,2012-05-20,113.9283909465469,113.9283909465469,239.58556876061124,2.102948762552263,189.20407403961102,14.916792961916512,0.033443,0.033595538548672046,3.3595538548672046,,,,0,中性,2012-06-01
2012-06-01,2821.384,11.78,3.3416,2012-05-20,113.9283909465469,113.9283909465469,239.5062818336163,2.1022528260404223,189.2522562309846,14.908060047413477,0.033416,0.03366180870345356,3.366180870345356,,,,0,中性,2012-06-04
2012-06-04,2738.872,11.49,3.3469,2012-05-20,113.9283909465469,113.9283909465469,238.3700609225413,2.0922797113353435,189.29925891489995,14.468477138789371,0.033469,0.035646774273094886,3.5646774273094888,,,,0,中性,2012-06-05
2012-06-05,2737.943,11.5,3.3568,2012-05-20,113.9283909465469,113.9283909465469,238.08200000000002,2.0897512729000423,189.34589633467542,14.460007071716998,0.033568,0.035588259401556355,3.5588259401556357,,,,0,中性,2012-06-06
2012-06-06,2733.531,11.49,3.36,2012-05-20,113.9283909465469,113.9283909465469,237.90522193211487,2.088199613419763,189.39227582426224,14.433170455887298,0.0336,0.035684846531560184,3.5684846531560184,,,,0,中性,2012-06-07
2012-06-07,2717.712,11.41,3.3751,2012-05-20,113.9283909465469,113.9283909465469,238.18685363716037,2.0906716197625688,189.43883553591576,14.346118589209489,0.033751,0.03595426514064615,3.5954265140646147,,,,0,中性,2012-06-08
