日期,指数代码,指数名称,指数英文名称,成分券代码,成分券名称,成分券英文名称,交易所,交易所英文名称
2026-08-10,000906,中证800,CSI 800,601336,新华保险,New China Life Insurance Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601360,三六零,360 Security Technology Inc.,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601377,兴业证券,Industrial Securities Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601390,中国中铁,China Railway Group Limited,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601398,工商银行,Industrial and Commercial Bank of China Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601399,国机重装,"Sinomach Heavy Equipment Group Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601456,国联民生,Guolian Minsheng Securities Company Limited,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601555,东吴证券,Soochow Securities Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601567,三星电气,"Ningbo Sanxing Medical Electric Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601577,长沙银行,"BANK OF CHANGSHA CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601598,中国外运,Sinotrans Limited,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601600,中国铝业,Aluminum Corporation of China Limited,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601601,中国太保,China Pacific Insurance (Group) Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601607,上海医药,"Shanghai Pharmaceuticals Holding Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601608,中信重工,"CITIC HEAVY INDUSTRIES CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601611,中国核建,China Nuclear Engineering Corporation Limited,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601615,明阳智能,MingYangSmartEnergyGroupLimited,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601618,中国中冶,Metallurgical Corporation of China Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601628,中国人寿,China Life Insurance Company Limited,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601633,长城汽车,Great Wall Motor Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601658,邮储银行,"POSTAL SAVINGS BANK OF CHINA CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601665,齐鲁银行,"QILU BANK CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601666,平煤股份,Pingdingshan Tianan Coal Mining Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601668,中国建筑,China State Construction Engineering Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601669,中国电建,"Power Construction Corporation of China,Ltd",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601688,华泰证券,Huatai Securities Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601689,拓普集团,"Ningbo Tuopu Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601696,中银证券,"BOC International (China) Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601698,中国卫通,"China Satellite Communications Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601699,潞安环能,Shanxi Lu'an Environmental Energy Development Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601717,中创智领,ZMJ Group Company Limited,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601727,上海电气,Shanghai Electric Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601728,中国电信,China Telecom Corporation Limited,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601766,中国中车,CRRC Corporation Limited,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601788,光大证券,Everbright Securities Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601799,星宇股份,Changzhou Xingyu Automotive Lighting Systems Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601800,中国交建,China Communications Construction Company Limited,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601808,中海油服,China Oilfield Services Limited,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601816,京沪高铁,"Beijing-Shanghai High Speed Railway Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601818,光大银行,China Everbright Bank Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601825,沪农商行,"Shanghai Rural Commercial Bank Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601838,成都银行,"BANK OF CHENGDU CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601857,中国石油,PetroChina Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601865,福莱特,"Flat Glass Group CO.,LTD.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601866,中远海发,"COSCO SHIPPING Development Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601868,中国能建,China Energy Engineering Corporation Limited,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601869,长飞光纤,Yangtze Optical Fibre and Cable Joint Stock Limited Company,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601872,招商轮船,"China Merchants Energy Shipping Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601877,正泰电器,Zhejiang Chint Electrics Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601878,浙商证券,"ZHESHANG SECURITIES CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601880,辽港股份,"Liaoning Port Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601881,中国银河,"China Galaxy Securities Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601888,中国中免,China Tourism Group Duty Free Corporation Limited,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601898,中煤能源,China Coal Energy Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601899,紫金矿业,Zijin Mining Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601901,方正证券,Founder Securities Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601916,浙商银行,"CHINA ZHESHANG BANK CO.,LTD",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601919,中远海控,"COSCO SHIPPING Holdings Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601928,凤凰传媒,Jiangsu Phoenix Publishing & Media Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601939,建设银行,China Construction Bank,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601958,金钼股份,Jinduicheng Molybdenum Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601966,玲珑轮胎,"Shandong Linglong Tyre Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601985,中国核电,"China National Nuclear Power Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601988,中国银行,Bank of China Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601990,南京证券,"Nanjing Securities Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601991,大唐发电,"Datang International Power Generation Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601995,中金公司,China International Capital Corporation Limited,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601997,贵阳银行,"Bank of Guiyang Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601998,中信银行,China Citic Bank Corporation Limited,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603000,人民网,"People.cn CO.,LTD",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603019,中科曙光,"Dawning Information Industry Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603049,中策橡胶,"Zhongce Rubber Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603077,和邦生物,"Sichuan Hebang Biotechnology Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603087,甘李药业,Gan & Lee Pharmaceuticals,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603092,德力佳,"Delijia Transmission Technology (Jiangsu) Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603119,浙江荣泰,"Zhejiang Rongtai Electric Material Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603129,春风动力,"ZHEJIANGCFMOTOPOWERCO.,LTD.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603156,养元饮品,"Hebei Yangyuan ZhiHui Beverage Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603160,汇顶科技,"Shenzhen Huiding Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603175,超颖电子,"Dynamic Electronics Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603179,新泉股份,"Jiangsu Xinquan Automotive Trim Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603225,新凤鸣,"Xinfengming Group Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603233,大参林,"DaShenLin Pharmaceutical Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603256,宏和科技,"GRACE FABRIC TECHNOLOGY CO.,LTD",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603259,药明康德,"WuXi AppTec Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603260,合盛硅业,"HOSHINE SILICON INDUSTRY CO.,LTD",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603288,海天味业,Foshan Haitian Flavouring and Food Company Ltd.,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603290,斯达半导,StarPower Semiconductor Ltd.,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603296,华勤技术,"Huaqin Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603298,杭叉集团,"Hangcha Group Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603308,应流股份,"ANHUI YINGLIU ELECTROMECHANICAL CO., LTD",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603338,浙江鼎力,"Zhejiang Dingli Machinery Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603341,龙旗科技,"Shanghai Longcheer Technology Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603345,安井食品,"FU JIAN ANJOY FOODS CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603369,今世缘,"Jiangsu King's Luck Brewery Joint-Stock Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603379,三美股份,"Zhejiang Sanmei Chemical Industry Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603392,万泰生物,"BEIJING WANTAI BIOLOGICAL PHARMACY ENTERPRISE CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603444,吉比特,"G-bits Network Technology(Xiamen)Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603486,科沃斯,"Ecovacs Robotics Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603501,豪威集团,"Omni Vision Integrated Circuits Group, Inc.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603529,爱玛科技,"AIMA TECHNOLOGY GROUP CO.,LTD.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603565,中谷物流,"Shanghai Zhonggu Logistics Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603568,伟明环保,"ZHEJIANG WEIMING ENVIRONMENT PROTECTION CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603589,口子窖,"Anhui Kouzi Distillery Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603596,伯特利,"Bethel Automotive Safety Systems Co., Ltd",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603605,珀莱雅,"Proya Cosmetics Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603606,东方电缆,"Ningbo Orient Wires & Cables Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603650,彤程新材,"Red Avenue New Materials Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603658,安图生物,"Autobio Diagnostics Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603659,璞泰来,"Shanghai Putailai New Energy Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603688,石英股份,"JIANGSU PACIFIC QUARTZ CO., LTD",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603699,纽威股份,"Neway Valve (Suzhou) Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603728,鸣志电器,"Shanghai Moons' Electric Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603737,三棵树,"SKSHU Paint Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603766,隆鑫通用,"Loncin Motor Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603786,科博达,"KEBODA TECHNOLOGY Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603799,华友钴业,"ZHEJIANG HUAYOU COBALT CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603806,福斯特,"HANGZHOU FIRST PV MATERIAL Co., LTD.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603816,顾家家居,"Jason Furniture (Hangzhou) Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603833,欧派家居,Oppein Home Group Inc.,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603858,步长制药,"SHANDONG BUCHANG PHARMACEUTICALS CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603885,吉祥航空,"JUNEYAO AIRLINES Co., Ltd",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603893,瑞芯微,"Fuzhou Rockchip Electronics Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603899,晨光股份,SHANGHAI M&G STATIONERY INC.,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603920,世运电路,"Olympic Circuit Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603939,益丰药房,"Yifeng Pharmacy Chain Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603979,金诚信,"JCHX MINING MANAGEMENT CO.,LTD.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603986,兆易创新,GigaDevice Semiconductor (Beijing) Inc.,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,603993,洛阳钼业,"China Molybdenum Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,605117,德业股份,"Ningbo Deye Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,605358,立昂微,"Hangzhou Lion Electronics Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,605499,东鹏饮料,"Eastroc Beverage (Group) Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,605589,圣泉集团,"Jinan Shengquan Group Share Holding Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688002,睿创微纳,"Raytron Technology Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688008,澜起科技,"Montage Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688009,中国通号,China Railway Signal & Communication Corporation Limited,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688012,中微公司,Advanced Micro-Fabrication Equipment Inc. China,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688017,绿的谐波,"Leader Harmonious Drive Systems Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688018,乐鑫科技,"Espressif Systems (Shanghai) Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688019,安集科技,"Anji Microelectronics Technology (Shanghai) Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688027,国盾量子,"QuantumCTek Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688036,传音控股,"SHENZHEN TRANSSION HOLDINGS CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688037,芯源微,"KINGSEMI Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688041,海光信息,"Hygon Information Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688047,龙芯中科,Loongson Technology Corporation Limited,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688052,纳芯微,"Suzhou Novosense Microelectronics Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688065,凯赛生物,Cathay Biotech Inc.,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688072,拓荆科技,Piotech Inc.,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688082,盛美上海,"ACM Research (Shanghai) ,Inc.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688099,晶晨股份,"Amlogic (Shanghai) Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688111,金山办公,"Beijing Kingsoft Office Software, Inc.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688114,华大智造,"MGI Tech Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688120,华海清科,"Hwatsing Technology Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688122,西部超导,"Western Superconducting Technologies Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688126,沪硅产业,"National Silicon Industry Group Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688166,博瑞医药,"BrightGene Bio-Medical Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688169,石头科技,"Beijing Roborock Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688172,燕东微,"Beijing YanDong MicroElectronic Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688180,君实生物,"Shanghai Junshi Biosciences Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688183,生益电子,"SHENGYI ELECTRONICS CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688187,时代电气,"Zhuzhou CRRC Times Electric Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688188,柏楚电子,SHANGHAI FRIENDESS ELECTRONICS TECHNOLOGY CORPORATION LIMITED,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688192,迪哲医药,"Dizal (Jiangsu) Pharmaceutical Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688200,华峰测控,"Beijing Huafeng Test & Control Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688213,思特威,"Smartsens Technology (Shanghai) Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688220,翱捷科技,"ASR Microelectronics Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688223,晶科能源,"Jinko Solar Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688234,天岳先进,"SICC CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688235,百济神州,"BeiGene, Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688248,南网科技,"ChinaSouthernPowerGridTechnologyCo.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688256,寒武纪,Cambricon Technologies Corporation Limited,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688266,泽璟制药,"Suzhou Zelgen Biopharmaceuticals Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688271,联影医疗,"Shanghai United Imaging Healthcare Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688278,特宝生物,"Xiamen Amoytop Biotech Co., LTD.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688281,华秦科技,"Shaanxi Huaqin Technology Industry Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688295,中复神鹰,"Zhongfu Shenying Carbon Fiber Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688297,中无人机,"AVIC (CHENGDU) UAS CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688301,奕瑞科技,iRay Group,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688303,大全能源,"XinJiang Daqo New Energy Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688313,仕佳光子,"Henan Shijia Photons Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688318,财富趋势,"Shenzhen Fortune Trend Technology Co., Ltd",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688322,奥比中光,Orbbec Inc.,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688331,荣昌生物,"RemeGen Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688336,三生国健,"Sunshine Guojian Pharmaceutical (Shanghai) Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688343,云天励飞,"Shenzhen Intellifusion Technologies Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688347,华虹宏力,Hua Hong Grace Semiconductor Limited,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688349,三一重能,"Sany Heavy Energy Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688361,中科飞测,"Skyverse Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688363,华熙生物,Bloomage Biotechnology Corporation Limited,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688375,国博电子,"Guobo Electronics Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688385,复旦微电,"Shanghai Fudan Microelectronics Group CO.,LTD.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688387,信科移动,"CICT Mobile Communication Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688396,华润微,China Resources Microelectronics Limited,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688411,海博思创,"Beijing HyperStrong Technology Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688425,铁建重工,China Railway Construction Heavy Industry Corporation Limited,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688469,芯联集成,"United Nova Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
