日期,指数代码,指数名称,指数英文名称,成分券代码,成分券名称,成分券英文名称,交易所,交易所英文名称
2026-08-10,000906,中证800,CSI 800,002568,百润股份,"SHANGHAI BAIRUN INVESTMENT HOLDING GROUP CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,002583,海能达,Hytera Communications Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,002594,比亚迪,BYD Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,002600,领益智造,LINGYI iTECH (GUANGDONG) COMPANY,深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,002601,龙佰集团,"LB Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,002602,世纪华通,"ZHEJIANG CENTURY HUATONG GROUP CO., LTD",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,002603,以岭药业,Shijiazhuang Yiling Pharmaceutical Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,002608,江苏国信,Sainty Marine Corporation Ltd,深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,002624,完美世界,"Perfect World Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,002625,光启技术,"Kuang-Chi Technologies Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,002648,卫星化学,"SATELLITE CHEMICAL CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,002670,国盛证券,GUOSHENG SECURITIES Inc.,深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,002673,西部证券,"WESTERN SECURITIES CO., LTD",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,002683,广东宏大,"Guangdong Hongda Holdings Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,002709,天赐材料,"Guangzhou Tinci Materials Technology Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,002714,牧原股份,"MUYUAN FOODS GROUP CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,002736,国信证券,"GUOSEN SECURITIES CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,002738,中矿资源,"Sinomine Resource Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,002739,儒意电影,Ruyi Film Entertainment Company Limited,深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,002756,永兴材料,"Yongxing Special Materials Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,002773,康弘药业,"Chengdu Kanghong Pharmaceutical Group Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,002797,第一创业,"First Capital Securities Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,002812,恩捷股份,"Yunnan Energy New Material (Group) Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,002821,凯莱英,"Asymchem Laboratories (Tianjin) Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,002831,裕同科技,"ShenZhen YUTO Packaging Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,002837,英维克,"SHENZHEN ENVICOOL TECHNOLOGY CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,002841,视源股份,Guangzhou Shiyuan Electronic Technology Company Limited,深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,002850,科达利,"Shenzhen Kedali Industry Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,002851,麦格米特,"Shenzhen Megmeet Electrical Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,002916,深南电路,"Shennan Circuits Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,002920,德赛西威,"Huizhou Desay SV Automotive Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,002926,华西证券,"Huaxi Securities Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,002938,鹏鼎控股,"Avary Holding (Shenzhen) Co., Limited",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,002939,长城证券,"CHINA GREAT WALL SECURITIES CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,002945,华林证券,"ChinaLin Securities Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,002966,苏州银行,"BANK OF SUZHOU CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,002984,森麒麟,"QINGDAO SENTURY TIRE CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,003021,兆威机电,"SHENZHEN ZHAOWEI MACHINERY&ELECTRONIC CO.,LTD",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,003022,联泓新科,Levima Advanced Materials Corporation,深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,003031,中瓷电子,"HEBEI SINOPACK ELECTRONIC TECHNOLOGY CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,003035,南网能源,"China Southern Power Grid Energy Efficiency&Clean Energy Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,003816,中国广核,"CGN Power Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300001,特锐德,Qingdao TGOOD Electric Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300002,神州泰岳,Beijing Ultrapower Software Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300003,乐普医疗,Lepu Medical Technology (Beijing) Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300012,华测检测,"CENTRE TESTING INTERNATIONAL GROUP CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300014,亿纬锂能,Eve Energy Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300015,爱尔眼科,Aier Eye Hospital Group Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300017,网宿科技,"Wangsu Science and Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300024,机器人,Siasun Robot & Automation Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300033,同花顺,"Hithink Royalflush Information Network Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300037,新宙邦,Shenzhen Capchem Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300054,鼎龙股份,"Hubei Dinglong CO.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300058,蓝色光标,"Bluefocus Data Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300059,东方财富,East Money Information Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300073,当升科技,Beijing Easpring Material Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300100,双林股份,"Shuanglin Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300115,长盈精密,Shenzhen Evenwin Precision Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300122,智飞生物,Chongqing Zhifei Biological Products Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300124,汇川技术,Shenzhen Inovance Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300136,信维通信,Shenzhen Sunway Communication Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300140,节能环境,"CECEP ENVIRONMENTAL PROTECTION CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300142,沃森生物,Walvax Biotechnology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300144,宋城演艺,"SONGCHENG PERFORMANCE DEVELOPMENT CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300146,汤臣倍健,"BY-HEALTH CO., LTD",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300207,欣旺达,Sunwoda Electronic Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300223,北京君正,Ingenic Semiconductor Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300251,光线传媒,Beijing Enlight Media Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300274,阳光电源,Sungrow Power Supply Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300285,国瓷材料,"Shandong Sinocera Functional Material Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300308,中际旭创,"ZHONGJI INNOLIGHT CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300316,晶盛机电,"Zhejiang Jingsheng Mechanical & Electrical Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300339,润和软件,"Jiangsu Hoperun Software Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300346,南大光电,"Jiangsu Nata Opto-electronic Material Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300373,扬杰科技,"Yangzhou Yangjie Electronic Technology Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300383,光环新网,"Beijing Sinnet Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300390,天华新能,"Canmax Technologies Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300394,天孚通信,"Suzhou TFC Optical Communication Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300395,菲利华,HUBEI FEILIHUA QUARTZ GLASS CO.LTD,深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300408,三环集团,"CHAOZHOU THREE-CIRCLE(GROUP)CO.,LTD",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300413,芒果超媒,"Mango Excellent Media Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300418,昆仑万维,"Beijing Kunlun Tech Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300432,富临精工,"Mianyang Fulin Precision Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300433,蓝思科技,"Lens Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300442,润泽科技,Range Intelligent Computing Technology Group Company Limited,深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300450,先导智能,"WUXI LEAD INTELLIGENT EQUIPMENT CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300454,深信服,Sangfor Technologies Inc.,深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300458,全志科技,"All Winner Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300474,景嘉微,"Changsha Jingjia Microelectronics Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300475,香农芯创,"Shannon Semiconductor Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300476,胜宏科技,"Victory Giant Technology (HuiZhou)Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300487,蓝晓科技,"SUNRESIN NEW MATERIALS CO.,LTD, XI' AN",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300496,中科创达,"Thunder Software Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300498,温氏股份,"GUANGDONGWENSFOODSTUFFGROUPCO.,LTD",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300502,新易盛,"Eoptolink Technology Inc., Ltd",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300548,长芯博创,"EverProX Technologies Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300558,贝达药业,"Betta Pharmaceuticals Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300567,精测电子,"Wuhan Jingce Electronic Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300570,太辰光,"T&S Communications Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300604,长川科技,"Hangzhou Chang Chuan Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300620,光库科技,"ADVANCED FIBER RESOURCES (ZHUHAI)., LTD.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300623,捷捷微电,"Jiangsu Jiejie Microelectronics Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300627,华测导航,SHANGHAI HUACE NAVIGATION TECHNOLOGY LTD,深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300628,亿联网络,YEALINK NETWORK TECHNOLOGY CORPORATION LIMITED,深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300661,圣邦股份,SG Micro Corp.,深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300666,江丰电子,"Konfoong Materials International Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300676,华大基因,"BGI Genomics Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300677,英科医疗,"Intco Medical Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300679,电连技术,"Electric Connector Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300699,光威复材,"Weihai Guangwei Composites Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300718,长盛轴承,"Zhejiang Changsheng Sliding Bearings Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300724,捷佳伟创,Shenzhen S.C New Energy Technology Corporation,深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300735,光弘科技,"DBG Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300748,金力永磁,"JL MAG RARE-EARTH CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300750,宁德时代,"Contemporary Amperex Technology Co., Limited.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300751,迈为股份,"Suzhou Maxwell Technologies Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300757,罗博特科,"RoboTechnik Intelligent Technology Co., LTD",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300759,康龙化成,"Pharmaron Beijing Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300760,迈瑞医疗,"Shenzhen Mindray Bio-Medical Electronics Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300763,锦浪科技,"Ginlong Technologies Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300803,指南针,"Beijing Compass Technology Development Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300832,新产业,"Shenzhen New Industries Biomedical Engineering Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300857,协创数据,"SHARETRONIC DATA TECHNOLOGY CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300866,安克创新,"Anker Innovations Technology Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300888,稳健医疗,"Winner Medical Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300896,爱美客,"IMEIK TECHNOLOGY DEVELOPMENT CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300919,中伟新材,"CNGR Advanced Material Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300953,震裕科技,"Ningbo Zhenyu Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300957,贝泰妮,"Yunnan Botanee Bio-Technology Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300972,万辰集团,"Fujian Wanchen Food Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,300999,金龙鱼,"Yihai Kerry Arawana Holdings Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,301165,锐捷网络,"Ruijie Networks Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,301200,大族数控,"Shenzhen Han's CNC Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,301236,软通动力,"iSoftStone Information Technology (Group) Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,301269,华大九天,"Empyrean Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,301301,川宁生物,"Yili Chuanning Biotechnology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,301308,江波龙,"Shenzhen Longsys Electronics Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,301358,湖南裕能,"Hunan Yuneng New Energy Battery Material Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,301377,鼎泰高科,"Guangdong Dtech Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,301498,乖宝宠物,"Gambol Pet Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,301526,国际复材,Chongqing Polycomp International Corporation,深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,301536,星宸科技,SigmaStar Technology Ltd.,深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,301606,绿联科技,Ugreen Group Limited,深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,301611,珂玛科技,"Suzhou Kematek, Inc.",深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,302132,中航成飞,AVIC CHENGDU AIRCRAFT COMPANY LIMITED,深圳证券交易所,Shenzhen Stock Exchange
2026-08-10,000906,中证800,CSI 800,600000,浦发银行,Shanghai Pudong Development Bank Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600004,白云机场,Guangzhou Baiyun International Airport Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600008,首创环保,"Beijing Capital Eco-Environment Protection GroupCo.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600009,上海机场,Shanghai International Airport Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600010,包钢股份,Inner Mongolia Baotou Steel Union Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600011,华能国际,Huaneng Power International Inc,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600015,华夏银行,Hua Xia Bank Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600016,民生银行,China Minsheng Banking Corp Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600018,上港集团,Shanghai International Port (Group) Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600019,宝钢股份,Baoshan Iron &Steel Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600021,上海电力,Shanghai Electric Power Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600023,浙能电力,"Zhejiang Zheneng Electric Power Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600025,华能水电,HuanengLancang River Hydropower Inc.,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600026,中远海能,"COSCO SHIPPING Energy Transportation Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600027,华电国际,Huadian Power International Corporation Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600028,中国石化,China Petroleum & Chemical Corporation,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600029,南方航空,China Southern Airlines Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600030,中信证券,CITIC Securities Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600031,三一重工,Sany Heavy Industry Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600032,浙江新能,"Zhejiang Provincial New Energy Investment Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600036,招商银行,China Merchants Bank Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600038,中直股份,"AVIC Helicopter Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600039,四川路桥,Sichuan Road&Bridge Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600048,保利发展,"Poly Developments and Holdings Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600050,中国联通,China United Network Communications Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600060,海信视像,"Hisense Visual Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600061,国投资本,"SDIC Capital Co., Ltd",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600062,华润双鹤,"CHINA RESOURCES DOUBLE-CRANE PHARMACEUTICAL CO.,LTD.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600066,宇通客车,Zhengzhou Yutong Bus Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600085,同仁堂,Beijing Tongrentang Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600089,特变电工,TBEA Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600095,湘财股份,"XIANGCAI CO.,LTD",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600098,广州发展,Guangzhou Development Group Incorporated,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600100,同方股份,Tsinghua Tongfang Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600104,上汽集团,SAIC Motor Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600105,永鼎股份,"Jiangsu Etern Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600109,国金证券,Sinolink Securities Co. Ltd.,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600111,北方稀土,"China Northern Rare Earth (Group) High-Tech Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600115,中国东航,"China Eastern Airlines Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600118,中国卫星,China Spacesat Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600126,杭钢股份,Hang Zhou Iron & Steel Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600131,国网信通,"State Grid Information&Communication Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600132,重庆啤酒,Chongqing Brewery Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600141,兴发集团,Hubei Xingfa Chemicals Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600143,金发科技,Kingfa Sci&Tech Co Ltd,上海证券交易所,Shanghai Stock Exchange
