date,pe_ttm,pe_percentile,q10,q25,q50,q75,q90,signal
2007-01-15,30.73,36.09,,,,,,正常
2007-01-15,30.73,36.09,,,,,,正常
2007-01-16,32.61,39.36,,,,,,正常
2007-01-16,32.61,39.36,,,,,,正常
2007-01-17,32.08,39.51,,,,,,正常
2007-01-17,32.08,39.51,,,,,,正常
2007-01-18,31.78,40.11,,,,,,正常
2007-01-18,31.78,40.11,,,,,,正常
2007-01-19,32.65,41.95,,,,,,正常
2007-01-19,32.65,41.95,,,,,,正常
2007-01-22,33.74,43.02,,,,,,正常
2007-01-22,33.74,43.02,,,,,,正常
2007-01-23,37.99,42.95,,,,,,正常
2007-01-23,37.99,42.95,,,,,,正常
2007-01-24,37.98,43.56,,,,,,正常
2007-01-24,37.98,43.56,,,,,,正常
2007-01-25,36.37,41.47,,,,,,正常
2007-01-25,36.37,41.47,,,,,,正常
2007-01-26,36.72,41.61,,,,,,正常
2007-01-26,36.72,41.61,,,,,,正常
2007-01-29,37.46,42.91,,,,,,正常
2007-01-29,37.46,42.91,,,,,,正常
2007-01-30,37.26,42.36,,,,,,正常
2007-01-30,37.26,42.36,,,,,,正常
2007-01-31,35.36,40.11,,,,,,正常
2007-01-31,35.36,40.11,,,,,,正常
2007-02-01,35.35,40.48,,,,,,正常
2007-02-01,35.35,40.48,,,,,,正常
2007-02-02,33.86,39.45,,,,,,正常
2007-02-02,33.86,39.45,,,,,,正常
2007-02-05,33.07,39.69,,,,,,正常
2007-02-05,33.07,39.69,,,,,,正常
2007-02-06,33.84,40.8,,,,,,正常
2007-02-06,33.84,40.8,,,,,,正常
2007-02-07,34.35,41.06,,,,,,正常
2007-02-07,34.35,41.06,,,,,,正常
2007-02-08,34.59,42.11,,,,,,正常
2007-02-08,34.59,42.11,,,,,,正常
2007-02-09,34.45,41.85,,,,,,正常
2007-02-09,34.45,41.85,,,,,,正常
2007-02-12,35.39,42.72,,,,,,正常
2007-02-12,35.39,42.72,,,,,,正常
2007-02-13,35.61,43.66,,,,,,正常
2007-02-13,35.61,43.66,,,,,,正常
2007-02-14,36.54,44.39,,,,,,正常
2007-02-14,36.54,44.39,,,,,,正常
2007-02-15,37.69,45.58,,,,,,正常
2007-02-15,37.69,45.58,,,,,,正常
2007-02-16,37.71,46.08,,,,,,正常
2007-02-16,37.71,46.08,,,,,,正常
2007-02-26,38.16,46.98,,,,,,正常
2007-02-26,38.16,46.98,,,,,,正常
2007-02-27,34.73,43.01,,,,,,正常
2007-02-27,34.73,43.01,,,,,,正常
2007-02-28,36.08,44.43,,,,,,正常
2007-02-28,36.08,44.43,,,,,,正常
2007-03-01,35.0,42.78,,,,,,正常
2007-03-01,35.0,42.78,,,,,,正常
2007-03-02,35.41,43.72,,,,,,正常
2007-03-02,35.41,43.72,,,,,,正常
2007-03-05,34.84,44.23,,,,,,正常
2007-03-05,34.84,44.23,,,,,,正常
2007-03-06,35.52,44.24,,,,,,正常
2007-03-06,35.52,44.24,,,,,,正常
2007-03-07,36.22,45.26,,,,,,正常
2007-03-07,36.22,45.26,,,,,,正常
2007-03-08,36.54,45.98,,,,,,正常
2007-03-08,36.54,45.98,,,,,,正常
2007-03-09,36.6,45.45,,,,,,正常
2007-03-09,36.6,45.45,,,,,,正常
2007-03-12,36.75,46.25,,,,,,正常
2007-03-12,36.75,46.25,,,,,,正常
2007-03-13,36.84,46.61,,,,,,正常
2007-03-13,36.84,46.61,,,,,,正常
2007-03-14,36.09,45.96,,,,,,正常
2007-03-14,36.09,45.96,,,,,,正常
2007-03-15,37.31,46.94,,,,,,正常
2007-03-15,37.31,46.94,,,,,,正常
2007-03-16,36.95,46.65,,,,,,正常
2007-03-16,36.95,46.65,,,,,,正常
2007-03-19,37.89,47.09,,,,,,正常
2007-03-19,37.89,47.09,,,,,,正常
2007-03-20,37.68,47.4,,,,,,正常
2007-03-20,37.68,47.4,,,,,,正常
2007-03-21,37.96,48.91,,,,,,正常
2007-03-21,37.96,48.91,,,,,,正常
2007-03-22,38.02,48.39,,,,,,正常
2007-03-22,38.02,48.39,,,,,,正常
2007-03-23,36.34,48.58,,,,,,正常
2007-03-23,36.34,48.58,,,,,,正常
2007-03-26,36.9,50.94,,,,,,正常
2007-03-26,36.9,50.94,,,,,,正常
2007-03-27,37.03,51.2,,,,,,正常
2007-03-27,37.03,51.2,,,,,,正常
2007-03-28,37.37,50.49,,,,,,正常
2007-03-28,37.37,50.49,,,,,,正常
2007-03-29,37.77,48.69,,,,,,正常
2007-03-29,37.77,48.69,,,,,,正常
2007-03-30,37.6,48.95,,,,,,正常
2007-03-30,37.6,48.95,,,,,,正常
2007-04-02,38.11,50.24,,,,,,正常
2007-04-02,38.11,50.24,,,,,,正常
2007-04-03,38.55,50.8,,,,,,正常
2007-04-03,38.55,50.8,,,,,,正常
2007-04-04,37.25,51.38,,,,,,正常
2007-04-04,37.25,51.38,,,,,,正常
2007-04-05,37.55,52.39,,,,,,正常
2007-04-05,37.55,52.39,,,,,,正常
2007-04-06,37.63,53.61,,,,,,正常
2007-04-06,37.63,53.61,,,,,,正常
2007-04-09,38.46,54.25,,,,,,正常
2007-04-09,38.46,54.25,,,,,,正常
2007-04-10,38.58,54.19,,,,,,正常
2007-04-10,38.58,54.19,,,,,,正常
2007-04-11,39.01,55.13,,,,,,正常
2007-04-11,39.01,55.13,,,,,,正常
2007-04-12,39.03,56.45,,,,,,正常
2007-04-12,39.03,56.45,,,,,,正常
2007-04-13,38.89,56.89,,,,,,正常
2007-04-13,38.89,56.89,,,,,,正常
2007-04-16,38.54,57.7,,,,,,正常
2007-04-16,38.54,57.7,,,,,,正常
2007-04-17,38.45,58.26,,,,,,正常
2007-04-17,38.45,58.26,,,,,,正常
2007-04-18,37.83,59.06,,,,,,正常
2007-04-18,37.83,59.06,,,,,,正常
2007-04-19,35.97,56.38,,,,,,正常
2007-04-19,35.97,56.38,,,,,,正常
2007-04-20,37.28,58.14,,,,,,正常
2007-04-20,37.28,58.14,,,,,,正常
2007-04-23,38.54,60.28,,,,,,正常
2007-04-23,38.54,60.28,,,,,,正常
2007-04-24,38.55,60.71,,,,,,正常
2007-04-24,38.55,60.71,,,,,,正常
2007-04-25,38.59,59.35,,,,,,正常
2007-04-25,38.59,59.35,,,,,,正常
2007-04-26,38.68,60.44,,,,,,正常
2007-04-26,38.68,60.44,,,,,,正常
2007-04-27,37.15,58.67,,,,,,正常
2007-04-27,37.15,58.67,,,,,,正常
2007-04-30,36.84,58.61,,,,,,正常
2007-04-30,36.84,58.61,,,,,,正常
2007-05-08,38.64,61.22,,,,,,正常
2007-05-08,38.64,61.22,,,,,,正常
2007-05-09,39.25,61.13,,,,,,正常
2007-05-09,39.25,61.13,,,,,,正常
2007-05-10,39.58,61.21,,,,,,正常
2007-05-10,39.58,61.21,,,,,,正常
2007-05-11,39.22,60.63,,,,,,正常
2007-05-11,39.22,60.63,,,,,,正常
2007-05-14,39.48,61.21,,,,,,正常
2007-05-14,39.48,61.21,,,,,,正常
2007-05-15,38.06,59.11,,,,,,正常
2007-05-15,38.06,59.11,,,,,,正常
2007-05-16,38.88,61.1,,,,,,正常
2007-05-16,38.88,61.1,,,,,,正常
2007-05-17,39.43,62.33,,,,,,正常
2007-05-17,39.43,62.33,,,,,,正常
2007-05-18,39.93,62.66,,,,,,正常
2007-05-18,39.93,62.66,,,,,,正常
2007-05-21,40.3,63.92,,,,,,正常
2007-05-21,40.3,63.92,,,,,,正常
2007-05-22,40.65,66.1,,,,,,正常
2007-05-22,40.65,66.1,,,,,,正常
2007-05-23,41.29,67.49,,,,,,正常
2007-05-23,41.29,67.49,,,,,,正常
2007-05-24,41.06,66.31,,,,,,正常
2007-05-24,41.06,66.31,,,,,,正常
2007-05-25,41.28,67.39,,,,,,正常
2007-05-25,41.28,67.39,,,,,,正常
2007-05-28,42.26,69.18,,,,,,正常
2007-05-28,42.26,69.18,,,,,,正常
2007-05-29,43.29,70.15,,,,,,正常
2007-05-29,43.29,70.15,,,,,,正常
2007-05-30,40.49,65.16,,,,,,正常
2007-05-30,40.49,65.16,,,,,,正常
2007-05-31,41.25,63.53,,,,,,正常
2007-05-31,41.25,63.53,,,,,,正常
2007-06-01,40.25,60.18,,,,,,正常
2007-06-01,40.25,60.18,,,,,,正常
2007-06-04,36.89,55.05,,,,,,正常
2007-06-04,36.89,55.05,,,,,,正常
2007-06-05,38.0,56.14,,,,,,正常
2007-06-05,38.0,56.14,,,,,,正常
2007-06-06,38.16,56.89,,,,,,正常
2007-06-06,38.16,56.89,,,,,,正常
2007-06-07,39.26,59.9,,,,,,正常
2007-06-07,39.26,59.9,,,,,,正常
2007-06-08,39.49,60.46,,,,,,正常
2007-06-08,39.49,60.46,,,,,,正常
2007-06-11,40.35,62.43,,,,,,正常
2007-06-11,40.35,62.43,,,,,,正常
2007-06-12,41.09,63.81,,,,,,正常
2007-06-12,41.09,63.81,,,,,,正常
2007-06-13,42.09,66.21,,,,,,正常
2007-06-13,42.09,66.21,,,,,,正常
2007-06-14,41.44,65.5,,,,,,正常
2007-06-14,41.44,65.5,,,,,,正常
2007-06-15,41.55,64.88,,,,,,正常
2007-06-15,41.55,64.88,,,,,,正常
2007-06-18,42.76,67.96,,,,,,正常
2007-06-18,42.76,67.96,,,,,,正常
2007-06-19,42.84,68.83,,,,,,正常
2007-06-19,42.84,68.83,,,,,,正常
2007-06-20,41.92,67.41,,,,,,正常
2007-06-20,41.92,67.41,,,,,,正常
2007-06-21,42.51,67.32,,,,,,正常
2007-06-21,42.51,67.32,,,,,,正常
2007-06-22,41.19,63.18,,,,,,正常
2007-06-22,41.19,63.18,,,,,,正常
2007-06-25,39.74,59.1,,,,,,正常
2007-06-25,39.74,59.1,,,,,,正常
2007-06-26,40.11,60.91,,,,,,正常
2007-06-26,40.11,60.91,,,,,,正常
2007-06-27,41.25,61.96,,,,,,正常
2007-06-27,41.25,61.96,,,,,,正常
2007-06-28,39.56,58.18,,,,,,正常
2007-06-28,39.56,58.18,,,,,,正常
2007-06-29,38.71,55.24,,,,,,正常
2007-06-29,38.71,55.24,,,,,,正常
2007-07-02,39.13,54.53,,,,,,正常
2007-07-02,39.13,54.53,,,,,,正常
2007-07-03,39.82,55.85,,,,,,正常
2007-07-03,39.82,55.85,,,,,,正常
2007-07-04,38.98,54.1,,,,,,正常
2007-07-04,38.98,54.1,,,,,,正常
2007-07-05,36.89,50.68,,,,,,正常
2007-07-05,36.89,50.68,,,,,,正常
2007-07-06,38.61,53.99,,,,,,正常
2007-07-06,38.61,53.99,,,,,,正常
2007-07-09,39.69,56.01,,,,,,正常
2007-07-09,39.69,56.01,,,,,,正常
2007-07-10,39.69,54.06,,,,,,正常
2007-07-10,39.69,54.06,,,,,,正常
2007-07-11,39.85,54.8,,,,,,正常
2007-07-11,39.85,54.8,,,,,,正常
2007-07-12,40.32,55.18,,,,,,正常
2007-07-12,40.32,55.18,,,,,,正常
2007-07-13,40.29,55.3,,,,,,正常
2007-07-13,40.29,55.3,,,,,,正常
2007-07-16,39.33,53.72,,,,,,正常
2007-07-16,39.33,53.72,,,,,,正常
2007-07-17,40.12,54.18,,,,,,正常
2007-07-17,40.12,54.18,,,,,,正常
2007-07-18,40.47,54.19,,,,,,正常
2007-07-18,40.47,54.19,,,,,,正常
2007-07-19,40.24,54.82,,,,,,正常
2007-07-19,40.24,54.82,,,,,,正常
2007-07-20,41.75,57.02,,,,,,正常
2007-07-20,41.75,57.02,,,,,,正常
2007-07-23,43.3,59.43,,,,,,正常
2007-07-23,43.3,59.43,,,,,,正常
2007-07-24,43.23,59.57,,,,,,正常
2007-07-24,43.23,59.57,,,,,,正常
2007-07-25,44.36,61.28,,,,,,正常
2007-07-25,44.36,61.28,,,,,,正常
2007-07-26,44.3,61.74,,,,,,正常
2007-07-26,44.3,61.74,,,,,,正常
2007-07-27,44.21,62.62,,,,,,正常
2007-07-27,44.21,62.62,,,,,,正常
2007-07-30,45.2,63.73,,,,,,正常
2007-07-30,45.2,63.73,,,,,,正常
2007-07-31,45.29,64.1,,,,,,正常
2007-07-31,45.29,64.1,,,,,,正常
2007-08-01,43.59,60.15,,,,,,正常
2007-08-01,43.59,60.15,,,,,,正常
2007-08-02,44.73,61.98,,,,,,正常
2007-08-02,44.73,61.98,,,,,,正常
2007-08-03,46.35,62.25,,,,,,正常
2007-08-03,46.35,62.25,,,,,,正常
2007-08-06,47.06,63.36,,,,,,正常
2007-08-06,47.06,63.36,,,,,,正常
2007-08-07,47.25,62.79,,,,,,正常
2007-08-07,47.25,62.79,,,,,,正常
2007-08-08,47.32,61.8,,,,,,正常
2007-08-08,47.32,61.8,,,,,,正常
2007-08-09,48.27,62.63,,,,,,正常
2007-08-09,48.27,62.63,,,,,,正常
2007-08-10,47.79,62.4,,,,,,正常
2007-08-10,47.79,62.4,,,,,,正常
2007-08-13,48.42,61.74,,,,,,正常
2007-08-13,48.42,61.74,,,,,,正常
2007-08-14,48.83,61.93,,,,,,正常
2007-08-14,48.83,61.93,,,,,,正常
2007-08-15,48.24,61.14,,,,,,正常
2007-08-15,48.24,61.14,,,,,,正常
2007-08-16,47.04,61.32,,,,,,正常
2007-08-16,47.04,61.32,,,,,,正常
2007-08-17,45.01,60.55,,,,,,正常
2007-08-17,45.01,60.55,,,,,,正常
2007-08-20,47.22,62.86,,,,,,正常
2007-08-20,47.22,62.86,,,,,,正常
2007-08-21,46.94,62.15,,,,,,正常
2007-08-21,46.94,62.15,,,,,,正常
2007-08-22,47.06,62.61,,,,,,正常
2007-08-22,47.06,62.61,,,,,,正常
2007-08-23,47.4,63.88,,,,,,正常
2007-08-23,47.4,63.88,,,,,,正常
2007-08-24,45.81,63.85,,,,,,正常
2007-08-24,45.81,63.85,,,,,,正常
2007-08-27,45.62,62.18,,,,,,正常
2007-08-27,45.62,62.18,,,,,,正常
2007-08-28,44.49,62.25,,,,,,正常
2007-08-28,44.49,62.25,,,,,,正常
2007-08-29,43.33,61.22,,,,,,正常
2007-08-29,43.33,61.22,,,,,,正常
2007-08-30,43.65,62.99,,,,,,正常
2007-08-30,43.65,62.99,,,,,,正常
2007-08-31,44.02,63.33,,,,,,正常
2007-08-31,44.02,63.33,,,,,,正常
2007-09-03,44.86,64.63,,,,,,正常
2007-09-03,44.86,64.63,,,,,,正常
2007-09-04,44.61,64.18,,,,,,正常
2007-09-04,44.61,64.18,,,,,,正常
2007-09-05,44.74,64.17,,,,,,正常
2007-09-05,44.74,64.17,,,,,,正常
2007-09-06,45.37,64.14,,,,,,正常
2007-09-06,45.37,64.14,,,,,,正常
2007-09-07,44.31,62.42,,,,,,正常
2007-09-07,44.31,62.42,,,,,,正常
2007-09-10,44.92,63.63,,,,,,正常
2007-09-10,44.92,63.63,,,,,,正常
2007-09-11,42.8,59.45,,,,,,正常
2007-09-11,42.8,59.45,,,,,,正常
2007-09-12,43.34,60.24,,,,,,正常
2007-09-12,43.34,60.24,,,,,,正常
2007-09-13,44.31,61.58,,,,,,正常
2007-09-13,44.31,61.58,,,,,,正常
2007-09-14,44.65,62.71,,,,,,正常
2007-09-14,44.65,62.71,,,,,,正常
2007-09-17,45.49,63.39,,,,,,正常
2007-09-17,45.49,63.39,,,,,,正常
2007-09-18,45.47,64.34,,,,,,正常
2007-09-18,45.47,64.34,,,,,,正常
2007-09-19,45.28,63.87,,,,,,正常
2007-09-19,45.28,63.87,,,,,,正常
2007-09-20,45.98,64.98,,,,,,正常
2007-09-20,45.98,64.98,,,,,,正常
2007-09-21,45.94,65.73,,,,,,正常
2007-09-21,45.94,65.73,,,,,,正常
2007-09-24,46.27,65.21,,,,,,正常
2007-09-24,46.27,65.21,,,,,,正常
2007-09-25,45.94,63.98,,,,,,正常
2007-09-25,45.94,63.98,,,,,,正常
2007-09-26,45.13,63.35,,,,,,正常
2007-09-26,45.13,63.35,,,,,,正常
2007-09-27,45.84,64.0,,,,,,正常
2007-09-27,45.84,64.0,,,,,,正常
2007-09-28,47.09,65.39,,,,,,正常
2007-09-28,47.09,65.39,,,,,,正常
2007-10-08,48.35,65.11,,,,,,正常
2007-10-08,48.35,65.11,,,,,,正常
2007-10-09,48.56,66.02,,,,,,正常
2007-10-09,48.56,66.02,,,,,,正常
2007-10-10,48.97,65.45,,,,,,正常
2007-10-10,48.97,65.45,,,,,,正常
2007-10-11,50.18,64.73,,,,,,正常
2007-10-11,50.18,64.73,,,,,,正常
2007-10-12,50.03,62.73,,,,,,正常
2007-10-12,50.03,62.73,,,,,,正常
2007-10-15,51.03,62.99,,,,,,正常
2007-10-15,51.03,62.99,,,,,,正常
2007-10-16,51.62,64.08,,,,,,正常
2007-10-16,51.62,64.08,,,,,,正常
2007-10-17,51.09,63.05,,,,,,正常
2007-10-17,51.09,63.05,,,,,,正常
2007-10-18,49.21,60.97,,,,,,正常
2007-10-18,49.21,60.97,,,,,,正常
2007-10-19,49.04,60.49,,,,,,正常
2007-10-19,49.04,60.49,,,,,,正常
2007-10-22,47.72,59.07,,,,,,正常
2007-10-22,47.72,59.07,,,,,,正常
2007-10-23,49.58,58.57,,,,,,正常
2007-10-23,49.58,58.57,,,,,,正常
2007-10-24,49.9,57.08,,,,,,正常
2007-10-24,49.9,57.08,,,,,,正常
2007-10-25,47.31,53.12,,,,,,正常
2007-10-25,47.31,53.12,,,,,,正常
2007-10-26,47.15,52.49,,,,,,正常
2007-10-26,47.15,52.49,,,,,,正常
2007-10-29,47.33,52.39,,,,,,正常
2007-10-29,47.33,52.39,,,,,,正常
2007-10-30,48.2,52.64,,,,,,正常
2007-10-30,48.2,52.64,,,,,,正常
2007-10-31,48.12,53.58,,,,,,正常
2007-10-31,48.12,53.58,,,,,,正常
2007-11-01,47.79,52.39,,,,,,正常
2007-11-01,47.79,52.39,,,,,,正常
2007-11-02,46.36,50.66,,,,,,正常
2007-11-02,46.36,50.66,,,,,,正常
2007-11-05,45.11,51.0,,,,,,正常
2007-11-05,45.11,51.0,,,,,,正常
2007-11-06,44.38,51.26,,,,,,正常
2007-11-06,44.38,51.26,,,,,,正常
2007-11-07,44.92,51.19,,,,,,正常
2007-11-07,44.92,51.19,,,,,,正常
2007-11-08,42.68,49.0,,,,,,正常
2007-11-08,42.68,49.0,,,,,,正常
2007-11-09,42.63,48.83,,,,,,正常
2007-11-09,42.63,48.83,,,,,,正常
2007-11-12,41.72,48.25,,,,,,正常
2007-11-12,41.72,48.25,,,,,,正常
2007-11-13,41.39,47.81,,,,,,正常
2007-11-13,41.39,47.81,,,,,,正常
2007-11-14,43.43,49.74,,,,,,正常
2007-11-14,43.43,49.74,,,,,,正常
2007-11-15,43.07,49.33,,,,,,正常
2007-11-15,43.07,49.33,,,,,,正常
2007-11-16,42.63,49.02,,,,,,正常
2007-11-16,42.63,49.02,,,,,,正常
2007-11-19,44.17,50.07,,,,,,正常
2007-11-19,44.17,50.07,,,,,,正常
2007-11-20,44.21,50.74,,,,,,正常
2007-11-20,44.21,50.74,,,,,,正常
2007-11-21,43.59,50.33,,,,,,正常
2007-11-21,43.59,50.33,,,,,,正常
2007-11-22,41.64,48.32,,,,,,正常
2007-11-22,41.64,48.32,,,,,,正常
2007-11-23,42.08,49.3,,,,,,正常
2007-11-23,42.08,49.3,,,,,,正常
2007-11-26,41.46,49.02,,,,,,正常
2007-11-26,41.46,49.02,,,,,,正常
2007-11-27,40.65,48.47,,,,,,正常
2007-11-27,40.65,48.47,,,,,,正常
2007-11-28,40.07,47.41,,,,,,正常
2007-11-28,40.07,47.41,,,,,,正常
2007-11-29,41.81,48.85,,,,,,正常
2007-11-29,41.81,48.85,,,,,,正常
2007-11-30,40.71,48.53,,,,,,正常
2007-11-30,40.71,48.53,,,,,,正常
2007-12-03,40.76,48.62,,,,,,正常
2007-12-03,40.76,48.62,,,,,,正常
2007-12-04,41.2,48.92,,,,,,正常
2007-12-04,41.2,48.92,,,,,,正常
2007-12-05,42.31,49.72,,,,,,正常
2007-12-05,42.31,49.72,,,,,,正常
2007-12-06,42.24,49.85,,,,,,正常
2007-12-06,42.24,49.85,,,,,,正常
2007-12-07,42.7,50.54,,,,,,正常
2007-12-07,42.7,50.54,,,,,,正常
2007-12-10,43.29,52.09,,,,,,正常
2007-12-10,43.29,52.09,,,,,,正常
2007-12-11,43.32,52.71,,,,,,正常
2007-12-11,43.32,52.71,,,,,,正常
2007-12-12,42.63,53.05,,,,,,正常
2007-12-12,42.63,53.05,,,,,,正常
2007-12-13,41.44,51.54,,,,,,正常
2007-12-13,41.44,51.54,,,,,,正常
2007-12-14,41.9,52.87,,,,,,正常
2007-12-14,41.9,52.87,,,,,,正常
2007-12-17,40.75,52.94,,,,,,正常
2007-12-17,40.75,52.94,,,,,,正常
2007-12-18,40.43,52.91,,,,,,正常
2007-12-18,40.43,52.91,,,,,,正常
2007-12-19,41.32,53.89,,,,,,正常
2007-12-19,41.32,53.89,,,,,,正常
2007-12-20,42.16,54.43,,,,,,正常
2007-12-20,42.16,54.43,,,,,,正常
2007-12-21,42.66,55.22,,,,,,正常
2007-12-21,42.66,55.22,,,,,,正常
2007-12-24,43.73,56.15,,,,,,正常
2007-12-24,43.73,56.15,,,,,,正常
2007-12-25,43.45,56.65,,,,,,正常
2007-12-25,43.45,56.65,,,,,,正常
2007-12-26,43.71,57.49,,,,,,正常
2007-12-26,43.71,57.49,,,,,,正常
2007-12-27,44.39,58.26,,,,,,正常
2007-12-27,44.39,58.26,,,,,,正常
2007-12-28,43.97,57.58,,,,,,正常
2007-12-28,43.97,57.58,,,,,,正常
2008-01-02,44.72,59.79,,,,,,正常
2008-01-02,44.72,59.79,,,,,,正常
2008-01-03,45.14,61.31,,,,,,正常
2008-01-03,45.14,61.31,,,,,,正常
2008-01-04,45.57,61.21,,,,,,正常
2008-01-04,45.57,61.21,,,,,,正常
2008-01-07,45.78,62.62,,,,,,正常
2008-01-07,45.78,62.62,,,,,,正常
2008-01-08,45.8,61.33,,,,,,正常
2008-01-08,45.8,61.33,,,,,,正常
2008-01-09,46.22,63.46,,,,,,正常
2008-01-09,46.22,63.46,,,,,,正常
2008-01-10,46.47,63.46,,,,,,正常
2008-01-10,46.47,63.46,,,,,,正常
2008-01-11,46.72,63.57,,,,,,正常
2008-01-11,46.72,63.57,,,,,,正常
2008-01-14,46.85,64.23,,,,,,正常
2008-01-14,46.85,64.23,,,,,,正常
2008-01-15,46.42,64.72,,,,,,正常
2008-01-15,46.42,64.72,,,,,,正常
2008-01-16,45.03,63.12,,,,,,正常
2008-01-16,45.03,63.12,,,,,,正常
2008-01-17,43.82,61.27,,,,,,正常
2008-01-17,43.82,61.27,,,,,,正常
2008-01-18,44.09,61.97,,,,,,正常
2008-01-18,44.09,61.97,,,,,,正常
2008-01-21,41.66,59.27,,,,,,正常
2008-01-21,41.66,59.27,,,,,,正常
2008-01-22,38.66,54.71,36.328,38.16,41.415,44.905,47.256,正常
2008-01-22,38.66,54.71,36.328,38.16,41.415,44.905,47.256,正常
2008-01-23,39.86,57.0,36.34,38.16,41.39,44.89,47.25,正常
2008-01-23,39.86,57.0,36.34,38.16,41.39,44.89,47.25,正常
2008-01-24,39.95,59.19,36.343,38.16,41.355,44.875,47.247,正常
2008-01-24,39.95,59.19,36.343,38.16,41.355000000000004,44.875,47.247,正常
2008-01-25,40.34,58.76,36.346,38.16,41.32,44.86,47.244,正常
2008-01-25,40.34,58.76,36.346000000000004,38.16,41.32,44.86,47.244,正常
2008-01-28,37.41,55.47,36.349,38.16,41.305,44.83,47.241,低估
2008-01-28,37.41,55.47,36.349,38.16,41.305,44.83,47.241,低估
2008-01-29,37.69,56.58,36.352,38.135,41.29,44.8,47.238,低估
2008-01-29,37.69,56.58,36.352,38.135,41.29,44.8,47.238,低估
2008-01-30,37.37,56.13,36.355,38.0975,41.285,44.77,47.235,低估
2008-01-30,37.37,56.13,36.355,38.0975,41.285,44.77,47.235,低估
2008-01-31,37.01,53.87,36.358,38.06,41.28,44.74,47.232,低估
2008-01-31,37.01,53.87,36.358,38.06,41.28,44.74,47.232,低估
2008-02-01,36.53,51.89,36.361,38.03,41.265,44.7375,47.229,低估
2008-02-01,36.53,51.89,36.361,38.03,41.265,44.7375,47.229,低估
2008-02-04,39.51,56.19,36.364,38.040000000000006,41.25,44.735,47.226,正常
2008-02-04,39.51,56.19,36.364,38.040000000000006,41.25,44.735,47.226,正常
2008-02-05,38.94,56.52,36.367,38.05,41.25,44.7325,47.223,正常
2008-02-05,38.94,56.52,36.367,38.05,41.25,44.7325,47.223,正常
2008-02-13,38.01,55.9,36.37,38.02,41.25,44.73,47.22,低估
2008-02-13,38.01,55.9,36.37,38.02,41.25,44.73,47.22,低估
2008-02-14,38.55,57.19,36.386,38.03,41.225,44.7275,47.213,正常
2008-02-14,38.55,57.19,36.386,38.03,41.225,44.7275,47.213,正常
2008-02-15,38.08,56.36,36.402,38.040000000000006,41.2,44.725,47.206,正常
2008-02-15,38.08,56.36,36.402,38.040000000000006,41.2,44.725,47.206,正常
2008-02-18,38.69,58.36,36.418,38.05,41.195,44.7225,47.199,正常
2008-02-18,38.69,58.36,36.418,38.05,41.195,44.7225,47.199,正常
2008-02-19,39.54,59.5,36.434,38.06,41.19,44.72,47.192,正常
2008-02-19,39.54,59.5,36.434,38.06,41.19,44.72,47.192,正常
2008-02-20,38.7,58.47,36.45,38.065,41.14,44.7025,47.185,正常
2008-02-20,38.7,58.47,36.45,38.065,41.14,44.7025,47.185,正常
2008-02-21,38.34,59.06,36.466,38.07,41.09,44.685,47.178,正常
2008-02-21,38.34,59.06,36.466,38.07,41.09,44.685,47.178,正常
2008-02-22,37.0,57.59,36.482,38.05,41.075,44.6675,47.171,低估
2008-02-22,37.0,57.59,36.482,38.05,41.075,44.6675,47.171,低估
2008-02-25,35.46,55.59,36.364,38.02,41.06,44.65,47.164,极度低估
2008-02-25,35.46,55.59,36.364,38.02,41.06,44.65,47.164,极度低估
2008-02-26,35.71,54.82,36.328,38.0125,40.91,44.64,47.157,极度低估
2008-02-26,35.71,54.82,36.328,38.0125,40.91,44.64,47.157,极度低估
2008-02-27,36.54,55.9,36.34,38.005,40.76,44.63,47.15,低估
2008-02-27,36.54,55.9,36.34,38.004999999999995,40.76,44.629999999999995,47.15,低估
2008-02-28,36.21,56.34,36.232,37.9975,40.755,44.62,47.144,极度低估
2008-02-28,36.21,56.34,36.232,37.9975,40.754999999999995,44.62,47.144,极度低估
2008-02-29,36.62,56.78,36.244,37.99,40.75,44.61,47.138,低估
2008-02-29,36.62,56.78,36.244,37.99,40.75,44.61,47.138,低估
2008-03-03,37.31,58.12,36.256,37.9825,40.73,44.58,47.132,低估
2008-03-03,37.31,58.12,36.256,37.9825,40.730000000000004,44.58,47.132,低估
2008-03-04,36.37,57.5,36.268,37.97,40.71,44.55,47.126,低估
2008-03-04,36.37,57.5,36.268,37.97,40.71,44.55,47.126,低估
2008-03-05,36.0,57.32,36.215,37.9425,40.68,44.52,47.120000000000005,极度低估
2008-03-05,36.0,57.32,36.215,37.9425,40.68,44.52,47.120000000000005,极度低估
2008-03-06,36.54,57.26,36.216,37.89,40.65,44.49,47.114,低估
2008-03-06,36.54,57.26,36.216,37.89,40.65,44.49,47.114000000000004,低估
2008-03-07,36.03,56.38,36.174,37.845,40.65,44.465,47.108,极度低估
2008-03-07,36.03,56.38,36.174,37.845,40.65,44.465,47.108000000000004,极度低估
2008-03-10,34.64,54.12,36.088,37.8,40.65,44.44,47.102,极度低估
2008-03-10,34.64,54.12,36.088,37.8,40.65,44.44,47.102000000000004,极度低估
2008-03-11,34.75,54.72,36.075,37.755,40.57,44.415,47.096,极度低估
2008-03-11,34.75,54.72,36.074999999999996,37.755,40.57,44.415,47.096000000000004,极度低估
