日期,融资买入额,融资余额,融券余额,融资融券余额
2014-06-16,10960047052,259830180798,2128107268,261958288066
2014-06-17,10678375115,261262566962,1986059991,263248626953
2014-06-18,10981607193,263464984389,1905445146,265370429535
2014-06-19,11575621771,264416711355,1692954281,266109665636
2014-06-20,7311573935,264462000733,1659092486,266121093219
2014-06-23,7984521565,264423995477,1711404991,266135400468
2014-06-24,8678669140,264557736440,1783361767,266341098207
2014-06-25,7798911904,264826122031,1729313567,266555435598
2014-06-26,8934494319,263901777459,1705964326,265607741785
2014-06-27,10674745540,262843748934,1670352288,264514101222
2014-06-30,11863350290,263735543924,1864005213,265599549137
2014-07-01,11619124167,264607937184,1728225591,266336162775
2014-07-02,12502321252,265240147977,1804553417,267044701394
2014-07-03,13478521704,265974898727,1920076729,267894975456
2014-07-04,11209332181,265436852269,1909107890,267345960159
2014-07-07,11498589639,266651924011,1964318103,268616242114
2014-07-08,11443120248,267771059963,1941623111,269712683074
2014-07-09,13708146360,268976908835,1837924169,270814833004
2014-07-10,11445433593,270150328048,1789239958,271939568006
2014-07-11,11432852766,270336177205,1743881323,272080058528
2014-07-14,14022448475,271692944012,1819218966,273512162978
2014-07-15,13649257521,272382809571,1887331655,274270141226
2014-07-16,13832170116,273677477762,2024579463,275702057225
2014-07-17,10449050940,274021765613,2020042857,276041808470
2014-07-18,10487979224,273067071370,2050709730,275117781100
2014-07-21,10107133251,272800679038,2153674887,274954353925
2014-07-22,14498460951,273882387833,2198534959,276080922792
2014-07-23,15381414613,275745037661,2215194858,277960232519
2014-07-24,19341209261,277337816759,2523214638,279861031397
2014-07-25,16146244265,276338715895,2609137766,278947853661
2014-07-28,25330816505,275792314276,3096334488,278888648764
2014-07-29,22313772448,277436563438,3273443034,280710006472
2014-07-30,21820828528,281191829508,3224125568,284415955076
2014-07-31,19428333365,283472878022,3299144167,286772022189
2014-08-01,20877644942,282807951055,3183147027,285991098082
2014-08-04,21361247609,285698012007,3494808384,289192820391
2014-08-05,21974257920,288090413294,3367752810,291458166104
2014-08-06,22133809226,291615855527,3394814354,295010669881
2014-08-07,21831148630,294718230086,2880806829,297599036915
2014-08-08,16839331892,295837518089,2739068954,298576587043
2014-08-11,19756935325,297415010530,3098591058,300513601588
2014-08-12,20662634626,300455598098,2993821657,303449419755
2014-08-13,22784891797,304160550816,2941328293,307101879109
2014-08-14,21440618954,307293179271,2848463783,310141643054
2014-08-15,19882847811,308505667412,2926728670,311432396082
2014-08-18,22116914462,311144915581,2928628202,314073543783
2014-08-19,24478938058,314000082686,2971229057,316971311743
2014-08-20,21102254552,316919893355,2952936920,319872830275
2014-08-21,20937372387,319781417111,2783449809,322564866920
2014-08-22,20931605475,320712615102,2777758609,323490373711
2014-08-25,20660713907,322692875254,2712634191,325405509445
2014-08-26,19645912134,324639044384,2545234947,327184279331
2014-08-27,15775159716,327033468171,2506072682,329539540853
2014-08-28,18075448159,331974283614,2306178645,334280462259
2014-08-29,14869789058,333028014188,2336768882,335364783070
2014-09-01,19375199451,334993392377,2353464222,337346856599
2014-09-02,25074482942,334304257645,2575067297,336879324942
2014-09-03,28142266923,334451881572,2802271135,337254152707
2014-09-04,27868392314,337616642418,2987580074,340604222492
2014-09-09,29429506399,342444319645,3157574813,345601894458
2014-09-10,26516564784,347084945437,2844850067,349929795504
2014-09-11,31551508007,351356901278,2809839184,354166740462
2014-09-12,25877300283,354592937514,2854744948,357447682462
2014-09-15,30277233230,360155185805,2786068344,362941254149
2014-09-16,38576347008,364561939383,2675808937,367237748320
2014-09-17,24747959534,368035491871,2633272090,370668763961
2014-09-18,23454655704,371022528916,2754050358,373776579274
2014-09-19,23437077528,371414736256,2743342013,374158078269
2014-09-22,26802465503,377641662610,2472695378,380114357988
2014-09-23,22613124910,380499940014,2580377167,383080317181
2014-09-24,35224990253,388077718595,2717092663,390794811258
2014-09-25,35791324236,393151191091,2618340050,395769531141
2014-09-26,27354261183,395131055448,2654825242,397785880690
2014-09-29,28613142315,393042488212,2644410326,395686898538
2014-09-30,27147344071,386227534354,2402153637,388629687991
2014-10-08,37442090357,397396842118,2836409256,400233251374
2014-10-09,36582698297,403598187437,2858754154,406456941591
2014-10-10,34135897574,407459730065,2772753535,410232483600
2014-10-13,31602674452,413817989559,2684864566,416502854125
2014-10-14,30016767013,417913475124,2752285172,420665760296
2014-10-15,31845671858,422266917101,2885487467,425152404568
2014-10-16,35283134771,424530873677,3010510230,427541383907
2014-10-17,29063327336,425311288395,2654957393,427966245788
2014-10-20,23487001573,427824766563,2824265997,430649032560
2014-10-21,24884170638,430306864259,2802116786,433108981045
2014-10-22,24355603992,432871031115,2693781267,435564812382
2014-10-23,25192335627,436985726360,2340514878,439326241238
2014-10-24,20161466320,439035804092,2199412318,441235216410
2014-10-27,20724534608,441744151692,1996485943,443740637635
2014-10-28,27452149524,440302363994,2314768155,442617132149
2014-10-29,37671197598,439652493432,2611824795,442264318227
2014-10-30,39726432779,443442891214,2863055358,446305946572
2014-10-31,42922083624,444331032561,3139694050,447470726611
2014-11-03,41008787115,449802419175,3221660705,453024079880
2014-11-04,39878215488,453445058673,3196509968,456641568641
2014-11-05,35525776693,456679655698,3175028313,459854684011
2014-11-06,31786397981,460287164514,3071093972,463358258486
2014-11-07,43096954614,460794750926,3151991170,463946742096
2014-11-10,43074937834,464090522420,3775253288,467865775708
2014-11-11,59512181726,468511764722,3677941190,472189705912
2014-11-12,38069159328,471792706194,3882134761,475674840955
2014-11-13,47038257972,474102238964,3918633272,478020872236
2014-11-14,33685785420,474451979124,3805366969,478257346093
2014-11-17,33657280576,476797912474,3685735609,480483648083
2014-11-18,30864025290,479387054532,3318621527,482705676059
2014-11-19,29457074491,481691069603,3264178092,484955247695
2014-11-20,26772643084,483384872787,3367936291,486752809078
2014-11-21,37965320439,485787498700,3334098780,489121597480
2014-11-24,69936096428,499260287798,3450542062,502710829860
2014-11-25,59098287139,509781678532,3601461778,513383140310
2014-11-26,67013032917,518602496677,3830675045,522433171722
2014-11-27,67309594520,522913808670,4099983450,527013792120
2014-11-28,77397865373,528992449890,4426133104,533418582994
2014-12-01,77440824794,538392930415,4568075249,542961005664
2014-12-02,76886420448,545712569004,4828937503,550541506507
2014-12-03,99700572568,552052549201,4791756429,556844305630
2014-12-04,105227574155,569429142951,5252685856,574681828807
2014-12-05,113474295457,575483801438,5035049577,580518851015
2014-12-08,114513688894,595995563719,5686867709,601682431428
2014-12-09,121843297582,605492638583,5039482033,610532120616
2014-12-10,92619534535,614042935191,4845585561,618888520752
2014-12-11,81319089922,617381768756,4817034195,622198802951
2014-12-12,73760055817,619376064853,4628969709,624005034562
2014-12-15,76617552763,628731166297,4669814929,633400981226
2014-12-16,92376303515,637958256722,4957962271,642916218993
2014-12-17,105662386619,648449628389,5036994474,653486622863
2014-12-18,86108084304,657356997782,5116335254,662473333036
2014-12-19,87986460410,667260348402,4990159015,672250507417
2014-12-22,96086844112,670595742509,5146324106,675742066615
2014-12-23,68088717135,669005263570,4905506876,673910770446
2014-12-24,60785434137,667220851499,4423264212,671644115711
2014-12-25,66548637889,672974233665,5075978446,678050212111
2014-12-26,87566428865,678646298701,5392786771,684039085472
2014-12-29,102445925919,687678463441,5485660125,693164123566
2014-12-30,76341827158,691781993774,5620343498,697402337272
2014-12-31,80629221496,690304859709,6213794573,696518654282
2015-01-05,102462217665,700007355731,6127222126,706134577857
2015-01-06,98370829909,707391292198,5990342373,713381634571
2015-01-07,81243060299,715729306750,6161617855,721890924605
2015-01-08,72365046460,718485280095,5627589892,724112869987
2015-01-09,87327038290,726400724109,5383417787,731784141896
2015-01-12,68855556662,735878164519,5080926118,740959090637
2015-01-13,52882711315,740893116001,4970840174,745863956175
2015-01-14,55908600370,749750725573,4832460055,754583185628
2015-01-15,71147906275,762382827637,5061962503,767444790140
2015-01-16,83138464387,766660200847,5019945559,771680146406
2015-01-19,72756876383,752047988453,4006316935,756054305388
2015-01-20,76513181618,750762421151,4089037320,754851458471
2015-01-21,91163378655,754595954233,4822496958,759418451191
2015-01-22,75064691111,761668956446,4785141949,766454098395
2015-01-23,82258662501,766038511313,4700104444,770738615757
2015-01-26,67111894515,771373532853,4885928763,776259461616
2015-01-27,75031235777,773837742011,4699665607,778537407618
2015-01-28,63920072891,775933490835,4542722686,780476213521
2015-01-29,55046202356,777561647997,4327857932,781889505929
2015-01-30,50312558223,773977698926,4040912993,778018611919
2015-02-02,47632245458,774866786825,3768751438,778635538263
2015-02-03,52159764433,773741930732,4125153312,777867084044
2015-02-04,55998184225,774770652233,4075255266,778845907499
2015-02-05,70696075163,777970437249,3951049404,781921486653
2015-02-06,51350016719,779641865766,3355007223,782996872989
2015-02-09,51281340753,786747284226,3292347071,790039631297
2015-02-10,49940656430,797891845821,3321741382,801213587203
2015-02-11,49814292794,805111175134,3376239249,808487414383
2015-02-12,49061175820,804093283315,3307983650,807401266965
2015-02-13,52535663244,779162373527,3311066082,782473439609
2015-02-16,53928574063,772980408663,3238037227,776218445890
2015-02-17,49701309648,753461212526,3034256889,756495469415
2015-02-25,60092819984,770968145360,3277751249,774245896609
2015-02-26,70218750802,778901920692,3727497308,782629418000
2015-02-27,67295472698,780843947820,3643957926,784487905746
2015-03-02,79111411070,792791389697,3820324241,796611713938
2015-03-03,87283032063,804100125942,3658347664,807758473606
2015-03-04,66225246334,811253368861,3800138283,815053507144
2015-03-05,70255155893,819402239652,3596427868,822998667520
2015-03-06,61530416037,824379989028,3441280015,827821269043
2015-03-09,70291104924,834878753182,3353984453,838232737635
2015-03-10,68915727800,848537789505,3099078967,851636868472
2015-03-11,65924942057,864004113742,2927592012,866931705754
2015-03-12,85412099181,878075844620,3182040688,881257885308
2015-03-13,76456008406,880611781488,3193989076,883805770564
2015-03-16,93488482835,874850559115,3535076305,878385635420
2015-03-17,118453665965,881882625541,3731158044,885613783585
2015-03-18,123253353097,896108504027,4223177943,900331681970
2015-03-19,119422295098,911756727783,4136003055,915892730838
2015-03-20,133491591365,927002173004,4317418963,931319591967
2015-03-23,122350894415,935961490802,4789023959,940750514761
2015-03-24,145585328346,948928112150,4619080288,953547192438
2015-03-25,115371500560,960086790787,4643215819,964730006606
2015-03-26,117308029200,971529344684,4759646631,976288991315
2015-03-27,94331337806,974695451811,4882309085,979577760896
2015-03-30,128248977117,987305162447,5489035498,992794197945
2015-03-31,116775077460,992114591127,5408130188,997522721315
2015-04-01,112637594862,1007500876332,5579432794,1013080309126
2015-04-02,122445942102,1019832320645,5605667753,1025437988398
2015-04-03,121745692024,1028339497560,5639393066,1033978890626
2015-04-07,135205459177,1049019510305,6052607373,1055072117678
2015-04-08,146795417745,1063907515309,6090844298,1069998359607
2015-04-09,151266260607,1080032082669,7459280657,1087491363326
2015-04-10,120171575492,1093646777627,6013790547,1099660568174
2015-04-13,125462079457,1112644681454,6012263982,1118656945436
2015-04-14,135681414792,1132444514795,5734278801,1138178793596
2015-04-15,127637503244,1146127306376,5760511452,1151887817828
2015-04-16,112006268973,1157182044282,5973347250,1163155391532
2015-04-17,129211438621,1149157713135,6041055352,1155198768487
2015-04-20,165794251895,1143069525623,5886540287,1148956065910
2015-04-21,143192898510,1153574815097,5961506282,1159536321379
2015-04-22,165509139277,1172665362874,6368406198,1179033769072
2015-04-23,171737823864,1185643651435,6278465187,1191922116622
2015-04-24,153156908610,1192302971884,5965256427,1198268228311
2015-04-27,162760454052,1210543730393,6254062725,1216797793118
2015-04-28,148772163843,1215607398598,6149727519,1221757126117
2015-04-29,126739953108,1221406603476,6021609553,1227428213029
2015-04-30,135754031359,1224334129835,5831675719,1230165805554
2015-05-04,116900666542,1241303319482,5999922775,1247303242257
2015-05-05,128460864619,1244231572418,4992896354,1249224468772
2015-05-06,122153633570,1258820234374,4701559723,1263521794097
2015-05-07,94358842320,1265872162917,4030097633,1269902260550
2015-05-08,87812628024,1245786699057,4135054341,1249921753398
2015-05-11,119726264827,1247505935416,4834763087,1252340698503
2015-05-12,136448970581,1256607720425,5319748801,1261927469226
2015-05-13,132209749584,1265406189486,5472339769,1270878529255
2015-05-14,105312775966,1271467867961,5402256675,1276870124636
2015-05-15,103539242662,1270378616254,4746218114,1275124834368
2015-05-18,95383811648,1278951775452,4622251110,1283574026562
2015-05-19,113575243435,1294245193796,4763472053,1299008665849
2015-05-20,117098266840,1310006880147,4656256937,1314663137084
2015-05-21,108553228977,1321176723760,4925644941,1326102368701
2015-05-22,142752614727,1314567656582,5329555085,1319897211667
2015-05-25,164145678044,1318998299726,6190475546,1325188775272
2015-05-26,159094373511,1329561906147,6488280901,1336050187048
2015-05-27,126358447704,1336990097550,6425385136,1343415482686
2015-05-28,161711190822,1345459596439,5430216405,1350889812844
2015-05-29,109545698973,1348287000435,4975685928,1353262686363
2015-06-01,117887770661,1367127995718,5237617260,1372365612978
2015-06-02,133758105973,1387882217728,5040510626,1392922728354
2015-06-03,119037456520,1402927079454,4894947220,1407822026674
2015-06-04,140960563937,1412300874405,4894445720,1417195320125
2015-06-05,162459513338,1412610800411,5196658863,1417807459274
2015-06-08,175635531492,1419155431830,6066372273,1425221804103
2015-06-09,147185167674,1428637577543,5856847970,1434494425513
2015-06-10,132102202755,1436953511811,5922838027,1442876349838
2015-06-11,132745195582,1443868735753,6044144042,1449912879795
2015-06-12,140782088205,1453579989204,6017861873,1459597851077
2015-06-15,139727644688,1460771548784,5678984181,1466450532965
2015-06-16,110467806485,1463951216264,5010413917,1468961630181
2015-06-17,108881795164,1475103559271,4411760221,1479515319492
2015-06-18,102883459843,1482910960306,4003390202,1486914350508
2015-06-19,93916444426,1479299517720,3056543634,1482356061354
2015-06-23,71923409449,1468845650070,3262509775,1472108159845
2015-06-24,99110730843,1439971876069,3870183220,1443842059289
2015-06-25,112543339631,1423248786555,4077042981,1427325829536
2015-06-26,97236522159,1387049624743,3047418280,1390097043023
2015-06-29,111777711829,1360422100831,2869439317,1363291540148
2015-06-30,111609532061,1335503814173,2962511878,1338466326051
2015-07-01,102412410526,1328818572775,3032047503,1331850620278
2015-07-02,88487618099,1293827661966,2509128299,1296336790265
2015-07-03,75761353558,1244976682669,1946060586,1246922743255
2015-07-06,86253165993,1151409843974,1913867669,1153323711643
2015-07-07,65565705505,1053097367290,1858251281,1054955618571
2015-07-08,40122005740,940870474994,1621043791,942491518785
2015-07-09,85033177459,927849404820,1692753289,929542158109
2015-07-10,99007475226,932305971025,1763754984,934069726009
2015-07-13,108699727868,934271207261,1857208347,936128415608
2015-07-14,112517508100,936754623345,1835725241,938590348586
2015-07-15,87450742190,920524732197,1834758822,922359491019
2015-07-16,75364896359,918396130560,1774737334,920170867894
2015-07-17,88919851672,921338704319,1822969650,923161673969
2015-07-20,94950968728,921348386943,2193555412,923541942355
2015-07-21,95165466241,928615710814,2335036599,930950747413
2015-07-22,94378343848,928881478891,2361120493,931242599384
2015-07-23,109984949964,941369680547,2262926970,943632607517
2015-07-24,121558351199,940822832963,2342381838,943165214801
2015-07-27,91115117073,919373759165,2140343412,921514102577
2015-07-28,69518139535,887462793572,2041011444,889503805016
2015-07-29,71228735424,881733008327,2204435202,883937443529
2015-07-30,82706905549,881652186879,2241704283,883893891162
2015-07-31,50034690518,859970601967,2232410006,862203011973
2015-08-03,41851431424,832475432082,2491448013,834966880095
2015-08-04,60977446773,842108030431,2611179954,844719210385
2015-08-05,63096752525,842301741836,2511051535,844812793371
2015-08-06,46010651060,839838718760,2453501723,842292220483
2015-08-07,63254755083,845629259242,2148973829,847778233071
2015-08-10,98653015518,861223721255,2386249912,863609971167
2015-08-11,104695193380,870103319713,2286113685,872389433398
2015-08-12,84189224771,873794479627,2402549957,876197029584
2015-08-13,86857774356,882774372393,2351486477,885125858870
2015-08-14,94821464981,886085989804,2238103960,888324093764
2015-08-17,93341898906,894506794785,2483435259,896990230044
2015-08-18,99199001573,879899884284,2533802842,882433687126
2015-08-19,81247402297,875442817227,2367304973,877810122200
2015-08-20,67585656067,869228227066,2358282923,871586509989
2015-08-21,51673986450,848630862572,2195223661,850826086233
2015-08-24,38245805551,795943105071,2004816456,797947921527
2015-08-25,38055426386,740536035623,1871872598,742407908221
2015-08-26,49181259228,706522058254,1942973253,708465031507
2015-08-27,45681104014,685022556433,2124421074,687146977507
2015-08-28,59881095450,683118490904,2206833724,685325324628
2015-08-31,49354997209,673127713583,2312390948,675440104531
2015-09-01,37495050672,642834471301,2242361038,645076832339
2015-09-02,31013732169,606266170176,2217686789,608483856965
2015-09-07,42713833063,615872695111,2180453879,618053148990
2015-09-08,32848347074,613326503591,2294014252,615620517843
2015-09-09,56720402464,622302002741,2290625741,624592628482
2015-09-10,35958226095,619885682685,2279414099,622165096784
2015-09-11,32940214326,618850315756,2152125434,621002441190
2015-09-14,38443650467,599879253495,2148978177,602028231672
2015-09-15,26800136447,587114144804,2037093535,589151238339
2015-09-16,36654734196,588177192339,2076672895,590253865234
2015-09-17,45357176136,590467294488,2013711808,592481006296
2015-09-18,27492470550,588929671900,2025406214,590955078114
2015-09-21,32786118443,589611425721,2059120123,591670545844
2015-09-22,39312342594,590105583869,2082180629,592187764498
2015-09-23,31571539567,588155766896,2021242749,590177009645
2015-09-24,29077086812,588059276593,2052014070,590111290663
2015-09-25,28658919129,579163991185,2003971580,581167962765
2015-09-28,20771544015,578137194581,2037096084,580174290665
2015-09-29,19494241880,573430370272,1945833567,575376203839
2015-09-30,16667737149,565107689421,1870766950,566978456371
2015-10-08,38105508897,573423934505,2010065774,575434000279
2015-10-09,34773511196,573834927910,2021609337,575856537247
2015-10-12,66079680740,590826463139,2062409620,592888872759
2015-10-13,46417951657,592359492869,2051103491,594410596360
2015-10-14,47314578853,595465800492,2049097950,597514898442
2015-10-15,55174519045,600862476185,2088067241,602950543426
2015-10-16,67307333866,602483217134,2040780928,604523998062
2015-10-19,66704231174,608423367347,2061897151,610485264498
2015-10-20,57331561590,614565648086,2093241125,616658889211
2015-10-21,75043684698,609597972675,2036721856,611634694531
2015-10-22,56765942023,614855939334,2034048338,616889987672
2015-10-23,64264021721,618715633159,2046744342,620762377501
2015-10-26,71288228506,625445402262,2039335651,627484737913
2015-10-27,61805047765,628033239007,2051580154,630084819161
2015-10-28,51781988858,625971542441,2068703219,628040245660
2015-10-29,41575064417,628413061152,2016767500,630429828652
2015-10-30,46046145880,626861304247,1984153934,628845458181
2015-11-02,39182710955,624580223050,1976302866,626556525916
2015-11-03,32485266484,624641794601,1955303083,626597097684
2015-11-04,71377497141,636455607760,2047299675,638502907435
2015-11-05,116126616192,648756449213,2064814208,650821263421
2015-11-06,96065908261,657355073852,2093561252,659448635104
2015-11-09,114272067940,678846032704,2153097052,680999129756
2015-11-10,103276201336,692849446365,2130119832,694979566197
2015-11-11,81460138173,698588480945,2105019973,700693500918
2015-11-12,79386000166,704264669504,2136717070,706401386574
2015-11-13,76119157073,704017531196,2161492893,706179024089
2015-11-16,59783115668,709765973662,2178454674,711944428336
2015-11-17,90257897879,719146385419,2208478503,721354863922
2015-11-18,61645301015,718128393345,2182866762,720311260107
2015-11-19,53377151926,723677944809,2155202427,725833147236
2015-11-20,67868870592,727483864902,2178878860,729662743762
2015-11-23,56462012238,724944067772,2170416716,727114484488
2015-11-24,41952155661,724356454195,2168170720,726524624915
2015-11-25,50585918649,722871325612,2175357594,725046683206
2015-11-26,57063284399,721562735545,2215328433,723778063978
2015-11-27,56361735197,707571655449,2061163221,709632818670
2015-11-30,47647190662,705712846824,2023533716,707736380540
2015-12-01,41187948449,707573181220,2077790582,709650971802
2015-12-02,50746609725,705719889489,2186265522,707906155011
2015-12-03,45460715372,701215140017,2150847061,703365987078
2015-12-04,36130370822,689229679014,2100381786,691330060800
2015-12-07,34763101101,688643130171,2149554072,690792684243
2015-12-08,34153742415,683538869003,2148104647,685686973650
2015-12-09,31912185019,681876332446,2123493880,683999826326
2015-12-10,33681721847,680181466516,2141678490,682323145006
2015-12-11,28365988971,679172485848,2101063966,681273549814
2015-12-14,41328859936,686734828731,2105881193,688840709924
2015-12-15,37186068080,686903667749,2022022178,688925689927
2015-12-16,34465314026,687294173008,2042483132,689336656140
2015-12-17,48712938670,685514996801,2197465782,687712462583
2015-12-18,47396383227,685013347232,2166047057,687179394289
2015-12-21,57466371747,690204973913,2273711965,692478685878
2015-12-22,52008901722,694584343597,2216629408,696800973005
2015-12-23,66173764807,701576990450,2305921763,703882912213
2015-12-24,45768190084,704055938831,2162580784,706218519615
2015-12-25,36861998896,702906554042,2152587073,705059141115
2015-12-28,43463435651,690842371910,2108756268,692951128178
2015-12-29,28878201901,689699599137,2141562769,691841161906
2015-12-30,34774521611,690624418175,2134120717,692758538892
2015-12-31,26481517358,680522261155,2110497327,682632758482
2016-01-04,27746141351,674250015171,1930428580,676180443751
2016-01-05,32738126135,662424991011,1965327469,664390318480
2016-01-06,31039624222,659659894611,2025469549,661685364160
2016-01-07,8743686393,653619923734,1865346141,655485269875
2016-01-08,32514181166,640940954450,1797468141,642738422591
2016-01-11,28150988168,622258836431,1722772476,623981608907
2016-01-12,21769602015,610486743606,1687383077,612174126683
2016-01-13,19525346812,600445497232,1671474368,602116971600
2016-01-14,22803175759,594163365933,1651483595,595814849528
2016-01-15,20242663855,585478803003,1613659931,587092462934
2016-01-18,19081125394,584010365373,1642374141,585652739514
2016-01-19,25220485677,583401330073,1761695979,585163026052
2016-01-20,25779016479,581973101059,1710066593,583683167652
2016-01-21,22361174852,577982711229,1757858947,579740570176
2016-01-22,17864511418,574703509699,1667792073,576371301772
2016-01-25,16889289523,573053955612,1696416297,574750371909
2016-01-26,19547611732,558948682056,1587722289,560536404345
2016-01-27,19749649503,546309759767,1610207999,547919967766
2016-01-28,14896970875,537399576006,1540722949,538940298955
2016-01-29,18426533048,533033638244,1535234350,534568872594
2016-02-01,14080422778,528384301655,1485180379,529869482034
2016-02-02,17563888365,528845887864,1511792608,530357680472
2016-02-03,14409477762,526428042632,1491080478,527919123110
2016-02-04,18541568615,524337017843,1482084171,525819102014
2016-02-05,11901318369,514093133618,1357030571,515450164189
2016-02-15,14930797529,515256205943,1420264176,516676470119
2016-02-16,23605306843,518215198164,1545662014,519760860178
2016-02-17,24752742440,518778341837,1657639909,520435981746
2016-02-18,25395778727,519382998740,1646122131,521029120871
2016-02-19,18210153720,517832856204,1595130626,519427986830
2016-02-22,27522280606,519250340741,1692811572,520943152313
2016-02-23,23392174306,519105100581,1689257065,520794357646
2016-02-24,26164786546,520489250248,1730924643,522220174891
2016-02-25,28390233205,513548523851,1632454971,515180978822
2016-02-26,18373537956,509938422697,1639939436,511578362133
2016-02-29,16891230852,501041987179,1622773378,502664760557
2016-03-01,18523989704,499909493421,1688144824,501597638245
2016-03-02,29767561155,502350546037,1779203410,504129749447
2016-03-03,31372321447,503092878470,1811602760,504904481230
2016-03-04,27790003531,494927660917,1855487471,496783148388
2016-03-07,24748130963,497412906564,1835425882,499248332446
2016-03-08,23630997269,495750615429,1834114044,497584729473
2016-03-09,17033964898,492829696125,1893220284,494722916409
2016-03-10,14785943211,492042339533,1836636431,493878975964
2016-03-11,12450405720,489799692896,1805079703,491604772599
2016-03-14,23766199588,493687362449,1810427012,495497789461
2016-03-15,16199416635,490445133204,1861084281,492306217485
2016-03-16,14991423218,483482073240,1891260265,485373333505
2016-03-17,26128781409,488497078304,1724225667,490221303971
2016-03-18,39428741515,494872388714,1711273806,496583662520
2016-03-21,50440582760,505682813378,1710875104,507393688482
2016-03-22,37857788437,507364047862,1604722826,508968770688
2016-03-23,31494180992,509741838074,1636604122,511378442196
2016-03-24,31986208234,509172156706,1645545414,510817702120
2016-03-25,22318847529,508638683094,1635002895,510273685989
2016-03-28,27189283089,509242174833,1684440686,510926615519
2016-03-29,21930279771,508525327296,1719011642,510244338938
2016-03-30,27927803064,509691637569,1774343291,511465980860
2016-03-31,31153041676,510077307223,1794732449,511872039672
2016-04-01,24633167935,506119519804,1831175662,507950695466
2016-04-05,37092235507,512243331494,1822755249,514066086743
2016-04-06,31676123292,513684986113,1833000949,515517987062
2016-04-07,28556687517,512796499453,1831830901,514628330354
2016-04-08,22781696856,509745451220,1843290164,511588741384
2016-04-11,30698107375,512127578457,1870649303,513998227760
2016-04-12,22416237700,510211622132,1879843609,512091465741
2016-04-13,42312313729,514174217320,1858861764,516033079084
2016-04-14,28430104632,515461028742,1863849047,517324877789
2016-04-15,25338240194,513959169343,1866486619,515825655962
2016-04-18,23645109654,512273796689,1884974375,514158771064
2016-04-19,20853636754,512299527727,1895798761,514195326488
2016-04-20,33417664759,506019596565,1969683025,507989279590
2016-04-21,23671067589,504729309486,1927995631,506657305117
2016-04-22,15483224766,501699887412,1837147974,503537035386
2016-04-25,14531444301,501105836656,1888084518,502993921174
2016-04-26,14289114810,500229477522,1912955038,502142432560
2016-04-27,15286475183,499245448785,1959244221,501204693006
2016-04-28,16736075918,498679671165,1971968247,500651639412
2016-04-29,12930112151,494455780517,1889693904,496345474421
2016-05-03,24446886546,498068800143,1916449042,499985249185
2016-05-04,21673655978,498378241538,1908585250,500286826788
2016-05-05,18795254421,498647195271,1866740178,500513935449
2016-05-06,25206015858,493019015948,1821751220,494840767168
2016-05-09,18589026402,489787952075,1814654742,491602606817
2016-05-10,11967954223,486770066004,1848438009,488618504013
2016-05-11,14605560018,484223329354,1908372766,486131702120
2016-05-12,14746480437,482195898002,1985512603,484181410605
2016-05-13,12799334852,479835870205,1867654477,481703524682
2016-05-16,13682998225,479976560380,1865306755,481841867135
2016-05-17,15685066169,478828511618,1881070331,480709581949
2016-05-18,14732885027,474780510464,1881965580,476662476044
2016-05-19,14160647518,474796983383,1744718654,476541702037
2016-05-20,14282633644,473967145973,1729756848,475696902821
2016-05-23,15087136624,473790185446,1753543484,475543728930
2016-05-24,14061116207,474113760053,1798419073,475912179126
2016-05-25,13439435439,473248745984,1819093057,475067839041
2016-05-26,14550761697,472502816382,1847415057,474350231439
2016-05-27,12946566059,470933246425,1693078510,472626324935
2016-05-30,12118100614,469474286135,1788434447,471262720582
2016-05-31,29411838246,472770517075,1773404013,474543921088
2016-06-01,26853747104,473842939459,1733878875,475576818334
2016-06-02,22727591932,475857307685,1777461682,477634769367
2016-06-03,24400622414,473956396588,1795161021,475751557609
2016-06-06,20389851290,474696463629,1807091008,476503554637
2016-06-07,18687817684,474785801210,1859507222,476645308432
2016-06-08,19223668206,472230941146,2083247021,474314188167
2016-06-13,22065754739,470718833261,1764666802,472483500063
2016-06-14,14488643361,469814782324,2140904265,471955686589
2016-06-15,25071419447,472774017130,2030176669,474804193799
2016-06-16,22911662035,472426696313,1842035190,474268731503
2016-06-17,22059853838,471145006787,1767669480,472912676267
2016-06-20,18147176614,471899642785,1868935709,473768578494
2016-06-21,22369420851,471148810549,1907486817,473056297366
2016-06-22,18476704112,471757473392,1856200904,473613674296
2016-06-23,19023254037,470989946736,1990896299,472980843035
2016-06-24,24668541492,469568272060,1888549208,471456821268
2016-06-27,23847929426,472130992856,1969519019,474100511875
2016-06-28,25173695721,473172010473,2001696516,475173706989
2016-06-29,26788675844,475231804471,2118405363,477350209834
2016-06-30,21467742218,474937137098,2101251811,477038388909
2016-07-01,19675919674,473366707712,2099563495,475466271207
2016-07-04,32130856359,477343099023,2302250937,479645349960
2016-07-05,32734362701,478894481453,2446240005,481340721458
2016-07-06,29106028080,480194633761,2419211393,482613845154
2016-07-07,31988828163,480968164323,2487269285,483455433608
2016-07-08,23389548398,478082382396,2349687842,480432070238
2016-07-11,32614662316,479342990976,2469632807,481812623783
2016-07-12,36821977122,482110757617,2549096995,484659854612
2016-07-13,36678423531,481908335239,2356322937,484264658176
2016-07-14,27102641122,482059531983,2366026078,484425558061
2016-07-15,25326907353,481144294514,2244011673,483388306187
2016-07-18,26067867176,483284066990,2326851515,485610918505
