日期,融资买入额,融资余额,融券余额,融资融券余额
2010-03-31,5866316,5824813,24142,5848955
2010-04-01,1054024,6842114,17325,6859439
2010-04-02,207516,6762781,11929,6774710
2010-04-06,3329461,10091243,10267,10101510
2010-04-07,15141395,25086826,38418,25125244
2010-04-08,5147142,30233781,10110,30243891
2010-04-09,22077191,50663640,10197,50673837
2010-04-12,40376602,89060984,10092,89071076
2010-04-13,17444196,92169145,211445,92380590
2010-04-14,7964900,89480507,212231,89692738
2010-04-15,20916787,103099287,271214,103370501
2010-04-16,25841176,121064474,1198858,122263332
2010-04-19,8395193,112783831,1031561,113815392
2010-04-20,5706716,116673356,1638860,118312216
2010-04-21,14384413,127565065,2513143,130078208
2010-04-22,32603174,157219058,2932237,160151295
2010-04-23,17574818,152902064,2830321,155732385
2010-04-26,35141973,182090321,11042183,193132504
2010-04-27,29621581,202494937,2758191,205253128
2010-04-28,31144701,223249365,2709735,225959100
2010-04-29,27561491,233030157,2847328,235877485
2010-04-30,27804556,235526412,2551528,238077940
2010-05-04,21944030,242846863,3519010,246365873
2010-05-05,50597915,277495916,5144755,282640671
2010-05-06,55666699,314003383,3286323,317289706
2010-05-07,48359014,309938569,4275122,314213691
2010-05-10,36414703,327370089,6273327,333643416
2010-05-11,47067392,350667983,6053063,356721046
2010-05-12,43090277,376113669,6718753,382832422
2010-05-13,43516642,393357604,8409102,401766706
2010-05-14,43883229,415983876,6807124,422791000
2010-05-17,74027562,473201524,4442929,477644453
2010-05-18,32532723,467622771,5137036,472759807
2010-05-19,28129781,475810742,5307357,481118099
2010-05-20,32023540,486806982,9010047,495817029
2010-05-21,51052980,503728469,8942658,512671127
2010-05-24,76158631,534671504,14057930,548729434
2010-05-25,56337279,562759014,10017758,572776772
2010-05-26,17672866,565966886,9060668,575027554
2010-05-27,69689203,604281887,5436101,609717988
2010-05-28,56487576,633696229,4162822,637859051
2010-05-31,37471239,629837529,10343585,640181114
2010-06-01,41486233,639998626,12838683,652837309
2010-06-02,27207650,653397284,12525827,665923111
2010-06-03,38752924,675126222,14194808,689321030
2010-06-04,31729497,680721701,14822564,695544265
2010-06-07,28140634,685693950,6756505,692450455
2010-06-08,34230923,697311113,4737840,702048953
2010-06-09,126771313,785253681,9413470,794667151
2010-06-10,41796850,793255677,7456056,800711733
2010-06-11,44972146,782619926,7216554,789836480
2010-06-17,35258695,802191743,6931429,809123172
2010-06-18,46482526,819295645,5861101,825156746
2010-06-21,99484877,859456754,9530834,868987588
2010-06-22,42295789,867189284,10065984,877255268
2010-06-23,47607058,842719148,8465580,851184728
2010-06-24,47947796,866091036,8977774,875068810
2010-06-25,30535042,877045659,9449157,886494816
2010-06-28,52375764,907046989,8937135,915984124
2010-06-29,56320628,901933545,8772089,910705634
2010-06-30,35114468,908521076,8247937,916769013
2010-07-01,42612154,928736463,9185768,937922231
2010-07-02,55619277,946500624,9352154,955852778
2010-07-05,118587870,1035344028,9394483,1044738511
2010-07-06,59076920,1057442951,9638251,1067081202
2010-07-07,44925331,1064383786,9798533,1074182319
2010-07-08,65542507,1102548838,10084050,1112632888
2010-07-09,157020933,1170639291,11009953,1181649244
2010-07-12,122496033,1222983113,11397184,1234380297
2010-07-13,122088757,1311949508,11843759,1323793267
2010-07-14,80227880,1263477734,12064921,1275542655
2010-07-15,60785184,1287501800,11102706,1298604506
2010-07-16,47955270,1319305043,11100827,1330405870
2010-07-19,71278412,1303905018,11856372,1315761390
2010-07-20,212954187,1440850708,12001535,1452852243
2010-07-21,100091861,1472317314,10765589,1483082903
2010-07-22,89420614,1498641789,10950510,1509592299
2010-07-23,149445421,1539431335,11236586,1550667921
2010-07-26,71587341,1551684452,12879111,1564563563
2010-07-27,79519953,1580807913,12761026,1593568939
2010-07-28,108644824,1583742413,12138814,1595881227
2010-07-29,98484393,1531824312,12045927,1543870239
2010-07-30,92133368,1552855454,11038366,1563893820
2010-08-02,174443309,1640972044,10476961,1651449005
2010-08-03,129466269,1664552954,10911462,1675464416
2010-08-04,126248395,1709199891,8847500,1718047391
2010-08-05,167459563,1775576845,8153166,1783730011
2010-08-06,111988470,1802240599,8124270,1810364869
2010-08-09,125992494,1841103737,9550619,1850654356
2010-08-10,147571316,1869121672,8994919,1878116591
2010-08-11,94087853,1903636176,8956495,1912592671
2010-08-12,97853482,1917657100,9417267,1927074367
2010-08-13,104210434,1946004866,9002846,1955007712
2010-08-16,163870333,2011265809,9432818,2020698627
2010-08-17,137843946,2052174441,8541510,2060715951
2010-08-18,136209711,2085438731,9108477,2094547208
2010-08-19,204734599,2111575425,10610725,2122186150
2010-08-20,140901472,2116441794,7995830,2124437624
2010-08-23,113225964,2141737847,8364909,2150102756
2010-08-24,143827323,2213911577,9111951,2223023528
2010-08-25,98774816,2190791657,9046741,2199838398
2010-08-26,76108498,2194536639,9607119,2204143758
2010-08-27,88446491,2220473978,9352048,2229826026
2010-08-30,177968857,2285460219,8624182,2294084401
2010-08-31,154108208,2307041382,10113191,2317154573
2010-09-01,165106740,2322415396,8972215,2331387611
2010-09-02,198711616,2367547449,7587947,2375135396
2010-09-03,143306467,2347176762,6786496,2353963258
2010-09-06,184925685,2387662569,9436998,2397099567
2010-09-07,134071867,2414136562,8658064,2422794626
2010-09-08,213749417,2493160533,6860345,2500020878
2010-09-09,228372953,2568993058,5937879,2574930937
2010-09-10,103135866,2568640986,6690296,2575331282
2010-09-13,192569363,2621304462,6631071,2627935533
2010-09-14,122089778,2618194471,5944824,2624139295
2010-09-15,128825123,2614204191,5674825,2619879016
2010-09-16,129223608,2631809132,5954733,2637763865
2010-09-17,117420810,2668066420,5944573,2674010993
2010-09-20,127859806,2736068769,6277730,2742346499
2010-09-21,73780692,2724501690,6292451,2730794141
2010-09-27,162672915,2778508977,5760387,2784269364
2010-09-28,142460313,2795750305,5524300,2801274605
2010-09-29,163401189,2821582317,4995213,2826577530
2010-09-30,230489640,2846908595,5757722,2852666317
2010-10-08,352236845,2879844623,8043235,2887887858
2010-10-11,540431173,2854342169,11346296,2865688465
2010-10-12,466185821,2911633870,12313951,2923947821
2010-10-13,511670532,2945491873,15999257,2961491130
2010-10-14,643408502,3012610812,22358972,3034969784
2010-10-15,763331295,3074262298,20101316,3094363614
2010-10-18,777043254,3152329327,17962007,3170291334
2010-10-19,556393938,3288583583,19002447,3307586030
2010-10-20,748459214,3449163925,21142887,3470306812
2010-10-21,449387902,3596853448,18477168,3615330616
2010-10-22,479643761,3755121466,15181865,3770303331
2010-10-25,738284867,3936580107,15947408,3952527515
2010-10-26,659869062,4071030302,16896360,4087926662
2010-10-27,614699304,4269896802,13273825,4283170627
2010-10-28,447080074,4324880974,11504878,4336385852
2010-10-29,459821357,4296990516,8471305,4305461821
2010-11-01,498627782,4341749551,10079811,4351829362
2010-11-02,771255747,4470409233,8514685,4478923918
2010-11-03,644200987,4579337355,10323308,4589660663
2010-11-04,616399880,4687431943,11538012,4698969955
2010-11-05,845292430,4878634897,12221523,4890856420
2010-11-08,747835334,5205338554,12687718,5218026272
2010-11-09,673362671,5427122250,8898349,5436020599
2010-11-10,742219805,5669380056,9812493,5679192549
2010-11-11,808783051,5772737492,8561789,5781299281
2010-11-12,697482878,5535208139,6708001,5541916140
2010-11-15,640509031,5777852641,5068891,5782921532
2010-11-16,502106601,5759550131,2722873,5762273004
2010-11-17,492329349,5816759463,4704616,5821464079
2010-11-18,358203003,5825398138,3358346,5828756484
2010-11-19,307385398,5603612499,5957617,5609570116
2010-11-23,287201446,5739500620,7526229,5747026849
2010-11-24,435812235,5822662043,5899263,5828561306
2010-11-25,554239093,5970633357,8944840,5979578197
2010-11-26,329668655,5903402929,7255734,5910658663
2010-11-29,293264104,5929259556,12689598,5941949154
2010-11-30,372617460,5936566231,13391922,5949958153
2010-12-01,263690928,5937744337,13522674,5951267011
2010-12-02,308030176,5997821790,14683623,6012505413
2010-12-03,329387031,6090572316,13480634,6104052950
2010-12-06,382055879,6164097438,7827321,6171924759
2010-12-07,452005783,6265658521,6328242,6271986763
2010-12-08,397789735,6287597522,4904499,6292502021
2010-12-09,590322354,6527614801,6716150,6534330951
2010-12-10,385958637,6644591506,5320758,6649912264
2010-12-13,1038828767,7209404871,11021133,7220426004
2010-12-14,598845377,7373777616,12452885,7386230501
2010-12-15,542387127,7462794030,7096652,7469890682
2010-12-16,448723342,7542711921,6987252,7549699173
2010-12-17,245814175,7493201511,3888480,7497089991
2010-12-20,396781734,7435701311,9139721,7444841032
2010-12-21,622556317,7564667757,7898275,7572566032
2010-12-22,569147197,7776178311,4995923,7781174234
2010-12-23,375027731,7817500749,8295867,7825796616
2010-12-24,392595142,7897318010,5257608,7902575618
2010-12-27,568941962,7980334051,7669058,7988003109
2010-12-28,405320013,8010109091,5729010,8015838101
2010-12-29,351203051,8146359995,5575964,8151935959
2010-12-30,373192568,8220105721,6870974,8226976695
2010-12-31,601063229,8427486678,4103136,8431589814
2011-01-04,727620536,8516136811,6276423,8522413234
2011-01-05,631058464,8596471915,3737827,8600209742
2011-01-06,509404270,8727223150,4413921,8731637071
2011-01-07,626845747,8690038014,9286568,8699324582
2011-01-10,560718946,8758781466,6997014,8765778480
2011-01-11,355611110,8667104852,10944904,8678049756
2011-01-12,401466452,8710801634,10147082,8720948716
2011-01-13,367484313,8754029313,11325427,8765354740
2011-01-14,379638726,8769493796,6913532,8776407328
2011-01-17,443218144,8821400941,7448751,8828849692
2011-01-18,405004924,8981757570,5909762,8987667332
2011-01-19,462920729,9087977825,7280845,9095258670
2011-01-20,497827964,9086647897,6614513,9093262410
2011-01-21,540497532,9102872273,7299859,9110172132
2011-01-24,509692127,9177837418,9228124,9187065542
2011-01-25,346162375,9220062356,9333398,9229395754
2011-01-26,389519420,9349795135,9365923,9359161058
2011-01-27,695694010,9429095585,12945773,9442041358
2011-01-28,447644390,9469502833,12840273,9482343106
2011-01-31,632364871,9583910868,15715553,9599626421
2011-02-01,392394929,9402454012,12960401,9415414413
2011-02-09,529461387,9589509907,12714493,9602224400
2011-02-10,491495815,9740914093,13778369,9754692462
2011-02-11,512505121,9771176484,10218163,9781394647
2011-02-14,915382728,9715701377,17152769,9732854146
2011-02-15,860216663,9596234682,14779112,9611013794
2011-02-16,847457177,9792654830,13686326,9806341156
2011-02-17,955054160,10032421759,12102813,10044524572
2011-02-18,647287468,10157728964,11894180,10169623144
2011-02-21,767670898,10315577822,11621281,10327199103
2011-02-22,1001895274,10525272993,15915330,10541188323
2011-02-23,647426365,10619583455,14897624,10634481079
2011-02-24,794570977,10796619793,17262748,10813882541
2011-02-25,692267202,10858082464,16338957,10874421421
2011-02-28,675667868,10886936320,17100603,10904036923
2011-03-01,769595277,10924143093,22389292,10946532385
2011-03-02,808798087,11009415972,23705832,11033121804
2011-03-03,1019788440,11046130055,57169330,11103299385
2011-03-04,747928982,11147027377,45941862,11192969239
2011-03-07,1337038695,11378560775,77652784,11456213559
2011-03-08,904709041,11521780981,71401857,11593182838
2011-03-09,801429978,11615540852,75334080,11690874932
2011-03-10,849626386,11749387072,55875733,11805262805
2011-03-11,745190335,11973484849,41932876,12015417725
2011-03-14,557513061,12144451877,35723632,12180175509
2011-03-15,911628602,12234504116,53807370,12288311486
2011-03-16,892411036,12214737047,60619177,12275356224
2011-03-17,761298186,12128220239,55122334,12183342573
2011-03-18,573637847,12177302266,52352121,12229654387
2011-03-21,663574647,12286615929,53508592,12340124521
2011-03-22,611897421,12389914708,66353212,12456267920
2011-03-23,784408790,12473138104,62197982,12535336086
2011-03-24,652630190,12569889147,68362920,12638252067
2011-03-25,872828184,12645793482,58416102,12704209584
2011-03-28,1099208957,12747132404,49224109,12796356513
2011-03-29,1392433791,13000571572,84735680,13085307252
2011-03-30,971615362,13114336973,68312126,13182649099
2011-03-31,957692779,13389814034,62935430,13452749464
2011-04-01,926784061,13397963410,63330615,13461294025
2011-04-06,1453562222,13311929130,116722118,13428651248
2011-04-07,1083025717,13456816257,114503907,13571320164
2011-04-08,987464836,13663436042,90126072,13753562114
2011-04-11,1624611942,14042989427,91166318,14134155745
2011-04-12,1382760835,14507155762,89657042,14596812804
2011-04-13,1279809135,14822054819,79253489,14901308308
2011-04-14,1055293369,14893886634,77139044,14971025678
2011-04-15,907993468,14964312035,79992980,15044305015
2011-04-18,1078745597,15115565632,81851545,15197417177
2011-04-19,833387870,15113883362,71154456,15185037818
2011-04-20,974222845,15422476966,66104465,15488581431
2011-04-21,891476736,15678896887,74874951,15753771838
2011-04-22,793020974,15747595484,73647335,15821242819
2011-04-25,831491973,15674614639,88110797,15762725436
2011-04-26,607506192,15631632543,81107842,15712740385
2011-04-27,700835759,15650190523,70066258,15720256781
2011-04-28,816293853,15496163903,69131777,15565295680
2011-04-29,660353548,15489352748,77939727,15567292475
2011-05-03,576526525,15460738148,79822417,15540560565
2011-05-04,720446025,15343903210,90450206,15434353416
2011-05-05,517842819,15244339467,74631038,15318970505
2011-05-06,575024359,15121981644,79037225,15201018869
2011-05-09,655677577,15232374677,79239553,15311614230
2011-05-10,549641025,15395985663,95339354,15491325017
2011-05-11,446166522,15401083312,84911516,15485994828
2011-05-12,637723841,15577419319,79021693,15656441012
2011-05-13,839978633,15708129071,77440669,15785569740
2011-05-16,429035133,15719819800,77105086,15796924886
2011-05-17,531243729,15929011870,77901100,16006912970
2011-05-18,488478494,16108290447,76216406,16184506853
2011-05-19,457940932,16077648730,87460100,16165108830
2011-05-20,388182430,16152695129,83657525,16236352654
2011-05-23,583648042,16098875769,71963942,16170839711
2011-05-24,435565589,16214417437,81266047,16295683484
2011-05-25,452351034,16283881810,79638143,16363519953
2011-05-26,355960669,16341680214,78006622,16419686836
2011-05-27,353444434,16191808615,72613616,16264422231
2011-05-30,405172307,16213113108,81285713,16294398821
2011-05-31,605991887,16438326942,82236507,16520563449
2011-06-01,429816133,16497676967,86503868,16584180835
2011-06-02,707660792,16686353331,71607044,16757960375
2011-06-03,429223785,16651911918,69985984,16721897902
2011-06-07,494847936,16632529204,71988989,16704518193
2011-06-08,652215529,16637485175,82207141,16719692316
2011-06-09,536559008,16652969254,77298236,16730267490
2011-06-10,510782266,16706872250,87414402,16794286652
2011-06-13,461222722,16526574094,89785589,16616359683
2011-06-14,632876203,16495870887,96724997,16592595884
2011-06-15,681522651,16604120197,92799285,16696919482
2011-06-16,548958255,16725857941,80625517,16806483458
2011-06-17,543788365,15996336369,85261149,16081597518
2011-06-20,684553790,16237528175,84482812,16322010987
2011-06-21,556172998,16298026991,108578882,16406605873
2011-06-22,458576650,16340605968,110372758,16450978726
2011-06-23,590474443,16344099381,127163624,16471263005
2011-06-24,1246001461,16292288301,139250514,16431538815
2011-06-27,875088965,16488029126,136963765,16624992891
2011-06-28,808099694,16606989920,140407937,16747397857
2011-06-29,858850391,16809796611,120598921,16930395532
2011-06-30,1040052866,17124281108,131300405,17255581513
2011-07-01,924432426,17284258925,126466709,17410725634
2011-07-04,1166307857,17323611660,152657402,17476269062
2011-07-05,922968515,17383762436,138735839,17522498275
2011-07-06,986207992,17663982481,120444365,17784426846
2011-07-07,1120177136,17758752144,128926937,17887679081
2011-07-08,836312390,17776243573,123145684,17899389257
2011-07-11,703189744,17917092953,120987808,18038080761
2011-07-12,882517355,17997153779,96865179,18094018958
2011-07-13,810911250,18208652416,107247652,18315900068
2011-07-14,941410724,18255187388,118056602,18373243990
2011-07-15,898096392,18253511171,124866183,18378377354
2011-07-18,938114982,18533214237,118284743,18651498980
2011-07-19,869512293,18721052787,116105702,18837158489
2011-07-20,753245170,18904053734,104270653,19008324387
2011-07-21,794485438,19064469706,103321745,19167791451
2011-07-22,538622268,19089884281,109482316,19199366597
2011-07-25,1223685970,19407400892,90912525,19498313417
2011-07-26,600132078,19521197009,91989898,19613186907
2011-07-27,710416333,19723552899,91618285,19815171184
2011-07-28,729220145,19687768485,89444658,19777213143
2011-07-29,599191915,19559824766,99044215,19658868981
2011-08-01,526493233,19710659516,94262148,19804921664
2011-08-02,587232237,19875147783,80459862,19955607645
2011-08-03,517125110,19947338610,84927100,20032265710
2011-08-04,425657196,19916978654,88632479,20005611133
2011-08-05,732342442,19903220315,81846166,19985066481
2011-08-08,1069167394,19965951464,84548175,20050499639
2011-08-09,928507380,19958893276,103220280,20062113556
2011-08-10,722853204,19891797252,102750046,19994547298
2011-08-11,734314619,19853845619,118858307,19972703926
2011-08-12,613786247,19780555772,100761200,19881316972
2011-08-15,753176441,19900155759,138610368,20038766127
2011-08-16,667246061,19938522613,119343076,20057865689
2011-08-17,543389929,20020240955,121490686,20141731641
2011-08-18,551565624,20125765773,102841701,20228607474
2011-08-19,651203376,20074117205,105792568,20179909773
2011-08-22,558701490,20104631668,105877958,20210509626
2011-08-23,533358619,20161763673,119578438,20281342111
2011-08-24,612218009,20148223867,124292110,20272515977
2011-08-25,1096244617,19909811437,178337878,20088149315
2011-08-26,779339684,20109341830,144852223,20254194053
2011-08-29,924883740,20496342307,138195444,20634537751
2011-08-30,941988987,20749898186,144874603,20894772789
2011-08-31,631883913,20893312611,156151205,21049463816
2011-09-01,591419508,20898889032,170124255,21069013287
2011-09-02,513088861,20901163881,148371813,21049535694
2011-09-05,544363500,21003486998,151286436,21154773434
2011-09-06,538935703,21068944086,140792805,21209736891
2011-09-07,545203523,21042304936,137647700,21179952636
2011-09-08,426969613,21114896834,119523196,21234420030
2011-09-09,456447707,21041870266,123040515,21164910781
2011-09-13,496754054,21122136936,135897276,21258034212
2011-09-14,578762129,21050929175,141502534,21192431709
2011-09-15,520749456,20996390466,153849633,21150240099
2011-09-16,481260309,21020934154,152059454,21172993608
2011-09-19,477718941,21103835093,149393710,21253228803
2011-09-20,498228852,21181592617,143514609,21325107226
2011-09-21,954136977,21080852830,206591595,21287444425
2011-09-22,1069294786,21403223921,130053405,21533277326
2011-09-23,725289704,21359329274,120866382,21480195656
2011-09-26,770319061,21304984798,139292010,21444276808
2011-09-27,798225193,21442994144,137037016,21580031160
2011-09-28,589898985,21285200989,138656353,21423857342
2011-09-29,607797098,21137792643,114029122,21251821765
2011-09-30,492770036,20678257223,103619722,20781876945
2011-10-10,563518759,20500158665,127729044,20627887709
2011-10-11,818716848,20324309699,164383113,20488692812
2011-10-12,1268675776,20430753257,197808881,20628562138
2011-10-13,1004156009,20543903238,189604710,20733507948
2011-10-14,566964409,20400802814,173236358,20574039172
2011-10-17,615448397,20300361995,224636776,20524998771
2011-10-18,767490712,20246908676,201356530,20448265206
2011-10-19,560816548,20242841224,214840500,20457681724
2011-10-20,763089420,20274135425,202598780,20476734205
2011-10-21,435631187,20077609862,211420624,20289030486
2011-10-24,665327297,19813181984,277010395,20090192379
2011-10-25,1013477891,19857163052,275098742,20132261794
2011-10-26,1186801201,19786668727,278027139,20064695866
2011-10-27,866055881,19930731684,269320285,20200051969
2011-10-28,1317088917,19749284408,280412541,20029696949
2011-10-31,848254260,19901349449,289607069,20190956518
2011-11-01,1034962228,20008002941,311177544,20319180485
2011-11-02,1186052906,20094724795,324025976,20418750771
2011-11-03,1715745986,20365235328,350922118,20716157446
2011-11-04,1033452397,20425574366,313367437,20738941803
2011-11-07,948486415,20693207005,291959397,20985166402
2011-11-08,899090697,20904972932,282879218,21187852150
2011-11-09,941665090,21137377041,274341766,21411718807
2011-11-10,988495911,21382370001,251366496,21633736497
2011-11-11,522265203,21345143945,228553808,21573697753
2011-11-14,975365770,21472109836,283122754,21755232590
2011-11-15,779370039,21642895602,273247991,21916143593
2011-11-16,1219956202,22079287311,239721422,22319008733
2011-11-17,648788840,22110549167,227849268,22338398435
2011-11-18,780915845,22128264632,222239814,22350504446
2011-11-21,559758089,22261866663,199896201,22461762864
2011-11-22,525422181,22340596474,222145112,22562741586
2011-11-23,531977490,22381342035,226185197,22607527232
2011-11-24,533808677,22421973306,222336516,22644309822
2011-11-25,378427898,22400850427,229398872,22630249299
2011-11-28,416782437,22494897616,237443922,22732341538
2011-11-29,523651456,22518644243,243157210,22761801453
2011-11-30,671042821,22466452028,251839752,22718291780
2011-12-01,1146806646,22299466764,323600241,22623067005
2011-12-02,591659988,22267766625,286192505,22553959130
2011-12-05,875782534,22379650562,285651059,22665301621
2011-12-06,596412942,22413359472,323513134,22736872606
2011-12-07,604856537,22449261088,355100811,22804361899
2011-12-08,675914693,22528992922,348107592,22877100514
2011-12-09,566831017,22507138358,331965565,22839103923
2011-12-12,554603321,22525065787,347531224,22872597011
2011-12-13,833397363,22643584951,307393822,22950978773
2011-12-14,632941142,22710676753,330633736,23041310489
2011-12-15,963186538,22829426940,272303088,23101730028
2011-12-16,860810024,22960970432,305995652,23266966084
2011-12-19,822981905,23160945470,332957773,23493903243
2011-12-20,728256469,23215304975,360845947,23576150922
2011-12-21,747255578,23213182571,377163348,23590345919
2011-12-22,712315873,23156209497,379727180,23535936677
2011-12-23,606711079,23022628028,376194331,23398822359
2011-12-26,581463956,23097117469,416766360,23513883829
2011-12-27,595501546,23125457645,404473909,23529931554
2011-12-28,640946990,23227075749,363621020,23590696769
2011-12-29,635606065,23261484479,376407550,23637892029
2011-12-30,762689122,23163493473,381308271,23544801744
2012-01-04,788064877,23086161879,420191819,23506353698
2012-01-05,794286091,22871007499,442507556,23313515055
2012-01-06,825709884,22974795499,424102079,23398897578
2012-01-09,1130784004,22853440665,493659623,23347100288
2012-01-10,1701133654,22773950655,542466054,23316416709
2012-01-11,1274706955,22869720240,484380898,23354101138
2012-01-12,1231619261,22781226572,518981025,23300207597
2012-01-13,1133649934,22674391245,472373707,23146764952
2012-01-16,878056969,22638911372,482314622,23121225994
2012-01-17,1651314781,22582606058,472151600,23054757658
2012-01-18,1581544852,22564638461,462490757,23027129218
2012-01-19,1384432993,22161798417,469400533,22631198950
2012-01-20,1142179973,21088647331,465817218,21554464549
2012-01-30,1502767818,21653344631,517342115,22170686746
2012-01-31,1044338505,22014346641,516870389,22531217030
2012-02-01,1285617462,22366485298,499224550,22865709848
2012-02-02,1178861936,22396236472,616095248,23012331720
2012-02-03,1520410924,22515446802,614937122,23130383924
2012-02-06,1343935156,22784517940,647383244,23431901184
2012-02-07,1445701790,23313248252,547716962,23860965214
2012-02-08,1565565996,23304347745,626032158,23930379903
2012-02-09,1737119914,23364280534,614904727,23979185261
2012-02-10,1445006748,23186699954,644878993,23831578947
2012-02-13,1582126178,23608213305,607362447,24215575752
2012-02-14,1256560815,23860965648,579118989,24440084637
2012-02-15,1781362196,24179753364,601734232,24781487596
2012-02-16,1582477398,24491754154,590145157,25081899311
2012-02-17,1179539111,24478237341,576582374,25054819715
2012-02-20,1759766700,24772829932,579980747,25352810679
2012-02-21,1563224989,24969797018,604735691,25574532709
2012-02-22,2434752756,25223728541,648311438,25872039979
2012-02-23,2185981378,25509973452,658672185,26168645637
2012-02-24,2713861391,25607219924,715901888,26323121812
2012-02-27,3344833427,25953096751,749953321,26703050072
2012-02-28,2196625510,26173607268,723104224,26896711492
2012-02-29,2001683188,26421186475,618905567,27040092042
2012-03-01,1544104350,26693098407,599587277,27292685684
2012-03-02,2290381860,27048735068,651310699,27700045767
2012-03-05,2328139500,27545673775,661468241,28207142016
2012-03-06,2260379699,27925437822,576731626,28502169448
2012-03-07,2037715180,28322835473,572080706,28894916179
2012-03-08,2004963445,28553279578,617717954,29170997532
2012-03-09,2039557422,28698907823,627719200,29326627023
2012-03-12,2466695709,29313541336,624485011,29938026347
2012-03-13,2090953160,29506123404,650512180,30156635584
2012-03-14,3971920425,29962495014,583607249,30546102263
2012-03-15,2615937639,30030622336,553397981,30584020317
2012-03-16,1990283308,30040251162,560756438,30601007600
2012-03-19,2323158537,30589579776,578814778,31168394554
2012-03-20,2213237546,30881415456,538233515,31419648971
2012-03-21,2250811673,31184318827,524894386,31709213213
2012-03-22,1552432938,31258610141,539410434,31798020575
2012-03-23,1588669351,31324525878,501264079,31825789957
2012-03-26,1024520698,31310255462,500457946,31810713408
2012-03-27,1639570640,31652995174,506940846,32159936020
2012-03-28,1803704771,31725359177,472971028,32198330205
2012-03-29,1468201404,31466692094,451280109,31917972203
2012-03-30,1118746389,30855059829,498505368,31353565197
2012-04-05,1910713961,31036889547,612979847,31649869394
2012-04-06,1556670352,31203189503,638010186,31841199689
2012-04-09,1263660302,31312683905,637822011,31950505916
2012-04-10,1442581118,31315108010,613613548,31928721558
2012-04-11,1620531132,31650530805,637539984,32288070789
2012-04-12,2069068142,31658371384,728861977,32387233361
2012-04-13,1929005224,31321457781,724919491,32046377272
2012-04-16,1690206798,31551930384,745742224,32297672608
2012-04-17,1522188706,31701763328,644509653,32346272981
2012-04-18,2056222445,31713063485,742347355,32455410840
2012-04-19,2086454193,31763708953,745588191,32509297144
2012-04-20,2307629393,31697962487,799575812,32497538299
2012-04-23,2418725607,31919290664,740475666,32659766330
2012-04-24,2842912506,31886526859,698699325,32585226184
2012-04-25,2546857177,32022808570,733448615,32756257185
2012-04-26,2491763979,32207563433,711808798,32919372231
2012-04-27,1870375931,31996092316,652371267,32648463583
2012-05-02,3738262191,32374252299,762654074,33136906373
2012-05-03,2695216589,32914444024,797696945,33712140969
2012-05-04,2390138078,32929079712,793584355,33722664067
2012-05-07,2716734348,33467500884,728200355,34195701239
2012-05-08,2441135022,33893622504,722745535,34616368039
2012-05-09,2651766271,34451948648,625816606,35077765254
2012-05-10,2161721639,35040860645,622693679,35663554324
2012-05-11,1960511506,35115705765,618124665,35733830430
2012-05-14,2461641937,35628803242,626430094,36255233336
2012-05-15,2036097511,36152562663,655470335,36808032998
2012-05-16,2178812217,36779217694,646127083,37425344777
2012-05-17,1962619901,36787680964,715905627,37503586591
2012-05-18,1888308119,36821357488,650247666,37471605154
2012-05-21,1797956959,37126490787,691025268,37817516055
2012-05-22,1671466540,37079833553,792549634,37872383187
2012-05-23,1835455665,37072055664,851734986,37923790650
2012-05-24,1988441593,37528312047,814032820,38342344867
2012-05-25,1497066380,37535963602,770189440,38306153042
2012-05-28,1930551399,37598761062,770434631,38369195693
2012-05-29,2823201360,37676358273,795978999,38472337272
2012-05-30,2248621352,37985520066,837500845,38823020911
2012-05-31,2037759682,38363704389,762840548,39126544937
2012-06-01,1909782134,38393016442,741659426,39134675868
2012-06-04,2785005768,39201386102,674920254,39876306356
2012-06-05,1627172086,39341792121,693111890,40034904011
2012-06-06,1698621302,39585278444,696908292,40282186736
2012-06-07,1889737375,39824344326,693817796,40518162122
2012-06-08,1805598796,39719820736,707825275,40427646011
2012-06-11,1777895999,39915091233,708140329,40623231562
2012-06-12,1626998751,40118853209,775286155,40894139364
2012-06-13,2136093851,40366154559,804450614,41170605173
2012-06-14,1596178919,40463725268,805817964,41269543232
2012-06-15,2362756170,40424538156,752573261,41177111417
2012-06-18,1739591533,40774082626,785854699,41559937325
2012-06-19,1610403138,40959301472,737452012,41696753484
2012-06-20,1305051000,40971366211,756005017,41727371228
2012-06-21,1827369234,41216039765,667886102,41883925867
2012-06-25,1688930079,41328073117,638598125,41966671242
2012-06-26,1329392155,41366843299,664880194,42031723493
2012-06-27,1170928470,41452187393,728466579,42180653972
2012-06-28,1419503922,41554211158,699842311,42254053469
2012-06-29,1575175909,41352503305,748286235,42100789540
2012-07-02,1764735984,41651551679,807498588,42459050267
2012-07-03,1608081585,41775297474,835347527,42610645001
2012-07-04,1502115984,41979741991,859659598,42839401589
2012-07-05,1357113618,41980089686,810716248,42790805934
2012-07-06,2161091737,42071500783,809180403,42880681186
2012-07-09,2200692162,42433217425,824026113,43257243538
2012-07-10,1526392426,42677890401,790231037,43468121438
2012-07-11,1400213120,42763477754,852955616,43616433370
2012-07-12,2685529361,42958440250,825305762,43783746012
2012-07-13,1496117118,42995301769,809010444,43804312213
2012-07-16,1612756321,42954857532,837478653,43792336185
2012-07-17,1320741173,42850583006,822312728,43672895734
2012-07-18,1706983756,43001260903,815806529,43817067432
