date,power_yoy,ma6,ma12,trend
2022-11-30,3.5,3.6666666666666665,5.033333333333334,下行
2022-11-30,3.5,3.6666666666666665,5.033333333333334,下行
2022-12-31,3.6,3.783333333333333,4.383333333333334,下行
2022-12-31,3.6,3.783333333333333,4.383333333333334,下行
2023-02-28,2.3,3.6,3.716666666666667,下行
2023-02-28,2.3,3.6,3.716666666666667,下行
2023-03-31,3.6,3.466666666666667,3.533333333333333,下行
2023-03-31,3.6,3.466666666666667,3.533333333333333,下行
2023-04-30,4.7,3.583333333333333,3.508333333333333,上行
2023-04-30,4.7,3.5833333333333335,3.508333333333333,上行
2023-05-31,5.2,3.8166666666666655,3.658333333333333,上行
2023-05-31,5.2,3.8166666666666655,3.658333333333333,上行
2023-06-30,5.0,4.066666666666666,3.8666666666666663,上行
2023-06-30,5.0,4.066666666666666,3.8666666666666667,上行
2023-07-31,5.2,4.333333333333333,4.058333333333334,上行
2023-07-31,5.2,4.333333333333333,4.058333333333334,上行
2023-08-31,5.0,4.783333333333334,4.191666666666667,上行
2023-08-31,5.0,4.783333333333334,4.191666666666667,上行
2023-09-30,5.6,5.116666666666666,4.291666666666667,上行
2023-09-30,5.6,5.116666666666666,4.291666666666667,上行
2023-10-31,5.8,5.3,4.441666666666667,上行
2023-10-31,5.8,5.3,4.441666666666667,上行
2023-11-30,6.3,5.483333333333333,4.65,上行
2023-11-30,6.3,5.483333333333333,4.6499999999999995,上行
2023-12-31,6.7,5.766666666666667,4.916666666666667,上行
2023-12-31,6.7,5.766666666666667,4.916666666666667,上行
2024-02-29,11.0,6.733333333333333,5.533333333333334,上行
2024-02-29,11.0,6.733333333333333,5.533333333333334,上行
2024-03-31,9.8,7.533333333333334,6.158333333333334,上行
2024-03-31,9.8,7.533333333333334,6.158333333333334,上行
2024-04-30,9.0,8.100000000000001,6.608333333333334,上行
2024-04-30,9.0,8.100000000000001,6.608333333333334,上行
2024-05-31,8.6,8.566666666666666,6.933333333333334,上行
2024-05-31,8.6,8.566666666666666,6.933333333333334,上行
2024-06-30,8.1,8.866666666666667,7.175,上行
2024-06-30,8.1,8.866666666666667,7.175,上行
2024-07-31,7.7,9.033333333333331,7.399999999999999,上行
2024-07-31,7.7,9.033333333333333,7.3999999999999995,上行
2024-08-31,7.9,8.516666666666667,7.625,上行
2024-08-31,7.9,8.516666666666667,7.625,上行
2024-09-30,7.9,8.2,7.866666666666667,上行
2024-09-30,7.9,8.2,7.866666666666667,上行
2024-10-31,7.6,7.966666666666668,8.033333333333333,下行
2024-10-31,7.6,7.966666666666668,8.033333333333333,下行
2024-11-30,7.1,7.716666666666668,8.141666666666667,下行
2024-11-30,7.1,7.716666666666668,8.141666666666667,下行
2024-12-31,6.8,7.5,8.183333333333332,下行
2024-12-31,6.8,7.5,8.183333333333332,下行
2025-02-28,1.3,6.433333333333333,7.733333333333334,下行
2025-02-28,1.3,6.433333333333333,7.733333333333334,下行
2025-03-31,2.5,5.533333333333332,7.025000000000001,下行
2025-03-31,2.5,5.533333333333332,7.025000000000001,下行
2025-04-30,3.1,4.733333333333333,6.466666666666666,下行
2025-04-30,3.1,4.733333333333333,6.466666666666666,下行
2025-05-31,3.4,4.033333333333333,6.0,下行
2025-05-31,3.4,4.033333333333333,6.0,下行
2025-06-30,3.7,3.466666666666667,5.591666666666666,下行
2025-06-30,3.7,3.466666666666667,5.591666666666666,下行
2025-07-31,4.5,3.083333333333333,5.291666666666667,下行
2025-07-31,4.5,3.083333333333333,5.291666666666667,下行
2025-08-31,4.6,3.633333333333333,5.033333333333333,下行
2025-08-31,4.6,3.633333333333333,5.033333333333333,下行
2025-09-30,4.6,3.983333333333333,4.758333333333333,下行
2025-09-30,4.6,3.983333333333333,4.758333333333333,下行
2025-10-31,5.1,4.316666666666666,4.525,下行
2025-10-31,5.1,4.316666666666666,4.525,下行
2025-11-30,5.2,4.616666666666666,4.325,上行
2025-11-30,5.2,4.616666666666666,4.325,上行
2025-12-31,5.0,4.833333333333333,4.15,上行
2025-12-31,5.0,4.833333333333333,4.1499999999999995,上行
2026-02-28,6.1,5.1,4.091666666666667,上行
2026-02-28,6.1,5.1,4.091666666666667,上行
2026-03-31,5.2,5.2,4.416666666666667,上行
2026-03-31,5.2,5.2,4.416666666666667,上行
2026-04-30,5.4,5.333333333333333,4.658333333333334,上行
2026-04-30,5.4,5.333333333333333,4.658333333333334,上行
2026-05-31,5.7,5.433333333333334,4.875,上行
2026-05-31,5.7,5.433333333333334,4.875,上行
2026-06-30,5.3,5.45,5.033333333333334,上行
2026-06-30,5.3,5.45,5.033333333333334,上行
