date,close,turnover_amount,heat_3m,rolling_mean,rolling_std,cold_line,hot_line,zscore,signal
2013-08-23,2286.93,65459845296.0,62587529171.23333,73106388802.73138,29957280791.17785,43149108011.553535,103063669593.90924,-0.3511286523240041,正常
2013-08-23,2286.93,65459845296.0,62587529171.23333,73106388802.73138,29957280791.17785,43149108011.553535,103063669593.90924,-0.35112865232400414,正常
2013-08-26,2335.62,66541009856.0,62330648448.316666,73105851861.13443,29957468011.10354,43148383850.03089,103063319872.23798,-0.3596833820810225,正常
2013-08-26,2335.62,66541009856.0,62330648448.316666,73105851861.13443,29957468011.10354,43148383850.03089,103063319872.23798,-0.3596833820810225,正常
2013-08-27,2340.88,62575377643.0,62189486977.833336,73105185479.24823,29957701676.1529,43147483803.09533,103062887155.40112,-0.3643703585613869,正常
2013-08-27,2340.88,62575377643.0,62189486977.833336,73105185479.24823,29957701676.1529,43147483803.09533,103062887155.40112,-0.3643703585613869,正常
2013-08-28,2328.06,80965562365.0,62440505789.11667,73105061044.03127,29957745683.011074,43147315361.02019,103062806727.04234,-0.35598657414874935,正常
2013-08-28,2328.06,80965562365.0,62440505789.11667,73105061044.03127,29957745683.01108,43147315361.02019,103062806727.04234,-0.3559865741487493,正常
2013-08-29,2318.31,59719882399.0,62385692076.23333,73105066919.32481,29957743578.33847,43147323340.98634,103062810497.66328,-0.3578164962611649,正常
2013-08-29,2318.31,59719882399.0,62385692076.23333,73105066919.32481,29957743578.33847,43147323340.98634,103062810497.66328,-0.3578164962611649,正常
2013-08-30,2313.91,76695994654.0,62611634986.38333,73105298834.86577,29957661146.744385,43147637688.12138,103062959981.61015,-0.3502831478425619,正常
2013-08-30,2313.91,76695994654.0,62611634986.38333,73105298834.86577,29957661146.744385,43147637688.12138,103062959981.61015,-0.3502831478425619,正常
2013-09-02,2320.34,73575869316.0,63048448511.01667,73106144855.40323,29957361832.85796,43148783022.54527,103063506688.26118,-0.3357337138197208,正常
2013-09-02,2320.34,73575869316.0,63048448511.01667,73106144855.40323,29957361832.857956,43148783022.54527,103063506688.26118,-0.3357337138197208,正常
2013-09-03,2354.5,72663978650.0,63352046264.7,73107256188.42937,29956973679.12527,43150282509.30409,103064229867.55464,-0.3256407015014014,正常
2013-09-03,2354.5,72663978650.0,63352046264.7,73107256188.42937,29956973679.12527,43150282509.30409,103064229867.55464,-0.3256407015014014,正常
2013-09-04,2350.7,68509013842.0,63471093599.65,73108825226.14563,29956416709.826813,43152408516.31882,103065241935.97244,-0.3217251155187094,正常
2013-09-04,2350.7,68509013842.0,63471093599.65,73108825226.14563,29956416709.826813,43152408516.31882,103065241935.97244,-0.3217251155187094,正常
2013-09-05,2341.74,59606065186.0,63396501384.21667,73110796177.5333,29955695355.20284,43155100822.33046,103066491532.73613,-0.3242887430296091,正常
