date,earnings_yield,pe_ttm,bond_yield_10y,erp,q10,q25,q50,q75,q90,signal
2007-03-14,2.862049227246709,34.94,3.2332,-0.3711507727532912,,,,,,正常
2007-03-15,2.802690582959641,35.68,3.2876,-0.4849094170403587,,,,,,正常
2007-03-15,2.802690582959641,35.68,3.2876,-0.4849094170403587,,,,,,正常
2007-03-16,2.8384899233607723,35.23,3.3042,-0.4657100766392275,,,,,,正常
2007-03-16,2.8384899233607723,35.23,3.3042,-0.4657100766392275,,,,,,正常
2007-03-19,2.7708506511499027,36.09,3.337,-0.5661493488500975,,,,,,正常
2007-03-19,2.7708506511499027,36.09,3.337,-0.5661493488500975,,,,,,正常
2007-03-20,2.7770063871146906,36.01,3.36,-0.5829936128853093,,,,,,正常
2007-03-20,2.7770063871146906,36.01,3.36,-0.5829936128853093,,,,,,正常
2007-03-21,2.7563395810363835,36.28,3.4,-0.6436604189636164,,,,,,正常
2007-03-21,2.7563395810363835,36.28,3.4,-0.6436604189636164,,,,,,正常
2007-03-22,2.757859900717044,36.26,3.395,-0.6371400992829561,,,,,,正常
2007-03-22,2.757859900717044,36.26,3.395,-0.6371400992829561,,,,,,正常
2007-03-23,2.760905577029266,36.22,3.4235,-0.6625944229707343,,,,,,正常
2007-03-23,2.760905577029266,36.22,3.4235,-0.6625944229707343,,,,,,正常
2007-03-26,2.735229759299781,36.56,3.42,-0.6847702407002187,,,,,,正常
2007-03-26,2.735229759299781,36.56,3.42,-0.6847702407002187,,,,,,正常
2007-03-27,2.727024815925825,36.67,3.42,-0.6929751840741751,,,,,,正常
2007-03-27,2.727024815925825,36.67,3.42,-0.6929751840741751,,,,,,正常
2007-03-28,2.712232167073502,36.87,3.4245,-0.7122678329264982,,,,,,正常
2007-03-28,2.712232167073502,36.87,3.4245,-0.7122678329264982,,,,,,正常
2007-03-29,2.6881720430107525,37.2,3.4386,-0.7504279569892476,,,,,,正常
2007-03-29,2.6881720430107525,37.2,3.4386,-0.7504279569892476,,,,,,正常
2007-03-30,2.699784017278618,37.04,3.4338,-0.7340159827213824,,,,,,正常
2007-03-30,2.699784017278618,37.04,3.4338,-0.7340159827213824,,,,,,正常
2007-04-02,2.6730820636193533,37.41,3.43,-0.7569179363806469,,,,,,正常
2007-04-02,2.6730820636193533,37.41,3.43,-0.7569179363806469,,,,,,正常
2007-04-03,2.6595744680851063,37.6,3.4277,-0.7681255319148939,,,,,,正常
2007-04-03,2.6595744680851063,37.6,3.4277,-0.7681255319148939,,,,,,正常
2007-04-04,2.671653753673524,37.43,3.44,-0.7683462463264759,,,,,,正常
2007-04-04,2.671653753673524,37.43,3.44,-0.7683462463264759,,,,,,正常
2007-04-05,2.652519893899204,37.7,3.4441,-0.7915801061007963,,,,,,正常
2007-04-05,2.652519893899204,37.7,3.4441,-0.7915801061007963,,,,,,正常
2007-04-06,2.648305084745763,37.76,3.4615,-0.813194915254237,,,,,,正常
2007-04-06,2.648305084745763,37.76,3.4615,-0.813194915254237,,,,,,正常
2007-04-09,2.5926886180969664,38.57,3.488,-0.8953113819030336,,,,,,正常
2007-04-09,2.5926886180969664,38.57,3.488,-0.8953113819030336,,,,,,正常
2007-04-10,2.6469031233456857,37.78,3.4829,-0.8359968766543142,,,,,,正常
2007-04-10,2.6469031233456857,37.78,3.4829,-0.8359968766543142,,,,,,正常
2007-04-11,2.642706131078224,37.84,3.493,-0.850293868921776,,,,,,正常
2007-04-11,2.642706131078224,37.84,3.493,-0.850293868921776,,,,,,正常
2007-04-12,2.6308866087871614,38.01,3.4936,-0.8627133912128384,,,,,,正常
2007-04-12,2.6308866087871614,38.01,3.4936,-0.8627133912128384,,,,,,正常
2007-04-13,2.6455026455026456,37.8,3.5202,-0.8746973544973544,,,,,,正常
2007-04-13,2.6455026455026456,37.8,3.5202,-0.8746973544973544,,,,,,正常
2007-04-16,2.5839793281653747,38.7,3.5327,-0.9487206718346255,,,,,,正常
2007-04-16,2.5839793281653747,38.7,3.5327,-0.9487206718346256,,,,,,正常
2007-04-17,2.604166666666667,38.4,3.5391,-0.934933333333333,,,,,,正常
2007-04-17,2.604166666666667,38.4,3.5391,-0.934933333333333,,,,,,正常
2007-04-18,2.6143790849673203,38.25,3.56,-0.9456209150326798,,,,,,正常
2007-04-18,2.6143790849673203,38.25,3.56,-0.9456209150326798,,,,,,正常
2007-04-19,2.765486725663717,36.16,3.57,-0.8045132743362826,,,,,,正常
2007-04-19,2.7654867256637172,36.16,3.57,-0.8045132743362826,,,,,,正常
2007-04-20,2.6680896478121667,37.48,3.58,-0.9119103521878332,,,,,,正常
2007-04-20,2.6680896478121667,37.48,3.58,-0.9119103521878333,,,,,,正常
2007-04-23,2.576655501159495,38.81,3.59,-1.013344498840505,,,,,,正常
2007-04-23,2.576655501159495,38.81,3.59,-1.013344498840505,,,,,,正常
2007-04-24,2.574002574002574,38.85,3.6139,-1.039897425997426,,,,,,正常
2007-04-24,2.574002574002574,38.85,3.6139,-1.039897425997426,,,,,,正常
2007-04-25,2.5568908207619536,39.11,3.6349,-1.0780091792380464,,,,,,正常
2007-04-25,2.5568908207619536,39.11,3.6349,-1.0780091792380464,,,,,,正常
2007-04-26,2.534211860111505,39.46,3.5931,-1.058888139888495,,,,,,正常
2007-04-26,2.534211860111505,39.46,3.5931,-1.058888139888495,,,,,,正常
2007-04-27,2.5568908207619536,39.11,3.5914,-1.0345091792380463,,,,,,正常
2007-04-27,2.5568908207619536,39.11,3.5914,-1.0345091792380465,,,,,,正常
2007-04-30,2.532928064842958,39.48,3.5916,-1.0586719351570415,,,,,,正常
2007-04-30,2.5329280648429586,39.48,3.5916,-1.0586719351570415,,,,,,正常
2007-05-08,2.4993751562109474,40.01,3.5933,-1.0939248437890527,,,,,,正常
2007-05-08,2.4993751562109474,40.01,3.5933,-1.0939248437890527,,,,,,正常
2007-05-09,2.4606299212598426,40.64,3.5906,-1.1299700787401572,,,,,,正常
2007-05-09,2.4606299212598426,40.64,3.5906,-1.1299700787401572,,,,,,正常
2007-05-10,2.4402147388970232,40.98,3.63,-1.1897852611029767,,,,,,正常
2007-05-10,2.4402147388970232,40.98,3.63,-1.1897852611029769,,,,,,正常
2007-05-11,2.462447672986949,40.61,3.68,-1.2175523270130513,,,,,,正常
2007-05-11,2.462447672986949,40.61,3.68,-1.2175523270130513,,,,,,正常
2007-05-14,2.4455857177794083,40.89,3.7,-1.254414282220592,,,,,,正常
2007-05-14,2.4455857177794083,40.89,3.7,-1.254414282220592,,,,,,正常
2007-05-15,2.536783358701167,39.42,3.7992,-1.2624166412988331,,,,,,正常
2007-05-15,2.536783358701167,39.42,3.7992,-1.2624166412988331,,,,,,正常
2007-05-16,2.483854942871337,40.26,3.83,-1.3461450571286635,,,,,,正常
2007-05-16,2.4838549428713366,40.26,3.83,-1.3461450571286635,,,,,,正常
2007-05-17,2.4485798237022527,40.84,3.83,-1.3814201762977474,,,,,,正常
2007-05-17,2.4485798237022527,40.84,3.83,-1.3814201762977474,,,,,,正常
2007-05-18,2.418964683115626,41.34,3.83,-1.411035316884374,,,,,,正常
2007-05-18,2.418964683115626,41.34,3.83,-1.411035316884374,,,,,,正常
2007-05-21,2.3963575365444525,41.73,3.966,-1.5696424634555477,,,,,,正常
2007-05-21,2.3963575365444525,41.73,3.966,-1.5696424634555477,,,,,,正常
2007-05-22,2.376425855513308,42.08,4.05,-1.6735741444866918,,,,,,正常
2007-05-22,2.376425855513308,42.08,4.05,-1.6735741444866918,,,,,,正常
2007-05-23,2.3391812865497075,42.75,4.064,-1.7248187134502926,,,,,,正常
2007-05-23,2.3391812865497075,42.75,4.064,-1.7248187134502926,,,,,,正常
2007-05-24,2.3518344308560675,42.52,4.03,-1.6781655691439328,,,,,,正常
2007-05-24,2.3518344308560675,42.52,4.03,-1.6781655691439328,,,,,,正常
2007-05-25,2.3391812865497075,42.75,4.05,-1.7108187134502923,,,,,,正常
2007-05-25,2.3391812865497075,42.75,4.05,-1.7108187134502923,,,,,,正常
2007-05-28,2.2851919561243146,43.76,4.07,-1.7848080438756857,,,,,,正常
2007-05-28,2.2851919561243146,43.76,4.07,-1.7848080438756857,,,,,,正常
2007-05-29,2.2331397945511386,44.78,4.08,-1.8468602054488614,,,,,,正常
2007-05-29,2.233139794551138,44.78,4.08,-1.8468602054488608,,,,,,正常
2007-05-30,2.387774594078319,41.88,4.07,-1.6822254059216817,,,,,,正常
2007-05-30,2.387774594078319,41.88,4.07,-1.6822254059216815,,,,,,正常
2007-05-31,2.339728591483388,42.74,4.06,-1.720271408516612,,,,,,正常
2007-05-31,2.3397285914833876,42.74,4.06,-1.720271408516612,,,,,,正常
2007-06-01,2.398656752218758,41.69,4.08,-1.6813432477812422,,,,,,正常
2007-06-01,2.398656752218758,41.69,4.08,-1.6813432477812422,,,,,,正常
2007-06-04,2.617115938236064,38.21,4.1393,-1.5221840617639368,,,,,,正常
2007-06-04,2.6171159382360636,38.21,4.1393,-1.5221840617639368,,,,,,正常
2007-06-05,2.5412960609911055,39.35,4.1309,-1.589603939008894,,,,,,正常
2007-06-05,2.541296060991105,39.35,4.1309,-1.589603939008894,,,,,,正常
2007-06-06,2.5303643724696356,39.52,4.1442,-1.613835627530364,,,,,,正常
2007-06-06,2.530364372469636,39.52,4.1442,-1.613835627530364,,,,,,正常
2007-06-07,2.459419576979833,40.66,4.1427,-1.6832804230201668,,,,,,正常
2007-06-07,2.459419576979833,40.66,4.1427,-1.6832804230201668,,,,,,正常
2007-06-08,2.444987775061125,40.9,4.1624,-1.717412224938875,,,,,,正常
2007-06-08,2.444987775061125,40.9,4.1624,-1.717412224938875,,,,,,正常
2007-06-11,2.3934897079942554,41.78,4.1376,-1.7441102920057445,,,,,,正常
2007-06-11,2.3934897079942554,41.78,4.1376,-1.7441102920057443,,,,,,正常
2007-06-12,2.3507287259050305,42.54,4.2199,-1.8691712740949695,,,,,,正常
2007-06-12,2.3507287259050305,42.54,4.2199,-1.8691712740949693,,,,,,正常
2007-06-13,2.2941041523285155,43.59,4.232,-1.9378958476714847,,,,,,正常
2007-06-13,2.2941041523285155,43.59,4.232,-1.9378958476714847,,,,,,正常
2007-06-14,2.3299161230195713,42.92,4.2669,-1.9369838769804284,,,,,,正常
2007-06-14,2.329916123019572,42.92,4.2669,-1.9369838769804284,,,,,,正常
2007-06-15,2.3239600278875203,43.03,4.3483,-2.02433997211248,,,,,,正常
2007-06-15,2.3239600278875203,43.03,4.3483,-2.0243399721124797,,,,,,正常
2007-06-18,2.2583559168925023,44.28,4.3496,-2.0912440831074974,,,,,,正常
2007-06-18,2.2583559168925023,44.28,4.3496,-2.091244083107497,,,,,,正常
2007-06-19,2.254283137962128,44.36,4.3969,-2.142616862037872,,,,,,正常
2007-06-19,2.254283137962128,44.36,4.3969,-2.1426168620378716,,,,,,正常
2007-06-20,2.3041474654377883,43.4,4.4408,-2.136652534562212,,,,,,正常
2007-06-20,2.3041474654377883,43.4,4.4408,-2.136652534562212,,,,,,正常
2007-06-21,2.2716946842344385,44.02,4.47,-2.198305315765561,,,,,,正常
2007-06-21,2.2716946842344385,44.02,4.47,-2.198305315765561,,,,,,正常
2007-06-22,2.345215759849906,42.64,4.44,-2.0947842401500942,,,,,,正常
2007-06-22,2.345215759849906,42.64,4.44,-2.0947842401500942,,,,,,正常
2007-06-25,2.431315341599805,41.13,4.42,-1.9886846584001945,,,,,,正常
2007-06-25,2.4313153415998054,41.13,4.42,-1.9886846584001945,,,,,,正常
2007-06-26,2.409058058299205,41.51,4.4,-1.9909419417007954,,,,,,正常
2007-06-26,2.409058058299205,41.51,4.4,-1.990941941700796,,,,,,正常
2007-06-27,2.34246896228625,42.69,4.3985,-2.0560310377137503,,,,,,正常
2007-06-27,2.34246896228625,42.69,4.3985,-2.0560310377137503,,,,,,正常
2007-06-28,2.442598925256473,40.94,4.4538,-2.011201074743527,,,,,,正常
2007-06-28,2.442598925256473,40.94,4.4538,-2.011201074743527,,,,,,正常
2007-06-29,2.495632642874969,40.07,4.45,-1.9543673571250313,,,,,,正常
2007-06-29,2.495632642874969,40.07,4.45,-1.9543673571250315,,,,,,正常
2007-07-02,2.469135802469136,40.5,4.45,-1.9808641975308643,,,,,,正常
2007-07-02,2.4691358024691357,40.5,4.45,-1.9808641975308645,,,,,,正常
2007-07-03,2.42600679281902,41.22,4.4726,-2.04659320718098,,,,,,正常
2007-07-03,2.42600679281902,41.22,4.4726,-2.04659320718098,,,,,,正常
2007-07-04,2.4789291026276645,40.34,4.4745,-1.9955708973723354,,,,,,正常
2007-07-04,2.4789291026276645,40.34,4.4745,-1.995570897372336,,,,,,正常
2007-07-05,2.6191723415400734,38.18,4.475,-1.8558276584599263,,,,,,正常
2007-07-05,2.6191723415400734,38.18,4.475,-1.8558276584599265,,,,,,正常
2007-07-06,2.5025025025025025,39.96,4.4261,-1.9235974974974972,,,,,,正常
2007-07-06,2.5025025025025025,39.96,4.4261,-1.9235974974974974,,,,,,正常
2007-07-09,2.433682161109759,41.09,4.4172,-1.9835178388902412,,,,,,正常
2007-07-09,2.433682161109759,41.09,4.4172,-1.9835178388902408,,,,,,正常
2007-07-10,2.433682161109759,41.09,4.4896,-2.0559178388902413,,,,,,正常
2007-07-10,2.433682161109759,41.09,4.4896,-2.0559178388902413,,,,,,正常
2007-07-11,2.423654871546292,41.26,4.4773,-2.0536451284537076,,,,,,正常
2007-07-11,2.423654871546292,41.26,4.4773,-2.053645128453708,,,,,,正常
2007-07-12,2.395209580838323,41.75,4.4777,-2.0824904191616764,,,,,,正常
2007-07-12,2.395209580838323,41.75,4.4777,-2.0824904191616764,,,,,,正常
2007-07-13,2.3969319271332696,41.72,4.4634,-2.0664680728667304,,,,,,正常
2007-07-13,2.3969319271332696,41.72,4.4634,-2.0664680728667304,,,,,,正常
2007-07-16,2.4551927326295115,40.73,4.454,-1.9988072673704882,,,,,,正常
2007-07-16,2.4551927326295115,40.73,4.454,-1.998807267370488,,,,,,正常
2007-07-17,2.4061597690086622,41.56,4.4542,-2.048040230991338,,,,,,正常
2007-07-17,2.4061597690086622,41.56,4.4542,-2.048040230991338,,,,,,正常
2007-07-18,2.387774594078319,41.88,4.4547,-2.066925405921681,,,,,,正常
2007-07-18,2.387774594078319,41.88,4.4547,-2.066925405921681,,,,,,正常
2007-07-19,2.4009603841536618,41.65,4.455,-2.0540396158463383,,,,,,正常
2007-07-19,2.4009603841536618,41.65,4.455,-2.0540396158463383,,,,,,正常
2007-07-20,2.311604253351826,43.26,4.4551,-2.1434957466481737,,,,,,正常
2007-07-20,2.311604253351826,43.26,4.4551,-2.1434957466481737,,,,,,正常
2007-07-23,2.2266755733689605,44.91,4.477,-2.25032442663104,,,,,,正常
2007-07-23,2.2266755733689605,44.91,4.477,-2.25032442663104,,,,,,正常
2007-07-24,2.230151650312221,44.84,4.4651,-2.2349483496877784,,,,,,正常
2007-07-24,2.230151650312221,44.84,4.4651,-2.2349483496877784,,,,,,正常
2007-07-25,2.1715526601520088,46.05,4.33,-2.1584473398479918,,,,,,正常
2007-07-25,2.1715526601520088,46.05,4.33,-2.1584473398479913,,,,,,正常
2007-07-26,2.1630975556997623,46.23,4.3086,-2.145502444300238,,,,,,正常
2007-07-26,2.1630975556997623,46.23,4.3086,-2.145502444300238,,,,,,正常
2007-07-27,2.1654395842356,46.18,4.3399,-2.1744604157644,,,,,,正常
2007-07-27,2.1654395842356,46.18,4.3399,-2.1744604157644,,,,,,正常
2007-07-30,2.1172983273343213,47.23,4.2848,-2.1675016726656784,,,,,,正常
2007-07-30,2.1172983273343213,47.23,4.2848,-2.1675016726656784,,,,,,正常
2007-07-31,2.103934357248054,47.53,4.3401,-2.2361656427519456,,,,,,正常
2007-07-31,2.103934357248054,47.53,4.3401,-2.2361656427519456,,,,,,正常
2007-08-01,2.185314685314685,45.76,4.2857,-2.100385314685315,,,,,,正常
2007-08-01,2.1853146853146854,45.76,4.2857,-2.100385314685315,,,,,,正常
2007-08-02,2.1290185224611453,46.97,4.2594,-2.130381477538855,,,,,,正常
2007-08-02,2.1290185224611453,46.97,4.2594,-2.130381477538855,,,,,,正常
2007-08-03,2.0538098172109263,48.69,4.2855,-2.2316901827890736,,,,,,正常
2007-08-03,2.0538098172109263,48.69,4.2855,-2.2316901827890736,,,,,,正常
2007-08-06,2.0222446916076846,49.45,4.3861,-2.3638553083923157,,,,,,正常
2007-08-06,2.0222446916076846,49.45,4.3861,-2.3638553083923153,,,,,,正常
2007-08-07,2.0128824476650564,49.68,4.3775,-2.364617552334944,,,,,,正常
2007-08-07,2.0128824476650564,49.68,4.3775,-2.364617552334944,,,,,,正常
2007-08-08,2.006823198876179,49.83,4.3166,-2.3097768011238213,,,,,,正常
2007-08-08,2.006823198876179,49.83,4.3166,-2.3097768011238213,,,,,,正常
2007-08-09,1.965795164143896,50.87,4.3178,-2.352004835856104,,,,,,正常
2007-08-09,1.9657951641438962,50.87,4.3178,-2.352004835856104,,,,,,正常
2007-08-10,1.9696671262556626,50.77,4.3378,-2.368132873744337,,,,,,正常
2007-08-10,1.9696671262556624,50.77,4.3378,-2.368132873744337,,,,,,正常
2007-08-13,1.9406171162429653,51.53,4.357,-2.416382883757035,,,,,,正常
2007-08-13,1.9406171162429653,51.53,4.357,-2.416382883757035,,,,,,正常
2007-08-14,1.9215987701767872,52.04,4.3568,-2.4352012298232126,,,,,,正常
2007-08-14,1.9215987701767872,52.04,4.3568,-2.4352012298232126,,,,,,正常
2007-08-15,1.9238168526356292,51.98,4.3541,-2.4302831473643707,,,,,,正常
2007-08-15,1.9238168526356287,51.98,4.3541,-2.4302831473643707,,,,,,正常
2007-08-16,1.9677292404565132,50.82,4.3529,-2.385170759543487,,,,,,正常
2007-08-16,1.9677292404565128,50.82,4.3529,-2.385170759543487,,,,,,正常
2007-08-17,2.0153164046755343,49.62,4.3038,-2.2884835953244655,,,,,,正常
2007-08-17,2.0153164046755343,49.62,4.3038,-2.288483595324465,,,,,,正常
2007-08-20,1.9105846388995031,52.34,4.2636,-2.353015361100497,,,,,,正常
2007-08-20,1.9105846388995031,52.34,4.2636,-2.353015361100497,,,,,,正常
2007-08-21,1.889287738522577,52.93,4.2445,-2.355212261477424,,,,,,正常
2007-08-21,1.889287738522577,52.93,4.2445,-2.3552122614774236,,,,,,正常
2007-08-22,1.8772292096865026,53.27,4.227,-2.3497707903134977,,,,,,正常
2007-08-22,1.8772292096865024,53.27,4.227,-2.3497707903134977,,,,,,正常
2007-08-23,1.8570102135561746,53.85,4.2064,-2.349389786443826,,,,,,正常
2007-08-23,1.8570102135561743,53.85,4.2064,-2.349389786443826,,,,,,正常
2007-08-24,1.8288222384784198,54.68,4.2164,-2.3875777615215803,,,,,,正常
2007-08-24,1.82882223847842,54.68,4.2164,-2.3875777615215803,,,,,,正常
2007-08-27,1.808972503617945,55.28,4.136,-2.327027496382055,,,,,,正常
2007-08-27,1.808972503617945,55.28,4.136,-2.327027496382055,,,,,,正常
2007-08-28,1.7921146953405018,55.8,4.2049,-2.4127853046594985,,,,,,正常
2007-08-28,1.7921146953405018,55.8,4.2049,-2.4127853046594985,,,,,,正常
2007-08-29,1.8248175182481752,54.8,4.2766,-2.451782481751825,,,,,,正常
2007-08-29,1.8248175182481752,54.8,4.2766,-2.451782481751825,,,,,,正常
2007-08-30,1.804402742692169,55.42,4.2739,-2.4694972573078315,,,,,,正常
2007-08-30,1.804402742692169,55.42,4.2739,-2.4694972573078315,,,,,,正常
2007-08-31,1.7857142857142858,56.0,4.2743,-2.488585714285714,,,,,,正常
2007-08-31,1.7857142857142858,56.0,4.2743,-2.4885857142857146,,,,,,正常
2007-09-03,1.7522340984755562,57.07,4.235,-2.482765901524444,,,,,,正常
2007-09-03,1.7522340984755562,57.07,4.235,-2.482765901524444,,,,,,正常
2007-09-04,1.7624250969333803,56.74,4.2328,-2.47037490306662,,,,,,正常
2007-09-04,1.7624250969333803,56.74,4.2328,-2.4703749030666198,,,,,,正常
2007-09-05,1.757469244288225,56.9,4.244,-2.486530755711775,,,,,,正常
2007-09-05,1.757469244288225,56.9,4.244,-2.486530755711775,,,,,,正常
2007-09-06,1.7328019407381736,57.71,4.2677,-2.5348980592618258,,,,,,正常
2007-09-06,1.7328019407381736,57.71,4.2677,-2.5348980592618258,,,,,,正常
2007-09-07,1.7743080198722498,56.36,4.2872,-2.5128919801277503,,,,,,正常
2007-09-07,1.7743080198722498,56.36,4.2872,-2.5128919801277503,,,,,,正常
2007-09-10,1.7500875043752186,57.14,4.2946,-2.5445124956247813,,,,,,正常
2007-09-10,1.7500875043752186,57.14,4.2946,-2.5445124956247813,,,,,,正常
2007-09-11,1.8368846436443795,54.44,4.3615,-2.5246153563556213,,,,,,正常
2007-09-11,1.8368846436443793,54.44,4.3615,-2.5246153563556213,,,,,,正常
2007-09-12,1.81422351233672,55.12,4.3788,-2.56457648766328,,,,,,正常
2007-09-12,1.81422351233672,55.12,4.3788,-2.56457648766328,,,,,,正常
2007-09-13,1.774622892635315,56.35,4.3892,-2.614577107364685,,,,,,正常
2007-09-13,1.774622892635315,56.35,4.3892,-2.614577107364685,,,,,,正常
2007-09-14,1.7611835153222966,56.78,4.4893,-2.7281164846777037,,,,,,正常
2007-09-14,1.7611835153222966,56.78,4.4893,-2.7281164846777033,,,,,,正常
2007-09-17,1.7283097131005876,57.86,4.5421,-2.813790286899412,,,,,,正常
