date,close,ma10,ma60,distance_pct,distance_ma252,distance_std252,distance_zscore,regime
2005-01-04,983.895,,,,,,,震荡
2005-01-04,983.895,,,,,,,震荡
2005-01-05,995.576,,,,,,,震荡
2005-01-05,995.576,,,,,,,震荡
2005-01-06,986.216,,,,,,,震荡
2005-01-06,986.216,,,,,,,震荡
2005-01-07,987.693,,,,,,,震荡
2005-01-07,987.693,,,,,,,震荡
2005-01-10,997.186,990.1132,,,,,,震荡
2005-01-10,997.186,990.1132,,,,,,震荡
2005-01-11,1000.098,991.7773333333333,,,,,,震荡
2005-01-11,1000.098,991.7773333333332,,,,,,震荡
2005-01-12,999.915,992.9398571428571,,,,,,震荡
2005-01-12,999.915,992.9398571428572,,,,,,震荡
2005-01-13,1001.231,993.9762499999999,,,,,,震荡
2005-01-13,1001.231,993.97625,,,,,,震荡
2005-01-14,991.409,993.6909999999999,,,,,,震荡
2005-01-14,991.409,993.691,,,,,,震荡
2005-01-17,969.922,991.3140999999999,,,,,,震荡
2005-01-17,969.922,991.3141,,,,,,震荡
2005-01-18,979.139,990.8385000000001,,,,,,震荡
2005-01-18,979.139,990.8385,,,,,,震荡
2005-01-19,972.369,988.5178,,,,,,震荡
2005-01-19,972.369,988.5178,,,,,,震荡
2005-01-20,960.598,985.9559999999999,,,,,,震荡
2005-01-20,960.598,985.956,,,,,,震荡
2005-01-21,983.888,985.5755000000001,,,,,,震荡
2005-01-21,983.888,985.5755,,,,,,震荡
2005-01-24,1000.703,985.9271999999999,,,,,,震荡
2005-01-24,1000.703,985.9272,,,,,,震荡
2005-01-25,998.001,985.7175,,,,,,震荡
2005-01-25,998.001,985.7175,,,,,,震荡
2005-01-26,989.061,984.6321,,,,,,震荡
2005-01-26,989.061,984.6321,,,,,,震荡
2005-01-27,973.434,981.8524000000001,,,,,,震荡
2005-01-27,973.434,981.8524,,,,,,震荡
2005-01-28,964.026,979.1141,,,,,,震荡
2005-01-28,964.026,979.1141000000001,,,,,,震荡
2005-01-31,945.237,976.6456,,,,,,震荡
2005-01-31,945.237,976.6456000000001,,,,,,震荡
2005-02-01,943.24,973.0557,,,,,,震荡
2005-02-01,943.24,973.0556999999999,,,,,,震荡
2005-02-02,994.212,975.24,,,,,,震荡
2005-02-02,994.212,975.24,,,,,,震荡
2005-02-03,979.041,977.0843000000001,,,,,,震荡
2005-02-03,979.041,977.0843,,,,,,震荡
2005-02-04,1000.775,978.773,,,,,,震荡
2005-02-04,1000.775,978.7729999999999,,,,,,震荡
