date,close,rsi6,rsi14,rsi24,signal
2007-01-15,2197.14,,,,中性
2007-01-15,2197.14,,,,中性
2007-01-16,2263.73,,,,中性
2007-01-16,2263.73,,,,中性
2007-01-17,2225.5,89.70041489304383,95.77054983958404,97.56465791820617,超买(空头候选)
2007-01-17,2225.5,89.70041489304383,95.77054983958404,97.56465791820615,超买(空头候选)
2007-01-18,2244.06,90.2834399113488,95.86205116506002,97.59433709321044,超买(空头候选)
2007-01-18,2244.06,90.2834399113488,95.86205116506002,97.59433709321044,超买(空头候选)
2007-01-19,2321.36,92.42616351403824,96.22806221715008,97.71534067578308,超买(空头候选)
2007-01-19,2321.36,92.42616351403825,96.22806221715007,97.71534067578307,超买(空头候选)
2007-01-22,2417.01,94.29443179525263,96.6257780605847,97.85467118040481,超买(空头候选)
2007-01-22,2417.01,94.29443179525263,96.6257780605847,97.8546711804048,超买(空头候选)
2007-01-23,2430.22,94.51852061550129,96.67787673112845,97.87336162600484,超买(空头候选)
2007-01-23,2430.22,94.51852061550127,96.67787673112844,97.87336162600484,超买(空头候选)
2007-01-24,2456.74,94.99233526285184,96.78519245530147,97.91147863535318,超买(空头候选)
2007-01-24,2456.74,94.99233526285184,96.78519245530148,97.91147863535318,超买(空头候选)
2007-01-25,2367.27,70.36772476248575,86.6191873523219,92.10018275813815,偏强
2007-01-25,2367.27,70.36772476248575,86.6191873523219,92.10018275813816,偏强
2007-01-26,2415.02,74.58680061880726,87.38099799686078,92.35294541572254,偏强
2007-01-26,2415.02,74.58680061880726,87.38099799686078,92.35294541572254,偏强
2007-01-29,2481.14,79.44893884687723,88.36851349496827,92.6908585778348,偏强
2007-01-29,2481.14,79.44893884687723,88.36851349496827,92.6908585778348,偏强
2007-01-30,2461.32,74.33326092108106,86.19111998761429,91.42716900659647,偏强
2007-01-30,2461.32,74.33326092108106,86.19111998761429,91.42716900659649,偏强
2007-01-31,2309.14,46.65461344533623,71.60272432452878,82.4240165241464,中性
2007-01-31,2309.14,46.65461344533623,71.60272432452878,82.4240165241464,中性
2007-02-01,2322.05,48.60288863063282,72.0351493892506,82.57590389319886,中性
2007-02-01,2322.05,48.60288863063282,72.0351493892506,82.57590389319886,中性
2007-02-02,2240.11,38.02548346104049,65.2442000168047,78.10559735004705,中性
2007-02-02,2240.11,38.02548346104049,65.2442000168047,78.10559735004705,中性
2007-02-05,2226.79,36.476934629072474,64.1849171087116,77.3948946698097,中性
2007-02-05,2226.79,36.47693462907248,64.1849171087116,77.3948946698097,中性
2007-02-06,2271.17,45.3716589397292,66.15649159276722,78.08808517415724,中性
2007-02-06,2271.17,45.3716589397292,66.15649159276722,78.08808517415724,中性
2007-02-07,2321.07,54.05242636456968,68.27142056907392,78.84906356314808,中性
2007-02-07,2321.07,54.052426364569676,68.27142056907392,78.84906356314808,中性
2007-02-08,2361.53,60.20522547802689,69.91316993997293,79.45280809179157,中性
2007-02-08,2361.53,60.20522547802689,69.91316993997293,79.45280809179157,中性
2007-02-09,2353.79,58.40970046025078,69.17575840749306,79.00265134618672,中性
