date,qvix
2020-04-27,18.64
2020-04-28,18.7
2020-04-29,19.66
2020-04-30,21.47
2020-05-06,20.72
2020-05-07,19.69
2020-05-08,18.81
2020-05-11,19.28
2020-05-12,19.42
2020-05-13,19.26
2020-05-14,19.26
2020-05-15,18.89
2020-05-18,18.39
2020-05-19,17.89
2020-05-20,17.95
2020-05-21,18.71
2020-05-22,21.0
2020-05-25,19.42
2020-05-26,18.96
2020-05-27,19.67
2020-05-28,19.64
2020-05-29,19.91
2020-06-01,18.06
2020-06-02,17.59
2020-06-03,18.08
2020-06-04,18.21
2020-06-05,17.55
2020-06-08,17.56
2020-06-09,17.63
2020-06-10,18.04
2020-06-11,18.52
2020-06-12,18.15
2020-06-15,19.6
2020-06-16,17.54
2020-06-17,17.94
2020-06-18,18.13
2020-06-19,18.39
2020-06-22,19.7
2020-06-23,19.91
2020-06-24,20.0
2020-06-29,18.84
2020-06-30,17.98
2020-07-01,18.81
2020-07-02,22.53
2020-07-03,25.01
2020-07-06,37.69
2020-07-07,35.55
2020-07-08,33.2
2020-07-09,32.0
2020-07-10,31.0
2020-07-13,30.0
2020-07-14,29.8
2020-07-15,30.3
2020-07-16,32.76
2020-07-17,28.0
2020-07-20,28.81
2020-07-21,27.28
2020-07-22,26.96
2020-07-23,27.87
2020-07-24,31.34
2020-07-27,29.71
2020-07-28,28.9
2020-07-29,29.49
2020-07-30,29.57
2020-07-31,30.72
2020-08-03,31.84
2020-08-04,32.05
2020-08-05,31.41
2020-08-06,31.65
2020-08-07,30.78
2020-08-10,30.7
2020-08-11,29.67
2020-08-12,29.26
2020-08-13,28.75
2020-08-14,28.12
2020-08-17,31.25
2020-08-18,31.0
2020-08-19,29.79
2020-08-20,29.08
2020-08-21,28.92
2020-08-24,27.92
2020-08-25,27.54
2020-08-26,28.61
2020-08-27,26.54
2020-08-28,27.07
2020-08-31,26.65
2020-09-01,26.64
2020-09-02,27.1
2020-09-03,27.37
2020-09-04,27.09
2020-09-07,27.51
2020-09-08,26.89
2020-09-09,26.8
2020-09-10,25.96
2020-09-11,24.74
2020-09-14,23.31
2020-09-15,22.7
2020-09-16,21.98
2020-09-17,21.97
2020-09-18,23.29
2020-09-21,23.8
2020-09-22,23.93
2020-09-23,23.39
2020-09-24,24.61
2020-09-25,24.79
2020-09-28,26.35
2020-09-29,27.63
2020-09-30,28.28
2020-10-09,22.89
2020-10-12,25.09
2020-10-13,24.51
2020-10-14,23.71
2020-10-15,24.22
2020-10-16,24.0
2020-10-19,23.05
2020-10-20,22.46
2020-10-21,22.66
2020-10-22,22.74
2020-10-23,23.1
2020-10-26,23.04
2020-10-27,24.09
2020-10-28,22.81
2020-10-29,22.72
2020-10-30,23.73
2020-11-02,24.59
2020-11-03,24.45
2020-11-04,22.85
2020-11-05,23.04
2020-11-06,21.98
2020-11-09,23.24
2020-11-10,23.02
2020-11-11,22.38
2020-11-12,21.95
2020-11-13,21.15
2020-11-16,21.12
2020-11-17,20.91
2020-11-18,21.55
2020-11-19,21.79
2020-11-20,20.83
2020-11-23,22.14
2020-11-24,21.35
2020-11-25,20.83
2020-11-26,19.96
2020-11-27,20.77
2020-11-30,21.16
2020-12-01,23.77
2020-12-02,24.14
2020-12-03,23.96
2020-12-04,23.05
2020-12-07,21.76
2020-12-08,21.0
2020-12-09,19.98
2020-12-10,19.02
2020-12-11,19.64
2020-12-14,18.71
2020-12-15,18.66
2020-12-16,18.7
2020-12-17,19.05
2020-12-18,18.52
2020-12-21,20.25
2020-12-22,19.46
2020-12-23,19.26
2020-12-24,18.54
2020-12-25,18.16
2020-12-28,18.56
2020-12-29,19.02
2020-12-30,19.13
2020-12-31,20.26
2021-01-04,21.0
2021-01-05,20.84
2021-01-06,22.59
2021-01-07,26.1
2021-01-08,26.08
2021-01-11,23.44
2021-01-12,24.97
2021-01-13,24.38
2021-01-14,23.94
2021-01-15,22.12
2021-01-18,22.56
2021-01-19,22.78
2021-01-20,22.5
2021-01-21,23.29
2021-01-22,22.18
2021-01-25,22.97
2021-01-26,22.97
2021-01-27,22.48
2021-01-28,24.34
2021-01-29,24.53
2021-02-01,25.04
2021-02-02,23.19
2021-02-03,22.01
2021-02-04,23.04
2021-02-05,23.53
2021-02-08,23.93
2021-02-09,23.54
2021-02-10,24.98
2021-02-18,24.56
2021-02-19,22.44
2021-02-22,24.59
2021-02-23,23.89
2021-02-24,24.84
2021-02-25,23.18
2021-02-26,24.26
2021-03-01,24.34
2021-03-02,23.71
2021-03-03,23.33
2021-03-04,25.08
2021-03-05,26.96
2021-03-08,27.73
2021-03-09,27.17
2021-03-10,26.07
2021-03-11,24.07
2021-03-12,22.56
2021-03-15,23.26
2021-03-16,22.47
2021-03-17,22.71
2021-03-18,22.26
2021-03-19,22.77
2021-03-22,22.03
2021-03-23,21.24
2021-03-24,21.65
2021-03-25,21.36
2021-03-26,20.19
2021-03-29,20.29
2021-03-30,20.23
2021-03-31,19.89
2021-04-01,19.14
2021-04-02,19.27
2021-04-06,19.59
2021-04-07,18.93
2021-04-08,18.59
2021-04-09,18.52
2021-04-12,19.31
2021-04-13,19.43
2021-04-14,19.17
2021-04-15,19.38
2021-04-16,18.91
2021-04-19,19.54
2021-04-20,19.51
2021-04-21,19.68
2021-04-22,19.61
2021-04-23,19.69
2021-04-26,20.6
2021-04-27,20.01
2021-04-28,19.54
2021-04-29,19.61
2021-04-30,19.5
2021-05-06,19.24
2021-05-07,19.07
2021-05-10,18.98
2021-05-11,19.19
2021-05-12,19.42
2021-05-13,19.44
2021-05-14,19.62
2021-05-17,20.41
2021-05-18,20.04
2021-05-19,19.52
2021-05-20,19.39
2021-05-21,19.18
2021-05-24,19.3
2021-05-25,20.61
2021-05-26,20.75
2021-05-27,21.0
2021-05-28,22.48
2021-05-31,22.95
2021-06-01,22.71
2021-06-02,21.37
2021-06-03,20.53
2021-06-04,20.74
2021-06-07,21.28
2021-06-08,21.77
2021-06-09,20.95
2021-06-10,20.15
2021-06-11,20.31
2021-06-15,19.89
2021-06-16,20.78
2021-06-17,19.76
2021-06-18,19.75
2021-06-21,20.09
2021-06-22,19.64
2021-06-23,18.28
2021-06-24,19.3
2021-06-25,19.02
2021-06-28,18.47
2021-06-29,18.35
2021-06-30,18.93
2021-07-01,18.37
2021-07-02,19.64
2021-07-05,18.69
2021-07-06,18.38
2021-07-07,17.66
2021-07-08,18.45
2021-07-09,18.39
2021-07-12,19.02
2021-07-13,18.63
2021-07-14,18.62
2021-07-15,18.45
2021-07-16,18.32
2021-07-19,18.56
2021-07-20,18.91
2021-07-21,18.31
2021-07-22,18.27
2021-07-23,18.14
2021-07-26,21.36
2021-07-27,23.46
2021-07-28,21.96
2021-07-29,21.22
2021-07-30,20.72
2021-08-02,20.67
2021-08-03,19.67
2021-08-04,19.83
2021-08-05,19.64
2021-08-06,19.15
2021-08-09,19.14
2021-08-10,19.55
2021-08-11,19.36
2021-08-12,19.34
2021-08-13,19.29
2021-08-16,19.76
2021-08-17,20.81
2021-08-18,19.7
2021-08-19,20.5
2021-08-20,22.51
2021-08-23,21.38
2021-08-24,20.13
2021-08-25,20.12
2021-08-26,20.82
2021-08-27,20.43
2021-08-30,21.24
2021-08-31,21.18
2021-09-01,21.11
2021-09-02,21.6
2021-09-03,21.39
2021-09-06,21.08
2021-09-07,21.37
2021-09-08,21.48
2021-09-09,21.27
2021-09-10,20.91
2021-09-13,21.26
2021-09-14,20.77
2021-09-15,21.1
2021-09-16,21.85
2021-09-17,20.08
2021-09-22,21.88
2021-09-23,21.0
2021-09-24,19.86
2021-09-27,20.22
2021-09-28,20.76
2021-09-29,21.49
2021-09-30,21.63
2021-10-08,19.83
2021-10-11,19.45
2021-10-12,19.3
2021-10-13,19.46
2021-10-14,19.21
2021-10-15,18.86
2021-10-18,19.8
2021-10-19,18.81
2021-10-20,18.79
2021-10-21,19.12
2021-10-22,19.09
2021-10-25,19.56
2021-10-26,19.37
2021-10-27,19.15
2021-10-28,19.74
2021-10-29,19.5
2021-11-01,19.83
2021-11-02,20.81
2021-11-03,21.08
2021-11-04,19.95
2021-11-05,19.46
2021-11-08,20.12
2021-11-09,20.14
2021-11-10,18.71
2021-11-11,19.53
2021-11-12,19.27
2021-11-15,19.48
2021-11-16,19.33
2021-11-17,19.21
2021-11-18,19.11
2021-11-19,18.84
2021-11-22,18.5
2021-11-23,18.35
2021-11-24,17.91
2021-11-25,18.36
2021-11-26,18.44
2021-11-29,18.73
2021-11-30,18.52
2021-12-01,18.26
2021-12-02,17.71
2021-12-03,17.12
2021-12-06,17.34
2021-12-07,17.46
2021-12-08,18.66
2021-12-09,19.67
2021-12-10,18.8
2021-12-13,19.26
2021-12-14,18.62
2021-12-15,18.03
2021-12-16,18.01
2021-12-17,17.82
2021-12-20,18.59
2021-12-21,17.85
2021-12-22,17.66
2021-12-23,15.2
2021-12-24,16.02
2021-12-27,16.5
2021-12-28,16.44
2021-12-29,18.13
2021-12-30,17.32
2021-12-31,17.6
2022-01-04,18.11
2022-01-05,18.51
2022-01-06,18.76
2022-01-07,18.01
2022-01-10,18.11
2022-01-11,18.05
2022-01-12,17.45
2022-01-13,18.87
2022-01-14,19.34
2022-01-17,18.67
2022-01-18,17.92
2022-01-19,18.15
2022-01-20,18.05
2022-01-21,18.34
2022-01-24,19.22
2022-01-25,21.42
2022-01-26,20.51
2022-01-27,21.11
2022-01-28,25.19
2022-02-07,19.67
2022-02-08,18.72
2022-02-09,17.99
2022-02-10,17.52
2022-02-11,17.19
2022-02-14,18.05
2022-02-15,17.99
2022-02-16,17.08
2022-02-17,17.03
2022-02-18,16.67
2022-02-21,16.62
2022-02-22,17.75
2022-02-23,16.77
2022-02-24,18.8
2022-02-25,17.81
2022-02-28,18.15
2022-03-01,16.93
2022-03-02,16.88
2022-03-03,17.46
2022-03-04,17.371
2022-03-07,21.12
2022-03-08,22.71
2022-03-09,24.85
2022-03-10,21.5
2022-03-11,22.672
2022-03-14,26.35
2022-03-15,29.42
2022-03-16,25.49
2022-03-17,23.18
2022-03-18,22.89
2022-03-21,22.35
2022-03-22,21.09
2022-03-23,19.55
2022-03-24,19.08
2022-03-25,21.14
2022-03-28,22.92
2022-03-29,23.26
2022-03-30,21.33
2022-03-31,21.13
2022-04-01,20.68
2022-04-06,20.29
2022-04-07,21.15
2022-04-08,20.54
2022-04-11,23.29
2022-04-12,22.09
2022-04-13,21.99
2022-04-14,21.0
2022-04-15,21.08
2022-04-18,21.75
2022-04-19,21.68
2022-04-20,23.08
2022-04-21,25.01
2022-04-22,23.98
2022-04-25,31.18
2022-04-26,27.93
2022-04-27,25.56
2022-04-28,22.84
2022-04-29,22.08
2022-05-05,23.39
2022-05-06,24.91
2022-05-09,25.28
2022-05-10,25.13
2022-05-11,24.06
2022-05-12,24.54
2022-05-13,23.81
2022-05-16,24.1
2022-05-17,22.96
2022-05-18,22.25
2022-05-19,22.2
2022-05-20,22.06
2022-05-23,21.46
2022-05-24,21.53
2022-05-25,21.29
2022-05-26,20.91
2022-05-27,20.32
2022-05-30,20.64
2022-05-31,21.1
2022-06-01,20.82
2022-06-02,20.71
2022-06-06,21.28
2022-06-07,21.63
2022-06-08,21.97
2022-06-09,21.37
2022-06-10,21.04
2022-06-13,21.47
2022-06-14,21.58
2022-06-15,22.75
2022-06-16,21.65
2022-06-17,22.35
2022-06-20,22.24
2022-06-21,21.72
2022-06-22,20.58
2022-06-23,20.28
2022-06-24,20.03
2022-06-27,22.0
2022-06-28,21.82
2022-06-29,21.99
2022-06-30,23.329
2022-07-01,22.868
2022-07-04,23.11
2022-07-05,23.032
2022-07-06,22.76
2022-07-07,22.293
2022-07-08,21.59
2022-07-11,21.97
2022-07-12,21.35
2022-07-13,21.015
2022-07-14,20.67
2022-07-15,21.176
2022-07-18,21.2
2022-07-19,20.94
2022-07-20,20.15
2022-07-21,20.355
2022-07-22,19.918
2022-07-25,20.407
2022-07-26,19.376
2022-07-27,19.648
2022-07-28,19.7
2022-07-29,21.31
2022-08-01,21.57
2022-08-02,25.36
2022-08-03,23.47
2022-08-04,21.33
2022-08-05,19.557
2022-08-08,19.71
2022-08-09,19.45
2022-08-10,19.917
2022-08-11,20.006
2022-08-12,19.174
2022-08-15,19.43
2022-08-16,19.167
2022-08-17,18.918
2022-08-18,19.488
2022-08-19,18.76
2022-08-22,18.349
2022-08-23,18.027
2022-08-24,18.92
2022-08-25,17.85
2022-08-26,17.01815914
2022-08-29,17.687
2022-08-30,17.416
2022-08-31,17.566
2022-09-01,17.853
2022-09-02,18.29
2022-09-05,19.14
2022-09-06,18.098
2022-09-07,17.95
2022-09-08,17.493
2022-09-09,16.964
2022-09-13,17.174
2022-09-14,17.241
2022-09-15,17.59
2022-09-16,19.0
2022-09-19,18.97
2022-09-20,18.49
2022-09-21,19.42
2022-09-22,19.63
2022-09-23,19.2
2022-09-26,20.11
2022-09-27,18.88
2022-09-28,19.56
2022-09-29,20.39411041
2022-09-30,19.13
2022-10-10,20.53
2022-10-11,20.01
2022-10-12,20.82
2022-10-13,21.07
2022-10-14,19.36
2022-10-17,19.19
2022-10-18,19.918
2022-10-19,19.06
2022-10-20,19.98
2022-10-21,20.38
2022-10-24,24.64
2022-10-25,22.9
2022-10-26,21.11
2022-10-27,21.06551721
2022-10-28,24.03
2022-10-31,26.78
2022-11-01,23.33
2022-11-02,22.09
2022-11-03,22.24
2022-11-04,22.24
2022-11-07,23.01
2022-11-08,22.35
2022-11-09,22.18
2022-11-10,22.33
2022-11-11,21.81
2022-11-14,22.93
2022-11-15,23.16
2022-11-16,22.91
2022-11-17,22.37
2022-11-18,21.78
2022-11-21,22.0
2022-11-22,21.99
2022-11-23,22.08
2022-11-24,21.88829295
2022-11-25,21.25084989
2022-11-28,22.91
2022-11-29,24.04
2022-11-30,23.55
2022-12-01,23.8
2022-12-02,21.55
2022-12-05,22.2
2022-12-06,21.8
2022-12-07,21.78
2022-12-08,21.36
2022-12-09,20.96
2022-12-12,21.49
2022-12-13,21.03
2022-12-14,20.68
2022-12-15,19.8
2022-12-16,19.44
2022-12-19,19.95
2022-12-20,20.25
2022-12-21,19.82
2022-12-22,18.95
2022-12-23,19.56
2022-12-26,19.51
2022-12-27,18.85
2022-12-28,18.26
2022-12-29,17.94050355
2022-12-30,17.2
2023-01-03,17.23
2023-01-04,17.17
2023-01-05,17.73
2023-01-06,17.94
2023-01-09,19.43
2023-01-10,19.3
2023-01-11,19.41
2023-01-12,18.98
2023-01-13,17.71
2023-01-16,19.28
2023-01-17,18.7
2023-01-18,19.47
2023-01-19,20.46
2023-01-20,20.63
2023-01-30,19.37
2023-01-31,19.28
2023-02-01,19.73
2023-02-02,19.93
2023-02-03,20.04
2023-02-06,20.96
2023-02-07,20.61
2023-02-08,20.08
2023-02-09,19.58
2023-02-10,18.89
2023-02-13,19.02
2023-02-14,18.92
2023-02-15,18.38
2023-02-16,18.46
2023-02-17,18.68
2023-02-20,19.35
2023-02-21,19.52
2023-02-22,18.92
2023-02-23,18.75
2023-02-24,19.2
2023-02-27,19.36
2023-02-28,18.53
2023-03-01,18.27
2023-03-02,18.18
2023-03-03,17.98
2023-03-06,17.97
2023-03-07,18.23
2023-03-08,18.3
2023-03-09,18.12
2023-03-10,18.57
2023-03-13,18.03
2023-03-14,18.35
2023-03-15,17.38
2023-03-16,17.91
2023-03-17,17.09
2023-03-20,18.0
2023-03-21,17.35
2023-03-22,18.0
2023-03-23,17.38
2023-03-24,16.43
2023-03-27,17.07
2023-03-28,16.73
2023-03-29,16.72
2023-03-30,16.4
2023-03-31,16.34
2023-04-03,17.16
2023-04-04,16.87
2023-04-06,17.36
2023-04-07,16.58
2023-04-10,16.56
2023-04-11,16.12
2023-04-12,15.72
2023-04-13,15.22
2023-04-14,15.03
2023-04-17,16.06
2023-04-18,15.53
2023-04-19,15.19
2023-04-20,15.0
2023-04-21,15.91
2023-04-24,17.12
2023-04-25,17.27
2023-04-26,16.51
2023-04-27,15.28
2023-04-28,15.01
2023-05-04,15.58
2023-05-05,15.34
2023-05-08,16.16
2023-05-09,16.32
2023-05-10,16.36
2023-05-11,15.91
2023-05-12,16.24
2023-05-15,16.14
2023-05-16,16.34
2023-05-17,16.9
2023-05-18,16.14
2023-05-19,15.86
2023-05-22,15.53
2023-05-23,15.84
2023-05-24,16.62
2023-05-25,16.82499111
2023-05-26,16.18
2023-05-29,16.6
2023-05-30,16.41
2023-05-31,17.87
2023-06-01,16.58
2023-06-02,17.0
2023-06-05,16.63
2023-06-06,16.96
2023-06-07,17.25
2023-06-08,17.16
2023-06-09,16.48
2023-06-12,16.47
2023-06-13,16.07
2023-06-14,16.32
2023-06-15,15.66
2023-06-16,15.36
2023-06-19,16.03
2023-06-20,15.45
2023-06-21,15.97
2023-06-26,17.05
2023-06-27,16.43
2023-06-28,15.69
2023-06-29,15.83855761
2023-06-30,15.46
2023-07-03,15.09
2023-07-04,14.73
2023-07-05,15.01
2023-07-06,15.25
2023-07-07,15.4
2023-07-10,15.36
2023-07-11,14.97
2023-07-12,15.22
2023-07-13,14.87
2023-07-14,14.8
2023-07-17,15.04
2023-07-18,14.97
2023-07-19,15.06
2023-07-20,15.66
2023-07-21,15.14
2023-07-24,14.84
2023-07-25,15.31
2023-07-26,15.68
2023-07-27,15.06360091
2023-07-28,15.20077873
2023-07-31,18.36
2023-08-01,18.36
2023-08-02,17.77
2023-08-03,18.33
2023-08-04,17.77
2023-08-07,18.36
2023-08-08,18.78
2023-08-09,19.01
2023-08-10,19.05
2023-08-11,19.03
2023-08-14,18.73
2023-08-15,18.25
2023-08-16,18.92
2023-08-17,19.11
2023-08-18,19.72
2023-08-21,21.02
2023-08-22,20.32
2023-08-23,20.53939803
2023-08-24,19.76795694
2023-08-25,19.800155
2023-08-28,20.32
2023-08-29,20.61108648
2023-08-30,20.2
2023-08-31,18.71743542
2023-09-01,18.06
2023-09-04,17.58
2023-09-05,17.22
2023-09-06,17.17
2023-09-07,17.61
2023-09-08,17.99
2023-09-11,18.06
2023-09-12,17.17
2023-09-13,17.08
2023-09-14,17.61
2023-09-15,16.85
2023-09-18,17.15
2023-09-19,16.91
2023-09-20,16.56
2023-09-21,16.89
2023-09-22,16.37
2023-09-25,17.17
2023-09-26,16.96
2023-09-27,17.06
2023-09-28,16.99307936
2023-10-09,16.22
2023-10-10,16.08
2023-10-11,15.63
2023-10-12,15.31
2023-10-13,15.61
2023-10-16,16.41
2023-10-17,15.8
2023-10-18,15.7
2023-10-19,17.95
2023-10-20,18.94
2023-10-23,19.66
2023-10-24,18.29
2023-10-25,16.74
2023-10-26,16.13435859
2023-10-27,15.75687621
2023-10-30,16.55
2023-10-31,16.44
2023-11-01,16.24
2023-11-02,15.95
2023-11-03,15.5
2023-11-06,16.34
2023-11-07,16.08
2023-11-08,16.07
2023-11-09,16.13
2023-11-10,16.33
2023-11-13,16.7
2023-11-14,16.45
2023-11-15,16.13
2023-11-16,15.94
2023-11-17,15.28
2023-11-20,14.23
2023-11-21,14.65
2023-11-22,14.97
2023-11-23,14.53
2023-11-24,14.88
2023-11-27,15.73
2023-11-28,15.48
2023-11-29,15.8
2023-11-30,15.45
2023-12-01,15.76
2023-12-04,16.58
2023-12-05,18.32
2023-12-06,17.37
2023-12-07,17.32
2023-12-08,16.81
2023-12-11,17.5
2023-12-12,16.97
2023-12-13,17.61
2023-12-14,17.61
2023-12-15,18.5
2023-12-18,18.14
2023-12-19,18.5
2023-12-20,18.96
2023-12-21,18.04
2023-12-22,17.36
2023-12-25,16.77
2023-12-26,16.78
2023-12-27,16.89
2023-12-28,17.6
2023-12-29,15.9229071
2024-01-02,16.32
2024-01-03,16.32
2024-01-04,16.6
2024-01-05,17.12
2024-01-08,16.89
2024-01-09,18.46
2024-01-10,19.0
2024-01-11,18.27
2024-01-12,18.25
2024-01-15,17.26
2024-01-16,16.59
2024-01-17,19.18
2024-01-18,18.94
2024-01-19,17.8
2024-01-22,21.61
2024-01-23,19.67
2024-01-24,18.26
2024-01-25,17.43875318
2024-01-26,16.97
2024-01-29,18.13
2024-01-30,19.5
2024-01-31,21.71
2024-02-01,21.91
2024-02-02,23.72
2024-02-05,24.99
2024-02-06,23.5
2024-02-07,20.97
2024-02-08,20.77
2024-02-19,20.93
2024-02-20,19.08
2024-02-21,19.45
2024-02-22,20.55
2024-02-23,21.11
2024-02-26,20.45
2024-02-27,20.2
2024-02-28,20.67
2024-02-29,19.44217792
2024-03-01,18.97
2024-03-04,19.16
2024-03-05,18.17
2024-03-06,17.22
2024-03-07,16.7
2024-03-08,16.26
2024-03-11,16.42
2024-03-12,16.4
2024-03-13,16.34
2024-03-14,16.07
2024-03-15,15.88
2024-03-18,15.94
2024-03-19,15.72
2024-03-20,15.85
2024-03-21,15.74
2024-03-22,16.52
2024-03-25,16.3
2024-03-26,15.84
2024-03-27,16.32
2024-03-28,15.4851118
2024-03-29,15.03
2024-04-01,15.03
2024-04-02,14.74
2024-04-03,14.64
2024-04-08,15.02
2024-04-09,14.92
2024-04-10,14.81
2024-04-11,14.64
2024-04-12,14.94
2024-04-15,15.5
2024-04-16,16.14
2024-04-17,15.41
2024-04-18,16.8
2024-04-19,17.4
2024-04-22,15.56
2024-04-23,15.19
2024-04-24,14.92
2024-04-25,14.88
2024-04-26,14.95670132
2024-04-29,16.24
2024-04-30,15.02
2024-05-06,16.01
2024-05-07,15.2
2024-05-08,14.96
2024-05-09,15.02
2024-05-10,14.89
2024-05-13,14.64
2024-05-14,14.79
2024-05-15,14.85
2024-05-16,14.35
2024-05-17,14.08
2024-05-20,14.74
2024-05-21,13.84
2024-05-28,13.84
2024-06-03,13.92
2024-06-04,13.71
2024-06-05,13.79
2024-06-06,14.05
2024-06-07,14.11
2024-06-11,14.86
2024-06-12,14.36
2024-06-13,13.93
2024-06-14,13.8
2024-06-17,13.89
2024-06-18,13.87
2024-06-19,14.01
2024-06-20,14.09
2024-06-21,13.56
2024-06-24,13.49
2024-06-25,14.21
2024-06-26,13.54
2024-06-27,13.3836467
2024-06-28,12.74754559
2024-07-01,12.8
2024-07-02,12.4
2024-07-03,12.1
2024-07-04,12.13
2024-07-05,12.93
2024-07-08,13.82
2024-07-09,13.33
2024-07-10,14.2
2024-07-11,13.0
2024-07-12,12.46
2024-07-15,12.39
2024-07-16,12.27
2024-07-17,12.6
2024-07-18,13.09
2024-07-19,13.41
2024-07-22,13.3
2024-07-23,12.95
2024-07-24,13.08
2024-07-25,12.46
2024-07-26,13.82
2024-07-29,14.22
2024-07-30,14.6
2024-07-31,13.69
2024-08-01,13.77
2024-08-02,14.49
2024-08-05,17.5
2024-08-06,16.96
2024-08-07,15.22
2024-08-08,14.28
2024-08-09,13.98
2024-08-12,14.04
2024-08-13,14.07
2024-08-14,14.28
2024-08-15,14.04
2024-08-16,13.55
2024-08-19,13.62
2024-08-20,13.48
2024-08-21,13.57
2024-08-22,13.77
2024-08-23,13.3
2024-08-26,13.2
2024-08-27,12.95
2024-08-28,13.07
2024-08-29,13.0805701
2024-08-30,12.78195592
2024-09-02,14.05558997
2024-09-03,13.55
2024-09-04,14.11
2024-09-05,13.87
2024-09-06,14.49
2024-09-09,13.62
2024-09-10,15.66
2024-09-11,16.2
2024-09-12,15.45
2024-09-13,15.1
2024-09-18,14.72
2024-09-19,14.26
2024-09-20,13.59
2024-09-23,13.05
2024-09-24,16.54
2024-09-25,18.06
2024-09-26,21.79
2024-09-27,28.56
2024-09-30,49.14
2024-10-08,53.5
2024-10-09,43.08
2024-10-10,39.17
2024-10-11,37.57
2024-10-14,32.67
2024-10-15,24.62
2024-10-16,25.0
2024-10-17,23.87
2024-10-18,31.58
2024-10-21,26.0
2024-10-22,29.75
2024-10-23,27.02
2024-10-24,25.02327047
2024-10-25,26.13
2024-10-28,30.01
2024-10-29,29.58
2024-10-30,30.22
2024-10-31,31.98
2024-11-01,32.64
2024-11-04,23.87
2024-11-05,31.58
2024-11-06,26.0
2024-11-07,29.75
2024-11-08,27.02
2024-11-11,27.7
2024-11-12,26.28
2024-11-13,25.49
2024-11-14,24.88
2024-11-15,24.96
2024-11-18,26.36
2024-11-19,26.36
2024-11-20,24.81
2024-11-21,23.12
2024-11-22,24.19
2024-11-25,23.96
2024-11-26,23.34
2024-11-27,23.6
2024-11-28,22.17
2024-11-29,22.83
2024-12-02,24.54
2024-12-03,24.81
2024-12-04,24.88
2024-12-05,24.04
2024-12-06,23.93
2024-12-09,23.9
2024-12-10,24.91
2024-12-11,24.48
2024-12-12,25.14
2024-12-13,23.51
2024-12-16,22.01
2024-12-17,21.11
2024-12-18,21.01
2024-12-19,21.11
2024-12-20,19.95
2024-12-23,19.52
2024-12-24,18.94
2024-12-25,19.23
2024-12-26,18.54
2024-12-27,18.2
2024-12-30,18.41
2024-12-31,18.11
2025-01-02,20.69
2025-01-03,20.28
2025-01-06,21.45
2025-01-07,19.19
2025-01-08,18.47
2025-01-09,17.97
2025-01-10,18.05
2025-01-13,18.76
2025-01-14,19.48
2025-01-15,18.77
2025-01-16,18.86
2025-01-17,19.56
2025-01-20,19.25
2025-01-21,18.65
2025-01-22,18.79
2025-01-23,19.5
2025-01-24,19.1
2025-01-27,17.73
2025-02-05,18.64
2025-02-06,18.4
2025-02-07,18.53
2025-02-10,18.99
2025-02-11,16.49
2025-02-12,18.57
2025-02-13,17.86
2025-02-14,17.45
2025-02-17,18.21
2025-02-18,18.12
2025-02-19,17.65
2025-02-20,17.35
2025-02-21,18.28
2025-02-24,17.92
2025-02-25,17.91
2025-02-26,17.95
2025-02-27,17.69
2025-02-28,17.84
2025-03-03,16.78
2025-03-04,18.28
2025-03-05,15.71
2025-03-06,16.45
2025-03-07,15.42
2025-03-10,15.11
2025-03-11,16.45
2025-03-12,15.53
2025-03-13,15.52
2025-03-14,18.08
2025-03-17,17.59
2025-03-18,17.36
2025-03-19,17.69
2025-03-20,16.49
2025-03-21,15.9
2025-03-24,15.33
2025-03-25,15.53
2025-03-26,14.7
2025-03-27,14.3
2025-03-28,14.59
2025-03-31,15.74
2025-04-01,15.52
2025-04-02,15.33
2025-04-03,15.35
2025-04-07,31.37
2025-04-08,24.24
2025-04-09,22.62
2025-04-10,20.05
2025-04-11,19.5
2025-04-14,17.07
2025-04-15,15.85
2025-04-16,16.68
2025-04-17,16.14
2025-04-18,16.0
2025-04-21,15.69
2025-04-22,15.59
2025-04-23,15.34
2025-04-24,15.11
2025-04-25,15.15
2025-04-28,16.14
2025-04-29,16.15
2025-04-30,17.07
2025-05-06,14.91
2025-05-07,14.6
2025-05-08,14.59
2025-05-09,14.66
2025-05-12,15.75
2025-05-13,14.99
2025-05-14,15.0
2025-05-15,16.13
2025-05-16,15.74
2025-05-19,14.47
2025-05-20,14.96
2025-05-21,15.28
2025-05-22,16.01
2025-05-23,16.33
2025-05-26,15.76
2025-05-27,15.68
2025-05-28,15.72
2025-05-29,15.3
2025-05-30,15.21
2025-06-03,14.74
2025-06-04,14.55
2025-06-05,14.61
2025-06-06,14.33
2025-06-09,14.61
2025-06-10,14.52
2025-06-11,14.57
2025-06-12,14.49
2025-06-13,14.8
2025-06-16,14.3
2025-06-17,14.23
2025-06-18,14.49
2025-06-19,14.61
2025-06-20,13.73
2025-06-23,13.57
2025-06-24,14.32
2025-06-25,16.97
2025-06-26,15.51
2025-06-27,14.53
2025-06-30,14.52
2025-07-01,14.24
2025-07-02,14.03
2025-07-03,14.1
2025-07-04,14.5
2025-07-07,14.64
2025-07-08,15.34
2025-07-09,15.34
2025-07-10,15.74
2025-07-11,16.44
2025-07-14,16.25
2025-07-15,15.16
2025-07-16,15.06
2025-07-17,15.3
2025-07-18,15.07
2025-07-21,15.49
2025-07-22,15.71
2025-07-23,17.37
2025-07-24,16.89
2025-07-25,17.13
2025-07-28,17.74
