date,open,high,low,close,volume,amount
2011-01-14,3422.04,3422.04,3366.71,3374.08,81163213,107543871488.0
2011-01-17,3348.33,3357.25,3234.59,3241.32,97485072,123994972160.0
2011-01-18,3230.78,3254.41,3213.31,3247.19,62407430,78883823616.0
2011-01-19,3248.22,3322.35,3238.19,3321.74,80932880,104771600384.0
2011-01-20,3314.56,3314.56,3209.3,3209.49,89699106,112654917632.0
2011-01-21,3198.6,3291.37,3198.11,3246.06,100198008,118544687104.0
2011-01-24,3248.24,3261.42,3195.21,3202.25,90693227,107879718912.0
2011-01-25,3196.99,3203.16,3157.08,3179.06,70318857,84221853696.0
2011-01-26,3179.57,3229.92,3179.36,3226.66,63118103,76981280768.0
2011-01-27,3201.62,3290.44,3181.91,3279.94,110550736,132584972288.0
2011-01-28,3273.9,3307.3,3267.88,3296.75,88831254,111473164288.0
2011-01-31,3294.96,3340.53,3291.11,3340.51,93512237,117135425536.0
2011-02-01,3346.41,3351.45,3329.23,3344.85,73809225,97684545536.0
2011-02-09,3321.04,3357.57,3300.55,3311.74,87936230,114022440960.0
2011-02-10,3305.3,3386.28,3297.25,3385.95,101181912,130550325248.0
2011-02-11,3383.26,3422.44,3375.93,3409.4,115891536,150827597824.0
2011-02-14,3412.38,3513.43,3412.38,3504.42,169117464,218332299264.0
2011-02-15,3508.86,3548.14,3500.17,3502.7,161111479,215801806848.0
2011-02-16,3495.79,3543.45,3483.32,3543.14,136005650,186565279744.0
2011-02-17,3550.63,3562.46,3513.16,3547.61,139410022,196066476032.0
2011-02-18,3540.97,3544.08,3500.11,3511.59,118285403,163179937792.0
2011-02-21,3490.16,3567.95,3487.43,3567.71,126769995,172096356352.0
2011-02-22,3577.27,3578.66,3465.15,3466.82,165245702,227078897664.0
2011-02-23,3454.38,3495.43,3454.38,3488.85,116154918,158865735680.0
2011-02-24,3484.72,3515.72,3473.62,3511.03,116577579,160099221504.0
2011-02-25,3509.43,3530.5,3474.38,3517.36,106074725,145917214720.0
2011-02-28,3521.21,3564.02,3497.86,3562.81,127873450,175877701632.0
2011-03-01,3565.39,3599.0,3557.32,3580.26,146365373,201497542656.0
2011-03-02,3561.66,3581.86,3520.27,3568.37,134053431,184485199872.0
2011-03-03,3571.83,3592.45,3531.53,3532.24,152930386,198671368192.0
2011-03-04,3533.02,3584.54,3525.56,3582.6,122573518,161971912704.0
2011-03-07,3599.41,3647.83,3599.41,3647.2,175665786,247572676608.0
2011-03-08,3647.62,3655.25,3625.48,3654.75,138018735,197762482176.0
2011-03-09,3660.54,3671.18,3639.7,3658.82,129172558,182630842368.0
2011-03-10,3650.68,3650.68,3603.62,3604.59,130532528,190008377344.0
2011-03-11,3586.02,3623.73,3571.1,3577.49,118927670,171192729600.0
2011-03-14,3568.3,3600.37,3558.82,3599.45,117099915,169687810048.0
2011-03-15,3587.3,3587.3,3475.09,3541.02,159370043,214920626176.0
2011-03-16,3540.08,3591.57,3537.99,3589.38,134420839,187607613440.0
2011-03-17,3554.75,3580.39,3516.34,3530.38,142427890,192295403520.0
2011-03-18,3561.53,3574.76,3537.15,3549.61,104016995,143939616768.0
2011-03-21,3552.44,3566.01,3520.44,3535.03,101024712,139199528960.0
2011-03-22,3544.99,3552.03,3498.25,3547.71,96355683,133605081088.0
2011-03-23,3547.0,3595.89,3541.27,3594.52,118451144,159230590976.0
2011-03-24,3598.99,3605.2,3582.47,3586.25,110300936,151886577664.0
2011-03-25,3589.28,3637.61,3588.59,3629.01,145473375,197069127680.0
2011-03-28,3641.42,3657.75,3618.25,3623.46,166807330,228322410496.0
2011-03-29,3619.23,3635.63,3578.27,3580.62,175613491,220182691840.0
2011-03-30,3577.72,3593.48,3546.93,3570.31,131964939,169528049664.0
2011-03-31,3571.29,3579.99,3518.5,3531.88,110297283,142766374912.0
2011-04-01,3535.19,3583.79,3528.43,3583.79,102212024,135329996800.0
2011-04-06,3577.52,3616.26,3575.47,3613.23,151538434,201447145472.0
2011-04-07,3614.83,3634.51,3604.34,3629.97,129650648,170362388480.0
2011-04-08,3627.2,3664.64,3619.87,3664.34,119300814,165704007680.0
2011-04-11,3673.94,3686.34,3637.92,3640.48,157038095,208907747328.0
2011-04-12,3631.52,3659.82,3615.3,3636.51,154652871,185991790592.0
2011-04-13,3621.12,3682.44,3603.96,3682.44,135907667,166319898624.0
2011-04-14,3683.73,3688.51,3658.0,3664.9,137885360,166766837760.0
2011-04-15,3656.7,3686.09,3631.94,3671.4,131308986,162221588480.0
2011-04-18,3658.66,3685.05,3649.88,3674.9,143042855,176192258048.0
2011-04-19,3649.69,3649.69,3604.09,3611.96,149124907,181546156032.0
2011-04-20,3615.66,3631.57,3601.76,3618.76,123220033,157039149056.0
2011-04-21,3635.27,3652.72,3625.51,3642.85,127071131,163965124608.0
2011-04-22,3642.55,3650.22,3615.58,3624.52,122159125,149346844672.0
2011-04-25,3616.06,3616.06,3562.67,3563.25,124535873,159054282752.0
2011-04-26,3553.64,3568.27,3515.57,3532.42,98354135,123428323328.0
2011-04-27,3543.18,3558.9,3480.35,3504.43,103571824,122985496576.0
2011-04-28,3517.81,3526.82,3434.81,3436.29,105825837,125852286976.0
2011-04-29,3434.68,3477.09,3422.5,3476.5,83793375,98408120320.0
2011-05-03,3476.6,3507.47,3450.49,3507.08,90459445,106686013440.0
2011-05-04,3488.59,3488.59,3411.78,3421.18,107344255,132069081088.0
2011-05-05,3405.65,3432.41,3397.16,3421.19,87267778,102957965312.0
2011-05-06,3387.75,3442.63,3375.74,3421.69,92257958,113229725696.0
2011-05-09,3426.7,3452.71,3422.68,3435.94,80589911,99236118528.0
2011-05-10,3441.03,3460.3,3426.09,3460.21,76157541,96521322496.0
2011-05-11,3460.66,3474.97,3432.35,3455.72,90063456,109266878464.0
2011-05-12,3431.85,3454.27,3408.05,3408.4,96155074,116067180544.0
2011-05-13,3410.66,3437.29,3383.05,3436.99,89360034,106958249984.0
2011-05-16,3430.36,3449.76,3412.35,3414.45,86189662,101424447488.0
2011-05-17,3410.14,3444.58,3381.02,3421.9,98064326,118793928704.0
2011-05-18,3413.73,3451.48,3410.22,3446.74,75722520,90015514624.0
2011-05-19,3455.19,3463.39,3424.41,3426.73,77793438,92906487808.0
2011-05-20,3425.77,3436.89,3412.94,3424.34,68687976,85115846656.0
2011-05-23,3417.54,3417.54,3309.02,3310.5,98755094,113831280640.0
2011-05-24,3298.62,3315.21,3275.45,3311.7,74480925,89909813248.0
2011-05-25,3306.12,3318.6,3270.07,3272.82,73471396,85959770112.0
2011-05-26,3293.03,3305.67,3253.92,3254.57,72705585,88701288448.0
2011-05-27,3254.34,3264.19,3214.05,3215.28,76673291,89068756992.0
2011-05-30,3204.99,3230.36,3184.04,3192.4,61263735,71012982784.0
2011-05-31,3196.24,3249.1,3184.87,3248.9,66161782,79077761024.0
2011-06-01,3243.58,3261.65,3233.3,3259.8,65886622,78805778432.0
2011-06-02,3222.29,3236.6,3170.74,3209.39,83003855,94546223104.0
2011-06-03,3205.22,3255.88,3204.67,3248.37,65795855,79168675840.0
2011-06-07,3239.67,3272.44,3236.0,3270.51,62204759,79051440128.0
2011-06-08,3269.1,3281.2,3228.34,3277.0,72602461,84521623552.0
2011-06-09,3268.31,3271.43,3211.35,3211.37,77624087,88883773440.0
2011-06-10,3205.5,3223.26,3176.68,3221.75,69364609,80399671296.0
2011-06-13,3198.95,3219.27,3178.16,3212.4,61254643,72585527296.0
2011-06-14,3209.9,3267.31,3205.69,3260.72,85938400,100062887936.0
2011-06-15,3252.01,3269.12,3228.42,3228.49,73938663,87985987584.0
2011-06-16,3202.42,3209.19,3171.25,3173.52,69041551,77730611200.0
2011-06-17,3170.85,3188.88,3139.71,3140.88,64003427,76838780928.0
2011-06-20,3136.07,3141.36,3100.83,3115.97,59580487,68898258944.0
2011-06-21,3124.19,3154.97,3116.18,3154.67,66487579,76984606720.0
2011-06-22,3158.91,3166.55,3135.74,3151.03,59599681,67759910912.0
2011-06-23,3140.82,3214.3,3127.36,3205.83,75218493,88317640704.0
2011-06-24,3194.56,3302.93,3191.1,3281.96,131388524,158114791424.0
2011-06-27,3283.27,3317.85,3280.05,3300.33,104780376,126147149824.0
2011-06-28,3303.59,3311.25,3275.21,3305.73,88076265,110448590848.0
2011-06-29,3302.89,3309.04,3260.43,3260.48,87440550,103055302656.0
2011-06-30,3262.03,3320.66,3262.03,3308.54,95240498,113436942336.0
2011-07-01,3316.85,3340.79,3301.07,3317.83,95586855,117465522176.0
2011-07-04,3332.54,3397.52,3332.54,3397.45,130778825,162572566528.0
2011-07-05,3398.74,3409.92,3382.75,3403.46,113831844,138955948032.0
2011-07-06,3396.97,3400.08,3365.15,3398.51,104860147,130919833600.0
2011-07-07,3405.52,3429.54,3388.08,3388.9,120313518,153671286784.0
2011-07-08,3390.91,3408.28,3374.75,3394.06,87693190,111305793536.0
2011-07-11,3382.21,3411.54,3372.05,3405.27,85172853,109720199168.0
2011-07-12,3378.9,3381.3,3344.89,3347.13,98528788,122454450176.0
2011-07-13,3349.61,3405.79,3349.61,3404.49,94349635,120452538368.0
2011-07-14,3411.16,3425.62,3391.23,3419.74,106445717,139816665088.0
2011-07-15,3409.16,3435.9,3401.04,3435.9,109369626,139538317312.0
2011-07-18,3439.4,3447.26,3419.98,3430.68,109127977,139238064128.0
2011-07-19,3414.89,3414.89,3389.98,3398.92,94894783,120985198592.0
2011-07-20,3417.74,3425.56,3372.35,3397.04,83569445,106162200576.0
2011-07-21,3397.1,3403.28,3358.0,3358.84,82883663,106257907712.0
2011-07-22,3365.85,3385.27,3359.04,3369.06,70417833,90827423744.0
2011-07-25,3352.3,3352.3,3243.33,3253.77,110685126,130546745344.0
2011-07-26,3250.07,3266.01,3238.77,3265.07,71928063,85085478912.0
2011-07-27,3249.8,3300.29,3238.45,3297.39,80597998,99923435520.0
2011-07-28,3268.73,3280.04,3248.24,3276.53,80053035,100116873216.0
2011-07-29,3276.15,3287.76,3237.32,3259.54,75696824,90108002304.0
2011-08-01,3256.1,3280.3,3245.46,3267.1,58869732,72115068928.0
2011-08-02,3248.7,3248.7,3200.26,3243.62,69564647,84846583808.0
2011-08-03,3214.1,3258.96,3210.22,3245.08,66107439,83347652608.0
2011-08-04,3252.73,3276.17,3243.99,3253.98,58899160,73672425472.0
2011-08-05,3163.52,3207.13,3147.97,3186.41,80048264,97291075584.0
2011-08-08,3147.83,3170.95,3008.48,3060.38,113235271,131366019072.0
2011-08-09,2977.02,3078.04,2942.01,3061.3,107847174,122060865536.0
2011-08-10,3112.76,3131.54,3089.4,3093.69,96927856,113191927808.0
2011-08-11,3040.09,3142.65,3037.19,3142.32,96543907,113336352768.0
2011-08-12,3159.61,3177.53,3150.74,3158.73,97580201,109070336000.0
2011-08-15,3166.66,3205.29,3155.76,3205.29,96044661,102684901376.0
2011-08-16,3208.9,3219.27,3172.09,3181.76,85766197,97174749184.0
2011-08-17,3176.39,3194.07,3163.76,3168.73,67280120,73466585088.0
2011-08-18,3168.98,3171.98,3110.83,3112.56,70294491,79796297728.0
2011-08-19,3058.66,3086.82,3053.01,3083.46,70689042,79766724608.0
2011-08-22,3084.81,3108.54,3043.3,3053.58,58686518,68612919296.0
2011-08-23,3064.67,3101.7,3053.68,3101.66,58215668,65220792320.0
2011-08-24,3116.05,3128.64,3086.09,3091.5,63085512,73995640832.0
2011-08-25,3099.33,3184.35,3095.49,3184.35,106330966,113742118912.0
2011-08-26,3170.07,3190.83,3159.2,3184.15,76313355,87295754240.0
2011-08-29,3159.82,3159.82,3131.87,3137.61,74488193,85956468736.0
2011-08-30,3159.55,3186.45,3119.04,3121.52,74516023,84131987456.0
2011-08-31,3122.95,3134.58,3095.38,3121.63,56529183,65876832256.0
2011-09-01,3127.04,3144.49,3095.26,3105.14,52919796,60459151360.0
2011-09-02,3099.1,3107.29,3055.7,3071.06,50285887,55555579904.0
2011-09-05,3045.13,3045.13,3002.37,3002.72,53019090,59621781504.0
2011-09-06,2983.61,3003.95,2966.56,2979.99,46999942,53218983936.0
2011-09-07,2995.66,3043.93,2988.41,3043.89,56751809,63840116736.0
2011-09-08,3054.39,3054.78,3016.56,3016.74,49162101,57518837760.0
2011-09-09,3027.38,3055.46,2995.31,3007.78,45255862,51600465920.0
2011-09-13,2965.9,2977.01,2947.57,2969.98,44776072,50807369728.0
2011-09-14,2979.4,2989.59,2925.62,2989.24,49431049,54353612800.0
2011-09-15,2991.01,3013.11,2985.08,2986.6,51553149,54792491008.0
2011-09-16,3001.35,3014.44,2986.04,2990.45,45210210,49122009088.0
2011-09-19,2975.14,2975.14,2930.42,2930.87,46881192,48554217472.0
2011-09-20,2925.44,2956.15,2913.21,2943.12,43310714,46676828160.0
2011-09-21,2944.42,3037.92,2930.99,3031.55,86406287,92613787648.0
2011-09-22,3004.41,3015.27,2939.27,2939.76,74594273,78223220736.0
2011-09-23,2892.81,2932.05,2881.26,2920.33,65837960,71160782848.0
2011-09-26,2897.97,2932.01,2852.29,2860.75,58919926,61627727872.0
2011-09-27,2884.92,2899.46,2858.62,2885.62,54296102,58162368512.0
2011-09-28,2903.12,2908.79,2842.2,2850.85,54461585,57737064448.0
2011-09-29,2832.9,2843.46,2803.41,2808.79,59155210,59751219200.0
2011-09-30,2815.49,2828.33,2788.27,2800.62,48807796,49035816960.0
2011-10-10,2808.14,2816.18,2770.77,2776.53,42078291,41879441408.0
2011-10-11,2847.63,2860.11,2742.0,2769.7,65049004,67766894592.0
2011-10-12,2755.32,2871.46,2737.95,2869.25,92947710,89527762944.0
2011-10-13,2861.48,2902.92,2853.71,2893.18,89179080,85605031936.0
2011-10-14,2886.01,2895.99,2856.84,2882.96,60437383,60091973632.0
2011-10-17,2888.72,2916.86,2881.14,2895.81,57973380,61280694272.0
2011-10-18,2875.36,2879.16,2810.12,2813.15,63827317,64937336832.0
2011-10-19,2820.29,2836.21,2798.99,2801.52,50817981,52761731072.0
2011-10-20,2785.83,2787.18,2708.3,2729.89,62443605,61661003776.0
2011-10-21,2730.01,2744.18,2704.26,2706.86,47053586,46559154176.0
2011-10-24,2715.01,2774.93,2690.52,2774.46,69374523,66574110720.0
2011-10-25,2771.06,2841.57,2759.37,2833.58,90606012,90095378432.0
2011-10-26,2819.17,2891.8,2816.41,2862.45,111988454,109538009088.0
2011-10-27,2869.01,2887.49,2856.82,2868.01,81831870,79786401792.0
2011-10-28,2906.07,2939.09,2899.26,2926.31,114824173,115401752576.0
2011-10-31,2922.0,2931.28,2901.63,2919.09,86589728,90453401600.0
2011-11-01,2894.0,2947.25,2889.14,2920.97,89123635,91529773056.0
2011-11-02,2877.99,2971.25,2870.74,2970.75,107335462,110750916608.0
2011-11-03,2981.37,3016.14,2976.07,2976.92,142407209,152701435904.0
2011-11-04,3001.36,3014.59,2980.04,2998.85,104076195,107507458048.0
2011-11-07,2987.43,3008.67,2969.94,2973.63,77852570,81747066880.0
2011-11-08,2980.92,2991.45,2951.44,2956.07,78454707,79305736192.0
2011-11-09,2966.73,2988.14,2935.96,2988.14,79062185,83710992384.0
2011-11-10,2954.78,2966.04,2933.59,2934.67,85697382,89234653184.0
2011-11-11,2940.17,2950.43,2919.2,2930.56,65825497,69420310528.0
2011-11-14,2954.31,2993.23,2952.98,2993.23,81517959,89523666944.0
2011-11-15,2990.39,2999.83,2980.12,2994.95,76921303,84538523648.0
2011-11-16,2996.22,2996.51,2903.34,2915.37,94305917,97259896832.0
2011-11-17,2916.52,2936.45,2903.74,2907.21,64495505,67716755456.0
2011-11-18,2887.73,2888.53,2835.02,2840.75,72381894,75034542080.0
2011-11-21,2841.13,2846.42,2817.16,2843.96,48455098,51904626688.0
2011-11-22,2823.51,2843.95,2808.8,2842.16,49244401,52439031808.0
2011-11-23,2846.4,2851.63,2812.35,2818.79,48967229,52201103360.0
2011-11-24,2797.8,2837.92,2786.14,2821.36,51428744,53501145088.0
2011-11-25,2817.53,2833.43,2794.26,2801.63,43055240,47545757696.0
2011-11-28,2809.24,2820.83,2790.97,2805.06,44168009,48908042240.0
2011-11-29,2828.21,2846.07,2813.4,2845.66,52778350,60113182720.0
2011-11-30,2837.73,2838.47,2726.42,2745.51,72469020,72957984768.0
2011-12-01,2824.94,2859.38,2803.27,2809.95,98462136,102159261696.0
2011-12-02,2795.88,2799.52,2759.07,2773.83,55393894,57289990144.0
2011-12-05,2775.0,2775.02,2717.32,2721.6,52225501,53021986816.0
2011-12-06,2714.16,2726.41,2695.61,2717.45,43336473,43614404608.0
2011-12-07,2717.74,2737.03,2709.07,2728.96,38588414,39266553856.0
2011-12-08,2725.23,2751.29,2689.58,2725.98,47272007,47867211776.0
2011-12-09,2706.03,2727.23,2694.47,2701.85,39387425,40960540672.0
2011-12-12,2697.33,2702.86,2670.36,2672.17,35995752,35553247232.0
2011-12-13,2660.02,2663.12,2599.76,2603.77,56070184,52497985536.0
2011-12-14,2596.46,2615.91,2566.44,2571.58,40772443,38448443392.0
2011-12-15,2555.36,2555.42,2507.97,2508.36,56619049,51192983552.0
2011-12-16,2507.45,2566.56,2500.77,2566.35,55527997,51103440896.0
2011-12-19,2546.98,2565.98,2496.5,2563.16,57291017,52311056384.0
2011-12-20,2554.7,2592.88,2551.29,2555.3,52358213,48917413888.0
2011-12-21,2576.24,2584.55,2507.98,2509.4,48960025,47892357120.0
2011-12-22,2493.28,2522.53,2446.53,2503.05,58600128,51091009536.0
2011-12-23,2497.58,2546.66,2490.77,2522.77,52158081,47105167360.0
2011-12-26,2510.79,2536.54,2499.55,2500.25,43700924,39149277184.0
2011-12-27,2495.95,2504.99,2456.77,2459.88,45151410,41183449088.0
2011-12-28,2448.23,2460.59,2411.78,2459.09,50322668,44521148416.0
2011-12-29,2447.3,2474.83,2443.02,2461.82,46108628,40569118720.0
2011-12-30,2469.02,2502.18,2469.02,2500.65,53649508,48589762560.0
2012-01-04,2517.84,2523.06,2448.67,2448.86,52687405,49131032576.0
2012-01-05,2438.85,2457.5,2405.18,2408.85,62982181,55240904704.0
2012-01-06,2404.61,2423.1,2378.05,2422.77,53017114,46490644480.0
2012-01-09,2423.59,2509.3,2401.83,2509.02,80343749,73314607104.0
2012-01-10,2506.51,2599.23,2501.78,2597.24,120542508,109019541504.0
2012-01-11,2594.62,2602.58,2572.44,2588.03,92607383,87056596992.0
2012-01-12,2577.99,2618.93,2573.81,2587.54,76191153,73646465024.0
2012-01-13,2589.68,2596.41,2513.41,2533.67,73622653,72646492160.0
2012-01-16,2513.56,2530.63,2475.18,2475.18,49302610,51083828736.0
2012-01-17,2476.35,2600.38,2458.32,2600.38,94354153,91055104000.0
2012-01-18,2604.82,2626.92,2548.28,2556.9,94717875,95870312448.0
2012-01-19,2556.95,2612.94,2545.67,2600.26,78589752,77635215360.0
2012-01-20,2608.09,2643.72,2595.07,2637.44,76597133,78096719872.0
2012-01-30,2643.36,2643.42,2597.78,2598.15,62271534,62174816768.0
2012-01-31,2598.05,2608.61,2582.09,2601.39,48992223,49644703232.0
2012-02-01,2595.17,2619.64,2561.27,2567.68,53251773,54769199872.0
2012-02-02,2575.52,2625.39,2568.6,2625.39,63854889,64604077312.0
2012-02-03,2618.32,2659.45,2611.78,2651.64,82117553,80681906176.0
2012-02-06,2656.51,2668.19,2638.35,2655.69,76329106,76238061568.0
2012-02-07,2640.63,2640.63,2590.73,2607.94,66494940,64433155584.0
2012-02-08,2605.62,2683.92,2599.62,2681.15,89708406,92622237696.0
2012-02-09,2678.32,2705.75,2667.52,2686.49,103197962,102024404992.0
2012-02-10,2679.3,2718.11,2678.5,2693.46,101359068,93819469824.0
2012-02-13,2664.42,2718.09,2654.88,2698.04,90152049,88464076800.0
2012-02-14,2695.0,2700.3,2673.32,2690.97,76334927,75765932032.0
2012-02-15,2684.82,2733.49,2678.68,2723.12,101716101,99129098240.0
2012-02-16,2718.03,2736.37,2691.82,2712.04,98173396,93629476864.0
2012-02-17,2725.72,2733.21,2692.94,2710.63,71802767,70207176704.0
2012-02-20,2747.18,2750.94,2714.46,2715.26,96545925,94237536256.0
2012-02-21,2717.61,2741.31,2691.75,2740.97,84698583,83033022464.0
2012-02-22,2742.26,2782.6,2739.74,2782.4,128168328,125519171584.0
2012-02-23,2780.6,2799.71,2771.85,2791.69,117325814,117348372480.0
2012-02-24,2792.15,2835.8,2786.78,2835.8,142589135,138548936704.0
2012-02-27,2845.95,2884.93,2844.09,2844.09,167263544,166921146368.0
2012-02-28,2837.7,2855.3,2819.7,2845.35,126601198,122999382016.0
2012-02-29,2837.79,2849.42,2810.75,2813.29,99535365,103529287680.0
2012-03-01,2800.91,2831.99,2799.86,2816.29,77785252,81717288960.0
2012-03-02,2820.81,2868.53,2820.81,2868.53,110356664,110302384128.0
2012-03-05,2876.93,2885.76,2853.16,2855.37,120499976,124281892864.0
2012-03-06,2846.72,2848.33,2804.98,2814.73,108086385,113294241792.0
2012-03-07,2787.12,2824.45,2784.42,2794.98,99052572,103983636480.0
2012-03-08,2804.2,2842.76,2804.19,2832.44,100749466,106124423168.0
2012-03-09,2841.05,2865.92,2828.22,2865.92,99262339,111230472192.0
2012-03-12,2865.9,2871.52,2841.97,2862.22,109405652,123256881152.0
2012-03-13,2861.05,2891.19,2855.37,2890.99,105900836,114603565056.0
2012-03-14,2904.48,2917.25,2784.62,2796.98,185017313,192815767552.0
2012-03-15,2793.52,2811.36,2757.15,2772.76,123459896,126705049600.0
2012-03-16,2778.61,2821.94,2765.86,2821.57,103626486,113928626176.0
2012-03-19,2817.18,2835.59,2797.01,2834.84,103047608,114855505920.0
2012-03-20,2827.05,2827.05,2782.17,2782.54,99528909,104414507008.0
2012-03-21,2794.97,2812.41,2761.76,2787.81,98284375,107254947840.0
2012-03-22,2786.15,2798.67,2766.95,2781.25,78580114,82501541888.0
2012-03-23,2771.62,2774.67,2733.13,2742.95,76199050,80573005824.0
2012-03-26,2740.1,2752.9,2726.93,2744.25,56701028,60745912064.0
2012-03-27,2755.29,2763.56,2732.22,2735.06,62053706,73683849216.0
2012-03-28,2725.43,2725.43,2642.23,2646.46,86275924,88710496256.0
2012-03-29,2633.94,2646.28,2591.76,2608.85,76932769,76184674304.0
2012-03-30,2612.2,2627.16,2597.38,2616.71,61853102,61530908672.0
2012-04-05,2612.71,2688.28,2605.43,2684.8,83684134,85912834048.0
2012-04-06,2681.89,2702.16,2674.65,2694.63,72434043,76030861312.0
2012-04-09,2685.26,2695.11,2665.35,2667.06,61191012,62310296320.0
2012-04-10,2660.01,2694.65,2623.23,2694.6,70162130,70935117824.0
2012-04-11,2666.66,2717.06,2659.66,2697.11,75231762,72487075840.0
2012-04-12,2699.8,2751.59,2693.45,2751.54,98285742,96206749696.0
2012-04-13,2757.72,2780.51,2752.17,2766.06,101314900,104983818240.0
2012-04-16,2747.32,2775.54,2742.02,2762.84,85065516,79615352832.0
2012-04-17,2760.45,2769.81,2726.56,2726.85,80669798,75232124928.0
2012-04-18,2735.25,2790.83,2730.48,2789.02,102942858,99439276032.0
2012-04-19,2787.47,2797.32,2771.93,2784.18,86810130,92692574208.0
2012-04-20,2779.01,2816.03,2776.55,2814.91,107276736,104646856704.0
2012-04-23,2812.32,2819.55,2780.9,2789.79,111832348,110780432384.0
2012-04-24,2774.58,2819.97,2727.56,2784.15,126871373,121121976320.0
2012-04-25,2776.63,2817.12,2771.1,2810.97,125378506,114763436032.0
2012-04-26,2816.74,2827.36,2797.23,2811.89,112424484,109921292288.0
2012-04-27,2809.3,2816.77,2798.68,2801.0,87080602,86996099072.0
2012-05-02,2836.89,2872.13,2817.0,2857.24,127805059,136030887936.0
2012-05-03,2852.04,2868.74,2848.52,2866.62,100974208,111667740672.0
2012-05-04,2864.51,2890.78,2851.37,2890.77,103889536,112053063680.0
2012-05-07,2874.47,2897.25,2870.12,2897.25,110860070,124573085696.0
2012-05-08,2896.68,2896.79,2863.78,2890.06,103907402,114423992320.0
2012-05-09,2866.27,2866.27,2834.41,2836.14,97731389,108084523008.0
2012-05-10,2835.67,2848.88,2829.39,2838.44,79353756,87044935680.0
2012-05-11,2833.83,2850.1,2818.89,2819.13,73366303,82540822528.0
2012-05-14,2838.43,2840.84,2798.83,2800.9,90056161,97885622272.0
2012-05-15,2780.74,2801.92,2771.05,2801.6,78877652,84404871168.0
2012-05-16,2794.05,2798.05,2758.17,2758.64,75874601,80363315200.0
2012-05-17,2760.67,2805.37,2753.19,2800.38,80403259,83147587584.0
2012-05-18,2781.34,2790.95,2750.1,2757.27,81173691,80458813440.0
2012-05-21,2755.06,2785.57,2742.0,2767.54,70098291,73691156480.0
2012-05-22,2778.7,2810.75,2778.7,2810.75,77304719,83216584704.0
2012-05-23,2804.59,2819.56,2779.68,2801.76,83733256,93822611456.0
2012-05-24,2796.66,2814.45,2771.19,2778.59,80326961,86922039296.0
2012-05-25,2778.11,2784.99,2744.39,2752.78,74967439,74038886400.0
2012-05-28,2741.81,2796.05,2718.21,2796.0,98304760,95446896640.0
2012-05-29,2796.21,2842.18,2793.67,2836.02,119746230,126003654656.0
2012-05-30,2831.17,2842.52,2824.09,2830.3,91475156,95177682944.0
2012-05-31,2811.22,2837.19,2805.08,2822.32,80891848,86493511680.0
2012-06-01,2823.28,2842.13,2810.03,2821.38,79142456,87934992384.0
2012-06-04,2782.49,2794.51,2738.87,2738.87,89618565,96228913152.0
2012-06-05,2744.46,2754.96,2727.32,2737.94,65572093,70712700928.0
2012-06-06,2743.04,2753.79,2722.8,2733.53,59263191,65684147968.0
2012-06-07,2757.89,2763.72,2711.68,2717.71,60470723,66112754944.0
2012-06-08,2737.48,2738.07,2695.76,2700.15,70038966,72270336000.0
2012-06-11,2704.62,2745.4,2697.96,2739.84,66881403,69845057536.0
2012-06-12,2724.72,2735.75,2710.64,2721.17,63255552,63702173696.0
2012-06-13,2727.87,2766.48,2721.19,2766.19,76724559,80760123392.0
2012-06-14,2759.2,2772.85,2743.79,2745.75,70817923,77285146624.0
2012-06-15,2750.54,2765.63,2719.18,2751.22,70607096,76558974976.0
2012-06-18,2760.77,2779.22,2758.5,2768.49,61896637,67122125056.0
2012-06-19,2764.81,2765.28,2742.45,2745.28,62836521,66329623552.0
2012-06-20,2750.45,2756.99,2732.91,2736.36,55628682,57238937856.0
2012-06-21,2730.4,2730.4,2683.5,2695.32,60069581,62247146240.0
2012-06-25,2683.73,2683.73,2631.1,2632.21,64588262,65035722752.0
2012-06-26,2617.42,2640.17,2603.69,2630.33,56366390,55379864832.0
2012-06-27,2627.87,2648.39,2619.16,2621.58,53240827,53076996352.0
2012-06-28,2626.64,2634.78,2594.9,2595.21,55190720,57021230336.0
2012-06-29,2586.97,2633.1,2584.89,2632.19,63249260,64282927872.0
2012-07-02,2645.68,2652.66,2627.69,2642.24,66697418,73129930752.0
2012-07-03,2641.58,2668.62,2634.22,2646.21,66795510,73472024576.0
2012-07-04,2651.6,2657.9,2630.45,2639.81,57686922,62275765248.0
2012-07-05,2625.96,2625.96,2586.98,2597.18,59702661,60094009344.0
2012-07-06,2604.31,2647.86,2585.5,2643.97,79268818,85807427584.0
2012-07-09,2626.28,2640.15,2581.3,2582.0,78490801,84830699520.0
2012-07-10,2575.68,2589.53,2563.06,2568.33,58773036,61751970816.0
2012-07-11,2563.36,2590.8,2562.93,2590.69,58878779,62699618048.0
2012-07-12,2585.2,2629.42,2569.74,2618.32,88428787,98671722496.0
2012-07-13,2608.92,2635.57,2606.09,2616.69,61037327,67773354240.0
2012-07-16,2618.17,2618.17,2552.34,2552.62,71918072,76183482368.0
2012-07-17,2543.71,2575.08,2543.04,2568.61,56546688,61613051904.0
2012-07-18,2565.74,2575.16,2525.62,2572.14,69458593,69803913216.0
2012-07-19,2564.79,2607.51,2558.56,2587.57,80145449,77097512960.0
2012-07-20,2578.79,2589.77,2556.12,2562.44,65090908,61365171456.0
