date,dr007,data_source
2008-02-03,3.054681124497992,SHIBOR_1W+利差调整
2008-02-04,3.035881124497992,SHIBOR_1W+利差调整
2008-02-05,2.722181124497992,SHIBOR_1W+利差调整
2008-02-13,2.743881124497992,SHIBOR_1W+利差调整
2008-02-14,2.742081124497992,SHIBOR_1W+利差调整
2008-02-15,2.750481124497992,SHIBOR_1W+利差调整
2008-02-18,2.705881124497992,SHIBOR_1W+利差调整
2008-02-19,2.723681124497992,SHIBOR_1W+利差调整
2008-02-20,2.790081124497992,SHIBOR_1W+利差调整
2008-02-21,3.992081124497992,SHIBOR_1W+利差调整
2008-02-22,3.894881124497992,SHIBOR_1W+利差调整
2008-02-25,4.554781124497992,SHIBOR_1W+利差调整
2008-02-26,4.359881124497992,SHIBOR_1W+利差调整
2008-02-27,3.018181124497992,SHIBOR_1W+利差调整
2008-02-28,2.967881124497992,SHIBOR_1W+利差调整
2008-02-29,2.971981124497992,SHIBOR_1W+利差调整
2008-03-03,2.963281124497992,SHIBOR_1W+利差调整
2008-03-04,2.768081124497992,SHIBOR_1W+利差调整
2008-03-05,2.734881124497992,SHIBOR_1W+利差调整
2008-03-06,2.722881124497992,SHIBOR_1W+利差调整
2008-03-07,2.522181124497992,SHIBOR_1W+利差调整
2008-03-10,2.466781124497992,SHIBOR_1W+利差调整
2008-03-11,2.668304557640751,SHIBOR_1W+利差调整
2008-03-12,2.819181124497992,SHIBOR_1W+利差调整
2008-03-13,2.727281124497992,SHIBOR_1W+利差调整
2008-03-14,2.694981124497992,SHIBOR_1W+利差调整
2008-03-17,2.6703045576407507,SHIBOR_1W+利差调整
2008-03-18,2.629381124497992,SHIBOR_1W+利差调整
2008-03-19,2.605604557640751,SHIBOR_1W+利差调整
2008-03-20,2.581381124497992,SHIBOR_1W+利差调整
2008-03-21,2.5663045576407506,SHIBOR_1W+利差调整
2008-03-24,2.543581124497992,SHIBOR_1W+利差调整
2008-03-25,2.529957908847185,SHIBOR_1W+利差调整
2008-03-26,2.614081124497992,SHIBOR_1W+利差调整
2008-03-27,2.531081124497992,SHIBOR_1W+利差调整
2008-03-28,2.534081124497992,SHIBOR_1W+利差调整
