date,industry_count,divergence
2020-06-12,12,0.1068657153133827
2020-06-15,12,0.1275006349196767
2020-06-16,12,0.1282470097278663
2020-06-17,12,0.1266502724968732
2020-06-18,12,0.1246909630961392
2020-06-19,12,0.1210523079971077
2020-06-22,12,0.1438430809137421
2020-06-23,12,0.1466245262244468
2020-06-24,12,0.1535290844714273
2020-06-29,12,0.1550462653417986
2020-06-30,12,0.1543506675679751
2020-07-01,12,0.1571583911348326
2020-07-02,12,0.1618843017176003
2020-07-03,12,0.1679565373875032
2020-07-06,12,0.1760945032481148
2020-07-07,12,0.1652141635898609
2020-07-08,12,0.1757874346860466
2020-07-09,12,0.1703386721538043
2020-07-10,12,0.1612137669421487
2020-07-13,12,0.1705829133738537
2020-07-14,12,0.1659129384958925
2020-07-15,12,0.1673950883675318
2020-07-16,12,0.1595284947088071
2020-07-17,12,0.1352633926250369
2020-07-20,12,0.1354378863147539
2020-07-21,12,0.1335967932709263
2020-07-22,12,0.1337827204895004
2020-07-23,12,0.1330668850012772
2020-07-24,12,0.1365047610588435
2020-07-27,12,0.1191919178640489
2020-07-28,12,0.119492374392117
2020-07-29,12,0.1170213337388852
2020-07-30,12,0.1121127499927876
2020-07-31,12,0.1107271105836511
2020-08-03,12,0.1096619574612868
2020-08-04,12,0.1062858013705524
2020-08-05,12,0.1658941303367277
2020-08-06,12,0.1659007604801755
2020-08-07,12,0.1689408177695904
2020-08-10,12,0.1666461409259279
2020-08-11,12,0.1691693044327553
2020-08-12,12,0.1658201488940545
2020-08-13,12,0.1644207004696942
2020-08-14,12,0.1647538055610121
2020-08-17,12,0.1667010603137216
2020-08-18,12,0.1647068810245056
2020-08-19,12,0.1693832963118857
2020-08-20,12,0.1608204055160108
2020-08-21,12,0.1642766796355621
2020-08-24,12,0.1662463012607439
2020-08-25,12,0.1684976310494486
2020-08-26,12,0.1663846735747274
2020-08-27,12,0.1660215022225813
2020-08-28,12,0.1638101738098301
2020-08-31,12,0.1638087437467357
2020-09-01,12,0.1634717109446474
2020-09-02,12,0.1637254603672245
2020-09-03,12,0.1632693518884557
2020-09-04,12,0.1614310707215154
2020-09-07,12,0.1609399951521988
2020-09-08,12,0.1564659762481367
2020-09-09,12,0.157468693637142
2020-09-10,12,0.1454613303690554
2020-09-11,12,0.1532429532285413
2020-09-14,12,0.1510266214279811
2020-09-15,12,0.1476872698658718
2020-09-16,12,0.1485952883020088
2020-09-17,12,0.1470624169911082
2020-09-18,12,0.1456855019289933
2020-09-21,12,0.1455665153493622
2020-09-22,12,0.14456051032778
2020-09-23,12,0.1470204551810966
2020-09-24,12,0.1461627872234934
2020-09-25,12,0.1416005891470544
2020-09-28,12,0.1397140339194709
2020-09-29,12,0.1378397920231233
2020-09-30,12,0.137373759601745
2020-10-09,12,0.1366342046263822
2020-10-12,12,0.1348404620344209
2020-10-13,12,0.1273181435927077
2020-10-14,12,0.1327232527639913
2020-10-15,12,0.1290891229567278
2020-10-16,12,0.1284428242636617
2020-10-19,12,0.1440087816540807
2020-10-20,12,0.1434535064761201
2020-10-21,12,0.1407924491668771
2020-10-22,12,0.138891256038533
2020-10-23,12,0.1409348807336276
2020-10-26,12,0.134492673524201
2020-10-27,12,0.1579326739757879
2020-10-28,12,0.156681008239428
2020-10-29,12,0.1573089648444136
2020-10-30,12,0.1737187796900353
2020-11-02,12,0.1670213136744177
2020-11-03,12,0.1793187497329025
2020-11-04,12,0.1873192063431462
2020-11-05,12,0.1878025159046169
2020-11-06,12,0.1881626886662741
2020-11-09,12,0.1890488380802517
2020-11-10,12,0.1832100122941107
2020-11-11,12,0.1783544391748578
2020-11-12,12,0.1764370758210054
2020-11-13,12,0.1729791687742795
2020-11-16,12,0.1728687986198129
2020-11-17,12,0.1761977071559964
2020-11-18,12,0.1774385104481837
2020-11-19,12,0.1772667689371523
2020-11-20,12,0.1843611104605537
2020-11-23,12,0.1831470138799458
2020-11-24,12,0.1863581001993577
2020-11-25,12,0.1865639176488501
2020-11-26,12,0.1838277592176332
2020-11-27,12,0.1881425785363063
2020-11-30,12,0.1890003354724994
2020-12-01,12,0.1915426601800269
2020-12-02,12,0.1867184634468323
2020-12-03,12,0.1889117916177317
2020-12-04,12,0.1933671352122964
2020-12-07,12,0.1953181102679686
2020-12-08,12,0.1943916340971103
2020-12-09,12,0.1971477787047184
2020-12-10,12,0.1921636738109611
2020-12-11,12,0.2119380333501093
2020-12-14,12,0.2034157082640458
2020-12-15,12,0.2088643158944425
2020-12-16,12,0.2094462612024024
2020-12-17,12,0.2080782750609312
2020-12-18,12,0.2111294658531175
2020-12-21,12,0.2114744776380921
2020-12-22,12,0.2090513480936653
2020-12-23,12,0.205581642319246
2020-12-24,12,0.2067195330649474
2020-12-25,12,0.2065809518401121
2020-12-28,12,0.2173057733251581
2020-12-29,12,0.2185434989745984
2020-12-30,12,0.2327328733036617
2020-12-31,12,0.235520494662227
2021-01-04,12,0.2309673609655945
2021-01-05,12,0.2461446855886893
2021-01-06,12,0.2683846184823902
2021-01-07,12,0.2758980916501274
2021-01-08,12,0.28466756497274
2021-01-11,12,0.2904384000069465
2021-01-12,12,0.3033414412729868
2021-01-13,12,0.2957821775806247
2021-01-14,12,0.3083158805065045
2021-01-15,12,0.3124577901527698
2021-01-18,12,0.3158457900635605
2021-01-19,12,0.3166379791538621
2021-01-20,12,0.3128579217791024
2021-01-21,12,0.3145649900036247
2021-01-22,12,0.3048185608096235
2021-01-25,12,0.3110427336691528
2021-01-26,12,0.3266529916567662
2021-01-27,12,0.3034673217593329
2021-01-28,12,0.3078657591208369
2021-01-29,12,0.2872946963471788
2021-02-01,12,0.2867112889353699
2021-02-02,12,0.2791465349676333
2021-02-03,12,0.290726956583379
2021-02-04,12,0.3020419359081457
2021-02-05,12,0.316682156038798
2021-02-08,12,0.319115169030567
2021-02-09,12,0.3131521285254361
2021-02-10,12,0.300633067998138
2021-02-18,12,0.2921992794141935
2021-02-19,12,0.3126312435159492
2021-02-22,12,0.3235944064291985
2021-02-23,12,0.3344449975385044
2021-02-24,12,0.3343957705503453
2021-02-25,12,0.3321410568902023
2021-02-26,12,0.3351844877484793
2021-03-01,12,0.3331018805859849
2021-03-02,12,0.3221144196327985
2021-03-03,12,0.3210093282453331
2021-03-04,12,0.3255666693196523
2021-03-05,12,0.3125494847081901
2021-03-08,12,0.309974274000423
2021-03-09,12,0.2986233281192985
2021-03-10,12,0.2871588019970336
2021-03-11,12,0.2915068662341511
2021-03-12,12,0.2894675827542117
2021-03-15,12,0.2912121837885806
2021-03-16,12,0.2905015223108246
2021-03-17,12,0.2916481183215615
2021-03-18,12,0.2894136762335276
2021-03-19,12,0.2908615055416332
2021-03-22,12,0.2891507860804595
2021-03-23,12,0.2853681129158235
2021-03-24,12,0.289877296462861
2021-03-25,12,0.2930139050819513
2021-03-26,12,0.2923955546416458
2021-03-29,12,0.2852462573600072
2021-03-30,12,0.2851310913164334
2021-03-31,12,0.2865738622385512
2021-04-01,12,0.2798557292238093
2021-04-02,12,0.279118552693367
2021-04-06,12,0.2829301764986998
2021-04-07,12,0.2876524304799859
2021-04-08,12,0.2865663228439299
2021-04-09,12,0.2833032568928079
2021-04-12,12,0.2787302944357778
2021-04-13,12,0.270102675694551
2021-04-14,12,0.2602900815224184
2021-04-15,12,0.2623397242562399
2021-04-16,12,0.2553885472563998
2021-04-19,12,0.2558177879339727
2021-04-20,12,0.2448206195785045
2021-04-21,12,0.2483769025742932
2021-04-22,12,0.2493758555602261
2021-04-23,12,0.2479044856727068
2021-04-26,12,0.2556001216891659
2021-04-27,12,0.2489516073017376
2021-04-28,12,0.2510369475832211
2021-04-29,12,0.259202072283293
2021-04-30,12,0.2587955479281871
2021-05-06,12,0.2767647451870316
2021-05-07,12,0.2830153135400747
2021-05-10,12,0.279628411805561
2021-05-11,12,0.2820433607964933
2021-05-12,12,0.2790965750666174
2021-05-13,12,0.2769316313552021
2021-05-14,12,0.2733500116001369
2021-05-17,12,0.2705734052959965
2021-05-18,12,0.2834063581730381
2021-05-19,12,0.2966411975862236
2021-05-20,12,0.2820921252356735
2021-05-21,12,0.274791649795269
2021-05-24,12,0.2612387477748733
2021-05-25,12,0.2616101377381825
2021-05-26,12,0.2550159015201948
2021-05-27,12,0.2594380031683662
2021-05-28,12,0.2622461883251176
2021-05-31,12,0.2744948285478515
2021-06-01,12,0.2727966228097296
2021-06-02,12,0.2742570726742338
2021-06-03,12,0.2842665619616406
2021-06-04,12,0.2820645309102947
2021-06-07,12,0.3005111872689523
2021-06-08,12,0.3308462154866128
2021-06-09,12,0.3213314065032161
2021-06-10,12,0.3314977980067911
2021-06-11,12,0.3279102838002327
2021-06-15,12,0.3426950710898004
2021-06-16,12,0.3447683770723394
2021-06-17,12,0.3266446077072142
2021-06-18,12,0.3224677691983562
2021-06-21,12,0.3326471861234118
2021-06-22,12,0.3374633842402048
2021-06-23,12,0.3405293569168623
2021-06-24,12,0.3455733618134461
2021-06-25,12,0.3408326078346214
2021-06-28,12,0.3569135180922687
2021-06-29,12,0.354861937944083
2021-06-30,12,0.3462713691067507
2021-07-01,12,0.3434726757843799
2021-07-02,12,0.343175680713478
2021-07-05,12,0.3360124495670491
2021-07-06,12,0.3365866783831676
2021-07-07,12,0.33747469241621
2021-07-08,12,0.3332068923923572
2021-07-09,12,0.3367034941923357
2021-07-12,12,0.3634428498151787
2021-07-13,12,0.3494009686359702
2021-07-14,12,0.3610038904415754
2021-07-15,12,0.3627805399910967
2021-07-16,12,0.3646933730799285
2021-07-19,12,0.3845027522416313
2021-07-20,12,0.3938652801088653
2021-07-21,12,0.3941956833414595
2021-07-22,12,0.3904029967297865
2021-07-23,12,0.3922447006600603
2021-07-26,12,0.3838885326532857
2021-07-27,12,0.3715040954472178
2021-07-28,12,0.3523271387972132
2021-07-29,12,0.3611410828052165
2021-07-30,12,0.3312737697931154
2021-08-02,12,0.3313706992440738
2021-08-03,12,0.3362345205029966
2021-08-04,12,0.3493108601038708
2021-08-05,12,0.3457950771339135
2021-08-06,12,0.3450944399534598
2021-08-09,12,0.3481090685004158
2021-08-10,12,0.3590347047236972
2021-08-11,12,0.3552087221961963
2021-08-12,12,0.3560318065190688
2021-08-13,12,0.3574719763186715
2021-08-16,12,0.3596268927788759
2021-08-17,12,0.3604485545688678
2021-08-18,12,0.3374718807703243
2021-08-19,12,0.3468118120782715
2021-08-20,12,0.346530890026412
2021-08-23,12,0.3501764103299608
2021-08-24,12,0.337709965305643
2021-08-25,12,0.3399366056562726
2021-08-26,12,0.3409324497215108
2021-08-27,12,0.3418780097345765
2021-08-30,12,0.3425404768986606
2021-08-31,12,0.3451223891395393
2021-09-01,12,0.3440055191187751
2021-09-02,12,0.3486924329682527
2021-09-03,12,0.3589050610382451
2021-09-06,12,0.3602011033147878
2021-09-07,12,0.3541869020495284
2021-09-08,12,0.3534206211666273
2021-09-09,12,0.3689877418741145
2021-09-10,12,0.3710747221626066
2021-09-13,12,0.3730316315571169
2021-09-14,12,0.3785036562226029
2021-09-15,12,0.381497046132341
2021-09-16,12,0.381366825148756
2021-09-17,12,0.372517319552908
2021-09-22,12,0.3775486939462501
2021-09-23,12,0.3784993742330537
2021-09-24,12,0.3793603305856879
2021-09-27,12,0.3838007866919256
2021-09-28,12,0.3946031760024934
2021-09-29,12,0.4008780397516229
2021-09-30,12,0.3863681606426252
2021-10-08,12,0.3766127609756983
2021-10-11,12,0.3814755112942419
2021-10-12,12,0.3800284468921351
2021-10-13,12,0.3663701984282537
2021-10-14,12,0.3737781848866267
2021-10-15,12,0.3682942582490789
2021-10-18,12,0.3681112603410706
2021-10-19,12,0.3693781100098617
2021-10-20,12,0.366278546995076
2021-10-21,12,0.3595304659102095
2021-10-22,12,0.3577220312922566
2021-10-25,12,0.3657828999326996
2021-10-26,12,0.3622986430451386
2021-10-27,12,0.370926483384401
2021-10-28,12,0.3705535085186029
2021-10-29,12,0.3819435515385619
2021-11-01,12,0.365332726446565
2021-11-02,12,0.3996245871574507
2021-11-03,12,0.399318311012371
2021-11-04,12,0.4070694213455771
2021-11-05,12,0.3910324930301003
2021-11-08,12,0.3989822466977282
2021-11-09,12,0.4009650950852539
2021-11-10,12,0.3948192886409736
2021-11-11,12,0.3913772945288871
2021-11-12,12,0.3916690321304319
2021-11-15,12,0.3886010412349772
2021-11-16,12,0.3876533932473668
2021-11-17,12,0.3862894097234923
2021-11-18,12,0.3849276702322231
2021-11-19,12,0.4117498852729347
2021-11-22,12,0.4070913735508953
2021-11-23,12,0.4005486738531949
2021-11-24,12,0.3986356586488447
2021-11-25,12,0.4208486259510141
2021-11-26,12,0.4208696965222979
2021-11-29,12,0.422043782726663
2021-11-30,12,0.4342350510115383
2021-12-01,12,0.4357692378609307
2021-12-02,12,0.4369424169049154
2021-12-03,12,0.4401928252953757
2021-12-06,12,0.4344476516308856
2021-12-07,12,0.4149281092631706
2021-12-08,12,0.4139650937403165
2021-12-09,12,0.4133241050931477
2021-12-10,12,0.4069960064361784
2021-12-13,12,0.4004541310363758
2021-12-14,12,0.3959496262294902
2021-12-15,12,0.3944272553391931
2021-12-16,12,0.3876993535480929
2021-12-17,12,0.3836878454305915
2021-12-20,12,0.3761811798313929
2021-12-21,12,0.3807808526220915
2021-12-22,12,0.3665108006362331
2021-12-23,12,0.3687944309875133
2021-12-24,12,0.3711294107221735
2021-12-27,12,0.368270215021822
2021-12-28,12,0.3562482242025671
2021-12-29,12,0.3561412372634499
2021-12-30,12,0.3740014538171429
2021-12-31,12,0.3804757653855936
2022-01-04,12,0.3755502322974006
2022-01-05,12,0.3867231673046272
2022-01-06,12,0.3884633245612766
2022-01-07,12,0.390926130586295
2022-01-10,12,0.3880704819061922
2022-01-11,12,0.3805829770694638
2022-01-12,12,0.3659180159347739
2022-01-13,12,0.3662398979920147
2022-01-14,12,0.3532919809529458
2022-01-17,12,0.3567550705657056
2022-01-18,12,0.3489115125107328
2022-01-19,12,0.3553119344879469
2022-01-20,12,0.3475175813410194
2022-01-21,12,0.3587000243574786
2022-01-24,12,0.3468464775959876
2022-01-25,12,0.3577584725052798
2022-01-26,12,0.3196768610100322
2022-01-27,12,0.3194270881979448
2022-01-28,12,0.2933142045063349
2022-02-07,12,0.296078719456179
2022-02-08,12,0.2933118314333016
2022-02-09,12,0.2968864371567744
2022-02-10,12,0.2906038357539594
2022-02-11,12,0.2900337763639697
2022-02-14,12,0.2830379366273975
2022-02-15,12,0.3098205231439371
2022-02-16,12,0.312626503942639
2022-02-17,12,0.3041831188340137
2022-02-18,12,0.3075566237588428
2022-02-21,12,0.3104545791352984
2022-02-22,12,0.315040935653622
2022-02-23,12,0.3110552652491661
2022-02-24,12,0.3010890928693804
2022-02-25,12,0.2898885630173085
2022-02-28,12,0.2902946589329028
2022-03-01,12,0.2869506960061277
2022-03-02,12,0.2846855604605235
2022-03-03,12,0.2852892866362467
2022-03-04,12,0.2807236473814459
2022-03-07,12,0.2766202653252035
2022-03-08,12,0.2591981426134927
2022-03-09,12,0.2563769337331552
2022-03-10,12,0.2531757736967852
2022-03-11,12,0.2557176616437387
2022-03-14,12,0.259282486214159
2022-03-15,12,0.2541403350674414
2022-03-16,12,0.2413132888810283
2022-03-17,12,0.2242614681886023
2022-03-18,12,0.2158848086744179
2022-03-21,12,0.2172757253155375
2022-03-22,12,0.2176244063969779
2022-03-23,12,0.2218263155260751
2022-03-24,12,0.2246352831832054
2022-03-25,12,0.2265238045247194
2022-03-28,12,0.224052528170649
2022-03-29,12,0.223182249222574
2022-03-30,12,0.2255466981200234
2022-03-31,12,0.2199822815402096
2022-04-01,12,0.2212435956197231
2022-04-06,12,0.2249801398193934
2022-04-07,12,0.2279389644864464
2022-04-08,12,0.2187279465306876
2022-04-11,12,0.220891560125624
2022-04-12,13,0.2142878095200866
2022-04-13,13,0.2078523873470115
2022-04-14,13,0.2049613796456184
2022-04-15,13,0.2063577756558745
2022-04-18,13,0.2110693299472109
2022-04-19,13,0.2148515140932021
2022-04-20,13,0.2154325213643418
2022-04-21,13,0.2140089903984705
2022-04-22,13,0.2064590903501978
2022-04-25,13,0.2041814901216503
2022-04-26,13,0.1768886209841002
2022-04-27,13,0.1825475829480631
2022-04-28,13,0.1698465051240263
2022-04-29,13,0.1751937960000462
2022-05-05,13,0.1638390944246474
2022-05-06,13,0.1685935192279877
2022-05-09,13,0.169244307698398
2022-05-10,13,0.1693849359266355
2022-05-11,13,0.1651185052401179
2022-05-12,13,0.1672376187407978
2022-05-13,13,0.1665056360073863
2022-05-16,13,0.1665688353086635
2022-05-17,13,0.14889235657995
2022-05-18,13,0.1448938961699337
2022-05-19,13,0.1451088594922684
2022-05-20,13,0.1452181603619191
2022-05-23,13,0.1417993414266721
2022-05-24,13,0.1390944039795918
2022-05-25,13,0.1348049975197166
2022-05-26,13,0.1367787868421818
2022-05-27,13,0.1393011402123268
2022-05-30,13,0.1377917508444652
2022-05-31,13,0.1372174534201613
2022-06-01,13,0.1360692313851311
2022-06-02,13,0.1354380036251369
2022-06-06,13,0.1372359811071891
2022-06-07,13,0.1343065046748087
2022-06-08,13,0.1394276624659
2022-06-09,13,0.1385395379308249
2022-06-10,13,0.1368290856788804
2022-06-13,13,0.1335737348013868
2022-06-14,13,0.1318658855577404
2022-06-15,13,0.1338901129704466
2022-06-16,13,0.1417066388751577
2022-06-17,13,0.1491352694944947
2022-06-20,13,0.1550605551229953
2022-06-21,13,0.1531729617054161
2022-06-22,13,0.1545342290430367
2022-06-23,13,0.1518797192763424
2022-06-24,13,0.1493750874773892
2022-06-27,13,0.1436138090429444
2022-06-28,13,0.1443174178112561
2022-06-29,13,0.1453455294778172
2022-06-30,13,0.145010547175696
2022-07-01,13,0.1477879493190838
2022-07-04,13,0.1477418386820876
2022-07-05,13,0.1491529408981635
2022-07-06,13,0.1466363479616573
2022-07-07,13,0.1512047138512111
2022-07-08,13,0.1533461164072309
2022-07-11,13,0.2749835489910248
2022-07-12,13,0.2761948187169556
2022-07-13,13,0.2786649621147654
2022-07-14,13,0.2782587391087708
2022-07-15,13,0.2784831647303212
2022-07-18,13,0.2753940097026074
2022-07-19,13,0.2719286356586824
2022-07-20,13,0.2765059033883108
2022-07-21,13,0.2819243948759797
2022-07-22,13,0.2846220634886536
2022-07-25,13,0.3052093469880352
2022-07-26,13,0.3049540455277462
2022-07-27,13,0.3194873658496172
2022-07-28,13,0.3204859656278076
2022-07-29,13,0.3425103616665591
2022-08-01,13,0.3330621302295452
2022-08-02,13,0.3362174838232823
2022-08-03,13,0.3251176959558085
2022-08-04,13,0.3300040431904774
2022-08-05,13,0.3286342832382748
2022-08-08,13,0.3328966465112876
2022-08-09,13,0.3356147915751793
2022-08-10,13,0.3339711774232119
2022-08-11,13,0.3316554104732689
2022-08-12,13,0.3278126012341688
2022-08-15,13,0.3257616544579308
2022-08-16,13,0.3291661419849936
2022-08-17,13,0.3279592852615155
2022-08-18,13,0.3535280153503888
2022-08-19,13,0.3559945511190364
2022-08-22,13,0.3538465571289065
2022-08-23,13,0.3528050653660295
2022-08-24,13,0.354691581078388
2022-08-25,13,0.3434401156545815
2022-08-26,13,0.3442799193612856
2022-08-29,13,0.3392153857033929
2022-08-30,13,0.3614335999496012
2022-08-31,13,0.3606731899519716
2022-09-01,13,0.3625070314048054
2022-09-02,13,0.3737820172296286
2022-09-05,13,0.3785442156059868
2022-09-06,13,0.3793581047371444
2022-09-07,13,0.381066195295901
2022-09-08,13,0.3787077036210301
2022-09-09,13,0.3726155880783418
2022-09-13,13,0.3716328290134941
2022-09-14,13,0.3761532523169978
2022-09-15,13,0.3716066092348505
2022-09-16,13,0.3706259674648392
2022-09-19,13,0.3683968775392734
2022-09-20,13,0.3710643725219045
2022-09-21,13,0.3757610842599985
2022-09-22,13,0.3783573269201744
2022-09-23,13,0.3817600192900586
2022-09-26,13,0.378918860992254
2022-09-27,13,0.3833959868019017
2022-09-28,13,0.3745291164298666
2022-09-29,13,0.3636003589318601
2022-09-30,13,0.3672831335296922
2022-10-10,13,0.3648559022152391
2022-10-11,13,0.3905994913298556
2022-10-12,13,0.3944904628561756
2022-10-13,13,0.3882102183323886
2022-10-14,13,0.3877741921401511
2022-10-17,13,0.3789054467697849
2022-10-18,13,0.3818159274998536
2022-10-19,13,0.3876113335484437
2022-10-20,13,0.3798422815584901
2022-10-21,13,0.3843853841648299
2022-10-24,13,0.3838267920486322
2022-10-25,13,0.3874891422664667
2022-10-26,13,0.3870441880855475
2022-10-27,13,0.3788386169770089
2022-10-28,13,0.381164550030783
2022-10-31,13,0.3665600190826136
2022-11-01,13,0.370923289273421
2022-11-02,13,0.3707200874148648
2022-11-03,13,0.3727495808958417
2022-11-04,13,0.3711593263889842
2022-11-07,13,0.3678781620797736
2022-11-08,13,0.3672009271833075
2022-11-09,13,0.366835889026064
2022-11-10,13,0.3664372879307463
2022-11-11,13,0.3653188891796127
2022-11-14,13,0.3732572777831142
2022-11-15,13,0.3757756258511335
2022-11-16,13,0.3806681807491335
2022-11-17,13,0.3780690950873936
2022-11-18,13,0.3845624953038776
2022-11-21,13,0.3819184914274155
2022-11-22,13,0.3817986274443118
2022-11-23,13,0.370588071200099
2022-11-24,13,0.3705328027741364
2022-11-25,13,0.3847650188032816
2022-11-28,13,0.3841559006517046
2022-11-29,13,0.3849094547495267
