date,northbound_net_buy_100m
2019-07-17,17.5105
2019-07-18,18.4497
2019-07-19,61.8924
2019-07-22,3.85
2019-07-23,-4.0566
2019-07-24,20.5019
2019-07-25,19.4873
2019-07-26,-13.866700000000002
2019-07-29,0.58980000000001
2019-07-30,24.5098
2019-07-31,-4.9916
2019-08-01,-11.5082
2019-08-02,-68.1199
2019-08-05,-34.630300000000005
2019-08-06,-29.7873
2019-08-07,-30.5043
2019-08-08,25.4925
2019-08-09,13.949000000000002
2019-08-12,22.3917
2019-08-13,-24.3609
2019-08-14,11.8365
2019-08-15,1.3724
2019-08-16,-2.1734
2019-08-19,78.4761
2019-08-20,-12.6233
2019-08-21,19.9941
2019-08-22,15.1533
2019-08-23,11.4877
2019-08-26,-30.3373
2019-08-27,112.7098
2019-08-28,-7.78410000000002
2019-08-29,3.83169999999998
2019-08-30,67.1955
2019-09-02,53.099
2019-09-03,0.18659999999998
2019-09-04,49.7288
2019-09-05,91.8323
2019-09-06,85.2392
2019-09-09,27.8546
2019-09-10,23.7874
2019-09-11,24.3202
2019-09-12,32.9548
2019-09-16,9.0994
2019-09-17,-5.182000000000009
2019-09-18,39.2137
2019-09-19,26.9258
2019-09-20,148.6234
2019-09-23,-15.3135
2019-09-24,27.5172
2019-09-25,4.92959999999999
2019-09-26,24.9747
2019-09-27,3.185
2019-09-30,-6.35170000000001
2019-10-08,17.4395
2019-10-09,-22.1687
2019-10-10,1.3633000000000002
2019-10-11,37.2614
2019-10-14,27.0163
2019-10-15,36.7125
2019-10-16,27.3642
2019-10-17,17.3879
2019-10-18,-12.4349
2019-10-21,29.1477
2019-10-22,2.94849999999999
2019-10-23,-18.0457
2019-10-24,5.604200000000009
2019-10-25,15.3767
2019-10-28,28.397
2019-10-29,24.2363
2019-10-30,28.9953
2019-10-31,73.8932
2019-11-01,74.4927
2019-11-04,40.8483
2019-11-05,52.0048
2019-11-06,7.91069999999998
2019-11-07,21.096
2019-11-08,13.6693
2019-11-11,6.699599999999991
2019-11-12,-0.1081
2019-11-13,-17.630399999999998
2019-11-14,12.1102
2019-11-15,16.8429
2019-11-18,14.5905
2019-11-19,25.2435
2019-11-20,1.8988
2019-11-21,6.29129999999999
2019-11-22,9.4476
2019-11-25,56.364
2019-11-26,214.3015
2019-11-27,24.2167
2019-11-28,17.3801
2019-11-29,6.71
2019-12-02,27.1045
2019-12-03,34.566
2019-12-04,39.5756
2019-12-05,60.6456
2019-12-06,43.6179
2019-12-09,33.9078
2019-12-10,29.5471
2019-12-11,23.6794
2019-12-12,65.21770000000001
2019-12-13,52.7059
2019-12-16,7.000099999999979
2019-12-17,88.06530000000001
2019-12-18,44.831
2019-12-19,35.3637
2019-12-20,37.1532
2019-12-23,17.491500000000002
2019-12-27,46.809
2019-12-30,44.279700000000005
2019-12-31,-1.6225000000000198
2020-01-02,101.4705
2020-01-03,33.6085
2020-01-06,43.5521
2020-01-07,45.0696
2020-01-08,14.2295
2020-01-09,75.5058
2020-01-10,29.5824
2020-01-13,77.10470000000001
2020-01-14,34.2796
2020-01-15,10.441400000000002
2020-01-16,38.465
2020-01-17,35.2135
2020-01-20,41.93
2020-01-21,-71.28020000000001
2020-01-22,-7.63910000000002
2020-01-23,-117.618
2020-02-03,181.8939
2020-02-04,49.2017
2020-02-05,-3.08139999999999
2020-02-06,105.5796
2020-02-07,-32.9928
2020-02-10,-32.7234
2020-02-11,10.4352
2020-02-12,14.8511
2020-02-13,7.91200000000003
2020-02-14,43.2275
2020-02-17,53.623900000000006
2020-02-18,-53.904700000000005
2020-02-19,37.4464
2020-02-20,38.9792
2020-02-21,-11.2008
2020-02-24,-87.0514
2020-02-25,-48.3134
2020-02-26,-67.2689
2020-02-27,-39.405
2020-02-28,-51.368
2020-03-02,41.5201
2020-03-03,4.80289999999997
2020-03-04,-7.8043
2020-03-05,48.1062
2020-03-06,-30.421100000000003
2020-03-09,-143.1889
2020-03-10,30.9587
2020-03-11,-74.6503
2020-03-12,-83.8038
2020-03-13,-147.263
2020-03-16,-98.0748
2020-03-17,-82.3803
2020-03-18,-71.9123
2020-03-19,-102.2035
2020-03-20,16.866300000000003
2020-03-23,-79.9926
2020-03-24,39.8714
2020-03-25,25.0386
2020-03-26,-13.5751
2020-03-27,34.1373
2020-03-30,-1.25690000000002
2020-03-31,16.4985
2020-04-01,42.35
2020-04-02,43.3176
2020-04-03,-19.4318
2020-04-07,126.7376
2020-04-08,-34.527
2020-04-14,142.2898
2020-04-15,33.5439
2020-04-16,38.1451
2020-04-17,86.23629999999999
2020-04-20,0.49929999999999
2020-04-21,-27.5252
2020-04-22,11.7806
2020-04-23,6.91050000000001
2020-04-24,32.4975
2020-04-27,39.3859
2020-04-28,10.3669
2020-05-06,11.4035
2020-05-07,-31.4842
2020-05-08,48.6505
2020-05-11,26.4756
2020-05-12,17.4994
2020-05-13,-2.04639999999999
2020-05-14,-13.2481
2020-05-15,11.9438
2020-05-18,34.0387
2020-05-19,36.9905
2020-05-20,20.3856
2020-05-21,21.3103
2020-05-22,-33.2551
2020-05-25,21.4531
2020-05-26,38.8548
2020-05-27,12.8847
2020-05-28,28.1829
2020-05-29,51.0717
2020-06-01,104.8564
2020-06-02,19.2868
2020-06-03,44.142
2020-06-04,28.8347
2020-06-05,43.3946
2020-06-08,6.1424
2020-06-09,46.285
2020-06-10,4.2241
2020-06-11,1.4518
2020-06-12,-8.95009999999998
2020-06-15,-40.7018
2020-06-16,39.7039
2020-06-17,-27.2142
2020-06-18,49.5657
2020-06-19,182.3336
2020-06-22,21.8237
2020-06-23,7.5247999999999795
2020-06-24,18.5582
2020-06-29,-14.469
2020-07-02,171.1509
2020-07-03,131.9388
2020-07-06,136.5222
2020-07-07,98.4385
2020-07-08,11.5329
2020-07-09,79.5141
2020-07-10,-43.9312
2020-07-13,68.5035000000001
2020-07-14,-173.84150000000002
2020-07-15,-27.0562
2020-07-16,-69.2036
2020-07-17,10.4342
2020-07-20,-58.9896
2020-07-21,-30.1124
2020-07-22,41.7026
2020-07-23,-36.536100000000005
2020-07-24,-163.57389999999998
2020-07-27,-15.1432
2020-07-28,-22.328000000000003
2020-07-29,77.3135
2020-07-30,-63.3808
2020-07-31,-19.0316
2020-08-03,-1.95279999999999
2020-08-04,21.3665
2020-08-05,-19.8107
2020-08-06,-25.4751000000001
2020-08-07,-18.6227
2020-08-10,0.07369999999999
2020-08-11,39.4822
2020-08-12,-16.3774
2020-08-13,-20.8217
2020-08-14,64.2907
2020-08-17,57.1343
2020-08-18,-20.3772
2020-08-19,-61.3363
2020-08-20,-28.3248
2020-08-21,11.2679
2020-08-24,19.4732
2020-08-25,17.3802
2020-08-26,-11.7728
2020-08-27,-10.0498
2020-08-28,64.42779999999999
2020-08-31,-80.2601999999999
2020-09-01,-2.99930000000004
2020-09-02,-66.1426
2020-09-03,-10.0382
2020-09-04,-63.1761
2020-09-07,-54.6539
2020-09-08,63.5066
2020-09-09,-37.5816
2020-09-10,9.988699999999987
2020-09-11,12.9093
2020-09-14,-31.4333
2020-09-15,33.2117
2020-09-16,7.420099999999979
2020-09-17,4.39010000000002
2020-09-18,94.7356
2020-09-21,-64.9577
2020-09-22,-20.0179
2020-09-23,-27.5282
2020-09-24,-121.6786
2020-09-25,-12.9201
2020-09-28,-10.7894
2020-09-29,-0.93939999999999
2020-09-30,-29.0391
2020-10-09,112.6684
2020-10-12,135.0999
2020-10-14,-15.5468
2020-10-15,-3.33139999999996
2020-10-16,-5.02889999999999
2020-10-19,-32.4304
2020-10-20,-11.1252
2020-10-21,-69.22399999999999
2020-10-22,-27.4781
2020-10-27,-46.3691
2020-10-28,1.8637000000000297
2020-10-29,17.8639
2020-10-30,-56.7344
2020-11-02,30.8047
2020-11-03,31.213800000000003
2020-11-04,2.35970000000001
2020-11-05,109.9714
2020-11-06,39.8098
2020-11-09,196.9918
2020-11-10,-41.0979
2020-11-11,-9.29809999999998
2020-11-12,-5.06800000000003
2020-11-13,-49.3973
2020-11-16,25.8949
2020-11-17,0.53330000000002
2020-11-18,-0.1418
2020-11-19,4.384799999999959
2020-11-20,24.433200000000003
2020-11-23,100.5118
2020-11-24,-1.375
2020-11-25,-15.6883
2020-11-26,60.28939999999999
2020-11-27,24.7648
2020-11-30,49.3945
2020-12-01,162.9281
2020-12-02,-40.2484
2020-12-03,35.9442000000001
2020-12-04,37.3851
2020-12-07,-11.6012
2020-12-08,66.7565
2020-12-09,38.899
2020-12-10,15.2161
2020-12-11,-39.6782
2020-12-14,2.2282
2020-12-15,-3.50110000000001
2020-12-16,19.1542
2020-12-17,80.578
2020-12-18,-13.6241
2020-12-21,78.6074
2020-12-22,-35.8569
2020-12-23,43.3861
2020-12-28,-4.08140000000003
2020-12-29,44.712
2020-12-30,64.4008
2020-12-31,30.7843
2021-01-04,-5.4191000000000304
2021-01-05,-44.4437000000001
2021-01-06,2.35919999999998
2021-01-07,32.630700000000004
2021-01-08,206.1462
2021-01-11,8.935800000000091
2021-01-12,84.4484
2021-01-13,27.1215
2021-01-14,51.0704
2021-01-15,8.013399999999969
2021-01-18,16.3659
2021-01-19,9.18460000000003
2021-01-20,33.9425
2021-01-21,56.7791
2021-01-22,-20.1978
2021-01-25,19.31
2021-01-26,-35.412
2021-01-27,-12.5473
2021-01-28,-64.0457
2021-01-29,25.3283
2021-02-01,34.592
2021-02-02,32.8087
2021-02-03,34.2298999999999
2021-02-04,67.7057
2021-02-05,83.92530000000001
2021-02-08,79.297
2021-02-09,26.2361
2021-02-10,-17.8018
2021-02-18,50.73479999999999
2021-02-19,95.5262000000001
2021-02-22,-11.1395
2021-02-23,6.5076999999999705
2021-02-24,-6.73239999999998
2021-02-25,-7.324500000000009
2021-02-26,-56.320600000000006
2021-03-01,37.8646000000001
2021-03-02,-67.9062
2021-03-03,90.103
2021-03-04,-73.6914
2021-03-05,5.26699999999997
2021-03-08,-85.88850000000001
2021-03-09,24.3104
2021-03-10,52.25020000000001
2021-03-11,67.194
2021-03-12,8.27149999999998
2021-03-15,36.8698
2021-03-16,55.7237
2021-03-17,1.64730000000003
2021-03-18,33.1541
2021-03-19,-40.3157
2021-03-22,71.63119999999999
2021-03-23,-71.8391
2021-03-24,50.0575
2021-03-25,27.485100000000003
2021-03-26,64.3014
2021-03-29,-58.4246
2021-03-30,38.0722
2021-03-31,-79.0316
2021-04-07,-28.1583
2021-04-08,-17.0292
2021-04-09,-8.07149999999998
2021-04-12,43.0422
2021-04-13,84.7105
2021-04-14,57.3138
2021-04-15,-9.50110000000001
2021-04-16,71.5256
2021-04-19,163.1568
2021-04-20,-4.97479999999996
2021-04-21,-10.5671
2021-04-22,-15.9668
2021-04-23,78.5946
2021-04-26,32.041
2021-04-27,35.1235
2021-04-28,20.0792
2021-04-29,50.8764
2021-04-30,-16.122
2021-05-06,1.84290000000001
2021-05-07,3.80440000000002
2021-05-10,45.2668
2021-05-11,-47.8075
2021-05-12,-4.2811999999999895
2021-05-13,-56.3952
2021-05-14,90.3354
2021-05-17,25.7803
2021-05-20,-15.2457
2021-05-21,-5.78310000000005
2021-05-24,18.8623
2021-05-25,217.2333
2021-05-26,91.0324
2021-05-27,146.2735
2021-05-28,-5.26250000000004
2021-05-31,52.108
2021-06-01,11.0267
2021-06-02,-20.1384
2021-06-03,15.2114
2021-06-04,30.6697
2021-06-07,-39.7177
2021-06-08,3.0082
2021-06-09,28.1373
2021-06-10,68.203
2021-06-11,-30.3207
2021-06-15,-51.5369
2021-06-16,-4.05169999999998
2021-06-17,15.9371
2021-06-18,-10.3981
2021-06-21,-20.0913
2021-06-22,-24.1295
2021-06-23,81.98479999999999
2021-06-24,30.9718
2021-06-25,141.0305
2021-06-28,-40.5531
2021-06-29,-31.3922
2021-07-02,-86.0252
2021-07-05,59.1895
2021-07-06,-0.60160000000004
2021-07-07,43.7267
2021-07-08,-17.0106
2021-07-09,-2.11239999999998
2021-07-12,16.4204
2021-07-13,25.7879
2021-07-14,-108.0585
2021-07-15,123.9817
2021-07-16,-41.4444
2021-07-19,43.741400000000006
2021-07-20,30.6383
2021-07-21,31.1718
2021-07-22,59.2664000000001
2021-07-23,-46.5949
2021-07-26,-128.0173
2021-07-27,-41.718900000000005
2021-07-28,80.5282
2021-07-29,42.2796000000001
2021-07-30,22.4716
2021-08-02,51.8385999999999
2021-08-03,17.991499999999903
2021-08-04,55.4574
2021-08-05,-19.6531999999999
2021-08-06,-4.74400000000001
2021-08-09,44.6613
2021-08-10,10.4171
2021-08-11,-28.152600000000003
2021-08-12,-1.7832
2021-08-13,-12.3809
2021-08-16,62.0161
2021-08-17,14.7411
2021-08-18,34.3250000000001
2021-08-19,-107.8313
2021-08-20,-108.1602
2021-08-23,18.3131
2021-08-24,53.1504
2021-08-25,34.1864999999999
2021-08-26,12.2906
2021-08-27,62.0304
2021-08-30,18.8674
2021-08-31,61.46979999999999
2021-09-01,76.88
2021-09-02,51.369
2021-09-03,70.6805
2021-09-06,33.8064999999999
2021-09-07,60.6861
2021-09-08,-16.1795
2021-09-09,26.1515000000001
2021-09-10,36.189299999999896
2021-09-13,-38.2436
2021-09-14,-41.282700000000006
2021-09-15,21.395100000000003
2021-09-16,-30.1416
2021-09-23,-43.0912
2021-09-24,27.3049
2021-09-27,14.7705
2021-09-28,47.8591
2021-09-29,-2.6682
2021-09-30,9.70459999999999
2021-10-08,-25.7175999999999
2021-10-11,1.87239999999998
2021-10-12,-13.7851
2021-10-15,26.9263
2021-10-18,-80.1845
2021-10-19,39.0648
2021-10-20,40.7945
2021-10-21,101.5399
2021-10-22,131.8158
2021-10-25,8.94189999999999
2021-10-26,8.4534
2021-10-27,-30.4237
2021-10-28,71.7185
2021-10-29,47.3798
2021-11-01,7.111899999999991
2021-11-02,23.6503000000001
2021-11-03,7.31459999999996
2021-11-04,12.0539
2021-11-05,-5.989599999999991
2021-11-08,-10.0252
2021-11-09,-21.1564
2021-11-10,-118.0978
2021-11-11,86.0974
2021-11-12,36.2705
2021-11-15,33.8242
2021-11-16,41.993100000000005
2021-11-17,-2.37870000000003
2021-11-18,-44.5279
2021-11-19,82.9251
2021-11-22,14.3527
2021-11-23,52.2268
2021-11-24,23.6967
2021-11-25,11.7155
2021-11-26,-44.88890000000001
2021-11-29,32.8422
2021-11-30,-34.1064
2021-12-01,30.0093
2021-12-02,30.2125
2021-12-03,92.2104
2021-12-06,3.9513999999999903
2021-12-07,79.4946
2021-12-08,96.8476
2021-12-09,216.5631
2021-12-10,91.4836
2021-12-13,53.656400000000005
2021-12-14,60.2593
2021-12-15,7.51689999999999
2021-12-16,58.8455
2021-12-17,-65.612
2021-12-20,-9.70760000000002
2021-12-21,-9.97009999999998
2021-12-22,-17.4491
2021-12-23,24.9186
2021-12-28,12.9255
2021-12-29,6.61899999999998
2021-12-30,81.4141
2021-12-31,45.7302
2022-01-04,4.60160000000003
2022-01-05,30.4631
2022-01-06,-66.3795
2022-01-07,93.3463
2022-01-10,47.5756
2022-01-11,-40.2641
2022-01-12,70.1779
2022-01-13,-5.85459999999999
2022-01-14,2.81970000000001
2022-01-17,17.0662
2022-01-18,23.3508
2022-01-19,38.212
2022-01-20,125.7647
2022-01-21,87.57809999999999
2022-01-24,34.5233
2022-01-25,-35.7358
2022-01-26,11.3936
2022-01-27,-146.2353
2022-01-28,-124.6586
2022-02-07,55.517
2022-02-08,-8.1718
2022-02-09,4.84289999999997
2022-02-10,45.2049
2022-02-11,10.0494
2022-02-14,-37.884
2022-02-15,-35.4439
2022-02-16,-16.2341
2022-02-17,17.2003
2022-02-18,48.375
2022-02-21,-35.2141
2022-02-22,-73.3974
2022-02-23,14.2172
2022-02-24,-33.5795
2022-02-25,63.8465
2022-02-28,20.4715
2022-03-01,32.7626
2022-03-02,-7.755700000000001
2022-03-03,-7.30849999999999
2022-03-04,4.57390000000003
2022-03-07,-82.712
2022-03-08,-86.9896
2022-03-09,-109.3445
2022-03-10,-33.7396
2022-03-11,-50.4177
2022-03-14,-144.0822
2022-03-15,-160.2449
2022-03-16,-0.82300000000007
2022-03-17,53.653
2022-03-18,84.57420000000009
2022-03-21,-84.18610000000001
2022-03-22,-9.21780000000003
2022-03-23,-1.93609999999997
2022-03-24,-1.2748999999999802
2022-03-25,-31.1743
2022-03-28,50.30350000000001
2022-03-29,-3.28099999999999
2022-03-30,127.2561
2022-03-31,10.5345
2022-04-01,44.2089
2022-04-06,-53.2101
2022-04-07,-6.085499999999991
2022-04-08,-6.27420000000002
2022-04-11,-57.6163
2022-04-12,91.3704
2022-04-13,-4.97619999999999
2022-04-19,-19.4362
2022-04-20,-52.8772
2022-04-21,9.1098
2022-04-22,67.6497
2022-04-25,-43.9732
2022-04-26,15.4291
2022-04-27,43.59479999999999
2022-04-28,-6.365600000000049
2022-04-29,42.4556
2022-05-05,-23.6228
2022-05-10,-89.2581000000001
2022-05-11,22.2772
2022-05-12,-27.027600000000003
2022-05-13,20.7861
2022-05-16,-78.26060000000001
2022-05-17,59.6005
2022-05-18,-22.7744
2022-05-19,51.2504
2022-05-20,142.3606
2022-05-23,-57.4384
2022-05-24,-95.4914
2022-05-25,34.0941
2022-05-26,-15.9727
2022-05-27,39.0061
2022-05-30,70.4874
2022-05-31,138.6548
2022-06-01,12.474
2022-06-02,31.8261
2022-06-06,112.5469
2022-06-07,46.07020000000001
2022-06-08,57.671800000000005
2022-06-09,35.7941
2022-06-10,116.2203
2022-06-13,-135.1919
2022-06-14,39.4444
2022-06-15,133.592
2022-06-16,44.5203
2022-06-17,91.6752
2022-06-20,-97.0329
2022-06-21,-10.6227
2022-06-22,-68.20020000000001
2022-06-23,120.3274
2022-06-24,96.1729
2022-06-27,72.6547
2022-06-28,46.4815
2022-06-29,-16.8253
2022-07-04,45.015
2022-07-05,-13.4847
2022-07-06,-13.8260000000001
2022-07-07,5.54099999999999
2022-07-08,12.3585
2022-07-11,-10.6843
2022-07-12,-42.5097
2022-07-13,-68.741
2022-07-14,-9.16809999999998
2022-07-15,-89.3053
2022-07-18,35.5158
2022-07-19,-98.5852
2022-07-20,36.7802
2022-07-21,-27.5217
2022-07-22,16.445999999999998
2022-07-25,-33.850500000000004
2022-07-26,72.5675
2022-07-27,-37.3815
2022-07-28,27.3335
2022-07-29,-17.1896
2022-08-01,23.9824
2022-08-02,-23.1121
2022-08-03,-10.4936
2022-08-04,-32.0489
2022-08-05,29.3393
2022-08-08,-10.7492
2022-08-09,-22.1222
2022-08-10,-62.3649
2022-08-11,132.9533
2022-08-12,38.782
2022-08-15,10.8675
2022-08-16,8.67490000000002
2022-08-17,68.72
2022-08-18,-46.1275
2022-08-19,17.127
2022-08-22,43.2477
2022-08-23,-92.2806
2022-08-24,-66.1469
2022-08-25,16.7051
2022-08-26,51.5133
2022-08-29,21.4523
2022-08-30,-49.798100000000005
2022-08-31,79.0047000000001
2022-09-01,-8.41760000000002
2022-09-02,-37.8291
2022-09-05,-76.1499
2022-09-06,-38.9912
2022-09-07,-33.7362
2022-09-08,-0.86590000000004
2022-09-09,147.5323
2022-09-13,39.7118
2022-09-14,-14.1425
2022-09-15,-41.3303
2022-09-16,-45.1234
2022-09-19,16.0271
2022-09-20,-5.22730000000003
2022-09-21,-30.5981
2022-09-22,-36.4856
2022-09-23,-5.05590000000004
2022-09-26,42.7658
2022-09-27,32.7247
2022-09-28,-38.3956
2022-09-29,34.2908
2022-09-30,-13.01
2022-10-10,14.3069
2022-10-11,-12.4416
2022-10-12,-58.7558
2022-10-13,-80.3494
2022-10-14,74.7199
2022-10-17,-44.2467
2022-10-18,-37.5658
2022-10-19,-60.0228
2022-10-20,-62.233900000000006
2022-10-21,-89.2272
2022-10-24,-179.11520000000002
2022-10-25,28.4492
2022-10-26,34.3271
2022-10-27,9.59010000000002
2022-10-28,-20.3151
2022-10-31,-90.1209
2022-11-01,61.5457
2022-11-02,-75.81729999999999
2022-11-03,-45.6491
2022-11-04,99.9271999999999
2022-11-07,-40.3161
2022-11-08,-37.9371
2022-11-09,-6.8382000000000005
2022-11-10,-7.572599999999979
2022-11-11,146.6607
2022-11-14,166.01930000000002
2022-11-15,81.5423
2022-11-16,9.98349999999995
2022-11-17,14.0872
2022-11-18,51.1998
2022-11-21,-20.4554
2022-11-22,-7.590800000000019
2022-11-23,15.6522
2022-11-24,12.358
2022-11-25,74.5146
2022-11-28,-37.5961
2022-11-29,98.0569
2022-11-30,49.1738
2022-12-01,114.4957
2022-12-02,40.9406
2022-12-05,58.9344
2022-12-06,5.4091
2022-12-07,2.73479999999996
2022-12-08,1.13620000000003
2022-12-09,-2.7149000000000503
2022-12-12,-43.3764
2022-12-13,-9.46540000000001
2022-12-14,16.5171
2022-12-15,49.358900000000006
2022-12-16,43.6153
2022-12-19,-14.9145
2022-12-20,11.5601
2022-12-21,18.7393
2022-12-22,28.1454
2022-12-28,39.1833
2022-12-29,-11.0987
2022-12-30,0.93110000000001
2023-01-03,-6.45
2023-01-04,18.442
2023-01-05,127.5333
2023-01-06,60.662600000000005
2023-01-09,77.003
2023-01-10,58.0124
2023-01-11,76.1421
2023-01-12,95.4478
2023-01-13,133.3612
2023-01-16,158.42690000000002
2023-01-17,92.8797
2023-01-18,47.3539
2023-01-19,93.9331
2023-01-20,92.56459999999998
2023-01-30,186.1432
2023-01-31,101.4415
2023-02-01,69.7374
2023-02-02,26.9348
2023-02-03,-42.463
2023-02-06,-5.433999999999981
2023-02-07,-38.6092
2023-02-08,-13.8891
2023-02-09,121.0055
2023-02-10,-33.7427
2023-02-13,6.92299999999999
2023-02-14,5.98760000000002
2023-02-15,-18.6351
2023-02-16,67.943
2023-02-17,20.294
2023-02-20,60.0328
2023-02-21,18.5403
2023-02-22,-47.3423
2023-02-23,-21.503
2023-02-24,-50.971
2023-02-27,-19.1883
2023-02-28,-13.0403
2023-03-01,70.1031
2023-03-02,7.65489999999998
2023-03-03,20.6633
2023-03-06,0.75799999999999
2023-03-07,-1.87790000000001
2023-03-08,-10.1427
2023-03-09,-41.7604
2023-03-10,-52.9583
2023-03-13,27.7019
2023-03-14,7.547200000000011
2023-03-15,32.8614
2023-03-16,7.87360000000004
2023-03-17,71.8259
2023-03-20,16.0245
2023-03-21,42.95140000000001
2023-03-22,4.78599999999999
2023-03-23,48.083
2023-03-24,-2.34170000000002
2023-03-27,-6.941400000000031
2023-03-28,3.54469999999998
2023-03-29,43.2294
2023-03-30,48.0711
2023-03-31,16.7436
2023-04-03,5.78650000000001
2023-04-04,-36.5078000000001
2023-04-11,26.2639999999999
2023-04-12,-42.0812
2023-04-13,-0.86880000000001
2023-04-14,64.2429
2023-04-17,19.1803
2023-04-18,22.6448
2023-04-19,-9.15709999999996
2023-04-20,46.9084
2023-04-21,-76.1925
2023-04-24,-38.2772
2023-04-25,-49.1722
2023-04-26,7.51300000000003
2023-04-27,-1.66449999999997
2023-04-28,15.8538
2023-05-04,-14.3897
2023-05-05,6.33200000000004
2023-05-08,20.4939999999999
2023-05-09,9.83459999999999
2023-05-10,55.7137
2023-05-11,0.2936999999999899
2023-05-12,13.2604
2023-05-15,40.8483
2023-05-16,-34.0079
2023-05-17,16.8657
2023-05-18,-18.3592
2023-05-19,-22.2557
2023-05-22,41.3191
2023-05-23,-79.7615
2023-05-24,-44.8228
2023-05-25,-95.6153
2023-05-29,14.3687
2023-05-30,6.49480000000003
2023-05-31,-37.981
2023-06-01,-18.0156
2023-06-02,85.344
2023-06-05,-12.1482
2023-06-06,-10.7745
2023-06-07,25.1099000000001
2023-06-08,29.515
2023-06-09,-14.4091
2023-06-12,-29.296100000000003
2023-06-13,-2.31470000000001
2023-06-14,-21.9439
2023-06-15,92.0092
2023-06-16,105.4554
2023-06-19,-14.4652
2023-06-20,17.4191
2023-06-21,-6.41240000000002
2023-06-26,21.1721
2023-06-27,-25.9612
2023-06-28,-40.7163
2023-06-29,-76.0604
2023-06-30,36.7525
2023-07-03,26.8537999999999
2023-07-04,-19.4951
2023-07-05,-40.3503
2023-07-06,-13.4395
2023-07-07,-45.17229999999999
2023-07-10,12.303
2023-07-11,34.8909
2023-07-12,4.94560000000001
2023-07-13,135.8464
2023-07-14,10.4519
2023-07-18,-87.6516
2023-07-19,-49.3151
2023-07-20,3.46650000000001
2023-07-21,58.2507
2023-07-24,-51.4256000000001
2023-07-25,189.8341
2023-07-26,5.15130000000001
2023-07-27,37.4709
2023-07-28,164.0298
2023-07-31,93.4677
2023-08-01,48.5429
2023-08-02,-50.192
2023-08-03,5.43369999999999
2023-08-04,27.4204
2023-08-07,-24.9765
2023-08-08,-68.1455
2023-08-09,-13.3188
2023-08-10,-25.9863
2023-08-11,-123.375
2023-08-14,-46.6321
2023-08-15,-97.7342
2023-08-16,-46.3917
2023-08-17,-15.1854
2023-08-18,-85.21889999999999
2023-08-21,-64.1232
2023-08-22,-63.7805
2023-08-23,-104.6131
2023-08-24,32.3343
2023-08-25,-24.0129
2023-08-28,-82.4724
2023-08-29,-6.8043
2023-08-30,-24.6302000000001
2023-08-31,-42.9638
2023-09-04,68.8429
2023-09-05,-46.0912
2023-09-06,0.40790000000005
2023-09-07,-70.723
2023-09-11,22.4391
2023-09-12,-19.7953
2023-09-13,-65.9195
2023-09-14,-64.18220000000001
2023-09-15,-24.601
2023-09-18,28.2917
2023-09-19,-24.2287000000001
2023-09-20,-35.3979
2023-09-21,-43.3006
2023-09-22,74.9289
2023-09-25,-80.39359999999999
2023-09-26,-62.959
2023-09-27,18.0322
2023-09-28,-49.9512
2023-10-09,-74.6023
2023-10-10,-54.712700000000005
2023-10-11,-3.8996000000000297
2023-10-12,66.1575
2023-10-13,-64.3854
2023-10-16,-64.76939999999999
2023-10-17,-30.575
2023-10-18,-11.6064
2023-10-19,-117.0427
2023-10-20,-16.4622
2023-10-24,-50.4557
2023-10-25,-12.952
2023-10-26,12.2675
2023-10-27,46.6803
2023-10-30,-23.9761
2023-10-31,-47.5339
2023-11-01,-20.8225
2023-11-02,26.8174
2023-11-03,71.08279999999999
2023-11-06,52.73
2023-11-07,-45.8757
2023-11-08,-37.1
2023-11-09,-0.63360000000004
2023-11-10,-48.6412
2023-11-13,-14.4279
2023-11-14,-21.0929
2023-11-15,36.2565
2023-11-16,-21.9041
2023-11-17,-28.5887
2023-11-20,13.7297
2023-11-21,1.42279999999999
2023-11-22,-35.3855
2023-11-23,50.5798
2023-11-24,-61.9598
2023-11-27,3.3402
2023-11-28,28.3446
2023-11-29,-50.8
2023-11-30,85.1631
2023-12-01,-49.9727
2023-12-04,-14.4083
2023-12-05,-75.2067
2023-12-06,23.417600000000004
2023-12-07,3.73159999999996
2023-12-08,4.59960000000006
2023-12-11,-32.592600000000004
2023-12-12,-50.2393
2023-12-13,-95.8981
2023-12-14,34.6276
2023-12-15,-41.65560000000001
2023-12-18,27.2699
2023-12-19,-21.1268
2023-12-20,-15.4217
2023-12-21,12.0282
2023-12-22,-25.1098
2023-12-27,56.7795
2023-12-28,135.5843
2023-12-29,-5.66200000000001
2024-01-02,-52.693900000000006
2024-01-03,16.8905
2024-01-04,-39.3636
2024-01-05,19.9175
2024-01-08,-43.4653
2024-01-09,0.18760000000002
2024-01-10,6.89650000000001
2024-01-11,42.3051
2024-01-12,-30.3176
2024-01-15,-3.54759999999998
2024-01-16,-41.3313
2024-01-17,-130.5664
2024-01-18,-7.411200000000029
2024-01-19,-52.0861
2024-01-22,10.4739
2024-01-23,37.8997
2024-01-24,-5.38950000000001
2024-01-25,62.9353
2024-01-26,15.1004
2024-01-29,-5.923800000000011
2024-01-30,17.4237
2024-01-31,37.010999999999896
2024-02-01,27.2634
2024-02-02,23.6018
2024-02-05,12.11
2024-02-06,126.0458
2024-02-07,16.8384
2024-02-08,5.82999999999993
2024-02-19,-63.7242
2024-02-20,-1.23109999999997
2024-02-21,135.94899999999998
