date,index_close,pe_ttm_index,pe_ttm_median,pb_index,pb_median
2009-08-13,,25.88,25.88,3.51,3.82
2009-08-14,,25.15,25.15,3.41,3.65
2009-08-17,,23.66,23.66,3.21,3.37
2009-08-18,,23.84,23.84,3.26,3.44
2009-08-19,,22.82,22.82,3.13,3.27
2009-08-20,,23.81,23.81,3.26,3.42
2009-08-21,,24.2,24.2,3.29,3.48
2009-08-24,,23.83,23.83,3.29,3.55
2009-08-25,,23.17,23.17,3.2,3.46
2009-08-26,,23.53,23.53,3.24,3.55
2009-08-27,,23.41,23.41,3.22,3.59
2009-08-28,,22.55,22.55,3.11,3.52
2009-08-31,,20.81,20.81,2.91,3.25
2009-09-01,,21.0,21.0,2.94,3.21
2009-09-02,,21.32,21.32,2.98,3.23
2009-09-03,,22.32,22.32,3.12,3.4
2009-09-04,,22.44,22.44,3.14,3.44
2009-09-07,,22.57,22.57,3.16,3.49
2009-09-08,,22.99,22.99,3.21,3.53
2009-09-09,,23.07,23.07,3.22,3.56
2009-09-10,,22.91,22.91,3.2,3.48
2009-09-11,,23.47,23.47,3.28,3.57
2009-09-14,,23.76,23.76,3.32,3.66
2009-09-15,,23.77,23.77,3.32,3.68
2009-09-16,,23.49,23.49,3.28,3.68
2009-09-17,,23.95,23.95,3.36,3.75
2009-09-18,,23.2,23.2,3.25,3.62
2009-09-21,,23.26,23.26,3.26,3.68
2009-09-22,,22.76,22.76,3.2,3.58
2009-09-23,,22.33,22.33,3.14,3.47
2009-09-24,,22.45,22.45,3.15,3.48
2009-09-25,,22.33,22.33,3.14,3.44
2009-09-28,,21.75,21.75,3.05,3.33
2009-09-29,,21.71,21.71,3.05,3.28
2009-09-30,,21.93,21.93,3.07,3.31
2009-10-09,,22.94,22.94,3.21,3.49
2009-10-12,,22.83,22.83,3.2,3.48
2009-10-13,,23.13,23.13,3.24,3.55
2009-10-14,,23.33,23.33,3.27,3.58
2009-10-15,,23.39,23.39,3.28,3.59
2009-10-16,,23.36,23.36,3.27,3.58
2009-10-19,,23.81,23.81,3.34,3.68
2009-10-20,,24.2,24.2,3.39,3.73
2009-10-21,,24.1,24.1,3.38,3.67
2009-10-22,,23.91,23.91,3.35,3.71
2009-10-23,,24.4,24.4,3.42,3.73
2009-10-26,,24.11,24.11,3.4,3.74
2009-10-27,,23.28,23.28,3.3,3.64
2009-10-28,,23.67,23.67,3.32,3.67
2009-10-29,,23.27,23.27,3.21,3.56
2009-10-30,,23.04,23.04,3.19,3.58
2009-11-02,,23.74,23.74,3.28,3.68
2009-11-03,,23.99,23.99,3.31,3.76
2009-11-04,,24.08,24.08,3.33,3.78
2009-11-05,,24.25,24.25,3.35,3.82
2009-11-06,,24.31,24.31,3.36,3.83
2009-11-09,,24.36,24.36,3.37,3.86
2009-11-10,,24.42,24.42,3.37,3.87
2009-11-11,,24.37,24.37,3.36,3.87
2009-11-12,,24.34,24.34,3.36,3.87
2009-11-13,,24.44,24.44,3.36,3.91
2009-11-16,,25.12,25.12,3.45,4.0
2009-11-17,,25.21,25.21,3.46,4.03
2009-11-18,,25.37,25.37,3.49,4.06
2009-11-19,,25.46,25.46,3.5,4.11
2009-11-20,,25.35,25.35,3.48,4.1
2009-11-23,,25.55,25.55,3.51,4.19
2009-11-24,,24.68,24.68,3.39,4.01
2009-11-25,,25.13,25.13,3.45,4.13
2009-11-26,,24.28,24.28,3.34,3.96
2009-11-27,,23.75,23.75,3.26,3.86
2009-11-30,,24.49,24.49,3.36,4.04
2009-12-01,,24.75,24.75,3.4,4.14
2009-12-02,,25.0,25.0,3.43,4.18
2009-12-03,,24.94,24.94,3.42,4.21
2009-12-04,,25.42,25.42,3.49,4.14
2009-12-07,,25.53,25.53,3.5,4.22
2009-12-08,,25.25,25.25,3.46,4.2
2009-12-09,,24.83,24.83,3.4,4.13
2009-12-10,,24.94,24.94,3.42,4.17
2009-12-11,,24.89,24.89,3.41,4.17
2009-12-14,,25.34,25.34,3.47,4.16
2009-12-15,,25.11,25.11,3.44,4.16
2009-12-16,,24.96,24.96,3.42,4.14
2009-12-17,,24.43,24.43,3.34,4.02
2009-12-18,,23.93,23.93,3.28,3.84
2009-12-21,,23.98,23.98,3.28,3.88
2009-12-22,,23.46,23.46,3.21,3.78
2009-12-23,,23.66,23.66,3.24,3.86
2009-12-24,,24.27,24.27,3.32,3.98
2009-12-25,,24.19,24.19,3.31,3.99
2009-12-28,,24.54,24.54,3.35,4.05
2009-12-29,,24.73,24.73,3.38,4.08
2009-12-30,,25.18,25.18,3.44,4.07
2009-12-31,,25.31,25.31,3.46,4.11
2010-01-04,,25.19,25.19,3.42,4.14
2010-01-05,,25.45,25.45,3.46,4.17
2010-01-06,,25.21,25.21,3.42,4.17
2010-01-07,,24.67,24.67,3.36,4.11
2010-01-08,,24.7,24.7,3.36,4.14
2010-01-11,,24.81,24.81,3.37,4.17
2010-01-12,,25.25,25.25,3.43,4.23
2010-01-13,,24.37,24.37,3.33,4.21
2010-01-14,,24.67,24.67,3.37,4.29
2010-01-15,,24.73,24.73,3.38,4.31
2010-01-18,,24.82,24.82,3.36,4.37
2010-01-19,,24.89,24.89,3.37,4.38
2010-01-20,,24.15,24.15,3.27,4.2
2010-01-21,,24.25,24.25,3.29,4.23
2010-01-22,,24.07,24.07,3.26,4.1
2010-01-25,,23.8,23.8,3.23,4.05
2010-01-26,,23.27,23.27,3.15,3.91
2010-01-27,,22.99,22.99,3.11,3.9
2010-01-28,,23.02,23.02,3.12,3.95
2010-01-29,,23.01,23.01,3.12,3.97
2010-02-01,,22.63,22.63,3.07,3.91
2010-02-02,,22.58,22.58,3.06,3.88
2010-02-03,,23.15,23.15,3.14,3.94
2010-02-04,,23.01,23.01,3.12,3.98
2010-02-05,,22.56,22.56,3.06,3.92
2010-02-08,,22.52,22.52,3.06,3.91
2010-02-09,,22.61,22.61,3.07,3.89
2010-02-10,,22.87,22.87,3.1,3.94
2010-02-11,,22.88,22.88,3.11,3.92
2010-02-12,,23.17,23.17,3.14,3.97
2010-02-22,,23.02,23.02,3.12,3.98
2010-02-23,,22.82,22.82,3.09,3.99
2010-02-24,,23.11,23.11,3.13,4.07
2010-02-25,,23.39,23.39,3.17,4.17
2010-02-26,,23.29,23.29,3.16,4.16
2010-03-01,,23.53,23.53,3.2,4.22
2010-03-02,,23.42,23.42,3.18,4.22
2010-03-03,,23.56,23.56,3.2,4.24
2010-03-04,,23.03,23.03,3.13,4.11
2010-03-05,,23.06,23.06,3.13,4.13
2010-03-08,,23.2,23.2,3.15,4.18
2010-03-09,,23.34,23.34,3.17,4.18
2010-03-10,,23.16,23.16,3.14,4.1
2010-03-11,,23.19,23.19,3.15,4.05
2010-03-12,,22.82,22.82,3.11,3.97
2010-03-15,,22.5,22.5,3.07,3.94
2010-03-16,,22.58,22.58,3.08,3.96
2010-03-17,,23.01,23.01,3.14,4.06
2010-03-18,,22.95,22.95,3.13,4.07
2010-03-19,,23.13,23.13,3.14,4.12
2010-03-22,,23.18,23.18,3.15,4.14
2010-03-23,,22.95,22.95,3.12,4.1
2010-03-24,,22.59,22.59,3.11,4.11
2010-03-25,,22.7,22.7,3.08,4.05
2010-03-26,,22.84,22.84,3.09,4.11
2010-03-29,,23.12,23.12,3.15,4.14
2010-03-30,,23.2,23.2,3.15,4.16
2010-03-31,,22.97,22.97,3.12,4.14
2010-04-01,,22.97,22.97,3.12,4.15
2010-04-02,,23.25,23.25,3.16,4.25
2010-04-06,,23.23,23.23,3.16,4.26
2010-04-07,,23.14,23.14,3.15,4.24
2010-04-08,,22.54,22.54,3.09,4.23
2010-04-09,,22.74,22.74,3.12,4.27
2010-04-12,,22.56,22.56,3.09,4.3
2010-04-13,,22.87,22.87,3.14,4.24
2010-04-14,,22.79,22.79,3.14,4.3
2010-04-15,,22.76,22.76,3.14,4.24
2010-04-16,,22.5,22.5,3.1,4.21
2010-04-19,,21.19,21.19,2.96,4.03
2010-04-20,,21.11,21.11,2.93,4.03
2010-04-21,,21.41,21.41,2.98,4.12
2010-04-22,,21.09,21.09,2.94,4.15
2010-04-23,,20.93,20.93,2.93,4.11
2010-04-26,,20.65,20.65,2.9,4.1
2010-04-27,,20.07,20.07,2.84,3.96
2010-04-28,,19.61,19.61,2.81,3.92
2010-04-29,,19.02,19.02,2.76,3.77
2010-04-30,,18.5,18.5,2.71,3.69
2010-05-04,,18.28,18.28,2.68,3.68
2010-05-05,,18.38,18.38,2.69,3.78
2010-05-06,,17.63,17.63,2.59,3.65
2010-05-07,,17.32,17.32,2.54,3.53
2010-05-10,,17.4,17.4,2.55,3.51
2010-05-11,,17.07,17.07,2.51,3.41
2010-05-12,,17.18,17.18,2.52,3.35
2010-05-13,,17.54,17.54,2.57,3.45
2010-05-14,,17.44,17.44,2.56,3.46
2010-05-17,,16.58,16.58,2.43,3.21
2010-05-18,,16.84,16.84,2.47,3.28
2010-05-19,,16.79,16.79,2.47,3.27
2010-05-20,,16.61,16.61,2.44,3.23
2010-05-21,,16.82,16.82,2.47,3.29
2010-05-24,,17.38,17.38,2.55,3.46
2010-05-25,,17.03,17.03,2.5,3.42
2010-05-26,,17.03,17.03,2.5,3.44
2010-05-27,,17.22,17.22,2.55,3.49
2010-05-28,,17.21,17.21,2.55,3.5
2010-05-31,,16.83,16.83,2.49,3.37
2010-06-01,,16.69,16.69,2.47,3.3
2010-06-02,,16.68,16.68,2.47,3.34
2010-06-03,,16.57,16.57,2.46,3.32
2010-06-04,,16.56,16.56,2.47,3.36
2010-06-07,,16.27,16.27,2.43,3.33
2010-06-08,,16.28,16.28,2.42,3.35
