date,index_close,pe_ttm_index,pe_ttm_median,pb_index,pb_median
2007-03-30,,37.6,37.6,4.11,3.82
2007-04-02,,38.11,38.11,4.1,3.88
2007-04-03,,38.55,38.55,4.14,3.92
2007-04-04,,37.25,37.25,4.15,3.94
2007-04-05,,37.55,37.55,4.19,4.03
2007-04-06,,37.63,37.63,4.2,4.1
2007-04-09,,38.46,38.46,4.29,4.19
2007-04-10,,38.58,38.58,4.31,4.23
2007-04-11,,39.01,39.01,4.37,4.27
2007-04-12,,39.03,39.03,4.43,4.37
2007-04-13,,38.89,38.89,4.41,4.34
2007-04-16,,38.54,38.54,4.47,4.43
2007-04-17,,38.45,38.45,4.47,4.53
2007-04-18,,37.83,37.83,4.51,4.66
2007-04-19,,35.97,35.97,4.29,4.36
2007-04-20,,37.28,37.28,4.46,4.59
2007-04-23,,38.54,38.54,4.61,4.78
2007-04-24,,38.55,38.55,4.56,4.8
2007-04-25,,38.59,38.59,4.58,4.83
2007-04-26,,38.68,38.68,4.6,4.86
2007-04-27,,37.15,37.15,4.54,4.84
2007-04-30,,36.84,36.84,4.58,4.92
2007-05-08,,38.64,38.64,4.72,5.14
2007-05-09,,39.25,39.25,4.79,5.1
2007-05-10,,39.58,39.58,4.83,5.15
2007-05-11,,39.22,39.22,4.79,5.09
2007-05-14,,39.48,39.48,4.82,5.11
2007-05-15,,38.06,38.06,4.65,4.95
2007-05-16,,38.88,38.88,4.75,5.1
2007-05-17,,39.43,39.43,4.82,5.24
2007-05-18,,39.93,39.93,4.82,5.28
2007-05-21,,40.3,40.3,4.87,5.39
2007-05-22,,40.65,40.65,4.91,5.51
2007-05-23,,41.29,41.29,4.99,5.64
2007-05-24,,41.06,41.06,4.96,5.59
2007-05-25,,41.28,41.28,4.99,5.71
2007-05-28,,42.26,42.26,5.11,5.87
2007-05-29,,43.29,43.29,5.22,5.99
2007-05-30,,40.49,40.49,4.89,5.45
2007-05-31,,41.25,41.25,4.99,5.34
2007-06-01,,40.25,40.25,4.87,5.0
2007-06-04,,36.89,36.89,4.47,4.54
2007-06-05,,38.0,38.0,4.61,4.62
2007-06-06,,38.16,38.16,4.63,4.69
2007-06-07,,39.26,39.26,4.76,4.92
2007-06-08,,39.49,39.49,4.79,5.02
2007-06-11,,40.35,40.35,4.89,5.15
2007-06-12,,41.09,41.09,4.99,5.32
2007-06-13,,42.09,42.09,5.11,5.52
2007-06-14,,41.44,41.44,5.03,5.42
2007-06-15,,41.55,41.55,5.05,5.46
2007-06-18,,42.76,42.76,5.21,5.58
2007-06-19,,42.84,42.84,5.23,5.7
2007-06-20,,41.92,41.92,5.12,5.56
2007-06-21,,42.51,42.51,5.2,5.48
2007-06-22,,41.19,41.19,5.05,5.18
2007-06-25,,39.74,39.74,4.87,4.88
2007-06-26,,40.11,40.11,4.92,4.98
2007-06-27,,41.25,41.25,5.04,5.09
2007-06-28,,39.56,39.56,4.83,4.68
2007-06-29,,38.71,38.71,4.73,4.5
2007-07-02,,39.13,39.13,4.74,4.58
2007-07-03,,39.82,39.82,4.81,4.65
2007-07-04,,38.98,38.98,4.71,4.5
2007-07-05,,36.89,36.89,4.46,4.21
2007-07-06,,38.61,38.61,4.67,4.45
2007-07-09,,39.69,39.69,4.8,4.64
2007-07-10,,39.69,39.69,4.78,4.47
2007-07-11,,39.85,39.85,4.8,4.53
2007-07-12,,40.32,40.32,4.86,4.54
2007-07-13,,40.29,40.29,4.86,4.56
2007-07-16,,39.33,39.33,4.74,4.43
2007-07-17,,40.12,40.12,4.84,4.5
2007-07-18,,40.47,40.47,4.88,4.52
2007-07-19,,40.24,40.24,4.85,4.53
2007-07-20,,41.75,41.75,5.03,4.74
2007-07-23,,43.3,43.3,5.22,4.98
2007-07-24,,43.23,43.23,5.22,4.98
2007-07-25,,44.36,44.36,5.36,5.17
2007-07-26,,44.3,44.3,5.39,5.21
2007-07-27,,44.21,44.21,5.39,5.31
2007-07-30,,45.2,45.2,5.51,5.4
2007-07-31,,45.29,45.29,5.52,5.45
2007-08-01,,43.59,43.59,5.32,5.14
2007-08-02,,44.73,44.73,5.46,5.38
2007-08-03,,46.35,46.35,5.65,5.39
2007-08-06,,47.06,47.06,5.74,5.54
2007-08-07,,47.25,47.25,5.77,5.54
2007-08-08,,47.32,47.32,5.78,5.43
2007-08-09,,48.27,48.27,5.89,5.49
2007-08-10,,47.79,47.79,5.87,5.41
2007-08-13,,48.42,48.42,5.95,5.43
2007-08-14,,48.83,48.83,6.01,5.55
2007-08-15,,48.24,48.24,5.99,5.48
2007-08-16,,47.04,47.04,5.85,5.49
2007-08-17,,45.01,45.01,5.68,5.38
2007-08-20,,47.22,47.22,5.99,5.61
2007-08-21,,46.94,46.94,6.05,5.67
2007-08-22,,47.06,47.06,6.08,5.69
2007-08-23,,47.4,47.4,6.14,5.76
2007-08-24,,45.81,45.81,6.2,5.77
2007-08-27,,45.62,45.62,6.23,5.8
2007-08-28,,44.49,44.49,6.28,5.74
2007-08-29,,43.33,43.33,6.16,5.74
2007-08-30,,43.65,43.65,6.22,5.87
2007-08-31,,44.02,44.02,6.27,5.89
2007-09-03,,44.86,44.86,6.4,6.06
2007-09-04,,44.61,44.61,6.32,5.98
2007-09-05,,44.74,44.74,6.31,5.96
2007-09-06,,45.37,45.37,6.4,6.05
2007-09-07,,44.31,44.31,6.25,5.98
2007-09-10,,44.92,44.92,6.34,6.05
2007-09-11,,42.8,42.8,6.04,5.73
2007-09-12,,43.34,43.34,6.12,5.78
2007-09-13,,44.31,44.31,6.25,5.87
2007-09-14,,44.65,44.65,6.29,5.89
2007-09-17,,45.49,45.49,6.41,6.04
2007-09-18,,45.47,45.47,6.41,6.11
2007-09-19,,45.28,45.28,6.39,6.04
2007-09-20,,45.98,45.98,6.47,6.11
2007-09-21,,45.94,45.94,6.47,5.99
2007-09-24,,46.27,46.27,6.51,6.02
2007-09-25,,45.94,45.94,6.44,6.03
2007-09-26,,45.13,45.13,6.33,5.97
2007-09-27,,45.84,45.84,6.42,6.01
2007-09-28,,47.09,47.09,6.6,6.15
2007-10-08,,48.35,48.35,6.77,6.12
2007-10-09,,48.56,48.56,6.8,6.26
2007-10-10,,48.97,48.97,6.86,6.17
2007-10-11,,50.18,50.18,7.02,6.04
2007-10-12,,50.03,50.03,7.0,5.86
2007-10-15,,51.03,51.03,7.14,5.89
2007-10-16,,51.62,51.62,7.22,5.91
2007-10-17,,51.09,51.09,7.16,5.92
2007-10-18,,49.21,49.21,6.9,5.74
2007-10-19,,49.04,49.04,6.87,5.72
2007-10-22,,47.72,47.72,6.69,5.55
2007-10-23,,49.58,49.58,6.97,5.5
2007-10-24,,49.9,49.9,7.03,5.37
2007-10-25,,47.31,47.31,6.66,4.96
2007-10-26,,47.15,47.15,6.66,4.9
2007-10-29,,47.33,47.33,6.78,4.91
2007-10-30,,48.2,48.2,6.83,5.04
2007-10-31,,48.12,48.12,6.83,5.18
2007-11-01,,47.79,47.79,6.78,5.01
2007-11-02,,46.36,46.36,6.61,4.88
2007-11-05,,45.11,45.11,6.43,4.97
2007-11-06,,44.38,44.38,6.33,5.02
2007-11-07,,44.92,44.92,6.41,4.96
2007-11-08,,42.68,42.68,6.09,4.72
2007-11-09,,42.63,42.63,6.07,4.72
2007-11-12,,41.72,41.72,5.94,4.64
2007-11-13,,41.39,41.39,5.89,4.66
2007-11-14,,43.43,43.43,6.18,4.81
2007-11-15,,43.07,43.07,6.12,4.74
2007-11-16,,42.63,42.63,6.06,4.76
2007-11-19,,44.17,44.17,6.67,4.91
2007-11-20,,44.21,44.21,6.68,5.01
2007-11-21,,43.59,43.59,6.55,4.94
2007-11-22,,41.64,41.64,6.25,4.72
2007-11-23,,42.08,42.08,6.32,4.78
2007-11-26,,41.46,41.46,6.23,4.74
2007-11-27,,40.65,40.65,6.1,4.68
2007-11-28,,40.07,40.07,6.01,4.63
2007-11-29,,41.81,41.81,6.28,4.77
2007-11-30,,40.71,40.71,6.11,4.71
2007-12-03,,40.76,40.76,6.12,4.78
2007-12-04,,41.2,41.2,6.18,4.83
2007-12-05,,42.31,42.31,6.35,4.91
2007-12-06,,42.24,42.24,6.34,4.89
2007-12-07,,42.7,42.7,6.41,4.98
2007-12-10,,43.29,43.29,6.49,5.11
2007-12-11,,43.32,43.32,6.5,5.16
2007-12-12,,42.63,42.63,6.4,5.18
2007-12-13,,41.44,41.44,6.22,4.99
2007-12-14,,41.9,41.9,6.28,5.12
2007-12-17,,40.75,40.75,6.11,5.09
2007-12-18,,40.43,40.43,6.06,5.08
2007-12-19,,41.32,41.32,6.2,5.18
2007-12-20,,42.16,42.16,6.31,5.22
2007-12-21,,42.66,42.66,6.39,5.27
2007-12-24,,43.73,43.73,6.54,5.38
2007-12-25,,43.45,43.45,6.5,5.44
2007-12-26,,43.71,43.71,6.54,5.58
2007-12-27,,44.39,44.39,6.64,5.63
2007-12-28,,43.97,43.97,6.58,5.66
2008-01-02,,44.72,44.72,6.57,5.84
2008-01-03,,45.14,45.14,6.62,5.95
2008-01-04,,45.57,45.57,6.69,5.92
2008-01-07,,45.78,45.78,6.71,6.08
2008-01-08,,45.8,45.8,6.71,5.9
2008-01-09,,46.22,46.22,6.78,6.04
2008-01-10,,46.47,46.47,6.81,6.07
2008-01-11,,46.72,46.72,6.85,5.98
2008-01-14,,46.85,46.85,6.86,6.08
2008-01-15,,46.42,46.42,6.79,6.13
2008-01-16,,45.03,45.03,6.59,6.02
2008-01-17,,43.82,43.82,6.41,5.85
2008-01-18,,44.09,44.09,6.45,5.93
2008-01-21,,41.66,41.66,6.11,5.62
2008-01-22,,38.66,38.66,5.67,5.11
2008-01-23,,39.86,39.86,5.85,5.41
2008-01-24,,39.95,39.95,5.86,5.59
2008-01-25,,40.34,40.34,5.91,5.59
2008-01-28,,37.41,37.41,5.48,5.11
2008-01-29,,37.69,37.69,5.52,5.26
2008-01-30,,37.37,37.37,5.47,5.28
2008-01-31,,37.01,37.01,5.42,5.06
2008-02-01,,36.53,36.53,5.35,4.84
2008-02-04,,39.51,39.51,5.79,5.22
2008-02-05,,38.94,38.94,5.7,5.24
2008-02-13,,38.01,38.01,5.57,5.22
2008-02-14,,38.55,38.55,5.64,5.29
2008-02-15,,38.08,38.08,5.57,5.27
2008-02-18,,38.69,38.69,5.66,5.4
2008-02-19,,39.54,39.54,5.78,5.52
2008-02-20,,38.7,38.7,5.66,5.42
2008-02-21,,38.34,38.34,5.6,5.52
2008-02-22,,37.0,37.0,5.41,5.38
2008-02-25,,35.46,35.46,5.19,5.18
2008-02-26,,35.71,35.71,5.23,5.19
2008-02-27,,36.54,36.54,5.36,5.29
2008-02-28,,36.21,36.21,5.31,5.31
2008-02-29,,36.62,36.62,5.37,5.38
2008-03-03,,37.31,37.31,5.48,5.55
2008-03-04,,36.37,36.37,5.34,5.53
2008-03-05,,36.0,36.0,5.28,5.54
2008-03-06,,36.54,36.54,5.36,5.54
2008-03-07,,36.03,36.03,5.29,5.44
2008-03-10,,34.64,34.64,5.09,5.23
2008-03-11,,34.75,34.75,5.11,5.26
2008-03-12,,33.96,33.96,4.99,5.11
2008-03-13,,33.11,33.11,4.86,4.9
2008-03-14,,33.0,33.0,4.85,4.86
2008-03-17,,31.65,31.65,4.66,4.48
2008-03-18,,30.26,30.26,4.46,4.21
2008-03-19,,30.94,30.94,4.57,4.37
2008-03-20,,31.13,31.13,4.61,4.55
2008-03-21,,31.12,31.12,4.6,4.63
2008-03-24,,29.7,29.7,4.39,4.47
2008-03-25,,29.77,29.77,4.41,4.5
2008-03-26,,29.12,29.12,4.36,4.49
2008-03-27,,27.57,27.57,4.13,4.26
2008-03-28,,28.87,28.87,4.33,4.37
2008-03-31,,28.0,28.0,4.21,4.14
2008-04-01,,26.77,26.77,4.03,3.78
2008-04-02,,26.91,26.91,4.05,3.59
2008-04-03,,27.73,27.73,4.17,3.67
2008-04-07,,29.35,29.35,4.35,3.9
2008-04-08,,29.46,29.46,4.37,3.97
2008-04-09,,27.89,27.89,4.13,3.74
2008-04-10,,28.27,28.27,4.19,3.85
2008-04-11,,28.42,28.42,4.22,3.89
2008-04-14,,26.77,26.77,3.97,3.62
2008-04-15,,27.19,27.19,4.03,3.75
2008-04-16,,26.7,26.7,3.96,3.65
2008-04-17,,26.11,26.11,3.87,3.5
2008-04-18,,25.02,25.02,3.71,3.31
2008-04-21,,25.07,25.07,3.73,3.31
2008-04-22,,25.2,25.2,3.77,3.22
2008-04-23,,25.53,25.53,3.93,3.37
2008-04-24,,27.84,27.84,4.29,3.7
2008-04-25,,27.45,27.45,4.26,3.75
2008-04-28,,27.3,27.3,4.16,3.72
2008-04-29,,27.52,27.52,4.17,3.76
2008-04-30,,28.15,28.15,4.35,3.89
2008-05-05,,28.69,28.69,4.43,4.02
2008-05-06,,28.42,28.42,4.39,4.0
2008-05-07,,27.22,27.22,4.21,3.8
2008-05-08,,27.78,27.78,4.29,3.96
2008-05-09,,27.45,27.45,4.24,3.94
2008-05-12,,27.57,27.57,4.26,4.03
2008-05-13,,27.12,27.12,4.19,3.99
2008-05-14,,27.88,27.88,4.31,4.13
2008-05-15,,27.72,27.72,4.29,4.11
2008-05-16,,27.6,27.6,4.27,4.04
2008-05-19,,27.43,27.43,4.24,4.06
2008-05-20,,26.18,26.18,4.05,3.8
2008-05-21,,26.95,26.95,4.17,3.89
2008-05-22,,26.46,26.46,4.1,3.8
2008-05-23,,26.37,26.37,4.08,3.74
2008-05-26,,25.56,25.56,3.96,3.65
2008-05-27,,25.65,25.65,3.97,3.66
2008-05-28,,26.3,26.3,4.06,3.76
2008-05-29,,25.85,25.85,4.02,3.67
2008-05-30,,26.09,26.09,4.05,3.7
2008-06-02,,26.27,26.27,4.08,3.71
2008-06-03,,26.1,26.1,4.06,3.71
2008-06-04,,25.64,25.64,3.98,3.67
2008-06-05,,25.49,25.49,3.96,3.65
2008-06-06,,25.32,25.32,3.94,3.6
2008-06-10,,23.35,23.35,3.63,3.28
2008-06-11,,22.93,22.93,3.57,3.18
2008-06-12,,22.44,22.44,3.5,3.16
2008-06-13,,21.76,21.76,3.4,3.04
2008-06-16,,21.82,21.82,3.41,2.99
2008-06-17,,21.2,21.2,3.32,2.8
2008-06-18,,22.32,22.32,3.52,2.96
2008-06-19,,20.87,20.87,3.29,2.69
2008-06-20,,21.49,21.49,3.39,2.74
2008-06-23,,20.94,20.94,3.31,2.71
2008-06-24,,21.26,21.26,3.36,2.8
2008-06-25,,22.05,22.05,3.49,2.95
2008-06-26,,22.01,22.01,3.49,3.0
2008-06-27,,20.82,20.82,3.32,2.76
2008-06-30,,20.71,20.71,3.3,2.79
2008-07-01,,20.19,20.19,3.2,2.76
2008-07-02,,20.12,20.12,3.18,2.8
2008-07-03,,20.48,20.48,3.24,2.93
2008-07-04,,20.25,20.25,3.21,2.93
2008-07-07,,21.19,21.19,3.35,3.12
2008-07-08,,21.34,21.34,3.38,3.14
2008-07-09,,22.16,22.16,3.51,3.24
2008-07-10,,21.85,21.85,3.46,3.16
2008-07-11,,21.69,21.69,3.43,3.14
2008-07-14,,21.85,21.85,3.45,3.23
2008-07-15,,21.06,21.06,3.33,3.09
2008-07-16,,20.49,20.49,3.24,2.91
2008-07-17,,20.36,20.36,3.22,2.91
2008-07-18,,21.05,21.05,3.33,3.01
2008-07-21,,21.69,21.69,3.43,3.14
2008-07-22,,21.57,21.57,3.41,3.17
2008-07-23,,21.53,21.53,3.4,3.14
2008-07-24,,22.07,22.07,3.49,3.25
2008-07-25,,21.73,21.73,3.44,3.24
2008-07-28,,21.97,21.97,3.48,3.26
2008-07-29,,21.55,21.55,3.42,3.19
2008-07-30,,21.44,21.44,3.4,3.15
2008-07-31,,20.96,20.96,3.33,3.06
2008-08-01,,21.18,21.18,3.36,3.11
2008-08-04,,20.72,20.72,3.29,3.03
2008-08-05,,20.31,20.31,3.22,2.91
2008-08-06,,20.55,20.55,3.26,2.91
2008-08-07,,20.59,20.59,3.27,2.92
2008-08-08,,19.6,19.6,3.12,2.67
2008-08-11,,18.62,18.62,2.96,2.45
2008-08-12,,18.54,18.54,2.95,2.42
2008-08-13,,18.41,18.41,2.93,2.42
2008-08-14,,18.33,18.33,2.92,2.42
2008-08-15,,18.38,18.38,2.93,2.43
2008-08-18,,17.42,17.42,2.78,2.23
2008-08-19,,17.55,17.55,2.81,2.27
2008-08-20,,18.87,18.87,3.02,2.46
2008-08-21,,18.07,18.07,2.9,2.36
2008-08-22,,17.68,17.68,2.86,2.33
2008-08-25,,17.42,17.42,2.85,2.32
2008-08-26,,16.94,16.94,2.79,2.19
2008-08-27,,16.68,16.68,2.77,2.19
2008-08-28,,17.0,17.0,2.78,2.19
2008-08-29,,17.28,17.28,2.82,2.26
2008-09-01,,16.77,16.77,2.73,2.18
2008-09-02,,16.61,16.61,2.7,2.21
2008-09-03,,16.4,16.4,2.67,2.23
2008-09-04,,16.4,16.4,2.67,2.24
2008-09-05,,15.87,15.87,2.58,2.11
2008-09-08,,15.51,15.51,2.52,2.01
2008-09-09,,15.51,15.51,2.52,2.03
2008-09-10,,15.53,15.53,2.53,2.05
2008-09-11,,14.99,14.99,2.44,2.01
2008-09-12,,15.0,15.0,2.44,2.02
2008-09-16,,14.26,14.26,2.32,1.95
2008-09-17,,13.76,13.76,2.24,1.9
2008-09-18,,13.54,13.54,2.2,1.86
2008-09-19,,14.83,14.83,2.42,2.04
2008-09-22,,16.01,16.01,2.61,2.14
2008-09-23,,15.77,15.77,2.57,2.01
2008-09-24,,15.83,15.83,2.58,2.04
2008-09-25,,16.4,16.4,2.68,2.11
2008-09-26,,16.39,16.39,2.68,2.11
2008-10-06,,15.51,15.51,2.54,2.02
2008-10-07,,15.41,15.41,2.52,2.0
2008-10-08,,14.89,14.89,2.44,1.95
2008-10-09,,14.75,14.75,2.41,1.92
2008-10-10,,14.21,14.21,2.33,1.8
2008-10-13,,14.78,14.78,2.42,1.84
2008-10-14,,14.4,14.4,2.36,1.79
2008-10-15,,14.27,14.27,2.33,1.77
2008-10-16,,13.64,13.64,2.23,1.68
2008-10-17,,13.78,13.78,2.25,1.69
2008-10-20,,14.05,14.05,2.3,1.75
2008-10-21,,13.94,13.94,2.28,1.74
2008-10-22,,13.51,13.51,2.21,1.71
2008-10-23,,13.34,13.34,2.18,1.73
2008-10-24,,13.05,13.05,2.13,1.7
2008-10-27,,12.28,12.28,2.0,1.55
2008-10-28,,12.75,12.75,2.04,1.59
2008-10-29,,12.32,12.32,1.98,1.53
2008-10-30,,12.51,12.51,1.99,1.54
2008-10-31,,12.23,12.23,1.95,1.52
2008-11-03,,12.2,12.2,1.95,1.49
2008-11-04,,12.12,12.12,1.93,1.46
2008-11-05,,12.51,12.51,2.0,1.51
2008-11-06,,12.2,12.2,1.95,1.48
2008-11-07,,12.42,12.42,1.98,1.52
2008-11-10,,13.31,13.31,2.12,1.65
2008-11-11,,13.11,13.11,2.09,1.63
2008-11-12,,13.21,13.21,2.11,1.68
2008-11-13,,13.68,13.68,2.18,1.75
2008-11-14,,14.09,14.09,2.25,1.84
2008-11-17,,14.36,14.36,2.3,1.94
2008-11-18,,13.44,13.44,2.15,1.77
2008-11-19,,14.24,14.24,2.28,1.9
2008-11-20,,13.99,13.99,2.24,1.91
2008-11-21,,13.91,13.91,2.23,1.88
2008-11-24,,13.4,13.4,2.15,1.79
2008-11-25,,13.36,13.36,2.14,1.78
2008-11-26,,13.43,13.43,2.15,1.78
2008-11-27,,13.57,13.57,2.17,1.81
2008-11-28,,13.22,13.22,2.12,1.78
2008-12-01,,13.36,13.36,2.14,1.86
2008-12-02,,13.32,13.32,2.13,1.9
2008-12-03,,13.87,13.87,2.22,1.99
2008-12-04,,14.14,14.14,2.27,1.97
2008-12-05,,14.27,14.27,2.28,2.03
2008-12-08,,14.77,14.77,2.36,2.11
2008-12-09,,14.39,14.39,2.3,2.06
2008-12-10,,14.69,14.69,2.35,2.12
2008-12-11,,14.33,14.33,2.29,2.06
2008-12-12,,13.77,13.77,2.2,1.98
2008-12-15,,13.83,13.83,2.21,1.99
2008-12-16,,13.91,13.91,2.23,2.02
2008-12-17,,13.92,13.92,2.23,2.05
2008-12-18,,14.2,14.2,2.27,2.08
2008-12-19,,14.2,14.2,2.27,2.1
2008-12-22,,13.97,13.97,2.23,2.09
2008-12-23,,13.35,13.35,2.13,1.95
2008-12-24,,13.12,13.12,2.1,1.91
2008-12-25,,13.04,13.04,2.09,1.89
2008-12-26,,13.03,13.03,2.08,1.87
2008-12-29,,12.98,12.98,2.07,1.86
2008-12-30,,12.84,12.84,2.05,1.86
2008-12-31,,12.78,12.78,2.04,1.82
2009-01-05,,13.3,13.3,2.12,1.94
2009-01-06,,13.69,13.69,2.19,2.03
2009-01-07,,13.57,13.57,2.17,2.04
2009-01-08,,13.24,13.24,2.11,1.98
2009-01-09,,13.42,13.42,2.14,2.02
2009-01-12,,13.39,13.39,2.14,2.06
2009-01-13,,13.12,13.12,2.1,2.01
2009-01-14,,13.59,13.59,2.17,2.08
2009-01-15,,13.54,13.54,2.16,2.12
2009-01-16,,13.8,13.8,2.2,2.12
2009-01-19,,14.09,14.09,2.24,2.13
2009-01-20,,14.14,14.14,2.25,2.14
2009-01-21,,14.12,14.12,2.24,2.15
2009-01-22,,14.25,14.25,2.26,2.18
2009-01-23,,14.14,14.14,2.24,2.16
2009-02-02,,14.27,14.27,2.26,2.26
2009-02-03,,14.61,14.61,2.31,2.32
2009-02-04,,14.95,14.95,2.37,2.35
2009-02-05,,14.87,14.87,2.36,2.34
2009-02-06,,15.47,15.47,2.45,2.42
2009-02-09,,15.79,15.79,2.5,2.52
2009-02-10,,16.08,16.08,2.55,2.59
2009-02-11,,16.06,16.06,2.54,2.61
2009-02-12,,15.94,15.94,2.52,2.63
2009-02-13,,16.47,16.47,2.61,2.72
2009-02-16,,16.96,16.96,2.68,2.79
2009-02-17,,16.46,16.46,2.6,2.66
2009-02-18,,15.67,15.67,2.48,2.57
2009-02-19,,15.8,15.8,2.5,2.63
2009-02-20,,16.04,16.04,2.53,2.72
2009-02-23,,16.38,16.38,2.58,2.81
2009-02-24,,15.64,15.64,2.47,2.67
2009-02-25,,15.68,15.68,2.47,2.7
2009-02-26,,15.09,15.09,2.38,2.52
2009-02-27,,14.84,14.84,2.34,2.35
2009-03-02,,14.95,14.95,2.35,2.41
2009-03-03,,14.8,14.8,2.32,2.41
2009-03-04,,15.72,15.72,2.46,2.57
2009-03-05,,15.9,15.9,2.49,2.6
2009-03-06,,15.7,15.7,2.46,2.59
2009-03-09,,15.18,15.18,2.38,2.47
2009-03-10,,15.55,15.55,2.42,2.52
2009-03-11,,15.41,15.41,2.39,2.51
2009-03-12,,15.37,15.37,2.39,2.5
2009-03-13,,15.35,15.35,2.38,2.47
2009-03-16,,15.53,15.53,2.41,2.51
2009-03-17,,16.01,16.01,2.49,2.62
2009-03-18,,16.07,16.07,2.49,2.64
2009-03-19,,16.37,16.37,2.53,2.73
2009-03-20,,16.53,16.53,2.55,2.73
2009-03-23,,16.87,16.87,2.6,2.77
2009-03-24,,16.96,16.96,2.61,2.8
2009-03-25,,16.74,16.74,2.55,2.73
2009-03-26,,17.45,17.45,2.59,2.82
2009-03-27,,17.6,17.6,2.61,2.83
2009-03-30,,17.74,17.74,2.58,2.83
2009-03-31,,17.94,17.94,2.59,2.86
2009-04-01,,18.0,18.0,2.62,2.93
2009-04-02,,18.16,18.16,2.65,2.96
2009-04-03,,18.16,18.16,2.65,2.91
2009-04-07,,18.28,18.28,2.67,2.94
2009-04-08,,17.6,17.6,2.57,2.82
2009-04-09,,17.93,17.93,2.6,2.87
2009-04-10,,18.49,18.49,2.67,2.98
2009-04-13,,19.08,19.08,2.74,3.03
2009-04-14,,19.19,19.19,2.76,3.08
2009-04-15,,19.39,19.39,2.77,3.11
2009-04-16,,19.43,19.43,2.76,3.13
2009-04-17,,19.21,19.21,2.72,3.05
2009-04-20,,19.72,19.72,2.78,3.17
2009-04-21,,19.52,19.52,2.75,3.14
2009-04-22,,18.97,18.97,2.66,2.99
2009-04-23,,19.64,19.64,2.67,3.02
2009-04-24,,19.52,19.52,2.65,3.02
2009-04-27,,19.28,19.28,2.6,2.85
2009-04-28,,19.1,19.1,2.57,2.87
2009-04-29,,19.86,19.86,2.62,2.99
2009-04-30,,20.09,20.09,2.63,3.0
2009-05-04,,20.76,20.76,2.72,3.11
2009-05-05,,20.8,20.8,2.72,3.14
2009-05-06,,20.98,20.98,2.75,3.17
2009-05-07,,21.04,21.04,2.76,3.17
2009-05-08,,21.31,21.31,2.79,3.18
2009-05-11,,20.93,20.93,2.74,3.06
2009-05-12,,21.24,21.24,2.78,3.14
2009-05-13,,21.59,21.59,2.83,3.18
2009-05-14,,21.4,21.4,2.8,3.17
2009-05-15,,21.45,21.45,2.81,3.17
2009-05-18,,21.52,21.52,2.81,3.2
2009-05-19,,21.7,21.7,2.84,3.23
2009-05-20,,21.52,21.52,2.81,3.2
2009-05-21,,21.17,21.17,2.77,3.13
2009-05-22,,21.07,21.07,2.76,3.15
2009-05-25,,21.18,21.18,2.77,3.15
2009-05-26,,20.96,20.96,2.74,3.15
2009-05-27,,21.35,21.35,2.8,3.17
2009-06-01,,22.07,22.07,2.91,3.25
2009-06-02,,22.08,22.08,2.91,3.27
2009-06-03,,22.58,22.58,2.97,3.3
2009-06-04,,22.48,22.48,2.99,3.28
2009-06-05,,22.35,22.35,2.97,3.27
2009-06-08,,22.54,22.54,3.0,3.27
2009-06-09,,22.73,22.73,3.02,3.29
2009-06-10,,22.95,22.95,3.05,3.33
2009-06-11,,22.82,22.82,3.04,3.28
2009-06-12,,22.36,22.36,2.98,3.2
2009-06-15,,22.87,22.87,3.06,3.26
2009-06-16,,22.78,22.78,3.05,3.25
2009-06-17,,23.07,23.07,3.09,3.3
2009-06-18,,23.51,23.51,3.15,3.35
2009-06-19,,23.74,23.74,3.18,3.38
2009-06-22,,23.9,23.9,3.2,3.38
2009-06-23,,23.94,23.94,3.21,3.35
2009-06-24,,24.13,24.13,3.25,3.39
2009-06-25,,24.15,24.15,3.25,3.38
2009-06-26,,24.2,24.2,3.28,3.38
2009-06-29,,24.55,24.55,3.32,3.42
2009-06-30,,24.38,24.38,3.3,3.37
2009-07-01,,24.96,24.96,3.41,3.53
2009-07-02,,25.38,25.38,3.47,3.57
2009-07-03,,25.63,25.63,3.5,3.59
2009-07-06,,25.96,25.96,3.54,3.57
2009-07-07,,25.62,25.62,3.5,3.59
2009-07-08,,25.5,25.5,3.48,3.62
2009-07-09,,25.78,25.78,3.52,3.7
2009-07-10,,25.72,25.72,3.51,3.71
2009-07-13,,25.42,25.42,3.48,3.74
2009-07-14,,25.92,25.92,3.55,3.78
2009-07-15,,26.2,26.2,3.58,3.85
2009-07-16,,26.21,26.21,3.58,3.84
2009-07-17,,26.2,26.2,3.58,3.88
2009-07-20,,26.8,26.8,3.66,3.99
2009-07-21,,26.38,26.38,3.6,3.88
2009-07-22,,27.04,27.04,3.69,3.97
2009-07-23,,27.33,27.33,3.73,3.97
2009-07-24,,27.64,27.64,3.77,4.02
2009-07-27,,28.1,28.1,3.84,4.1
2009-07-28,,28.13,28.13,3.84,4.14
2009-07-29,,26.78,26.78,3.66,3.91
2009-07-30,,27.31,27.31,3.73,3.93
2009-07-31,,28.02,28.02,3.82,4.05
2009-08-03,,28.36,28.36,3.87,4.12
2009-08-04,,28.43,28.43,3.87,4.17
2009-08-05,,28.07,28.07,3.82,4.17
2009-08-06,,27.51,27.51,3.75,4.11
2009-08-07,,26.7,26.7,3.64,3.98
2009-08-10,,26.61,26.61,3.61,4.0
2009-08-11,,26.77,26.77,3.63,4.02
2009-08-12,,25.54,25.54,3.46,3.81
