序号,基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,自定义,手续费
483,016858,国金量化多因子股票C,2026-07-23,3.0069,3.0069,0.58,-4.99,-16.69,-11.85,-9.08,16.9,78.78,44.6,1.2,69.8,15.8014,0.00%
484,004997,广发高端制造股票A,2026-07-23,1.4233,1.4233,1.33,3.7,-4.39,-11.38,-7.88,16.85,11.21,-28.94,-2.71,42.32,14.4316,0.15%
485,519965,长信量化多策略股票A,2026-07-23,1.3382,1.8982,1.15,-1.99,-9.23,-5.66,-2.53,16.83,41.05,30.71,4.76,107.05,16.143,0.15%
486,000985,嘉实逆向策略股票,2026-07-23,1.654,1.654,0.67,2.48,3.38,1.85,-1.25,16.64,21.26,-4.12,2.92,65.4,16.315,0.15%
487,001291,大摩量化多策略股票,2026-07-23,1.311,1.311,0.23,0.85,-4.1,-1.35,0.15,16.64,33.37,27.65,4.8,31.1,15.6085,0.15%
488,022299,安信周期优选股票型发起A,2026-07-23,1.3902,1.3902,1.35,0.57,-15.66,-8.84,-18.03,16.53,,,-4.6,39.02,15.4555,0.15%
489,024709,中金精选股票A,2026-07-23,2.0388,2.0388,2.4,3.96,0.85,-15.32,-17.53,16.53,,,-11.22,20.05,14.8426,0.15%
490,007471,博道叁佰智航股票C,2026-07-23,1.6963,1.8693,0.38,-1.52,-9.44,-2.75,0.07,16.52,46.55,37.15,3.64,93.18,15.741,0.00%
491,010160,广发高端制造股票C,2026-07-23,1.3909,1.3909,1.33,3.69,-4.43,-11.46,-8.06,16.38,10.33,-29.79,-2.93,-36.46,13.9802,0.00%
492,009398,华富成长企业精选股票A,2026-07-23,1.0621,1.2031,1.2,-4.35,-25.04,-14.79,-14.4,16.32,47.19,9.0,-3.67,18.7,15.1328,0.15%
493,022300,安信周期优选股票型发起C,2026-07-23,1.3806,1.3806,1.35,0.56,-15.69,-8.7,-18.01,16.17,,,-4.61,38.06,15.1076,0.00%
494,001528,诺安先进制造股票A,2026-07-23,3.415,3.415,-0.29,1.1,-1.21,3.33,-4.56,16.12,30.14,23.87,4.08,241.5,15.4496,0.15%
495,009043,九泰久信量化股票,2026-07-23,1.1267,1.1267,0.72,3.05,4.85,-4.86,-3.96,16.09,43.09,12.05,2.49,12.67,15.287,0.15%
496,001685,汇添富沪港深新价值股票,2026-07-23,1.305,1.305,0.23,-2.47,-10.49,1.56,2.59,16.0,51.22,19.83,9.48,30.5,15.1809,0.15%
497,024710,中金精选股票C,2026-07-23,1.9984,1.9984,2.4,3.94,0.81,-15.43,-17.74,15.95,,,-11.47,19.41,14.2726,0.00%
498,019079,国富招瑞优选股票A,2026-07-23,1.4461,1.4461,0.42,-2.57,-11.0,-7.93,-7.38,15.76,44.25,,-0.2,44.61,15.2271,0.15%
499,000884,民生加银优选股票,2026-07-23,1.509,1.903,0.89,3.07,6.55,-3.01,-1.6,15.74,19.19,-8.32,3.33,76.31,15.0679,0.15%
500,004858,长信量化多策略股票C,2026-07-23,1.3104,1.7904,1.14,-2.01,-9.3,-5.89,-3.03,15.67,38.28,26.76,4.18,59.93,14.9978,0.00%
501,014668,银华专精特新量化优选股票发起A,2026-07-23,1.4886,1.4886,1.81,-6.07,-16.88,-10.03,-9.82,15.66,103.0,52.36,0.57,48.86,14.5165,0.15%
502,020487,华富成长企业精选股票C,2026-07-23,1.0459,1.0459,1.2,-4.35,-25.07,-14.91,-14.63,15.62,45.43,,-3.96,27.56,14.4561,0.00%
503,001223,鹏华文化传媒娱乐股票,2026-07-23,1.444,1.444,0.07,-9.81,-26.63,-15.85,-20.88,15.61,32.84,7.44,-10.75,44.4,14.8767,0.15%
504,007130,中庚小盘价值股票,2026-07-23,2.8877,2.8877,0.88,-1.74,-8.3,-6.43,-6.61,15.61,48.8,24.95,5.44,188.77,14.7051,0.15%
505,019607,诺安先进制造股票C,2026-07-23,3.369,3.369,-0.3,1.08,-1.26,3.19,-4.8,15.53,28.88,,3.79,25.33,14.8653,0.00%
506,007831,博道伍佰智航股票A,2026-07-23,1.7927,2.0847,0.52,-5.7,-16.86,-7.55,-10.31,15.45,75.91,52.37,0.26,124.69,14.3158,0.12%
507,014669,银华专精特新量化优选股票发起C,2026-07-23,1.4708,1.4708,1.81,-6.07,-16.9,-10.1,-9.95,15.32,101.78,50.99,0.41,47.08,14.1748,0.00%
508,019080,国富招瑞优选股票C,2026-07-23,1.4323,1.4323,0.43,-2.57,-11.03,-8.01,-7.56,15.31,43.17,,-0.42,43.23,14.7768,0.00%
509,011077,汇丰晋信创新先锋,2026-07-23,1.0839,1.0839,1.38,0.57,5.89,3.78,-3.98,15.27,69.57,46.71,3.52,8.39,14.239,0.15%
510,008860,民生加银龙头优选股票A,2026-07-23,1.2222,1.2222,0.17,2.31,4.38,-2.33,-2.22,15.19,29.21,24.84,-0.85,22.22,14.6744,0.15%
511,001097,华泰柏瑞积极优选股票A,2026-07-23,1.442,1.442,0.77,2.85,5.64,-0.96,-0.62,15.18,55.22,35.4,2.41,44.2,14.7176,0.15%
512,007832,博道伍佰智航股票C,2026-07-23,1.7509,2.0429,0.52,-5.71,-16.89,-7.62,-10.44,15.1,74.86,51.01,0.09,120.16,13.9686,0.00%
513,004716,中信保诚量化阿尔法股票A,2026-07-23,1.955,2.0359,0.18,0.45,-4.67,-0.96,-0.13,14.98,38.07,29.32,2.48,105.41,14.2406,0.15%
514,022358,民生加银龙头优选股票C,2026-07-23,1.214,1.214,0.17,2.3,4.34,-2.43,-2.42,14.73,,,-1.07,20.46,14.2158,0.00%
515,016283,华泰柏瑞积极优选股票C,2026-07-23,1.409,1.409,0.86,2.92,5.62,-1.05,-0.84,14.55,53.49,32.92,2.1,28.91,14.0891,0.00%
516,019505,国泰海通中证1000优选股票发起A,2026-07-23,1.2776,1.5952,0.32,-6.32,-17.62,-11.87,-11.36,14.55,87.44,,-0.66,60.63,13.2343,0.15%
517,009805,国泰医药健康股票A,2026-07-23,0.9577,0.9577,0.37,-3.88,16.59,6.03,0.13,14.53,51.1,12.92,20.15,-4.23,12.8565,0.15%
518,012496,同泰行业优选股票A,2026-07-23,0.6364,0.6364,-1.56,-11.24,-28.82,-9.33,0.44,14.52,27.23,5.26,16.75,-36.36,14.0093,0.15%
519,011295,中信保诚量化阿尔法股票C,2026-07-23,1.1284,1.1284,0.18,0.45,-4.7,-1.05,-0.33,14.52,36.96,27.76,2.26,12.84,13.7844,0.00%
520,009106,嘉合同顺智选股票A,2026-07-23,0.9739,1.1239,0.53,1.23,-1.62,1.5,4.99,14.51,30.71,19.42,7.48,12.38,14.12,0.15%
521,009147,建信新能源行业股票A,2026-07-23,1.6391,1.6391,1.35,-3.45,-22.67,-22.61,-25.1,14.21,26.04,-4.41,-17.17,63.91,12.6994,0.15%
522,021316,民生加银智选成长股票A,2026-07-23,1.5532,1.5532,0.33,-3.48,-11.71,-8.41,-9.2,14.2,55.63,,2.03,55.32,13.0504,0.15%
523,019506,国泰海通中证1000优选股票发起C,2026-07-23,1.2643,1.5795,0.32,-6.33,-17.64,-11.95,-11.53,14.1,85.95,,-0.88,58.97,12.7841,0.00%
524,012497,同泰行业优选股票C,2026-07-23,0.624,0.624,-1.56,-11.24,-28.85,-9.42,0.24,14.08,26.21,4.02,16.5,-37.6,13.5578,0.00%
525,020901,招商成长量化选股股票A,2026-07-23,1.5401,1.5401,1.6,-1.0,-3.01,-6.59,-10.78,14.01,64.96,,-2.44,54.01,13.093,0.15%
526,009107,嘉合同顺智选股票C,2026-07-23,0.9425,1.0925,0.52,1.21,-1.66,1.37,4.73,13.94,29.41,17.64,7.18,8.87,13.5542,0.00%
527,011326,国泰医药健康股票C,2026-07-23,0.9383,0.9383,0.37,-3.88,16.56,5.94,-0.09,13.94,50.1,11.73,19.86,-6.27,12.2771,0.00%
528,011285,民生价值优选6个月持有股票A,2026-07-23,0.7184,0.7184,0.17,2.22,4.46,-0.47,-2.71,13.85,26.88,21.17,3.31,-28.16,13.4375,0.15%
529,000960,招商医药健康产业股票,2026-07-23,2.228,2.228,-0.71,-2.88,19.08,13.91,6.25,13.79,43.1,14.79,22.82,122.8,11.5674,0.15%
530,015048,建信新能源行业股票C,2026-07-23,1.6094,1.6094,1.35,-3.46,-22.69,-22.69,-25.25,13.75,25.02,-5.56,-17.35,-34.61,12.2393,0.00%
531,015537,红塔红土新能源主题精选股票A,2026-07-23,0.8418,0.8418,4.2,1.8,-14.94,-21.84,-15.27,13.74,43.33,4.05,-9.6,-15.82,11.615,0.10%
532,021317,民生加银智选成长股票C,2026-07-23,1.5407,1.5407,0.33,-3.49,-11.74,-8.5,-9.38,13.74,54.41,,1.8,54.07,12.5996,0.00%
533,006803,嘉实互通精选股票,2026-07-23,1.4253,1.4253,1.16,-0.65,-3.85,-7.99,-12.44,13.59,76.7,19.37,-5.75,42.53,11.9287,0.15%
534,011286,民生价值优选6个月持有股票C,2026-07-23,0.7041,0.7041,0.18,2.22,4.45,-0.55,-2.9,13.44,25.91,19.77,3.1,-29.59,13.0358,0.00%
535,011685,创金合信先进装备股票A,2026-07-23,1.4932,1.4932,1.97,0.69,-5.01,-13.86,-16.11,13.42,68.78,36.74,-6.34,49.32,11.6662,0.15%
536,001319,农银信息传媒股票A,2026-07-23,1.2238,1.2238,-1.15,0.12,-1.56,4.89,-3.57,13.38,51.54,15.01,5.19,22.38,11.7626,0.15%
537,020902,招商成长量化选股股票C,2026-07-23,1.5204,1.5204,1.59,-1.02,-3.07,-6.73,-11.05,13.33,62.99,,-2.78,52.04,12.414,0.00%
538,015538,红塔红土新能源主题精选股票C,2026-07-23,0.829,0.829,4.18,1.78,-14.97,-21.92,-15.44,13.28,42.2,2.83,-9.8,-17.1,11.1707,0.00%
539,000866,华宝制造股票,2026-07-23,2.589,2.589,1.89,-3.07,-19.19,-24.72,-18.38,13.11,63.24,27.73,-9.63,158.9,11.7876,0.15%
540,018589,农银信息传媒股票C,2026-07-23,1.2091,1.2091,-1.15,0.11,-1.6,4.77,-3.76,12.92,50.33,13.69,4.95,5.57,11.3044,0.00%
541,011686,创金合信先进装备股票C,2026-07-23,1.4519,1.4519,1.97,0.69,-5.05,-13.97,-16.32,12.86,67.1,34.68,-6.6,45.19,11.112,0.00%
542,016444,中泰研究精选6个月持有股票A,2026-07-23,1.1058,1.1058,-0.19,2.84,3.27,-1.1,0.41,12.84,29.35,12.99,5.03,10.58,12.4809,0.15%
543,000729,建信中小盘先锋股票A,2026-07-23,3.544,3.544,0.43,0.71,-4.24,-3.3,-9.8,12.72,21.25,-0.23,-5.32,254.4,11.7629,0.15%
544,011934,中航量化阿尔法六个月持有A,2026-07-23,1.057,1.057,-1.26,-8.05,-20.02,-13.18,-13.75,12.71,58.19,25.06,-5.16,5.7,11.7454,0.15%
545,008537,兴银研究精选股票A,2026-07-23,1.0363,1.0363,2.06,4.33,-2.44,-14.95,-20.88,12.62,43.93,14.03,-11.78,3.63,11.514,0.15%
546,023404,海富通致远量化选股股票发起A,2026-07-23,1.13,1.13,1.02,-1.23,-6.71,-3.3,-2.11,12.49,,,2.57,13.0,,0.15%
547,012126,宏利新能源股票A,2026-07-23,1.0554,1.0554,4.97,-0.32,-21.43,-23.27,-25.11,12.31,33.21,-5.15,-17.84,5.54,11.048,0.15%
548,005669,前海开源公用事业股票,2026-07-23,3.1117,3.1117,1.34,1.86,-2.82,-5.65,-9.36,12.29,31.29,17.77,-2.53,211.17,10.2384,0.15%
549,016445,中泰研究精选6个月持有股票C,2026-07-23,1.0855,1.0855,-0.18,2.82,3.22,-1.23,0.16,12.28,28.07,11.3,4.74,8.55,11.9188,0.00%
550,013919,建信中小盘先锋股票C,2026-07-23,3.477,3.477,0.43,0.72,-4.27,-3.39,-9.97,12.27,20.27,-1.42,-5.52,-11.89,11.2996,0.00%
551,002595,博时工业4.0主题股票,2026-07-23,1.584,1.584,0.44,5.88,8.64,2.99,-3.94,12.18,15.45,-9.28,12.82,58.4,12.58,0.15%
552,009126,嘉实基础产业优选股票A,2026-07-23,1.5967,1.5967,-0.59,-0.49,2.34,3.3,-9.2,12.18,60.84,45.09,-0.29,59.67,10.4371,0.15%
553,000711,嘉实医疗保健股票,2026-07-23,2.401,2.401,-0.5,-3.26,21.45,14.66,8.06,12.09,53.91,21.08,17.93,140.1,10.5433,0.15%
554,008538,兴银研究精选股票C,2026-07-23,1.0035,1.0035,2.05,4.31,-2.48,-15.06,-21.08,12.05,42.5,12.34,-12.03,0.35,10.9575,0.00%
555,011935,中航量化阿尔法六个月持有C,2026-07-23,1.0262,1.0262,-1.27,-8.06,-20.06,-13.32,-14.01,12.03,56.29,22.81,-5.48,2.62,11.0726,0.00%
556,012127,宏利新能源股票C,2026-07-23,1.0393,1.0393,4.98,-0.33,-21.45,-23.32,-25.22,11.98,32.43,-6.0,-17.97,3.93,10.7287,0.00%
557,000831,工银医疗保健股票,2026-07-23,3.177,3.177,-0.28,-2.96,21.07,11.63,8.47,11.91,43.95,13.3,16.16,217.7,11.2395,0.15%
558,001577,嘉实低价策略股票,2026-07-23,2.693,2.693,0.9,2.79,3.7,-2.43,-6.75,11.88,28.73,21.64,-3.27,169.3,11.7427,0.15%
559,008618,永赢医药健康A,2026-07-23,1.2269,1.2269,-0.97,-4.22,14.43,7.83,10.23,11.88,45.96,17.43,25.84,22.69,10.1841,0.15%
560,501219,华夏智胜先锋股票(LOF)A,2026-07-23,1.5644,1.5644,1.14,-4.34,-14.17,-9.53,-10.6,11.88,59.6,34.71,-2.3,56.44,10.9032,0.15%
561,002210,创金合信量化多因子股票A,2026-07-23,1.4651,2.0957,0.81,-5.25,-14.74,-12.07,-12.43,11.85,70.48,26.74,-4.02,132.83,10.5819,0.15%
562,023405,海富通致远量化选股股票发起C,2026-07-23,1.1226,1.1226,1.01,-1.25,-6.76,-3.46,-2.4,11.8,,,2.21,12.26,,0.00%
563,000955,南方产业活力,2026-07-23,1.6518,1.6518,0.51,1.36,2.86,2.46,0.47,11.77,28.61,20.57,0.27,65.18,12.2071,0.15%
564,008619,永赢医药健康C,2026-07-23,1.2118,1.2118,-0.96,-4.22,14.42,7.78,10.12,11.66,45.39,16.73,25.71,21.18,9.9637,0.00%
565,009127,嘉实基础产业优选股票C,2026-07-23,1.5438,1.5438,-0.59,-0.5,2.3,3.17,-9.44,11.6,58.86,42.57,-0.58,54.38,9.8712,0.00%
566,001645,国泰大健康股票A,2026-07-23,2.193,2.785,0.18,-1.08,12.98,3.64,-8.51,11.43,27.95,-19.76,7.82,170.03,10.1457,0.15%
567,014198,华夏智胜先锋股票C,2026-07-23,1.5359,1.5359,1.14,-4.35,-14.2,-9.63,-10.77,11.43,58.32,33.09,-2.52,53.59,10.4646,0.00%
568,012214,民生加银核心资产股票A,2026-07-23,0.8112,0.8112,1.26,3.18,7.56,-4.86,-4.07,11.21,25.09,18.29,0.68,-18.88,10.6987,0.15%
569,002871,华夏智胜价值成长A,2026-07-23,2.0988,2.0988,1.61,-4.15,-14.41,-10.57,-11.86,11.19,61.84,34.04,-4.14,109.88,10.127,0.15%
570,003865,创金合信量化多因子股票C,2026-07-23,1.3264,1.957,0.81,-5.26,-14.79,-12.23,-12.76,11.01,67.94,23.78,-4.42,72.06,9.7559,0.00%
571,011321,国泰大健康股票C,2026-07-23,2.145,2.145,0.19,-1.06,12.95,3.57,-8.68,10.97,26.92,-20.76,7.57,-25.29,9.7187,0.00%
572,002872,华夏智胜价值成长C,2026-07-23,2.0647,2.0647,1.6,-4.15,-14.43,-10.63,-11.97,10.92,61.03,33.03,-4.27,106.47,9.8537,0.00%
573,012215,民生加银核心资产股票C,2026-07-23,0.7961,0.7961,1.26,3.18,7.52,-4.94,-4.27,10.77,24.1,16.88,0.45,-20.39,10.2479,0.00%
574,001766,摩根医疗健康股票A,2026-07-23,1.7929,1.7929,-0.25,-0.94,24.66,16.29,21.08,10.6,51.52,21.17,22.35,79.29,9.6173,0.15%
575,167702,德邦量化优选股票(LOF)A,2026-07-23,1.2838,1.4938,0.91,0.08,-5.87,-3.33,-0.42,10.59,33.74,2.09,0.92,46.5,10.0557,0.12%
576,011373,招商前沿医疗保健股票A,2026-07-23,0.698,0.698,-0.57,-3.15,22.09,12.45,4.74,10.41,60.83,19.03,20.62,-30.2,7.6496,0.15%
577,519975,长信量化中小盘股票A,2026-07-23,1.79,2.19,1.7,-5.89,-18.08,-13.36,-13.32,10.36,57.43,28.78,-3.66,145.73,9.6814,0.15%
578,167703,德邦量化优选股票(LOF)C,2026-07-23,1.2414,1.4514,0.91,0.07,-5.88,-3.39,-0.54,10.32,33.08,1.32,0.78,41.99,9.7904,0.00%
579,005189,海富通量化前锋股票A,2026-07-23,1.3865,1.7005,0.63,0.83,-4.97,-1.15,-1.45,10.31,30.64,2.46,1.59,63.64,9.1904,0.15%
580,015641,银华数字经济股票发起式A,2026-07-23,1.5328,1.5328,0.23,-8.29,-23.41,-20.0,-32.02,10.3,114.71,61.36,-10.84,53.28,8.6861,0.15%
581,015642,银华数字经济股票发起式C,2026-07-23,1.5191,1.5191,0.23,-8.29,-23.42,-20.04,-32.09,10.08,113.72,60.29,-10.94,51.91,8.4684,0.00%
582,020772,中信建投量化选股股票A,2026-07-23,1.3224,1.3224,0.25,-1.48,-7.85,-2.84,-2.72,10.08,32.21,,1.15,32.24,9.2351,1.50%
583,024046,富国致享量化选股股票A,2026-07-23,1.1447,1.1447,0.97,-2.68,-11.11,-8.4,-7.33,10.0,,,-1.58,14.47,9.321,0.15%
584,014932,摩根医疗健康股票C,2026-07-23,1.7429,1.7429,-0.25,-0.95,24.61,16.12,20.73,9.95,49.72,19.0,21.95,-20.39,8.9721,0.00%
585,019561,富国致航量化选股股票A,2026-07-23,1.2431,1.2431,2.81,-5.06,-14.16,-13.05,-13.98,9.89,43.45,,-3.65,24.31,8.8434,0.15%
586,023752,长信量化中小盘股票C,2026-07-23,1.781,1.781,1.66,-5.92,-18.11,-13.46,-13.54,9.87,,,-3.94,23.17,9.1968,0.00%
587,005188,海富通量化前锋股票C,2026-07-23,1.3669,1.6809,0.63,0.83,-5.0,-1.25,-1.65,9.86,29.58,1.23,1.36,61.21,8.7517,0.00%
588,001917,招商量化精选股票A,2026-07-23,3.4105,3.4805,1.84,-1.96,-7.84,-7.58,-12.81,9.8,67.78,48.74,-4.41,262.83,8.8539,0.15%
589,020773,中信建投量化选股股票C,2026-07-23,1.311,1.311,0.24,-1.48,-7.88,-2.94,-2.92,9.64,31.15,,0.92,31.1,8.8057,0.00%
590,011374,招商前沿医疗保健股票C,2026-07-23,0.6704,0.6704,-0.58,-3.16,22.0,12.24,4.33,9.54,58.3,16.25,20.1,-32.96,6.8196,0.00%
591,024047,富国致享量化选股股票C,2026-07-23,1.1374,1.1374,0.97,-2.69,-11.15,-8.53,-7.6,9.34,,,-1.9,13.74,8.6757,0.00%
592,004812,中欧先进制造股票A,2026-07-23,2.431,2.431,2.4,0.34,-18.64,-22.66,-19.81,9.32,25.84,5.09,-15.19,143.1,7.3194,0.15%
593,013049,兴业能源革新股票A,2026-07-23,0.8475,0.8475,3.0,-2.51,-22.02,-22.06,-25.96,9.31,33.76,7.84,-18.08,-15.25,8.0995,0.15%
594,019562,富国致航量化选股股票C,2026-07-23,1.2236,1.2236,2.81,-5.07,-14.21,-13.17,-14.23,9.24,41.74,,-3.97,22.36,8.197,0.00%
595,007950,招商量化精选股票C,2026-07-23,3.281,3.281,1.84,-1.97,-7.88,-7.72,-13.07,9.14,65.78,46.08,-4.73,232.02,8.2017,0.00%
596,004075,交银医药创新股票A,2026-07-23,2.7402,2.9752,-0.07,-1.7,21.3,12.58,9.38,9.0,44.64,17.53,15.24,199.47,8.0252,0.15%
597,006923,前海开源沪港深非周期股票A,2026-07-23,1.3365,1.3365,1.13,-0.65,1.22,-5.51,-14.59,8.86,51.46,30.73,-9.76,33.65,6.3077,0.15%
598,013050,兴业能源革新股票C,2026-07-23,0.827,0.827,3.0,-2.52,-22.05,-22.16,-26.15,8.76,32.43,6.23,-18.3,-17.3,7.5562,0.00%
599,008294,朱雀企业优胜A,2026-07-23,1.542,1.542,-0.65,-5.44,-10.73,-2.57,-3.32,8.7,51.64,15.01,5.78,54.2,7.1875,0.15%
600,010141,朱雀企业优选A,2026-07-23,1.0817,1.0817,0.08,-4.11,-6.41,-1.85,-1.9,8.51,41.14,6.94,6.46,8.17,7.2052,0.15%
601,004813,中欧先进制造股票C,2026-07-23,2.3189,2.3189,2.4,0.32,-18.69,-22.81,-20.13,8.45,23.85,2.59,-15.57,131.89,6.4692,0.00%
602,018728,华夏智胜新锐股票A,2026-07-23,1.4255,1.4255,1.61,-5.1,-15.4,-12.5,-12.74,8.45,77.52,43.41,-3.4,42.55,7.5849,0.15%
603,006924,前海开源沪港深非周期股票C,2026-07-23,1.3114,1.3114,1.13,-0.66,1.2,-5.57,-14.69,8.44,50.44,29.65,-9.89,31.14,5.9033,0.00%
604,014046,交银医药创新股票C,2026-07-23,2.9124,2.9124,-0.07,-1.71,21.24,12.42,9.06,8.36,42.91,15.42,14.85,-13.66,7.3854,0.00%
605,005303,嘉实医药健康股票A,2026-07-23,1.9268,1.9268,-0.26,-2.7,17.1,8.27,3.31,8.23,45.95,23.41,12.28,92.68,7.2231,0.15%
606,018729,华夏智胜新锐股票C,2026-07-23,1.4082,1.4082,1.6,-5.11,-15.42,-12.59,-12.91,8.02,76.09,41.68,-3.63,40.82,7.1526,0.00%
607,376510,摩根大盘蓝筹股票A,2026-07-23,2.3265,2.3265,0.12,2.25,5.38,-3.92,-5.33,7.94,11.21,3.18,-4.43,132.65,7.6884,0.15%
608,001178,前海开源再融资股票,2026-07-23,1.353,1.933,0.0,-0.95,-4.38,-3.7,-12.6,7.89,32.52,0.15,-6.56,102.41,7.381,0.15%
609,008295,朱雀企业优胜C,2026-07-23,1.4693,1.4693,-0.65,-5.45,-10.79,-2.75,-3.7,7.84,49.24,12.3,5.3,46.93,6.34,0.00%
610,010142,朱雀企业优选C,2026-07-23,1.0323,1.0323,0.08,-4.13,-6.48,-2.05,-2.3,7.63,38.9,4.39,5.97,3.23,6.3459,0.00%
611,017038,富国中证1000优选股票A,2026-07-23,1.2326,1.2326,1.31,-4.63,-15.33,-14.93,-16.42,7.61,51.22,20.7,-8.21,23.26,6.4789,0.15%
612,008871,大成睿裕六月持有股票A,2026-07-23,1.6039,1.6039,1.19,2.41,-2.39,-9.65,-9.58,7.53,27.25,22.76,-6.65,60.39,7.0623,0.15%
613,001054,工银新金融股票A,2026-07-23,3.098,3.098,0.1,0.81,0.72,-1.59,0.29,7.46,38.24,27.81,-0.35,209.8,7.6442,0.15%
614,005304,嘉实医药健康股票C,2026-07-23,1.8004,1.8004,-0.26,-2.71,17.03,8.05,2.91,7.37,43.64,20.53,11.78,80.04,6.3815,0.00%
615,016401,摩根大盘蓝筹股票C,2026-07-23,2.2569,2.2569,0.12,2.24,5.33,-4.06,-5.61,7.29,9.89,1.32,-4.75,-21.21,7.0433,0.00%
616,001171,工银养老产业股票A,2026-07-23,1.636,1.636,-0.24,-2.73,7.77,2.31,0.43,7.21,27.51,2.38,7.77,63.6,6.3719,0.15%
617,021049,易方达高股息量化选股股票发起式A,2026-07-23,1.1376,1.1726,1.1,0.85,1.35,-5.22,-2.46,7.15,,,0.98,17.22,6.7868,0.15%
618,010112,广发研究精选股票A,2026-07-23,0.5299,0.5299,-0.99,-1.43,-15.22,-11.86,-13.15,7.14,13.69,-7.99,-7.28,-47.01,6.0649,0.15%
619,017039,富国中证1000优选股票C,2026-07-23,1.2053,1.2053,1.3,-4.63,-15.37,-15.07,-16.69,6.94,49.39,18.5,-8.54,20.53,5.8209,0.00%
620,013355,工银新金融股票C,2026-07-23,3.023,3.023,0.1,0.8,0.67,-1.72,0.03,6.9,36.85,25.91,-0.66,-9.19,7.0847,0.00%
621,008872,大成睿裕六月持有股票C,2026-07-23,1.546,1.546,1.18,2.39,-2.44,-9.8,-9.86,6.88,25.74,20.58,-6.97,54.6,6.4152,0.00%
622,021050,易方达高股息量化选股股票发起式C,2026-07-23,1.1321,1.1671,1.11,0.85,1.33,-5.31,-2.65,6.73,,,0.75,16.67,6.3717,0.00%
623,010113,广发研究精选股票C,2026-07-23,0.5179,0.5179,-0.99,-1.45,-15.25,-11.95,-13.32,6.72,12.76,-9.09,-7.5,-48.21,5.6508,0.00%
624,012238,工银养老产业股票C,2026-07-23,1.586,1.586,-0.25,-2.82,7.67,2.12,0.06,6.59,25.97,0.57,7.45,-27.55,5.6629,0.00%
625,021915,博道大盘价值股票A,2026-07-23,1.0694,1.0694,1.26,-0.32,-7.43,-4.71,-7.71,6.47,,,1.37,6.94,5.8079,0.15%
626,001236,博时丝路主题股票A,2026-07-23,1.915,1.915,-1.14,-5.57,-16.74,-17.74,-24.22,6.45,9.74,12.25,-13.54,91.5,4.6448,0.15%
627,018240,嘉实制造升级股票发起式A,2026-07-23,1.481,1.481,0.27,-5.75,-9.9,-5.94,-18.52,6.18,93.92,,-8.87,48.1,5.8992,0.15%
628,018194,建信新材料精选股票发起A,2026-07-23,1.7012,1.7012,-1.13,-11.16,-32.27,-29.69,-23.56,5.97,57.18,,-13.62,70.12,4.2594,0.15%
629,002556,博时丝路主题股票C,2026-07-23,1.839,1.839,-1.13,-5.55,-16.75,-17.83,-24.38,5.93,8.62,10.58,-13.74,153.66,4.1926,0.00%
630,021916,博道大盘价值股票C,2026-07-23,1.0605,1.0605,1.25,-0.33,-7.47,-4.83,-7.94,5.93,,,1.09,6.05,5.271,0.00%
631,018241,嘉实制造升级股票发起式C,2026-07-23,1.4641,1.4641,0.27,-5.75,-9.92,-6.03,-18.69,5.76,92.47,,-9.07,46.41,5.4827,0.00%
632,018195,建信新材料精选股票发起C,2026-07-23,1.6799,1.6799,-1.13,-11.16,-32.29,-29.76,-23.71,5.57,55.78,,-13.81,67.99,3.8578,0.00%
633,004350,汇丰晋信价值先锋股票A,2026-07-23,2.0436,2.4436,0.42,-1.92,-11.77,-12.31,-16.52,5.28,39.85,5.95,-9.0,150.35,4.0794,0.15%
634,008283,易方达金融行业股票发起式A,2026-07-23,1.6806,1.6806,1.22,1.31,0.61,6.94,0.11,5.12,51.15,51.82,-1.51,68.06,4.0619,0.15%
635,005267,嘉实价值精选股票A,2026-07-23,2.242,2.242,1.54,6.83,10.65,-4.37,-7.87,5.1,18.81,15.7,-2.07,124.2,5.1151,0.15%
636,006002,工银医药健康股票A,2026-07-23,2.3938,2.9414,-0.12,-1.54,20.66,7.21,4.32,4.91,62.85,21.86,10.58,187.44,3.3459,0.15%
637,011349,淳厚现代服务业股票A,2026-07-23,1.2382,1.2382,1.5,-0.85,0.23,0.72,-7.2,4.8,37.23,28.28,-2.42,23.82,3.9107,1.50%
638,015364,汇丰晋信价值先锋股票C,2026-07-23,1.9923,2.3923,0.42,-1.92,-11.81,-12.44,-16.77,4.66,38.18,4.05,-9.3,11.57,3.4692,0.00%
639,019026,易方达金融行业股票发起式C,2026-07-23,1.6441,1.6441,1.22,1.31,0.57,6.79,-0.14,4.59,48.53,,-1.79,48.0,3.5393,0.00%
640,021167,中泰红利量化选股股票发起A,2026-07-23,1.1408,1.1408,0.66,3.81,6.56,-1.56,-0.58,4.48,16.06,,0.41,14.08,4.3542,0.15%
641,023947,嘉实价值精选股票C,2026-07-23,2.2279,2.2279,1.55,6.82,10.6,-4.51,-8.14,4.47,,,-2.39,12.2,4.4883,0.00%
642,017132,中银新能源产业股票A,2026-07-23,1.1004,1.1004,4.01,-0.86,-19.47,-22.16,-18.85,4.35,32.16,10.04,-10.26,10.04,3.5183,0.15%
