序号,基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,自定义,手续费
159,010495,创金合信创新驱动股票A,2026-07-22,1.1664,1.1664,-2.74,-9.16,-14.23,18.77,10.85,63.61,70.38,40.33,25.57,16.64,63.2699,0.15%
160,011507,建信高端装备股票C,2026-07-22,1.9,1.9,-3.26,-5.7,-8.89,11.0,17.75,63.43,92.83,72.02,24.75,90.0,64.7732,0.00%
161,011122,汇添富ESG可持续成长股票A,2026-07-22,1.1766,1.1766,-1.03,-3.38,-8.29,6.82,11.2,63.28,116.45,100.27,18.43,17.66,63.9175,0.15%
162,008315,摩根慧选成长股票C,2026-07-22,2.0323,2.0323,-2.49,-4.78,-14.09,0.74,11.62,63.24,92.78,81.0,16.22,103.23,62.8185,0.00%
163,010680,华夏新兴成长股票A,2026-07-22,1.2447,1.2447,-2.18,-4.16,-8.4,18.89,20.32,62.98,91.99,76.83,33.77,24.47,63.0255,0.15%
164,009899,上银内需增长股票A,2026-07-22,1.3741,1.3741,-0.07,0.05,-5.08,3.16,23.05,62.73,95.38,68.79,34.18,37.41,62.6539,0.15%
165,001521,国寿安保成长优选股票A,2026-07-22,1.992,2.398,-1.39,-13.8,-29.61,-9.54,14.29,62.48,96.84,49.77,29.1,164.53,62.215,0.15%
166,010496,创金合信创新驱动股票C,2026-07-22,1.1157,1.1157,-2.75,-9.17,-14.28,18.53,10.42,62.31,67.67,37.01,25.01,11.57,61.9774,0.00%
167,012835,招商景气精选股票A,2026-07-22,1.7484,1.7484,-1.69,-4.72,-8.4,13.19,14.69,61.99,86.83,123.98,25.74,74.84,61.7242,0.15%
168,011123,汇添富ESG可持续成长股票C,2026-07-22,1.1295,1.1295,-1.03,-3.39,-8.33,6.61,10.77,61.96,113.03,95.55,17.9,12.95,62.6116,0.00%
169,017916,国寿安保成长优选股票C,2026-07-22,1.32,1.32,-1.35,-13.78,-29.64,-9.59,14.09,61.96,95.27,47.82,28.78,32.0,61.5667,0.00%
170,003145,国联竞争优势,2026-07-22,3.1482,3.1482,-0.08,-2.24,-8.04,10.62,13.9,61.93,114.46,75.23,24.9,214.82,63.424,0.15%
171,010681,华夏新兴成长股票C,2026-07-22,1.1974,1.1974,-2.18,-4.17,-8.46,18.7,19.91,61.85,89.31,73.13,33.25,19.74,61.8983,0.00%
172,015754,上银内需增长股票C,2026-07-22,1.3402,1.3402,-0.07,0.04,-5.13,3.01,22.68,61.76,93.03,65.76,33.74,65.27,61.6842,0.00%
173,008261,招商研究优选股票A,2026-07-22,2.2962,2.2962,-1.62,-4.47,-8.12,12.79,13.54,61.13,93.32,111.61,24.09,129.62,61.1821,0.15%
174,012836,招商景气精选股票C,2026-07-22,1.6798,1.6798,-1.69,-4.74,-8.46,12.97,14.24,60.72,83.87,118.67,25.18,67.98,60.4547,0.00%
175,000586,景顺长城中小创精选股票A,2026-07-22,3.59,4.162,-1.05,-7.47,-18.69,4.36,20.67,60.48,78.34,58.71,33.36,349.63,60.4111,0.15%
176,008262,招商研究优选股票C,2026-07-22,2.1852,2.1852,-1.63,-4.49,-8.18,12.56,13.08,59.88,90.33,106.68,23.57,118.52,59.9473,0.00%
177,001707,诺安高端制造股票A,2026-07-22,2.425,2.425,-2.49,0.46,1.63,3.15,0.21,59.85,89.75,69.23,12.27,142.5,55.7482,0.15%
178,000793,工银高端制造股票,2026-07-22,2.534,2.534,-2.01,-4.31,-7.69,12.37,16.29,59.67,80.87,63.38,29.22,153.4,59.4714,0.15%
179,018817,景顺长城中小创精选股票C,2026-07-22,3.534,3.759,-1.04,-7.49,-18.7,4.22,20.33,59.55,76.44,56.13,32.96,50.65,59.4765,0.00%
180,014536,诺安高端制造股票C,2026-07-22,2.378,2.378,-2.46,0.51,1.62,3.08,0.04,59.28,88.28,67.11,12.06,30.23,55.2219,0.00%
181,671030,西部利得事件驱动股票A,2026-07-22,4.198,4.198,-1.57,-11.27,-18.04,-10.32,-7.18,58.28,128.77,108.94,4.35,319.8,57.3581,0.15%
182,001245,工银生态环境股票A,2026-07-22,2.915,2.915,-2.57,-6.75,-15.9,2.39,8.77,57.99,81.62,58.34,14.81,191.5,58.2519,0.15%
183,023532,西部利得事件驱动股票C,2026-07-22,4.1752,4.1752,-1.57,-11.28,-18.07,-10.41,-7.36,57.64,,,4.12,58.76,56.7326,0.00%
184,015002,工银生态环境股票C,2026-07-22,2.855,2.855,-2.56,-6.76,-15.93,2.26,8.51,57.39,79.9,56.1,14.57,25.6,57.5607,0.00%
185,001162,前海开源优势蓝筹股票A,2026-07-22,2.184,2.184,-1.0,-0.14,-0.46,9.42,16.67,57.35,63.6,84.77,21.13,118.4,57.0093,0.15%
186,001638,前海开源优势蓝筹股票C,2026-07-22,2.38,2.38,-1.0,-0.17,-0.46,9.38,16.55,57.2,63.35,84.21,21.0,138.0,56.7852,0.15%
187,001409,工银互联网加股票,2026-07-22,0.775,0.775,-3.12,-8.93,-19.44,4.31,17.78,56.25,74.16,45.13,24.4,-22.5,57.2008,0.15%
188,000756,建信潜力新蓝筹股票A,2026-07-22,5.057,5.057,-2.71,-9.92,-17.44,12.23,11.51,54.6,78.95,53.85,27.0,405.7,55.0276,0.15%
189,340006,兴全全球视野股票,2026-07-22,3.7683,6.5143,-1.94,-9.95,-19.68,-6.67,7.04,54.58,82.53,55.4,18.59,1320.04,55.4772,0.15%
190,014967,建信潜力新蓝筹股票C,2026-07-22,4.966,4.966,-2.7,-9.92,-17.45,12.12,11.3,53.98,77.55,52.0,26.72,53.18,54.4635,0.00%
191,001677,中银战略新兴产业股票A,2026-07-22,4.4701,4.4701,0.24,-1.65,-8.81,1.43,6.99,52.98,98.58,81.49,11.86,347.01,52.9285,0.15%
192,010812,中银战略新兴产业股票C,2026-07-22,4.3706,4.3706,0.24,-1.66,-8.84,1.31,6.78,52.39,96.96,79.27,11.61,90.03,52.3388,0.00%
193,000577,安信价值精选股票A,2026-07-22,5.6263,5.6263,-1.83,-3.74,-5.92,11.4,18.63,52.17,71.36,44.56,25.79,462.63,50.7462,0.15%
194,008934,大成科技消费股票A,2026-07-22,1.2267,1.2267,-2.5,-11.06,-22.51,-1.12,7.11,52.03,71.88,36.51,20.51,22.84,52.8217,0.15%
195,000751,嘉实新兴产业股票,2026-07-22,4.853,4.853,-2.67,-4.94,-11.38,7.53,16.04,51.85,70.64,30.56,29.0,385.3,52.084,0.15%
196,001126,摩根卓越制造股票A,2026-07-22,1.9119,2.0414,-2.65,-7.93,-24.31,-16.49,-1.35,51.62,70.25,58.07,1.28,106.49,52.3791,0.15%
197,023178,安信价值精选股票C,2026-07-22,5.5933,5.5933,-1.83,-3.75,-5.95,11.29,18.4,51.57,,,25.51,63.57,50.1597,0.00%
198,005328,前海开源价值策略股票,2026-07-22,1.0676,1.0676,-1.31,-13.17,-32.25,-18.66,-0.35,51.15,64.17,30.27,14.16,6.76,51.3897,0.15%
199,001028,华安物联网主题股票A,2026-07-22,1.846,1.846,-1.55,-6.39,-12.72,4.71,9.3,51.06,95.76,59.83,19.1,84.6,51.3115,0.15%
200,001938,中欧时代先锋股票A,2026-07-22,2.1287,3.4535,-0.73,-1.47,-6.34,-1.79,1.44,50.85,67.38,57.0,8.73,404.1,51.2828,0.15%
201,008935,大成科技消费股票C,2026-07-22,1.1692,1.1692,-2.5,-11.07,-22.56,-1.28,6.72,50.83,69.18,33.3,20.0,17.08,51.6472,0.00%
202,015075,摩根卓越制造股票C,2026-07-22,1.8639,1.8639,-2.65,-7.94,-24.35,-16.61,-1.64,50.72,68.22,55.22,0.94,16.09,51.4873,0.00%
203,010892,中银证券精选行业股票A,2026-07-22,0.6741,0.6741,-3.58,-11.19,-22.64,-6.98,6.26,50.6,72.23,11.13,9.34,-32.59,51.0419,0.15%
204,001825,建信中国制造2025股票A,2026-07-22,2.0522,2.0522,-2.53,-8.6,-19.02,11.08,21.8,50.45,37.73,19.76,41.26,105.22,50.8527,0.15%
205,012350,万家元贞量化选股股票A,2026-07-22,1.5917,1.5917,-0.92,-7.68,-19.09,-2.89,8.07,50.23,98.12,57.95,17.58,59.17,51.1299,0.15%
206,016292,华安物联网主题股票C,2026-07-22,1.8,1.8,-1.59,-6.4,-12.75,4.59,8.96,50.13,92.93,56.66,18.73,34.63,50.3759,0.00%
207,010893,中银证券精选行业股票C,2026-07-22,0.6596,0.6596,-3.58,-11.2,-22.66,-7.07,6.05,50.01,70.88,9.82,9.11,-34.04,50.4562,0.00%
208,014380,建信中国制造2025股票C,2026-07-22,2.0144,2.0144,-2.54,-8.61,-19.05,10.97,21.55,49.85,36.63,18.32,40.95,-22.58,50.2387,0.00%
209,010003,景顺长城电子信息产业股票A,2026-07-22,2.003,2.003,-1.41,-5.96,-13.36,6.55,10.57,49.73,106.67,78.19,25.42,100.3,49.266,0.15%
210,004241,中欧时代先锋股票C,2026-07-22,1.9949,3.0851,-0.73,-1.48,-6.4,-1.99,1.04,49.65,64.72,53.27,8.25,255.23,50.0828,0.00%
211,000309,大摩品质生活精选股票A,2026-07-22,5.076,5.076,-0.84,-1.28,-1.7,1.06,8.07,49.6,108.2,63.37,16.42,407.6,49.6462,0.15%
212,011269,中银证券优势制造股票A,2026-07-22,1.5588,1.5588,-3.03,-12.75,-21.97,1.95,16.42,49.51,108.26,46.08,18.49,55.88,50.1445,0.15%
213,012351,万家元贞量化选股股票C,2026-07-22,1.5653,1.5653,-0.92,-7.69,-19.12,-3.01,7.81,49.49,96.15,55.61,17.26,56.53,50.3939,0.00%
214,001476,中银智能制造股票A,2026-07-22,2.8815,2.8815,-1.82,-8.86,-19.73,-3.27,3.5,49.38,88.7,56.77,8.25,188.15,50.0,0.15%
215,010004,景顺长城电子信息产业股票C,2026-07-22,1.9573,1.9573,-1.42,-5.97,-13.39,6.44,10.35,49.13,105.08,76.11,25.14,95.73,48.6745,0.00%
216,019484,大摩品质生活精选股票C,2026-07-22,5.021,5.021,-0.85,-1.28,-1.72,0.97,7.89,49.04,106.63,,16.17,71.83,49.0796,0.00%
217,011270,中银证券优势制造股票C,2026-07-22,1.5267,1.5267,-3.04,-12.76,-22.0,1.84,16.19,48.9,106.51,44.23,18.22,52.67,49.5445,0.00%
218,012181,中银智能制造股票C,2026-07-22,2.8247,2.8247,-1.82,-8.87,-19.76,-3.36,3.28,48.75,87.07,54.86,8.02,77.54,49.376,0.00%
219,011229,创金合信数字经济主题股票A,2026-07-22,2.1761,2.1761,-2.74,-8.42,-13.67,17.11,11.78,47.96,80.26,48.96,17.51,117.61,47.1332,0.15%
220,024804,华夏量化选股股票A,2026-07-22,1.6688,1.6688,-0.83,-5.07,-14.14,4.27,16.94,47.72,,,31.13,47.72,47.7468,0.10%
221,008085,海富通先进制造股票A,2026-07-22,1.771,1.771,-0.15,-3.55,-21.57,-0.8,5.64,47.3,93.05,48.39,9.56,77.1,47.7557,0.15%
222,009341,易方达均衡成长股票,2026-07-22,1.5727,1.5727,-2.2,-5.4,-11.74,0.64,-1.48,47.3,76.77,53.45,3.58,57.27,46.543,0.15%
223,011230,创金合信数字经济主题股票C,2026-07-22,2.1939,2.1939,-2.74,-8.42,-13.7,16.97,11.5,47.22,84.95,52.06,17.18,119.39,46.4064,0.00%
224,001764,广发沪港深新机遇股票,2026-07-22,1.661,1.798,-2.41,-3.77,-11.84,14.0,25.26,47.12,80.15,63.32,35.59,85.48,47.6444,0.15%
225,001576,国泰智能装备股票A,2026-07-22,2.8933,2.9953,-3.39,-5.05,-13.59,9.71,3.85,46.94,70.39,27.63,10.23,201.31,47.1668,0.15%
226,000549,华安大国新经济股票A,2026-07-22,4.224,4.224,-1.58,-6.8,-14.3,3.66,7.4,46.92,85.18,49.05,17.17,322.4,47.229,0.15%
227,000409,鹏华环保产业股票,2026-07-22,4.589,4.589,-2.65,-6.1,-22.99,-12.74,3.43,46.9,49.33,22.41,6.45,358.9,48.2235,0.15%
228,024805,华夏量化选股股票C,2026-07-22,1.5918,1.5918,-0.83,-5.08,-14.19,4.11,16.58,46.83,,,30.69,46.83,46.8586,0.00%
229,008084,海富通先进制造股票C,2026-07-22,1.7248,1.7248,-0.15,-3.56,-21.6,-0.89,5.43,46.7,91.47,46.59,9.32,72.48,47.1547,0.00%
230,001042,华夏领先股票,2026-07-22,0.751,0.751,-4.09,-18.1,-35.81,-3.84,8.84,46.68,53.27,6.68,26.22,-24.9,47.5442,0.15%
231,011322,国泰智能装备股票C,2026-07-22,2.8305,2.9315,-3.39,-5.06,-13.62,9.6,3.64,46.35,69.19,26.14,9.98,9.65,46.5821,0.00%
232,019824,国寿安保新材料股票发起式A,2026-07-22,2.1092,2.1092,-1.81,-14.1,-29.74,-9.34,11.27,46.24,119.48,,23.09,110.92,46.0564,0.12%
233,003069,光大创业板量化优选A,2026-07-22,2.1165,2.1165,-2.89,-5.44,-19.19,-3.62,6.11,46.16,91.89,61.34,11.03,111.65,46.2479,0.15%
234,016291,华安大国新经济股票C,2026-07-22,4.127,4.127,-1.6,-6.82,-14.36,3.49,7.06,45.99,82.93,46.35,16.75,23.67,46.3475,0.00%
235,023647,广发科技智选股票发起式A,2026-07-22,1.5856,1.6419,-2.94,-10.02,-20.37,0.88,8.96,45.88,,,18.3,65.58,46.5153,0.15%
236,005983,摩根核心精选股票A,2026-07-22,1.6071,1.6071,-1.8,-7.86,-26.57,-23.06,-6.77,45.83,47.25,10.76,-5.81,60.71,46.2329,0.15%
237,020698,国泰海通科创板量化选股股票发起A,2026-07-22,2.0513,2.0513,-1.36,-8.49,-14.92,2.14,4.15,45.77,114.44,,17.71,105.13,45.72,0.15%
238,009379,中银成长优选股票A,2026-07-22,1.2329,1.2329,-1.72,-9.81,-21.34,-5.07,1.15,45.73,77.42,37.45,5.8,23.29,45.9917,0.15%
239,001008,工银国企改革股票,2026-07-22,2.988,2.988,4.26,4.92,-10.19,-1.26,-1.48,45.54,55.79,48.14,12.25,198.8,46.184,0.15%
240,019825,国寿安保新材料股票发起式C,2026-07-22,2.0879,2.0879,-1.81,-14.11,-29.77,-9.45,11.0,45.52,117.38,,22.75,108.79,45.3362,0.00%
241,003070,光大创业板量化优选C,2026-07-22,1.9022,1.9022,-2.89,-5.45,-19.22,-3.82,5.74,45.26,89.9,58.94,10.62,90.22,45.3503,0.00%
242,020699,国泰海通科创板量化选股股票发起C,2026-07-22,2.0328,2.0328,-1.36,-8.49,-14.95,2.04,3.95,45.19,112.72,,17.46,103.28,45.1378,0.00%
243,023648,广发科技智选股票发起式C,2026-07-22,1.5737,1.6298,-2.94,-10.03,-20.41,0.73,8.64,45.01,,,17.91,64.34,45.6371,0.00%
244,014937,摩根核心精选股票C,2026-07-22,1.5652,1.5652,-1.79,-7.87,-26.6,-23.17,-7.04,44.98,45.51,8.79,-6.12,-38.18,45.3836,0.00%
245,014455,中银成长优选股票C,2026-07-22,1.2,1.2,-1.72,-9.82,-21.38,-5.21,0.85,44.86,75.31,34.98,5.45,0.81,45.1203,0.00%
246,020276,银河新材料股票发起式A,2026-07-22,1.6528,1.6528,-0.08,-3.59,-15.47,-0.09,-10.24,44.67,68.62,,4.41,65.28,45.9684,0.15%
247,019902,国寿安保先进制造股票发起式A,2026-07-22,1.5627,1.5627,-2.56,-13.91,-30.88,-8.39,-5.33,44.33,65.24,,7.73,56.27,45.3539,0.12%
248,005268,鹏华优势企业,2026-07-22,2.4936,2.4936,-3.32,-12.98,-26.79,2.05,26.89,44.32,64.87,48.51,35.7,149.36,44.4811,0.15%
249,022292,前海开源优选领航股票A,2026-07-22,1.6225,1.6225,-0.89,-0.17,-1.08,6.87,10.93,44.18,,,16.38,62.25,43.5714,0.15%
250,020720,国寿安保高端装备股票发起式A,2026-07-22,1.4139,1.4139,-3.07,-11.28,-29.19,2.0,13.03,44.11,41.21,,19.32,41.39,44.7482,0.12%
251,007674,工银产业升级股票A,2026-07-22,1.625,1.625,-0.68,-4.27,-16.11,-13.18,-8.29,43.97,76.02,23.88,2.52,62.5,43.4119,0.15%
252,006257,信澳先进智造股票型A,2026-07-22,2.8842,3.5045,-0.87,-7.92,-8.3,19.76,10.09,43.87,121.33,74.95,25.3,277.77,43.9509,0.15%
253,020277,银河新材料股票发起式C,2026-07-22,1.6382,1.6382,-0.09,-3.6,-15.51,-0.24,-10.51,43.8,66.6,,4.06,63.82,45.1019,0.00%
254,019903,国寿安保先进制造股票发起式C,2026-07-22,1.541,1.541,-2.56,-13.91,-30.9,-8.5,-5.56,43.62,63.57,,7.43,54.1,44.6405,0.00%
255,022293,前海开源优选领航股票C,2026-07-22,1.6118,1.6118,-0.89,-0.18,-1.11,6.76,10.67,43.56,,,16.09,61.18,42.9534,0.00%
256,020721,国寿安保高端装备股票发起式C,2026-07-22,1.401,1.401,-3.08,-11.28,-29.22,1.88,12.76,43.41,39.83,,18.99,40.1,44.0469,0.00%
257,005660,嘉实资源精选股票A,2026-07-22,4.6987,4.6987,4.33,5.01,-1.39,-14.62,-17.47,43.31,70.33,87.72,-7.89,369.87,44.1983,0.15%
258,009988,信澳蓝筹精选股票A,2026-07-22,0.8718,0.8718,0.39,-0.02,-7.42,0.79,2.24,43.25,43.84,15.73,13.8,-12.82,42.6608,0.15%
259,024169,信澳先进智造股票型C,2026-07-22,2.8679,2.8679,-0.87,-7.93,-8.34,19.63,9.8,43.09,,,24.91,45.96,43.1731,0.00%
260,007675,工银产业升级股票C,2026-07-22,1.5488,1.5488,-0.68,-4.28,-16.17,-13.36,-8.65,42.81,73.96,21.48,2.06,54.88,42.2745,0.00%
261,013899,摩根全景优势股票A,2026-07-22,1.1119,1.1119,-0.69,-3.83,-15.87,-5.56,2.78,42.75,62.13,50.46,9.61,11.19,43.7492,0.15%
262,005661,嘉实资源精选股票C,2026-07-22,4.5253,4.5253,4.33,5.0,-1.43,-14.73,-17.67,42.62,68.67,84.96,-8.13,352.53,43.5009,0.00%
263,024168,信澳蓝筹精选股票C,2026-07-22,0.8667,0.8667,0.41,-0.02,-7.45,0.65,1.95,42.41,,,13.43,49.41,41.8494,0.00%
264,001158,工银新材料新能源股票,2026-07-22,1.917,1.917,0.31,-1.79,-15.66,-15.03,-7.39,42.11,55.6,38.21,1.7,91.7,43.1665,0.15%
265,013900,摩根全景优势股票C,2026-07-22,1.087,1.087,-0.69,-3.84,-15.91,-5.67,2.53,42.04,60.54,48.21,9.3,8.7,43.0451,0.00%
266,022003,博道大盘成长股票A,2026-07-22,1.6947,1.6947,-1.88,-11.66,-25.33,-5.28,-1.56,41.78,,,10.44,69.47,41.9466,0.15%
267,022004,博道大盘成长股票C,2026-07-22,1.6807,1.6807,-1.89,-11.67,-25.36,-5.39,-1.81,41.08,,,10.13,68.07,41.2472,0.00%
268,008264,南方ESG股票A,2026-07-22,1.7562,1.7562,-0.79,-3.32,-17.92,0.43,6.22,40.36,72.74,71.15,13.93,75.62,39.8582,0.15%
269,022327,宏利高端装备股票A,2026-07-22,1.5931,1.5931,1.98,3.4,-1.53,-6.6,-4.95,40.15,,,7.0,59.31,40.9075,0.15%
270,015408,景顺长城成长趋势股票A,2026-07-22,1.4688,1.4688,-1.75,-5.58,-17.08,4.72,16.03,39.86,58.17,,26.39,46.88,40.3133,0.15%
271,022328,宏利高端装备股票C,2026-07-22,1.5838,1.5838,1.98,3.39,-1.57,-6.69,-5.13,39.62,,,6.77,58.38,40.358,0.00%
272,010322,大摩新兴产业股票,2026-07-22,1.3593,1.3593,-2.31,-5.31,-16.22,4.18,0.91,39.53,87.0,50.28,6.65,35.93,39.5442,0.15%
273,003053,嘉实文体娱乐股票A,2026-07-22,2.657,2.657,-0.78,-5.65,-10.84,22.22,18.88,39.26,96.96,33.92,31.67,165.7,38.602,0.15%
274,015904,广发新能源精选股票A,2026-07-22,1.1777,1.1777,-1.9,-8.26,-21.22,-14.91,-2.34,39.26,76.33,49.49,2.74,17.77,40.3193,0.15%
275,008265,南方ESG股票C,2026-07-22,1.6874,1.6874,-0.79,-3.33,-17.96,0.28,5.9,39.08,70.6,68.03,13.19,68.74,38.5841,0.00%
276,024377,易方达科智量化选股股票发起式A,2026-07-22,1.4836,1.4836,-0.65,-5.35,-13.84,-6.98,4.5,38.84,,,13.56,48.36,39.3052,0.15%
277,015409,景顺长城成长趋势股票C,2026-07-22,1.4408,1.4408,-1.75,-5.59,-17.12,4.41,15.51,38.82,56.08,,25.79,44.08,39.275,0.00%
278,001208,诺安低碳经济股票A,2026-07-22,2.698,3.326,-0.74,-2.98,-7.63,2.55,2.78,38.71,67.56,58.6,9.99,273.2,38.7147,0.15%
279,004476,景顺长城沪港深领先科技股票A,2026-07-22,2.329,2.329,-2.35,-5.94,-15.28,9.04,16.51,38.71,71.5,50.36,23.55,132.9,37.6478,0.15%
280,003054,嘉实文体娱乐股票C,2026-07-22,2.535,2.535,-0.78,-5.66,-10.86,22.05,18.62,38.6,95.0,31.89,31.28,153.5,37.9217,0.00%
281,015905,广发新能源精选股票C,2026-07-22,1.1523,1.1523,-1.91,-8.29,-21.26,-15.04,-2.64,38.41,74.25,46.83,2.39,15.23,39.4699,0.00%
282,024378,易方达科智量化选股股票发起式C,2026-07-22,1.4772,1.4772,-0.65,-5.36,-13.87,-7.07,4.31,38.3,,,13.33,47.72,38.7694,0.00%
283,010349,诺安低碳经济股票C,2026-07-22,2.637,3.257,-0.75,-3.02,-7.67,2.41,2.53,37.99,65.85,56.27,9.65,116.59,37.9906,0.00%
284,023854,景顺长城沪港深领先科技股票C,2026-07-22,2.32,2.32,-2.36,-5.96,-15.33,8.82,16.12,37.93,,,23.08,47.77,36.8732,0.00%
285,005009,申万菱信行业轮动股票A,2026-07-22,2.3617,2.3617,1.27,-5.71,-24.71,-18.13,-17.35,37.58,64.82,54.7,-4.01,136.15,37.38,0.15%
286,001725,汇添富高端制造股票A,2026-07-22,3.339,3.339,1.15,3.12,3.66,7.57,11.63,37.58,53.02,46.0,16.38,233.9,37.464,0.15%
287,003624,创金合信资源股票发起式A,2026-07-22,3.7413,3.7413,3.85,3.49,-10.87,-18.56,-21.87,37.41,52.11,67.45,-10.76,274.13,37.6034,0.15%
288,015157,申万菱信行业轮动股票C,2026-07-22,2.316,2.316,1.27,-5.71,-24.73,-18.2,-17.51,37.08,63.57,52.48,-4.21,15.21,36.8875,0.00%
289,162208,宏利首选企业股票A,2026-07-22,2.0863,3.2646,-2.68,-8.72,-26.86,1.83,2.65,37.0,44.34,25.08,9.37,425.25,36.1637,0.15%
290,001542,国泰互联网+股票,2026-07-22,2.421,2.58,-2.38,-7.38,-20.26,11.88,4.76,36.93,32.51,13.24,12.45,166.5,37.4787,0.15%
291,000925,汇添富外延增长股票A,2026-07-22,2.02,2.277,1.0,1.56,-2.08,-0.2,2.38,36.86,50.26,69.89,8.37,139.21,36.8564,0.15%
292,004640,华夏节能环保股票A,2026-07-22,2.4733,2.4733,-5.12,-20.58,-39.02,-9.82,4.03,36.84,72.25,25.11,20.54,147.33,37.773,0.15%
293,015114,汇添富高端制造股票C,2026-07-22,3.256,3.256,1.18,3.1,3.63,7.46,11.35,36.75,51.37,43.56,16.04,29.36,36.6919,0.00%
294,015145,同泰新能源1年持有股票A,2026-07-22,1.2422,1.2422,-2.27,-11.51,-31.59,-18.07,-17.72,36.75,64.05,36.22,-6.36,24.22,36.5355,0.15%
295,003625,创金合信资源股票发起式C,2026-07-22,3.5607,3.5607,3.85,3.48,-10.91,-18.67,-22.06,36.73,50.6,64.95,-11.01,256.07,36.9237,0.00%
296,017289,宏利首选企业股票C,2026-07-22,2.0589,2.0589,-2.68,-8.73,-26.88,1.76,2.5,36.6,43.18,23.75,9.2,15.36,35.7576,0.00%
297,005894,华夏优势精选股票,2026-07-22,1.5447,1.5447,-2.84,-9.32,-18.43,1.53,3.78,36.59,65.24,28.61,9.06,54.47,35.5595,0.15%
298,011424,汇添富外延增长股票C,2026-07-22,1.963,2.22,1.03,1.6,-2.09,-0.25,2.19,36.41,49.06,67.83,8.21,22.65,36.4142,0.00%
299,016449,南方新材料股票发起A,2026-07-22,1.2637,1.2637,2.26,2.96,-10.4,-2.63,-8.29,36.31,69.65,33.89,2.98,26.37,36.3656,0.15%
300,015146,同泰新能源1年持有股票C,2026-07-22,1.2234,1.2234,-2.26,-11.52,-31.61,-18.15,-17.89,36.21,62.73,34.6,-6.57,22.34,35.9938,0.00%
301,015060,华夏节能环保股票C,2026-07-22,2.4098,2.4098,-5.12,-20.59,-39.05,-9.94,3.74,36.04,70.21,22.89,20.16,6.73,36.9671,0.00%
302,008854,南方内需增长两年股票A,2026-07-22,1.3273,1.3273,-1.46,-3.29,-1.29,11.44,10.09,35.92,60.22,49.03,13.63,32.73,35.4664,0.15%
303,016450,南方新材料股票发起C,2026-07-22,1.2486,1.2486,2.26,2.95,-10.43,-2.71,-8.46,35.89,68.52,32.48,2.77,24.86,35.9686,0.00%
304,017073,嘉实清洁能源股票发起式A,2026-07-22,1.003,1.003,-0.72,-6.31,-26.9,-25.37,-17.87,35.83,79.59,17.3,-13.88,0.3,36.947,0.15%
305,011882,招商蓝筹精选股票A,2026-07-22,1.0415,1.0415,-0.88,-2.86,-5.05,3.06,3.11,35.77,77.88,54.89,13.59,4.15,34.3524,0.15%
306,005259,建信龙头企业股票,2026-07-22,2.6093,2.6093,-2.45,-3.67,-6.0,8.08,8.88,35.34,84.83,69.42,11.56,160.93,34.4169,0.15%
307,001163,银华中国梦30股票,2026-07-22,1.822,2.105,-2.57,-5.89,-10.25,10.29,12.96,35.16,41.46,19.63,21.22,113.7,34.3658,0.15%
308,014187,华夏量化优选股票A,2026-07-22,1.265,1.265,-0.43,-2.31,-8.44,0.68,2.62,35.16,67.95,52.78,14.45,26.5,35.5551,0.15%
309,008855,南方内需增长两年股票C,2026-07-22,1.2771,1.2771,-1.47,-3.3,-1.34,11.27,9.76,35.1,58.31,46.37,13.25,27.71,34.6442,0.00%
310,017074,嘉实清洁能源股票发起式C,2026-07-22,0.9811,0.9811,-0.73,-6.32,-26.94,-25.48,-18.12,35.04,77.48,15.19,-14.17,-1.89,36.1504,0.00%
311,020236,路博迈中国动力股票A,2026-07-22,1.64,1.64,-0.49,-7.68,-26.57,-14.74,-8.54,34.91,69.77,,3.58,64.0,34.2282,0.08%
312,011883,招商蓝筹精选股票C,2026-07-22,0.9998,0.9998,-0.88,-2.88,-5.12,2.84,2.68,34.58,74.88,51.07,12.98,-0.02,33.1646,0.00%
313,015627,圆信永丰弘阳股票A,2026-07-22,1.2517,1.2517,-1.0,-4.19,-7.4,16.88,5.22,34.56,62.52,49.94,18.54,25.17,34.5625,0.15%
314,015628,圆信永丰弘阳股票C,2026-07-22,1.249,1.249,-1.01,-4.2,-7.43,16.77,5.01,34.27,62.17,49.62,18.27,24.9,34.2722,0.00%
315,014188,华夏量化优选股票C,2026-07-22,1.2249,1.2249,-0.42,-2.32,-8.49,0.51,2.27,34.22,65.64,49.62,14.02,22.49,34.6192,0.00%
316,020237,路博迈中国动力股票C,2026-07-22,1.623,1.623,-0.49,-7.69,-26.59,-14.84,-8.76,34.2,68.22,,3.28,62.3,33.5253,0.00%
317,001541,汇添富民营新动力股票,2026-07-22,2.233,2.233,-1.11,-5.42,-16.24,-1.67,3.91,34.03,77.08,43.79,12.89,123.3,34.7616,0.15%
318,005635,博时量化多策略股票A,2026-07-22,1.8168,2.083,-0.77,-5.35,-10.33,0.61,-0.03,33.97,65.08,45.48,8.03,120.84,33.6306,0.15%
319,005802,汇添富智能制造股票A,2026-07-22,1.8081,1.8081,-1.43,-2.5,-10.82,-6.32,2.24,33.56,66.19,43.37,8.21,80.81,34.4812,0.15%
