序号,基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,自定义,手续费
320,206012,鹏华价值精选股票,2026-07-22,4.125,4.125,0.29,-2.0,-7.84,2.97,-0.27,33.41,66.53,39.88,9.16,312.5,33.5816,0.15%
321,011498,富国沪深300基本面精选股票A,2026-07-22,1.1738,1.1738,-1.26,-1.91,-3.64,-3.02,-1.6,33.11,65.6,45.71,3.41,17.38,33.7207,0.15%
322,001421,南方量化成长股票A,2026-07-22,1.4883,1.4883,-1.83,-6.25,-13.49,-8.11,-5.24,32.97,60.36,33.0,6.96,48.83,33.1455,0.15%
323,005636,博时量化多策略股票C,2026-07-22,1.7386,1.9657,-0.78,-5.36,-10.39,0.41,-0.44,32.91,62.46,42.02,7.54,106.55,32.5732,0.00%
324,000457,摩根核心成长股票A,2026-07-22,3.5742,3.8832,-1.17,-2.28,-8.89,-11.07,6.2,32.87,87.53,61.88,4.18,317.44,33.3706,0.15%
325,001605,国富沪港深成长精选股票A,2026-07-22,2.3733,2.3733,-1.21,-1.67,-4.23,3.08,3.74,32.85,65.16,50.98,11.34,137.33,31.9967,0.15%
326,015196,汇添富智能制造股票C,2026-07-22,1.7599,1.7599,-1.43,-2.5,-10.86,-6.46,1.93,32.74,64.17,40.78,7.84,6.6,33.6599,0.00%
327,000746,招商行业精选股票基金,2026-07-22,6.126,6.126,0.64,0.59,-2.36,-6.76,-4.27,32.48,58.91,92.1,7.06,512.6,33.145,0.15%
328,011499,富国沪深300基本面精选股票C,2026-07-22,1.138,1.138,-1.27,-1.92,-3.69,-3.17,-1.9,32.33,63.65,43.11,3.06,13.8,32.9129,0.00%
329,017946,国富沪港深成长精选股票C,2026-07-22,2.3328,2.3328,-1.22,-1.68,-4.26,2.98,3.54,32.32,63.09,48.56,11.09,37.18,31.4624,0.00%
330,015170,摩根核心成长股票C,2026-07-22,3.4962,3.4962,-1.17,-2.29,-8.92,-11.18,5.95,32.23,85.61,59.43,3.9,25.44,32.7284,0.00%
331,005161,华商上游产业股票A,2026-07-22,3.6721,3.6721,0.98,-1.63,-14.77,-19.43,-20.64,32.02,56.07,60.07,-11.91,267.21,32.4377,0.15%
332,011146,创金合信气候变化责任投资股票A,2026-07-22,1.477,1.477,-4.08,-12.42,-24.83,3.24,-2.8,31.63,59.94,49.57,4.06,47.7,30.0291,0.15%
333,018023,华商上游产业股票C,2026-07-22,3.5988,3.5988,0.98,-1.64,-14.81,-19.56,-20.88,31.23,54.2,57.22,-12.21,47.72,31.6506,0.00%
334,018971,富国致弘量化选股股票A,2026-07-22,1.4453,1.4453,-1.22,-6.33,-12.73,-2.19,3.22,31.2,59.38,,12.8,44.53,31.6422,0.15%
335,011147,创金合信气候变化责任投资股票C,2026-07-22,1.4445,1.4445,-4.08,-12.43,-24.86,3.13,-3.0,31.09,58.65,47.77,3.82,44.45,29.5051,0.00%
336,011149,创金合信ESG责任投资股票A,2026-07-22,1.3232,1.3232,-1.14,-4.17,-10.02,-0.68,1.91,30.89,46.29,14.52,8.81,32.32,30.4031,0.75%
337,002121,广发沪港深新起点股票A,2026-07-22,2.3442,2.4292,-1.54,-3.83,-6.42,5.07,4.21,30.86,61.46,75.58,13.77,150.92,30.0671,0.15%
338,013641,博道成长智航股票A,2026-07-22,1.598,1.598,-2.35,-9.97,-21.0,-5.79,-1.62,30.81,103.18,75.59,7.37,59.8,31.3065,1.50%
339,011645,国泰核心价值两年持有期股票A,2026-07-22,1.0595,1.0595,-0.13,-3.29,-10.49,-10.65,-11.29,30.66,68.47,39.63,1.59,5.95,30.3198,0.15%
340,013465,博时智选量化多因子股票A,2026-07-22,1.0978,1.6059,-0.35,-3.98,-10.11,-1.17,-5.06,30.42,96.42,77.71,5.71,65.56,30.787,0.15%
341,018972,富国致弘量化选股股票C,2026-07-22,1.4205,1.4205,-1.22,-6.34,-12.78,-2.33,2.92,30.42,57.48,,12.43,42.05,30.8614,0.00%
342,010024,广发沪港深新起点股票C,2026-07-22,2.2797,2.2797,-1.55,-3.83,-6.45,4.96,4.0,30.27,59.4,72.61,13.46,30.27,29.4769,0.00%
343,011150,创金合信ESG责任投资股票C,2026-07-22,1.287,1.287,-1.14,-4.18,-10.06,-0.8,1.67,30.25,44.83,12.83,8.52,28.7,29.7641,0.00%
344,013642,博道成长智航股票C,2026-07-22,1.5606,1.5606,-2.35,-9.97,-21.03,-5.91,-1.86,30.16,101.19,72.98,7.07,56.06,30.6488,0.00%
345,009557,申万菱信创业板量化精选股票A,2026-07-22,1.2776,1.2776,-2.56,-5.24,-11.15,-8.72,-2.81,30.02,109.82,68.77,1.88,27.76,30.1946,0.15%
346,024711,中金新锐股票A,2026-07-22,4.9695,4.9695,0.11,-1.27,-8.82,-5.11,-2.49,30.0,,,5.65,32.84,29.6876,0.15%
347,011646,国泰核心价值两年持有期股票C,2026-07-22,1.0326,1.0326,-0.14,-3.3,-10.53,-10.76,-11.51,29.98,66.76,37.53,1.29,3.26,29.6585,0.00%
348,013466,博时智选量化多因子股票C,2026-07-22,1.0945,1.5761,-0.36,-3.98,-10.14,-1.28,-5.29,29.78,94.48,75.09,5.42,61.71,30.1364,0.00%
349,000978,景顺长城量化精选股票A,2026-07-22,2.048,2.302,-0.58,-5.1,-11.53,-3.89,-1.96,29.7,66.44,41.65,8.59,136.98,29.9177,0.15%
350,000594,大摩进取优选股票,2026-07-22,2.996,2.996,-0.07,-1.67,-4.65,1.73,5.75,29.58,54.75,25.3,11.13,199.6,30.3175,0.15%
351,010505,申万菱信创业板量化精选股票C,2026-07-22,1.1889,1.1889,-2.57,-5.26,-11.19,-8.81,-3.01,29.5,108.14,66.77,1.65,18.89,29.6652,0.00%
352,024712,中金新锐股票C,2026-07-22,4.8176,4.8176,0.11,-1.28,-8.86,-5.23,-2.73,29.36,,,5.36,32.14,29.0475,0.00%
353,023853,景顺长城量化精选股票C,2026-07-22,2.037,2.238,-0.59,-5.08,-11.55,-4.01,-2.07,29.26,,,8.47,38.18,29.4771,0.00%
354,006251,银华兴盛股票A,2026-07-22,1.6967,1.6967,-0.94,-3.07,-7.5,-2.31,-0.25,28.98,21.07,11.49,7.26,69.67,28.7916,0.15%
355,005968,创金合信工业周期股票A,2026-07-22,2.1022,2.1022,-2.08,-7.99,-15.11,-3.55,-8.34,28.65,31.26,-5.78,-2.9,110.22,29.3741,0.15%
356,000082,嘉实研究阿尔法股票A,2026-07-22,2.346,3.181,-0.8,-3.02,-8.25,-2.17,2.62,28.55,53.03,38.16,8.91,358.43,28.2668,0.15%
357,024395,银华兴盛股票C,2026-07-22,1.6901,1.6901,-0.94,-3.08,-7.53,-2.41,-0.45,28.47,,,7.02,35.16,28.2808,0.00%
358,023129,富国致盛量化选股股票A,2026-07-22,1.4095,1.4095,-1.5,-5.98,-14.44,-1.2,8.36,27.96,,,13.91,40.95,28.2763,0.15%
359,019306,嘉实研究阿尔法股票C,2026-07-22,2.315,2.315,-0.81,-3.02,-8.28,-2.28,2.34,27.83,51.51,,8.58,39.37,27.6185,0.00%
360,000996,中银新动力股票A,2026-07-22,0.9709,0.9709,-1.56,-8.41,-20.27,-10.43,-8.58,27.75,36.17,6.58,0.93,-2.91,27.75,0.15%
361,005969,创金合信工业周期股票C,2026-07-22,1.9872,1.9872,-2.08,-8.0,-15.17,-3.72,-8.66,27.74,29.43,-7.74,-3.28,98.72,28.4634,0.00%
362,005209,东吴双三角股票A,2026-07-22,0.714,0.714,-4.01,-8.72,-19.11,-1.99,7.4,27.27,60.7,23.1,5.61,-28.6,27.2727,0.15%
363,014453,中银新动力股票C,2026-07-22,0.9515,0.9515,-1.56,-8.41,-20.3,-10.49,-8.77,27.21,34.96,5.14,0.79,-32.18,27.036,0.00%
364,009550,汇添富开放视野中国优势六个月持有股票A,2026-07-22,0.897,0.897,-0.68,-0.36,-3.37,1.06,6.02,27.2,40.95,34.81,9.18,-10.3,27.0358,0.15%
365,023130,富国致盛量化选股股票C,2026-07-22,1.3989,1.3989,-1.5,-5.99,-14.48,-1.35,8.03,27.2,,,13.53,39.89,27.5089,0.00%
366,007137,鹏扬元合量化大盘A,2026-07-22,1.5871,1.8611,-0.82,-3.81,-10.22,-2.7,2.52,27.15,51.7,42.8,8.19,95.33,27.1104,0.15%
367,005927,创金合信新能源汽车股票A,2026-07-22,1.9668,1.9668,-2.94,-12.36,-24.38,-11.52,-10.04,27.01,19.94,-0.82,-2.23,96.68,26.7268,0.15%
368,004925,长信低碳环保行业量化股票A,2026-07-22,1.8815,1.8815,-1.17,-5.46,-24.43,-19.08,-11.49,26.96,63.58,13.0,-7.66,88.15,27.4211,0.15%
369,004292,鹏华沪深港互联网股票,2026-07-22,2.3828,2.3828,-3.66,-9.62,-21.24,5.31,-2.56,26.92,97.94,44.74,3.32,138.28,24.7082,0.15%
370,003745,广发多元新兴股票,2026-07-22,2.1392,2.1392,-1.12,-7.85,-19.49,-7.57,-2.4,26.85,64.68,32.39,9.15,113.92,28.0728,0.15%
371,005210,东吴双三角股票C,2026-07-22,0.6829,0.6829,-4.02,-8.73,-19.15,-2.12,7.12,26.63,59.18,21.34,5.3,-31.71,26.6271,0.00%
372,013151,长信低碳环保行业量化股票C,2026-07-22,1.8454,1.8454,-1.17,-5.46,-24.46,-19.16,-11.66,26.46,62.29,11.65,-7.86,-33.8,26.9276,0.00%
373,023524,广发制造智选股票发起式A,2026-07-22,1.3924,1.4555,-1.92,-9.5,-20.96,-12.14,-9.99,26.44,,,-2.36,45.78,27.6791,0.15%
374,011236,摩根行业睿选股票A,2026-07-22,1.0124,1.0124,-1.55,-2.23,-8.55,-12.75,1.58,26.42,81.63,50.79,0.38,1.24,26.645,0.15%
375,009551,汇添富开放视野中国优势六个月持有股票C,2026-07-22,0.8549,0.8549,-0.69,-0.37,-3.44,0.86,5.6,26.18,38.71,31.6,8.7,-14.51,26.0171,0.00%
376,019879,万家周期驱动股票发起式A,2026-07-22,1.6324,1.6324,3.73,4.16,-2.83,-17.91,-16.33,26.15,39.78,,-4.87,63.24,26.6408,0.15%
377,005928,创金合信新能源汽车股票C,2026-07-22,1.8556,1.8556,-2.93,-12.37,-24.42,-11.67,-10.34,26.13,18.27,-2.89,-2.6,85.56,25.846,0.00%
378,007138,鹏扬元合量化大盘C,2026-07-22,1.4796,1.7416,-0.82,-3.83,-10.28,-2.9,2.1,26.11,49.26,39.37,7.71,81.94,26.0736,0.00%
379,011237,摩根行业睿选股票C,2026-07-22,0.9854,0.9854,-1.55,-2.23,-8.58,-12.86,1.32,25.79,79.85,48.54,0.09,-1.46,26.0102,0.00%
380,580008,东吴新产业精选股票A,2026-07-22,4.3302,4.3302,-3.49,-7.23,-16.28,-9.83,5.77,25.76,63.96,61.21,11.34,333.02,25.9145,0.15%
381,023525,广发制造智选股票发起式C,2026-07-22,1.3811,1.4439,-1.92,-9.51,-21.0,-12.27,-10.26,25.68,,,-2.68,44.6,26.9197,0.00%
382,018650,光大国企改革股票C,2026-07-22,1.681,1.681,0.18,-2.61,-11.53,-3.45,-3.45,25.64,29.81,20.33,5.59,17.31,25.4478,0.00%
383,019880,万家周期驱动股票发起式C,2026-07-22,1.6117,1.6117,3.73,4.15,-2.87,-18.01,-16.54,25.55,38.51,,-5.12,61.17,26.0322,0.00%
384,001975,景顺长城环保优势股票,2026-07-22,4.396,4.396,-1.12,-5.48,-12.8,-4.68,-0.83,25.49,77.83,46.24,10.84,339.6,25.7437,0.15%
385,004686,华夏研究精选股票,2026-07-22,1.8782,1.8782,-0.89,-3.39,-5.91,4.22,6.6,25.23,45.46,34.09,11.08,87.82,24.9717,0.15%
386,011470,东吴新产业精选股票C,2026-07-22,4.2392,4.2392,-3.49,-7.24,-16.3,-9.92,5.56,25.2,62.53,59.17,11.09,19.19,25.3497,0.00%
387,012445,华富新能源股票型发起式A,2026-07-22,1.0216,1.0216,-1.71,-10.7,-28.48,-25.51,-17.08,24.98,55.07,26.64,-14.22,2.16,25.9679,0.15%
388,000971,诺安新经济股票,2026-07-22,1.833,1.833,1.55,-0.7,-9.79,-2.71,-2.03,24.95,40.68,19.65,6.63,83.3,25.3762,0.15%
389,008128,湘财长源股票型A,2026-07-22,1.1189,1.6111,-0.79,-4.19,-12.8,-11.18,-4.81,24.91,54.03,18.48,5.09,63.99,25.4513,0.15%
390,009537,太平行业优选股票A,2026-07-22,1.0692,1.1192,-2.27,-10.96,-27.65,-15.93,-17.36,24.82,65.84,45.55,-7.2,11.99,25.3311,0.12%
391,005402,广发资源优选股票A,2026-07-22,1.9443,1.9443,3.15,2.35,-8.19,-9.79,-12.95,24.59,17.39,34.08,-0.96,94.43,25.5764,0.15%
392,017824,华安新材料主题股票发起式A,2026-07-22,1.5335,1.5335,-1.03,-8.89,-28.32,-21.02,-18.12,24.4,52.65,,-12.36,53.35,25.2041,0.15%
393,008129,湘财长源股票型C,2026-07-22,1.079,1.5665,-0.79,-4.2,-12.84,-11.3,-5.05,24.28,52.49,16.71,4.79,58.17,24.8265,0.00%
394,017967,华富新能源股票型发起式C,2026-07-22,1.0009,1.0009,-1.72,-10.71,-28.52,-25.62,-17.33,24.24,53.21,24.37,-14.5,7.5,25.2221,0.00%
395,001047,光大国企改革股票A,2026-07-22,1.582,1.582,0.19,-2.59,-11.47,-3.36,-3.6,24.18,23.4,13.24,5.47,58.2,24.0784,0.15%
396,009538,太平行业优选股票C,2026-07-22,1.0378,1.0878,-2.27,-10.97,-27.68,-16.04,-17.56,24.18,64.21,43.36,-7.46,8.73,24.6906,0.00%
397,010235,广发资源优选股票C,2026-07-22,1.9006,1.9006,3.15,2.34,-8.21,-9.89,-13.12,24.1,16.45,32.47,-1.18,12.57,25.0724,0.00%
398,000418,景顺长城成长之星股票A,2026-07-22,4.511,5.505,-0.09,-1.87,-9.22,-1.27,1.71,24.08,41.24,37.15,6.79,473.56,24.2057,0.15%
399,011142,创金合信新材料新能源股票A,2026-07-22,1.0869,1.0869,-3.09,-14.08,-34.2,-25.16,-14.74,24.0,24.84,7.22,-3.87,8.69,25.2478,0.15%
400,001277,博时国企改革股票A,2026-07-22,0.8529,0.8529,0.4,0.38,-7.87,-3.51,-0.77,23.91,32.85,24.88,3.86,-14.71,23.914,0.15%
401,017825,华安新材料主题股票发起式C,2026-07-22,1.5132,1.5132,-1.03,-8.9,-28.35,-21.12,-18.32,23.8,51.14,,-12.6,51.32,24.5945,0.00%
402,007388,摩根研究驱动股票A,2026-07-22,1.2214,1.2214,-0.74,-4.65,-12.29,-5.71,-4.28,23.7,36.47,27.71,4.79,22.14,23.8868,0.15%
403,011224,九泰盈泰量化股票A,2026-07-22,0.9577,0.9577,-0.22,1.25,-1.15,-5.48,-6.52,23.59,31.75,22.39,1.2,-4.23,23.654,0.15%
404,021503,景顺长城成长之星股票C,2026-07-22,4.473,5.465,-0.07,-1.84,-9.23,-1.35,1.54,23.57,40.17,,6.58,33.71,23.7305,0.00%
405,010420,民生加银成长优选股票A,2026-07-22,0.9188,0.9188,-3.03,-5.53,-11.84,2.11,12.01,23.53,52.4,27.61,14.28,-8.12,23.5943,0.15%
406,014382,博时国企改革股票C,2026-07-22,0.8381,0.8381,0.41,0.37,-7.9,-3.6,-0.97,23.43,31.78,23.25,3.64,-18.79,23.4315,0.00%
407,003984,嘉实新能源新材料股票A,2026-07-22,2.2667,2.2667,-0.67,-4.17,-24.51,-29.7,-21.68,23.34,67.73,9.16,-18.76,126.67,24.1279,0.15%
408,011143,创金合信新材料新能源股票C,2026-07-22,1.0513,1.0513,-3.1,-14.09,-34.22,-25.26,-14.99,23.28,23.38,5.32,-4.18,5.13,24.5026,0.00%
409,005960,博时量化价值股票A,2026-07-22,1.6651,1.921,-1.47,-6.04,-12.69,-9.79,-5.67,23.22,54.55,46.71,3.02,102.1,23.1611,0.15%
410,017650,中庚港股通价值股票,2026-07-22,1.3549,1.3549,-0.15,0.85,1.37,-0.38,0.48,23.22,60.48,35.14,8.57,35.49,21.8435,0.15%
411,001736,圆信永丰优加生活,2026-07-22,3.7652,3.7652,-0.22,-1.32,-9.43,-7.64,-1.1,23.12,37.98,19.13,4.82,276.52,23.9817,0.15%
412,024682,民生加银成长优选股票C,2026-07-22,0.915,0.915,-3.03,-5.54,-11.88,2.01,11.78,23.05,,,14.0,22.02,23.1163,0.00%
413,011225,九泰盈泰量化股票C,2026-07-22,0.9297,0.9297,-0.23,1.23,-1.19,-5.61,-6.81,22.85,30.17,20.21,0.87,-7.03,22.9274,0.00%
414,001705,泓德战略转型股票,2026-07-22,1.5812,2.4812,-1.09,-2.74,-10.33,-4.37,-3.86,22.77,47.01,25.95,1.5,169.46,23.1177,0.15%
415,003985,嘉实新能源新材料股票C,2026-07-22,2.1777,2.1777,-0.67,-4.18,-24.54,-29.78,-21.87,22.74,66.08,7.54,-18.98,117.77,23.5224,0.00%
416,007389,摩根研究驱动股票C,2026-07-22,1.163,1.163,-0.74,-4.67,-12.35,-5.9,-4.66,22.71,34.3,24.68,4.31,16.3,22.8997,0.00%
417,011836,银华智能建造股票发起式,2026-07-22,0.6357,0.6357,-2.18,-5.37,-11.79,-8.93,-0.58,22.49,38.17,1.1,2.3,-36.43,22.297,0.15%
418,160133,南方天元新产业股票(LOF),2026-07-22,4.2933,4.2933,0.17,0.04,2.31,0.62,-1.9,22.28,45.7,28.35,4.7,329.33,21.948,0.15%
419,005961,博时量化价值股票C,2026-07-22,1.5911,1.8148,-1.48,-6.05,-12.74,-9.97,-6.04,22.25,52.1,43.24,2.57,89.42,22.1913,0.00%
420,014139,易方达高质量增长量化精选股票A,2026-07-22,1.0429,1.0429,-0.46,-1.46,-6.35,-2.34,1.1,22.12,52.25,20.9,5.46,4.29,21.8341,0.15%
421,001166,建信环保产业股票A,2026-07-22,1.089,1.089,-0.64,-7.87,-18.97,-21.2,-15.65,21.95,29.18,-6.92,-13.02,8.9,23.19,0.15%
422,019941,富国洞见价值股票A,2026-07-22,1.5086,1.5086,-0.55,0.41,-4.12,-7.76,-8.55,21.94,44.68,,0.61,50.86,21.8775,0.15%
423,011042,国泰价值先锋股票A,2026-07-22,1.2086,1.2086,0.18,-2.52,11.21,9.16,0.82,21.8,78.52,41.24,12.25,20.86,20.3665,0.15%
424,014140,易方达高质量增长量化精选股票C,2026-07-22,1.0293,1.0293,-0.45,-1.47,-6.38,-2.37,0.96,21.72,50.68,19.91,5.29,2.93,21.437,0.00%
425,008177,建信高股息主题股票,2026-07-22,1.2277,1.9042,-1.45,-5.68,-18.85,-14.56,-14.52,21.67,34.25,26.5,-6.53,93.2,21.5304,0.15%
426,005037,银华新能源新材料A,2026-07-22,1.383,1.646,-0.56,-3.74,-22.02,-24.55,-18.59,21.61,49.92,11.43,-13.87,62.43,22.5412,0.15%
427,020682,建信环保产业股票C,2026-07-22,1.082,1.082,-0.55,-7.84,-18.95,-21.25,-15.73,21.57,28.35,,-13.16,41.07,22.815,0.00%
428,160919,大成产业升级股票(LOF)A,2026-07-22,3.5539,5.5399,-0.43,-3.89,-9.62,-7.09,-1.7,21.55,32.19,18.9,2.87,235.56,22.0642,0.15%
429,002168,嘉实智能汽车股票,2026-07-22,2.623,2.623,-1.24,-3.95,-23.12,-26.3,-18.31,21.49,54.66,-0.27,-16.06,162.3,22.0568,0.15%
430,024153,华安消费机遇股票发起式A,2026-07-22,1.2126,1.2126,-0.3,-5.41,-17.47,13.93,18.44,21.47,,,25.13,21.26,,0.15%
431,019942,富国洞见价值股票C,2026-07-22,1.4816,1.4816,-0.55,0.39,-4.17,-7.9,-8.82,21.19,42.57,,0.26,48.16,21.1249,0.00%
432,005038,银华新能源新材料C,2026-07-22,1.3316,1.5906,-0.56,-3.74,-22.05,-24.62,-18.76,21.14,48.73,10.11,-14.06,56.58,22.0532,0.00%
433,001490,汇添富国企创新股票A,2026-07-22,1.942,1.942,0.21,-1.67,-8.27,1.73,2.1,21.0,21.98,7.12,9.9,94.2,21.375,0.15%
434,024154,华安消费机遇股票发起式C,2026-07-22,1.2078,1.2078,-0.31,-5.41,-17.49,13.81,18.2,20.99,,,24.84,20.78,,0.00%
435,019206,大成产业升级股票(LOF)C,2026-07-22,3.5035,3.5035,-0.42,-3.9,-9.66,-7.19,-1.94,20.95,30.86,,2.6,20.35,21.4637,0.00%
436,011043,国泰价值先锋股票C,2026-07-22,1.1583,1.1583,0.18,-2.53,11.13,8.94,0.42,20.9,75.77,37.94,11.75,15.83,19.4863,0.00%
437,001974,景顺长城量化新动力股票A,2026-07-22,2.145,2.43,-0.6,-3.16,-9.03,-0.65,2.14,20.85,41.7,31.53,6.4,151.08,20.8451,0.15%
438,014062,景顺长城专精特新量化优选股票A,2026-07-22,1.0217,1.0217,-2.03,-9.0,-17.32,-10.29,-7.51,20.83,80.86,37.14,4.12,2.17,21.5008,0.15%
439,010128,宝盈发展新动能股票A,2026-07-22,1.3984,1.3984,-2.33,-8.63,-21.11,-5.93,-10.97,20.76,59.91,47.98,-1.57,39.84,20.8643,0.15%
440,540006,汇丰晋信大盘股票A,2026-07-22,5.4655,5.5255,0.69,2.83,4.02,-5.28,-5.86,20.4,48.15,39.66,-0.36,479.04,21.2239,0.15%
441,003834,华夏能源革新股票A,2026-07-22,2.803,2.803,-1.34,-5.02,-21.06,-23.75,-16.9,20.35,30.49,0.97,-13.25,180.3,21.0276,0.15%
442,014063,景顺长城专精特新量化优选股票C,2026-07-22,1.0027,1.0027,-2.03,-9.01,-17.36,-10.39,-7.7,20.33,79.41,35.48,3.87,0.27,21.0113,0.00%
443,015123,汇添富国企创新股票C,2026-07-22,1.891,1.891,0.21,-1.66,-8.34,1.56,1.83,20.22,20.52,5.23,9.56,-7.62,20.6765,0.00%
444,015891,富国上证50基本面精选股票发起式A,2026-07-22,1.2533,1.2533,-0.02,1.35,0.75,3.57,-2.35,20.21,29.43,30.92,1.93,25.33,20.163,0.15%
445,010129,宝盈发展新动能股票C,2026-07-22,1.352,1.352,-2.33,-8.64,-21.14,-6.04,-11.19,20.17,57.59,45.1,-1.84,35.2,20.274,0.00%
446,023188,景顺长城量化新动力股票C,2026-07-22,2.15,2.15,-0.65,-3.2,-9.09,-0.83,1.75,19.91,,,5.96,35.14,19.9108,0.00%
447,019243,汇丰晋信大盘股票C,2026-07-22,5.4032,5.4032,0.69,2.83,3.98,-5.4,-6.08,19.86,46.85,,-0.61,42.09,20.6826,0.00%
448,014376,东吴新能源汽车股票A,2026-07-22,1.7205,1.7205,-3.26,-6.26,-18.5,-18.75,-10.58,19.75,56.72,54.5,-6.91,72.05,19.662,0.15%
449,013188,华夏能源革新股票C,2026-07-22,2.722,2.722,-1.34,-5.02,-21.1,-23.86,-17.16,19.7,28.94,-0.77,-13.56,-30.58,20.336,0.00%
450,002952,建信多因子量化股票,2026-07-22,1.6718,1.6718,-0.67,-9.75,-20.23,-3.21,3.3,19.57,52.55,39.25,13.07,67.18,20.0919,0.15%
451,001637,嘉实量化精选股票,2026-07-22,1.7744,2.1254,-0.5,-5.2,-13.02,-8.45,-8.75,19.55,49.21,26.62,1.05,121.35,19.9081,0.15%
452,011107,九泰天兴量化智选A,2026-07-22,1.0377,1.0377,1.56,3.54,3.15,-4.3,-1.36,19.5,33.98,22.14,3.31,3.77,19.5094,0.15%
453,015892,富国上证50基本面精选股票发起式C,2026-07-22,1.224,1.224,-0.02,1.34,0.7,3.42,-2.63,19.5,27.87,28.57,1.59,22.4,19.4496,0.00%
454,011108,九泰天兴量化智选C,2026-07-22,1.0325,1.0325,1.55,3.54,3.15,-4.33,-1.41,19.36,33.71,21.77,3.25,3.25,19.378,0.00%
455,004683,建信高端医疗股票A,2026-07-22,1.888,1.888,-0.08,-3.28,23.09,15.21,20.06,19.29,36.32,13.15,35.32,88.8,20.747,0.15%
456,014377,东吴新能源汽车股票C,2026-07-22,1.6898,1.6898,-3.25,-6.26,-18.53,-18.83,-10.75,19.27,55.48,52.65,-7.11,68.98,19.1931,0.00%
457,000803,工银研究精选股票,2026-07-22,3.999,3.999,1.27,2.17,-1.89,-8.45,-13.67,19.23,44.37,35.51,-11.07,299.9,18.9117,0.15%
458,001790,国泰智能汽车股票A,2026-07-22,2.2856,2.2856,-2.11,-6.16,-15.51,-5.17,-13.7,19.23,52.99,4.84,-9.06,128.56,19.6524,0.15%
459,001849,前海开源强势共识100强股票,2026-07-22,1.479,1.479,-0.34,-1.99,-10.96,1.79,8.67,18.89,38.61,10.04,15.1,47.9,18.8907,0.15%
460,360001,光大量化股票A,2026-07-22,1.2366,3.6861,-0.03,-3.36,-6.78,-5.31,-6.19,18.84,62.86,26.57,2.65,523.58,19.2144,0.15%
461,016352,建信高端医疗股票C,2026-07-22,1.859,1.859,-0.08,-3.28,23.06,15.09,19.83,18.82,35.2,11.77,35.03,-1.11,20.2769,0.00%
462,011323,国泰智能汽车股票C,2026-07-22,2.2349,2.2349,-2.12,-6.17,-15.54,-5.26,-13.87,18.75,51.72,3.56,-9.26,-11.98,19.182,0.00%
463,007479,光大量化股票C,2026-07-22,1.2595,1.262,-0.03,-3.37,-6.81,-5.41,-6.39,18.7,63.71,26.25,2.42,32.72,19.0694,0.00%
464,001692,南方国策动力,2026-07-22,2.7695,2.7995,0.57,-0.29,-6.32,-7.11,-2.56,18.63,39.11,24.86,1.65,183.69,18.8627,0.15%
465,001719,工银国家战略股票,2026-07-22,2.177,2.177,-1.23,-1.45,-6.69,-2.2,-0.82,18.25,44.08,-0.96,1.97,117.7,17.8668,0.15%
466,010120,九泰久福量化股票A,2026-07-22,0.8862,0.8862,-0.19,-6.72,-18.5,-13.33,-9.97,17.89,52.77,22.69,0.29,-11.38,17.3619,0.12%
467,012496,同泰行业优选股票A,2026-07-22,0.6465,0.6465,-4.02,-13.73,-30.31,-11.16,1.91,17.8,25.46,6.93,18.6,-35.35,16.3398,0.15%
468,005457,景顺长城量化小盘股票A,2026-07-22,1.8245,2.1045,-1.1,-8.2,-17.3,-12.24,-10.08,17.62,75.05,41.99,-0.62,122.57,18.0295,0.15%
469,004698,博时军工主题股票A,2026-07-22,1.974,1.974,-1.3,-5.96,-18.4,-15.78,-13.53,17.57,64.77,21.85,-5.6,97.4,18.0622,0.15%
470,012497,同泰行业优选股票C,2026-07-22,0.6339,0.6339,-4.01,-13.74,-30.33,-11.24,1.7,17.35,24.46,5.67,18.35,-36.61,15.8867,0.00%
471,010121,九泰久福量化股票C,2026-07-22,0.8621,0.8621,-0.19,-6.72,-18.53,-13.44,-10.19,17.31,51.27,20.86,0.01,-13.79,16.7841,0.00%
472,020748,国联智选先锋股票A,2026-07-22,1.4179,1.7234,-1.06,-7.14,-16.35,-8.87,-7.7,17.14,73.63,,0.16,73.48,17.35,0.15%
473,011425,广发优势成长股票A,2026-07-22,0.5377,0.5377,1.26,-0.96,-10.29,-13.98,-16.79,17.07,49.86,6.52,-5.95,-46.23,18.4361,0.15%
474,001528,诺安先进制造股票A,2026-07-22,3.425,3.425,0.32,0.5,-1.89,2.76,-2.89,17.01,28.13,24.23,4.39,242.5,16.457,0.15%
475,001685,汇添富沪港深新价值股票,2026-07-22,1.302,1.302,-1.74,-5.86,-14.4,-0.23,2.76,16.98,48.8,19.56,9.23,30.2,15.7333,0.15%
476,011793,建信智能汽车股票,2026-07-22,0.9374,0.9374,-0.52,-1.37,-7.35,-8.99,-6.5,16.96,41.24,19.95,-2.8,-6.26,17.3657,0.15%
477,001718,工银物流产业股票A,2026-07-22,4.898,4.898,-1.45,-6.11,-9.51,-4.67,-2.6,16.95,45.17,47.57,-0.22,389.8,16.9253,0.15%
478,023855,景顺长城量化小盘股票C,2026-07-22,1.8121,1.8121,-1.1,-8.21,-17.35,-12.37,-10.35,16.92,,,-0.96,30.17,17.3336,0.00%
