date,northbound_net_cny100m,mean120,std120,upper,lower,trigger,state
2017-11-23,18.869,9.4847125,15.034090080854739,24.51880258085474,-5.549377580854738,,空头
2017-11-23,18.869,9.4847125,15.03409008085474,24.51880258085474,-5.549377580854738,,空头
2017-11-24,8.0727,9.693385000000001,14.83632334513691,24.52970834513691,-5.142938345136908,,空头
2017-11-24,8.0727,9.693385,14.83632334513691,24.52970834513691,-5.142938345136908,,空头
2017-11-27,-14.3315,9.4437175,14.986927249286497,24.430644749286497,-5.543209749286497,越下限(看空),空头
2017-11-27,-14.3315,9.4437175,14.986927249286495,24.430644749286497,-5.543209749286497,越下限(看空),空头
2017-11-28,32.9546,9.568219166666667,15.120189500803832,24.688408667470497,-5.551970334137165,越上限(看多),多头
2017-11-28,32.9546,9.568219166666667,15.120189500803832,24.688408667470497,-5.551970334137165,越上限(看多),多头
2017-11-29,12.9441,9.507651666666668,15.091724474769302,24.599376141435968,-5.5840728081026345,,多头
2017-11-29,12.9441,9.507651666666668,15.091724474769302,24.599376141435968,-5.5840728081026345,,多头
2017-11-30,-9.80249999999999,9.238086666666668,15.145690075491661,24.38377674215833,-5.907603408824993,越下限(看空),空头
2017-11-30,-9.80249999999999,9.238086666666668,15.14569007549166,24.38377674215833,-5.907603408824993,越下限(看空),空头
2017-12-01,32.4309,9.31763,15.242722302369756,24.56035230236976,-5.9250923023697535,越上限(看多),多头
2017-12-01,32.4309,9.317630000000001,15.242722302369755,24.560352302369758,-5.9250923023697535,越上限(看多),多头
2017-12-04,-1.4628999999999999,9.194974166666666,15.269961370076002,24.46493553674267,-6.074987203409336,,多头
2017-12-04,-1.4629,9.194974166666666,15.269961370076002,24.46493553674267,-6.074987203409336,,多头
