日期,指数,市净率,等权市净率,市净率中位数
2020-11-09,5207.83,1.71,3.91,2.21
2020-11-10,5176.62,1.7,3.87,2.18
2020-11-11,5122.52,1.69,3.81,2.16
2020-11-12,5129.32,1.69,3.83,2.14
2020-11-13,5086.34,1.67,3.82,2.14
2020-11-16,5139.49,1.69,3.83,2.19
2020-11-17,5122.42,1.68,3.79,2.19
2020-11-18,5120.7,1.68,3.76,2.19
2020-11-19,5153.51,1.69,3.79,2.18
2020-11-20,5177.59,1.7,3.82,2.18
2020-11-23,5236.52,1.72,3.83,2.21
2020-11-24,5212.31,1.71,3.82,2.21
2020-11-25,5137.72,1.69,3.74,2.17
2020-11-26,5141.8,1.69,3.74,2.16
2020-11-27,5194.09,1.72,3.75,2.17
2020-11-30,5171.84,1.71,3.74,2.18
2020-12-01,5277.47,1.74,3.81,2.22
2020-12-02,5279.09,1.74,3.8,2.24
2020-12-03,5272.13,1.74,3.82,2.23
2020-12-04,5283.75,1.74,3.85,2.22
2020-12-07,5241.16,1.72,3.84,2.18
2020-12-08,5231.07,1.72,3.84,2.19
2020-12-09,5155.18,1.7,3.78,2.14
2020-12-10,5155.88,1.69,3.79,2.15
2020-12-11,5094.13,1.68,3.74,2.11
2020-12-14,5139.75,1.74,3.85,2.27
2020-12-15,5149.22,1.74,3.97,2.27
2020-12-16,5150.56,1.74,4.27,2.26
2020-12-17,5215.45,1.76,4.31,2.3
2020-12-18,5198.2,1.76,4.29,2.28
2020-12-21,5255.93,1.77,4.36,2.31
2020-12-22,5162.07,1.74,4.28,2.26
2020-12-23,5206.9,1.76,4.32,2.26
2020-12-24,5181.87,1.75,4.27,2.21
2020-12-25,5229.39,1.77,4.31,2.21
2020-12-28,5240.93,1.77,4.31,2.2
2020-12-29,5215.28,1.76,4.28,2.19
2020-12-30,5285.15,1.78,4.33,2.2
2020-12-31,5381.89,1.81,4.41,2.24
2021-01-04,5448.99,1.83,4.49,2.29
2021-01-05,5540.58,1.85,4.58,2.29
2021-01-06,5577.82,1.87,4.59,2.25
2021-01-07,5656.69,1.89,4.62,2.23
2021-01-08,5645.75,1.89,4.62,2.24
2021-01-11,5582.92,1.87,4.56,2.2
2021-01-12,5723.96,1.92,4.65,2.24
2021-01-13,5700.47,1.91,4.62,2.22
2021-01-14,5603.48,1.88,4.54,2.2
2021-01-15,5589.33,1.87,4.51,2.21
2021-01-18,5656.12,1.89,4.58,2.23
2021-01-19,5583.97,1.87,4.52,2.24
2021-01-20,5626.33,1.88,4.59,2.23
2021-01-21,5713.78,1.9,4.67,2.24
2021-01-22,5720.53,1.9,4.71,2.22
2021-01-25,5766.96,1.92,4.73,2.2
2021-01-26,5655.16,1.88,4.64,2.18
2021-01-27,5671.79,1.89,4.65,2.19
2021-01-28,5523.85,1.84,4.53,2.16
2021-01-29,5490.75,1.84,4.51,2.11
2021-02-01,5552.33,1.86,4.55,2.14
2021-02-02,5630.85,1.89,4.63,2.15
2021-02-03,5607.63,1.87,4.58,2.14
2021-02-04,5585.27,1.86,4.53,2.11
2021-02-05,5576.05,1.86,4.52,2.08
2021-02-08,5656.85,1.88,4.52,2.11
2021-02-09,5779.89,1.92,4.62,2.15
2021-02-10,5889.99,1.95,4.7,2.16
2021-02-18,5875.36,1.95,4.65,2.2
2021-02-19,5900.57,1.95,4.65,2.24
2021-02-22,5746.28,1.91,4.51,2.26
2021-02-23,5727.24,1.9,4.48,2.26
2021-02-24,5595.34,1.86,4.38,2.23
2021-02-25,5613.98,1.87,4.35,2.2
2021-02-26,5482.03,1.83,4.36,2.18
2021-03-01,5571.25,1.84,4.42,2.22
2021-03-02,5505.39,1.82,4.37,2.2
2021-03-03,5604.92,1.86,4.42,2.22
2021-03-04,5444.21,1.81,4.28,2.2
2021-03-05,5430.13,1.81,4.28,2.2
2021-03-08,5255.79,1.76,4.11,2.19
2021-03-09,5140.32,1.73,3.98,2.13
2021-03-10,5157.81,1.73,4.0,2.1
2021-03-11,5286.36,1.77,4.09,2.16
2021-03-12,5302.54,1.77,4.08,2.15
2021-03-15,5204.49,1.75,3.99,2.15
2021-03-16,5243.67,1.76,4.01,2.16
2021-03-17,5266.6,1.76,4.06,2.16
2021-03-18,5308.57,1.78,4.1,2.19
2021-03-19,5187.85,1.74,4.04,2.16
2021-03-22,5246.71,1.76,4.08,2.19
2021-03-23,5191.95,1.74,4.04,2.16
2021-03-24,5112.87,1.72,3.99,2.12
2021-03-25,5113.8,1.72,4.01,2.11
2021-03-26,5221.16,1.75,4.1,2.13
2021-03-29,5228.89,1.74,4.1,2.12
2021-03-30,5272.06,1.75,4.12,2.12
2021-03-31,5229.91,1.73,4.08,2.12
2021-04-01,5290.85,1.75,4.14,2.12
2021-04-02,5334.39,1.76,4.2,2.12
2021-04-06,5320.49,1.76,4.19,2.14
2021-04-07,5292.08,1.75,4.17,2.16
2021-04-08,5300.51,1.75,4.2,2.15
2021-04-09,5234.8,1.73,4.16,2.14
2021-04-12,5144.0,1.71,4.06,2.12
2021-04-13,5134.36,1.7,4.07,2.1
2021-04-14,5179.97,1.72,3.99,2.14
2021-04-15,5154.44,1.71,3.98,2.13
2021-04-16,5180.16,1.71,3.98,2.15
2021-04-19,5293.25,1.75,4.16,2.16
2021-04-20,5290.94,1.74,4.05,2.15
2021-04-21,5301.71,1.74,4.07,2.13
2021-04-22,5298.85,1.74,4.07,2.13
2021-04-23,5339.18,1.75,4.07,2.11
2021-04-26,5288.69,1.73,4.03,2.09
2021-04-27,5300.03,1.73,4.02,2.09
2021-04-28,5331.28,1.73,4.04,2.08
2021-04-29,5367.72,1.73,4.11,2.11
2021-04-30,5333.92,1.69,4.09,2.07
2021-05-06,5284.59,1.68,4.04,2.08
2021-05-07,5223.92,1.67,3.98,2.07
2021-05-10,5226.97,1.67,3.98,2.06
2021-05-11,5247.77,1.68,4.0,2.06
2021-05-12,5275.59,1.69,4.05,2.09
2021-05-13,5220.43,1.67,4.03,2.07
2021-05-14,5331.15,1.7,4.12,2.12
2021-05-17,5400.7,1.72,4.19,2.09
2021-05-18,5406.85,1.72,4.2,2.11
2021-05-19,5391.68,1.72,4.19,2.1
2021-05-20,5396.28,1.72,4.2,2.1
2021-05-21,5350.43,1.71,4.17,2.09
2021-05-24,5370.7,1.71,4.19,2.09
2021-05-25,5515.59,1.76,4.27,2.12
2021-05-26,5518.9,1.76,4.26,2.14
2021-05-27,5543.85,1.76,4.31,2.14
2021-05-28,5526.85,1.76,4.28,2.13
2021-05-31,5546.75,1.76,4.33,2.15
2021-06-01,5556.89,1.77,4.35,2.16
2021-06-02,5504.41,1.75,4.3,2.15
2021-06-03,5474.0,1.74,4.29,2.15
2021-06-04,5500.43,1.75,4.32,2.16
2021-06-07,5502.08,1.76,4.36,2.19
2021-06-08,5458.61,1.74,4.32,2.18
2021-06-09,5463.66,1.75,4.33,2.17
2021-06-10,5505.48,1.76,4.38,2.18
2021-06-11,5460.48,1.75,4.35,2.15
2021-06-15,5401.97,1.76,4.51,2.25
2021-06-16,5314.42,1.74,4.42,2.25
2021-06-17,5340.78,1.74,4.49,2.25
2021-06-18,5348.7,1.74,4.41,2.25
2021-06-21,5347.7,1.74,4.44,2.26
2021-06-22,5379.43,1.75,4.48,2.25
2021-06-23,5408.96,1.76,4.62,2.28
2021-06-24,5409.67,1.76,4.59,2.26
2021-06-25,5488.58,1.78,4.54,2.28
2021-06-28,5500.89,1.78,4.58,2.29
2021-06-29,5439.73,1.76,4.54,2.26
2021-06-30,5474.67,1.77,4.58,2.3
2021-07-01,5462.87,1.78,4.55,2.25
2021-07-02,5331.35,1.74,4.47,2.25
2021-07-05,5344.64,1.74,4.5,2.27
2021-07-06,5342.18,1.75,4.45,2.28
2021-07-07,5398.71,1.76,4.52,2.3
2021-07-08,5353.39,1.74,4.52,2.26
2021-07-09,5348.07,1.74,4.51,2.28
2021-07-12,5417.5,1.76,4.58,2.32
2021-07-13,5435.44,1.77,4.6,2.33
2021-07-14,5376.08,1.75,4.57,2.32
2021-07-15,5437.79,1.77,4.6,2.32
2021-07-16,5390.32,1.76,4.56,2.32
2021-07-19,5399.15,1.76,4.56,2.32
2021-07-20,5397.6,1.76,4.59,2.35
2021-07-21,5441.1,1.77,4.67,2.37
2021-07-22,5454.9,1.79,4.66,2.38
2021-07-23,5396.67,1.77,4.59,2.39
2021-07-26,5242.1,1.72,4.58,2.33
2021-07-27,5073.71,1.68,4.45,2.27
2021-07-28,5063.75,1.68,4.44,2.25
2021-07-29,5161.41,1.7,4.56,2.27
2021-07-30,5131.07,1.7,4.53,2.27
2021-08-02,5249.65,1.73,4.61,2.3
2021-08-03,5240.21,1.73,4.59,2.3
2021-08-04,5297.03,1.74,4.65,2.3
2021-08-05,5268.95,1.73,4.62,2.28
2021-08-06,5251.72,1.73,4.58,2.29
2021-08-09,5311.13,1.75,4.63,2.31
2021-08-10,5365.15,1.76,4.53,2.32
2021-08-11,5352.23,1.76,4.62,2.33
2021-08-12,5321.91,1.76,4.59,2.34
2021-08-13,5298.49,1.75,4.55,2.35
2021-08-16,5287.96,1.75,4.55,2.34
2021-08-17,5175.21,1.71,4.41,2.27
2021-08-18,5229.85,1.73,4.42,2.28
2021-08-19,5204.79,1.72,4.39,2.27
2021-08-20,5124.31,1.7,4.3,2.27
2021-08-23,5197.29,1.72,4.38,2.29
2021-08-24,5251.92,1.73,4.41,2.32
2021-08-25,5271.03,1.74,4.42,2.35
2021-08-26,5186.29,1.71,4.33,2.37
2021-08-27,5217.99,1.71,4.31,2.36
2021-08-30,5215.16,1.69,4.27,2.37
2021-08-31,5214.03,1.69,4.2,2.37
2021-09-01,5254.86,1.7,4.2,2.36
2021-09-02,5275.24,1.71,4.18,2.43
2021-09-03,5248.71,1.7,4.15,2.43
2021-09-06,5336.29,1.73,4.25,2.44
2021-09-07,5410.16,1.75,4.3,2.49
2021-09-08,5401.41,1.75,4.28,2.56
2021-09-09,5412.86,1.76,4.29,2.58
2021-09-10,5446.52,1.77,4.31,2.55
2021-09-13,5436.11,1.77,4.28,2.58
2021-09-14,5358.93,1.75,4.27,2.49
2021-09-15,5324.79,1.74,4.24,2.5
2021-09-16,5250.15,1.71,4.17,2.49
2021-09-17,5280.18,1.72,4.22,2.49
2021-09-22,5262.8,1.72,4.22,2.51
2021-09-23,5297.22,1.73,4.25,2.53
2021-09-24,5272.14,1.72,4.25,2.47
2021-09-27,5257.17,1.71,4.22,2.37
2021-09-28,5267.51,1.72,4.21,2.38
2021-09-29,5193.01,1.7,4.12,2.32
2021-09-30,5236.2,1.71,4.18,2.33
2021-10-08,5285.71,1.72,4.18,2.36
2021-10-11,5290.64,1.72,4.18,2.37
2021-10-12,5223.19,1.7,4.12,2.32
2021-10-13,5274.26,1.71,4.17,2.32
2021-10-14,5257.51,1.71,4.16,2.33
2021-10-15,5275.4,1.71,4.17,2.31
2021-10-18,5236.67,1.7,4.14,2.31
2021-10-19,5285.07,1.72,4.18,2.33
2021-10-20,5274.59,1.71,4.15,2.32
2021-10-21,5285.4,1.72,4.13,2.32
2021-10-22,5298.21,1.72,4.12,2.3
2021-10-25,5328.33,1.73,4.15,2.3
2021-10-26,5314.69,1.72,4.13,2.3
2021-10-27,5252.19,1.7,4.06,2.27
2021-10-28,5206.82,1.68,4.0,2.23
2021-10-29,5256.12,1.67,4.0,2.26
2021-11-01,5248.29,1.65,3.98,2.26
2021-11-02,5193.33,1.62,3.97,2.23
2021-11-03,5183.99,1.62,3.98,2.25
2021-11-04,5232.81,1.63,4.01,2.28
2021-11-05,5196.59,1.62,4.01,2.21
2021-11-08,5207.64,1.62,4.01,2.23
2021-11-09,5216.33,1.63,4.03,2.23
2021-11-10,5192.06,1.61,4.02,2.23
2021-11-11,5265.41,1.64,4.06,2.26
2021-11-12,5263.66,1.64,4.07,2.27
2021-11-15,5248.28,1.63,4.06,2.26
2021-11-16,5239.64,1.63,4.02,2.25
2021-11-17,5252.16,1.63,4.04,2.29
2021-11-18,5209.44,1.62,4.01,2.29
2021-11-19,5267.42,1.64,4.04,2.31
2021-11-22,5300.92,1.65,4.08,2.33
2021-11-23,5302.83,1.65,4.07,2.33
2021-11-24,5304.57,1.65,4.07,2.34
2021-11-25,5284.07,1.65,4.05,2.33
2021-11-26,5252.07,1.63,4.04,2.31
2021-11-29,5245.36,1.63,4.03,2.31
2021-11-30,5235.13,1.63,4.03,2.32
2021-12-01,5248.37,1.63,4.02,2.36
2021-12-02,5250.67,1.64,4.0,2.33
2021-12-03,5300.09,1.65,4.04,2.34
2021-12-06,5282.2,1.65,4.0,2.34
2021-12-07,5300.13,1.65,3.99,2.32
2021-12-08,5377.48,1.67,4.06,2.35
2021-12-09,5447.9,1.7,4.11,2.37
2021-12-10,5426.27,1.69,4.11,2.34
2021-12-13,5457.92,1.78,4.48,2.52
2021-12-14,5424.86,1.77,4.47,2.49
2021-12-15,5387.15,1.76,4.42,2.48
2021-12-16,5422.47,1.77,4.44,2.54
2021-12-17,5345.2,1.75,4.37,2.53
2021-12-20,5263.46,1.72,4.29,2.48
2021-12-21,5304.49,1.74,4.32,2.5
2021-12-22,5309.99,1.74,4.33,2.52
2021-12-23,5344.21,1.75,4.34,2.56
2021-12-24,5311.51,1.74,4.31,2.54
2021-12-27,5308.8,1.74,4.31,2.53
2021-12-28,5341.2,1.75,4.34,2.57
2021-12-29,5275.02,1.73,4.27,2.54
2021-12-30,5317.27,1.74,4.3,2.55
2021-12-31,5341.22,1.74,4.32,2.56
2022-01-04,5321.8,1.74,4.28,2.59
2022-01-05,5258.02,1.72,4.2,2.59
2022-01-06,5218.34,1.71,4.17,2.61
2022-01-07,5212.25,1.71,4.14,2.56
2022-01-10,5232.81,1.72,4.15,2.58
2022-01-11,5185.0,1.7,4.09,2.52
2022-01-12,5235.02,1.72,4.14,2.58
2022-01-13,5152.3,1.7,4.07,2.54
2022-01-14,5117.23,1.68,4.07,2.52
2022-01-17,5163.91,1.69,4.12,2.55
2022-01-18,5202.66,1.7,4.13,2.58
2022-01-19,5167.84,1.7,4.08,2.53
2022-01-20,5192.43,1.7,4.05,2.5
2022-01-21,5142.14,1.69,4.01,2.46
2022-01-24,5148.7,1.69,4.03,2.47
2022-01-25,5018.7,1.65,3.92,2.42
2022-01-26,5053.25,1.66,3.93,2.41
2022-01-27,4946.51,1.63,3.82,2.37
2022-01-28,4896.01,1.62,3.78,2.32
2022-02-07,4970.52,1.64,3.82,2.37
2022-02-08,4961.17,1.65,3.79,2.41
2022-02-09,5014.32,1.66,3.84,2.46
2022-02-10,5003.85,1.65,3.81,2.46
2022-02-11,4955.61,1.65,3.75,2.4
2022-02-14,4906.18,1.63,3.73,2.37
2022-02-15,4957.21,1.64,3.8,2.41
2022-02-16,4973.95,1.64,3.8,2.4
2022-02-17,4982.56,1.64,3.81,2.4
2022-02-18,5012.24,1.66,3.82,2.43
2022-02-21,5003.94,1.65,3.83,2.45
2022-02-22,4940.16,1.63,3.79,2.43
2022-02-23,4998.23,1.65,3.86,2.44
2022-02-24,4899.87,1.62,3.78,2.39
2022-02-25,4945.61,1.63,3.83,2.4
2022-02-28,4958.27,1.63,3.84,2.43
2022-03-01,4993.13,1.64,3.84,2.47
2022-03-02,4959.59,1.64,3.82,2.44
2022-03-03,4934.7,1.63,3.77,2.43
2022-03-04,4879.65,1.61,3.74,2.42
2022-03-07,4736.47,1.57,3.63,2.35
2022-03-08,4624.68,1.54,3.53,2.26
2022-03-09,4570.93,1.52,3.47,2.22
2022-03-10,4644.61,1.54,3.54,2.26
2022-03-11,4666.17,1.54,3.56,2.26
2022-03-14,4531.69,1.5,3.46,2.23
2022-03-15,4312.34,1.43,3.3,2.09
2022-03-16,4487.21,1.48,3.41,2.16
2022-03-17,4573.64,1.51,3.48,2.2
2022-03-18,4608.09,1.52,3.49,2.21
2022-03-21,4606.86,1.52,3.5,2.23
2022-03-22,4603.88,1.52,3.47,2.23
2022-03-23,4628.29,1.53,3.49,2.24
2022-03-24,4598.17,1.52,3.47,2.22
2022-03-25,4521.9,1.5,3.4,2.2
2022-03-28,4503.07,1.5,3.37,2.19
2022-03-29,4486.04,1.5,3.35,2.17
2022-03-30,4606.34,1.52,3.44,2.21
2022-03-31,4571.24,1.51,3.39,2.18
2022-04-01,4622.14,1.52,3.4,2.19
2022-04-06,4610.7,1.52,3.37,2.19
2022-04-07,4542.15,1.5,3.31,2.14
2022-04-08,4560.39,1.51,3.3,2.14
2022-04-11,4419.17,1.47,3.19,2.06
2022-04-12,4501.72,1.49,3.26,2.1
2022-04-13,4454.28,1.48,3.21,2.08
2022-04-14,4511.18,1.5,3.24,2.09
2022-04-15,4499.15,1.49,3.22,2.08
2022-04-18,4481.34,1.48,3.24,2.09
2022-04-19,4458.68,1.47,3.21,2.08
2022-04-20,4382.4,1.45,3.16,2.05
2022-04-21,4286.48,1.42,3.07,1.99
2022-04-22,4297.52,1.43,3.04,1.96
2022-04-25,4069.89,1.36,2.84,1.82
2022-04-26,4020.95,1.35,2.78,1.79
2022-04-27,4147.86,1.38,2.87,1.82
2022-04-28,4165.69,1.38,2.84,1.82
2022-04-29,4280.28,1.41,2.94,1.88
2022-05-05,4285.56,1.39,3.02,1.91
2022-05-06,4180.83,1.35,2.96,1.88
2022-05-09,4162.84,1.35,2.96,1.88
2022-05-10,4211.91,1.36,3.01,1.93
2022-05-11,4266.7,1.38,3.06,1.95
2022-05-12,4253.08,1.37,3.07,1.95
2022-05-13,4286.97,1.38,3.08,1.96
2022-05-16,4259.63,1.38,3.06,1.94
2022-05-17,4304.58,1.39,3.09,1.96
2022-05-18,4289.81,1.39,3.09,1.95
2022-05-19,4303.25,1.39,3.11,1.96
2022-05-20,4383.21,1.41,3.17,2.01
2022-05-23,4370.11,1.41,3.18,2.04
2022-05-24,4253.87,1.38,3.07,1.95
2022-05-25,4290.78,1.39,3.11,2.0
2022-05-26,4310.6,1.4,3.13,2.01
2022-05-27,4315.36,1.4,3.13,2.01
2022-05-30,4345.61,1.41,3.17,2.02
2022-05-31,4411.49,1.43,3.24,2.06
2022-06-01,4404.18,1.43,3.24,2.05
2022-06-02,4418.97,1.43,3.27,2.06
2022-06-06,4500.83,1.45,3.35,2.1
2022-06-07,4511.4,1.45,3.36,2.09
2022-06-08,4550.28,1.47,3.38,2.1
2022-06-09,4498.83,1.46,3.31,2.07
2022-06-10,4569.92,1.48,3.37,2.11
2022-06-13,4528.27,1.48,3.56,2.21
2022-06-14,4562.63,1.5,3.56,2.23
2022-06-15,4605.65,1.51,3.57,2.22
2022-06-16,4583.35,1.5,3.63,2.24
2022-06-17,4640.64,1.52,3.69,2.25
2022-06-20,4660.59,1.52,3.71,2.23
2022-06-21,4647.11,1.52,3.68,2.22
2022-06-22,4584.93,1.5,3.63,2.18
2022-06-23,4666.23,1.52,3.71,2.23
2022-06-24,4719.83,1.54,3.76,2.25
2022-06-27,4767.23,1.55,3.8,2.26
2022-06-28,4821.65,1.56,3.85,2.31
2022-06-29,4742.59,1.55,3.78,2.28
2022-06-30,4808.73,1.57,3.86,2.31
2022-07-01,4791.04,1.56,3.84,2.29
2022-07-04,4830.02,1.57,3.89,2.29
2022-07-05,4822.66,1.57,3.87,2.26
2022-07-06,4752.6,1.55,3.82,2.24
2022-07-07,4774.65,1.55,3.85,2.28
2022-07-08,4754.02,1.55,3.82,2.28
2022-07-11,4678.32,1.53,3.76,2.26
2022-07-12,4631.03,1.52,3.69,2.25
2022-07-13,4642.25,1.52,3.7,2.27
2022-07-14,4648.79,1.52,3.74,2.28
2022-07-15,4569.97,1.5,3.69,2.24
2022-07-18,4626.5,1.52,3.73,2.29
2022-07-19,4611.69,1.52,3.72,2.32
2022-07-20,4636.85,1.53,3.76,2.35
2022-07-21,4586.65,1.51,3.73,2.32
2022-07-22,4578.09,1.51,3.7,2.31
2022-07-25,4546.83,1.5,3.67,2.29
2022-07-26,4587.69,1.52,3.71,2.32
2022-07-27,4574.92,1.51,3.71,2.34
2022-07-28,4578.28,1.51,3.72,2.35
2022-07-29,4523.31,1.49,3.66,2.31
2022-08-01,4547.93,1.5,3.7,2.33
2022-08-02,4449.75,1.47,3.62,2.25
2022-08-03,4408.94,1.46,3.6,2.26
2022-08-04,4443.26,1.47,3.62,2.28
2022-08-05,4508.35,1.49,3.69,2.32
2022-08-08,4510.5,1.49,3.7,2.34
2022-08-09,4520.48,1.49,3.71,2.36
2022-08-10,4479.04,1.48,3.67,2.31
2022-08-11,4568.3,1.51,3.73,2.4
2022-08-12,4563.06,1.51,3.71,2.4
2022-08-15,4562.5,1.5,3.71,2.38
2022-08-16,4560.09,1.5,3.7,2.4
2022-08-17,4597.05,1.51,3.71,2.43
2022-08-18,4562.58,1.5,3.68,2.42
2022-08-19,4525.17,1.49,3.62,2.38
2022-08-22,4564.33,1.5,3.65,2.38
2022-08-23,4546.63,1.49,3.63,2.37
2022-08-24,4450.07,1.47,3.52,2.27
2022-08-25,4484.45,1.48,3.51,2.29
2022-08-26,4473.03,1.47,3.48,2.26
2022-08-29,4460.46,1.46,3.46,2.26
2022-08-30,4444.9,1.45,3.43,2.23
2022-08-31,4424.21,1.43,3.37,2.17
2022-09-01,4390.41,1.42,3.35,2.16
2022-09-02,4378.02,1.42,3.35,2.18
2022-09-05,4377.25,1.42,3.34,2.18
2022-09-06,4426.71,1.43,3.39,2.21
2022-09-07,4430.69,1.44,3.4,2.22
2022-09-08,4411.41,1.43,3.38,2.19
2022-09-09,4465.1,1.45,3.41,2.21
2022-09-13,4476.3,1.45,3.42,2.21
2022-09-14,4429.98,1.44,3.4,2.18
2022-09-15,4373.47,1.42,3.32,2.13
2022-09-16,4269.12,1.39,3.26,2.09
2022-09-19,4257.94,1.39,3.23,2.05
2022-09-20,4269.92,1.39,3.26,2.07
2022-09-21,4249.78,1.39,3.23,2.07
2022-09-22,4219.45,1.38,3.22,2.07
2022-09-23,4195.01,1.38,3.18,2.02
2022-09-26,4164.4,1.36,3.17,2.02
2022-09-27,4230.03,1.38,3.24,2.07
2022-09-28,4151.35,1.36,3.17,1.99
2022-09-29,4150.49,1.36,3.18,1.99
2022-09-30,4122.04,1.36,3.14,1.96
2022-10-10,4039.58,1.34,3.06,1.93
2022-10-11,4053.77,1.34,3.07,1.95
2022-10-12,4124.17,1.36,3.14,1.99
2022-10-13,4100.11,1.35,3.15,2.0
2022-10-14,4198.86,1.37,3.24,2.05
2022-10-17,4209.58,1.38,3.26,2.06
2022-10-18,4206.51,1.37,3.26,2.08
2022-10-19,4144.93,1.36,3.22,2.05
2022-10-20,4123.05,1.35,3.21,2.05
2022-10-21,4114.65,1.34,3.2,2.04
2022-10-24,4014.6,1.32,3.14,2.02
2022-10-25,4004.94,1.31,3.12,2.01
2022-10-26,4047.09,1.32,3.19,2.04
2022-10-27,4024.54,1.31,3.15,2.03
2022-10-28,3919.0,1.28,3.02,1.95
2022-10-31,3896.87,1.25,2.99,1.92
2022-11-01,4023.12,1.28,3.08,1.98
2022-11-02,4068.81,1.3,3.13,2.0
2022-11-03,4044.21,1.29,3.13,2.0
2022-11-04,4165.89,1.32,3.21,2.04
2022-11-07,4173.93,1.33,3.21,2.04
2022-11-08,4151.46,1.32,3.19,2.04
2022-11-09,4120.47,1.31,3.17,2.03
2022-11-10,4091.6,1.3,3.14,2.02
2022-11-11,4184.16,1.33,3.17,2.06
2022-11-14,4187.09,1.33,3.17,2.05
2022-11-15,4264.84,1.35,3.23,2.1
2022-11-16,4233.28,1.35,3.21,2.08
2022-11-17,4222.81,1.34,3.22,2.08
2022-11-18,4204.31,1.34,3.21,2.07
2022-11-21,4177.5,1.33,3.21,2.07
2022-11-22,4166.41,1.33,3.16,2.06
2022-11-23,4167.9,1.33,3.15,2.04
2022-11-24,4155.05,1.33,3.14,2.03
2022-11-25,4164.79,1.34,3.12,2.03
2022-11-28,4124.29,1.32,3.1,2.0
2022-11-29,4237.6,1.36,3.16,2.07
2022-11-30,4240.0,1.36,3.15,2.07
2022-12-01,4279.38,1.37,3.2,2.08
2022-12-02,4256.72,1.36,3.19,2.07
2022-12-05,4327.07,1.39,3.21,2.09
2022-12-06,4343.77,1.39,3.22,2.11
2022-12-07,4334.52,1.39,3.22,2.09
2022-12-08,4331.97,1.39,3.2,2.09
2022-12-09,4364.92,1.4,3.21,2.09
2022-12-12,4321.83,1.41,3.43,2.22
2022-12-13,4309.5,1.41,3.4,2.22
2022-12-14,4312.34,1.41,3.39,2.21
2022-12-15,4311.0,1.41,3.4,2.2
2022-12-16,4307.52,1.41,3.38,2.2
2022-12-19,4233.28,1.38,3.31,2.17
2022-12-20,4170.66,1.37,3.27,2.15
2022-12-21,4166.02,1.37,3.25,2.13
2022-12-22,4158.29,1.36,3.24,2.11
2022-12-23,4149.11,1.36,3.23,2.1
2022-12-26,4176.04,1.37,3.28,2.13
2022-12-27,4219.67,1.38,3.32,2.14
2022-12-28,4201.95,1.36,3.3,2.13
2022-12-29,4189.31,1.37,3.3,2.13
2022-12-30,4202.68,1.38,3.31,2.14
2023-01-03,4232.51,1.39,3.34,2.17
2023-01-04,4235.97,1.39,3.33,2.19
2023-01-05,4307.76,1.41,3.39,2.2
2023-01-06,4318.15,1.41,3.4,2.19
2023-01-09,4349.2,1.42,3.41,2.2
2023-01-10,4354.23,1.42,3.43,2.2
2023-01-11,4341.98,1.42,3.4,2.2
2023-01-12,4348.53,1.42,3.4,2.21
2023-01-13,4402.0,1.44,3.43,2.2
2023-01-16,4465.95,1.45,3.48,2.24
2023-01-17,4466.55,1.45,3.49,2.23
2023-01-18,4464.37,1.45,3.48,2.24
2023-01-19,4494.8,1.46,3.52,2.24
2023-01-20,4524.05,1.47,3.53,2.26
2023-01-30,4545.9,1.47,3.55,2.25
2023-01-31,4510.96,1.46,3.52,2.28
2023-02-01,4556.58,1.47,3.56,2.33
2023-02-02,4545.38,1.47,3.57,2.34
2023-02-03,4508.58,1.46,3.55,2.36
2023-02-06,4456.72,1.45,3.52,2.34
2023-02-07,4465.39,1.45,3.52,2.34
2023-02-08,4441.82,1.44,3.49,2.33
2023-02-09,4501.84,1.46,3.55,2.37
2023-02-10,4478.27,1.45,3.51,2.37
2023-02-13,4517.47,1.46,3.55,2.39
2023-02-14,4521.3,1.46,3.55,2.43
2023-02-15,4501.47,1.46,3.54,2.41
2023-02-16,4459.73,1.45,3.49,2.37
2023-02-17,4402.5,1.43,3.45,2.32
2023-02-20,4502.42,1.46,3.51,2.4
2023-02-21,4518.03,1.47,3.51,2.41
2023-02-22,4486.23,1.46,3.5,2.4
2023-02-23,4480.87,1.46,3.49,2.41
2023-02-24,4442.83,1.45,3.47,2.39
2023-02-27,4422.78,1.44,3.45,2.36
2023-02-28,4452.69,1.45,3.46,2.39
2023-03-01,4507.34,1.47,3.49,2.42
2023-03-02,4496.27,1.47,3.47,2.4
2023-03-03,4508.11,1.48,3.47,2.42
2023-03-06,4491.57,1.47,3.48,2.41
2023-03-07,4422.66,1.45,3.41,2.35
2023-03-08,4413.86,1.45,3.42,2.37
2023-03-09,4399.49,1.45,3.4,2.36
2023-03-10,4342.04,1.43,3.36,2.34
2023-03-13,4382.98,1.45,3.38,2.36
2023-03-14,4353.43,1.44,3.36,2.32
2023-03-15,4361.64,1.44,3.35,2.33
2023-03-16,4307.71,1.43,3.3,2.29
2023-03-17,4331.35,1.44,3.32,2.33
2023-03-20,4311.21,1.43,3.3,2.32
2023-03-21,4359.81,1.44,3.34,2.35
2023-03-22,4380.01,1.44,3.34,2.34
2023-03-23,4418.67,1.46,3.38,2.36
2023-03-24,4409.71,1.45,3.38,2.36
2023-03-27,4398.19,1.44,3.38,2.35
2023-03-28,4381.93,1.43,3.36,2.32
2023-03-29,4383.76,1.44,3.36,2.31
2023-03-30,4414.65,1.44,3.39,2.33
