日期,指数,市净率,等权市净率,市净率中位数
2016-01-25,3638.48,1.64,3.83,2.85
2016-01-26,3403.8,1.54,3.55,2.63
2016-01-27,3382.16,1.53,3.52,2.63
2016-01-28,3276.27,1.49,3.36,2.51
2016-01-29,3387.11,1.54,3.49,2.6
2016-02-01,3337.8,1.51,3.45,2.59
2016-02-02,3420.42,1.55,3.56,2.68
2016-02-03,3414.16,1.54,3.56,2.69
2016-02-04,3463.52,1.56,3.63,2.74
2016-02-05,3436.16,1.55,3.57,2.69
2016-02-15,3422.81,1.54,3.55,2.67
2016-02-16,3538.48,1.59,3.7,2.79
2016-02-17,3572.26,1.6,3.74,2.82
2016-02-18,3561.83,1.59,3.72,2.82
2016-02-19,3564.05,1.59,3.74,2.83
2016-02-22,3641.28,1.63,3.82,2.89
2016-02-23,3611.17,1.61,3.79,2.88
2016-02-24,3634.92,1.62,3.8,2.91
2016-02-25,3392.43,1.52,3.5,2.65
2016-02-26,3420.52,1.54,3.51,2.68
2016-02-29,3309.76,1.5,3.3,2.52
2016-03-01,3375.27,1.52,3.39,2.59
2016-03-02,3523.8,1.58,3.55,2.73
2016-03-03,3533.83,1.59,3.56,2.75
2016-03-04,3535.47,1.6,3.47,2.69
2016-03-07,3567.64,1.61,3.54,2.74
2016-03-08,3572.05,1.61,3.55,2.75
2016-03-09,3516.61,1.6,3.47,2.66
2016-03-10,3451.53,1.57,3.4,2.62
2016-03-11,3453.46,1.57,3.4,2.62
2016-03-14,3524.52,1.6,3.5,2.7
2016-03-15,3523.0,1.59,3.46,2.68
2016-03-16,3521.9,1.6,3.42,2.65
2016-03-17,3582.38,1.62,3.53,2.72
2016-03-18,3657.57,1.64,3.66,2.81
2016-03-21,3747.77,1.68,3.75,2.88
2016-03-22,3724.11,1.67,3.73,2.87
2016-03-23,3740.26,1.67,3.77,2.88
2016-03-24,3677.93,1.64,3.7,2.82
2016-03-25,3701.47,1.65,3.72,2.85
2016-03-28,3671.39,1.64,3.7,2.81
2016-03-29,3622.7,1.62,3.63,2.77
2016-03-30,3727.26,1.66,3.76,2.87
2016-03-31,3731.98,1.64,3.76,2.88
2016-04-01,3729.58,1.64,3.74,2.9
2016-04-05,3793.22,1.67,3.84,2.95
2016-04-06,3794.02,1.66,3.86,2.97
2016-04-07,3737.69,1.64,3.8,2.92
2016-04-08,3707.68,1.63,3.76,2.88
2016-04-11,3768.1,1.65,3.84,2.95
2016-04-12,3749.42,1.64,3.81,2.93
2016-04-13,3800.86,1.67,3.87,3.0
2016-04-14,3822.92,1.68,3.9,3.01
2016-04-15,3816.84,1.67,3.89,3.01
2016-04-18,3762.67,1.65,3.83,2.94
2016-04-19,3775.54,1.65,3.84,2.98
2016-04-20,3677.98,1.61,3.68,2.88
2016-04-21,3652.09,1.6,3.63,2.84
2016-04-22,3671.02,1.61,3.65,2.86
2016-04-25,3654.57,1.6,3.63,2.82
2016-04-26,3680.78,1.61,3.65,2.82
2016-04-27,3664.58,1.6,3.62,2.79
2016-04-28,3655.54,1.59,3.6,2.78
2016-04-29,3651.55,1.57,3.59,2.8
2016-05-03,3730.34,1.58,3.7,2.85
2016-05-04,3727.4,1.58,3.7,2.85
2016-05-05,3737.08,1.58,3.72,2.85
2016-05-06,3625.6,1.54,3.59,2.76
2016-05-09,3533.92,1.51,3.46,2.66
2016-05-10,3535.96,1.51,3.46,2.68
2016-05-11,3544.48,1.52,3.46,2.67
2016-05-12,3551.04,1.52,3.46,2.67
2016-05-13,3536.41,1.51,3.45,2.67
2016-05-16,3570.5,1.52,3.5,2.71
2016-05-17,3558.95,1.52,3.49,2.7
2016-05-18,3516.06,1.51,3.41,2.65
2016-05-19,3517.79,1.51,3.43,2.66
2016-05-20,3542.39,1.52,3.46,2.69
2016-05-23,3563.31,1.52,3.51,2.72
2016-05-24,3532.15,1.51,3.47,2.69
2016-05-25,3523.65,1.51,3.45,2.68
2016-05-26,3532.9,1.51,3.47,2.7
2016-05-27,3530.65,1.51,3.47,2.69
2016-05-30,3529.12,1.51,3.45,2.68
2016-05-31,3655.33,1.56,3.61,2.78
2016-06-01,3652.59,1.56,3.72,2.78
2016-06-02,3665.06,1.56,3.74,2.79
2016-06-03,3686.63,1.57,3.76,2.82
2016-06-06,3681.37,1.57,3.76,2.79
2016-06-07,3678.79,1.57,3.75,2.79
2016-06-08,3664.26,1.57,3.74,2.77
2016-06-13,3534.51,1.54,3.71,2.75
2016-06-14,3545.3,1.54,3.7,2.74
2016-06-15,3612.69,1.57,3.82,2.81
2016-06-16,3591.03,1.56,3.8,2.78
2016-06-17,3609.89,1.57,3.83,2.82
2016-06-20,3615.65,1.57,3.84,2.83
2016-06-21,3597.97,1.56,3.8,2.82
2016-06-22,3637.17,1.58,3.76,2.86
2016-06-23,3618.07,1.57,3.74,2.86
2016-06-24,3571.91,1.56,3.69,2.81
2016-06-27,3632.72,1.58,3.78,2.89
2016-06-28,3657.11,1.59,3.83,2.93
2016-06-29,3671.58,1.6,3.83,2.94
2016-06-30,3674.23,1.6,3.83,2.94
2016-07-01,3672.28,1.6,3.82,2.93
2016-07-04,3735.17,1.63,3.89,2.99
2016-07-05,3744.21,1.63,3.91,2.99
2016-07-06,3756.93,1.64,3.94,3.01
2016-07-07,3755.46,1.64,3.94,3.03
2016-07-08,3737.48,1.64,3.93,3.03
2016-07-11,3748.75,1.64,3.94,3.03
2016-07-12,3820.48,1.67,4.0,3.08
2016-07-13,3837.7,1.69,4.02,3.09
2016-07-14,3834.39,1.68,4.03,3.08
2016-07-15,3831.35,1.69,4.02,3.06
2016-07-18,3814.51,1.68,4.0,3.04
2016-07-19,3806.94,1.68,4.01,3.06
2016-07-20,3795.76,1.67,4.0,3.06
2016-07-21,3812.38,1.68,4.01,3.07
2016-07-22,3780.75,1.66,3.98,3.05
2016-07-25,3788.65,1.66,3.98,3.03
2016-07-26,3835.66,1.68,4.04,3.07
2016-07-27,3745.69,1.65,3.86,2.98
2016-07-28,3750.58,1.65,3.86,3.01
2016-07-29,3729.26,1.65,3.81,2.99
2016-08-01,3690.21,1.63,3.75,2.93
2016-08-02,3710.93,1.64,3.78,2.97
2016-08-03,3719.99,1.64,3.79,3.0
2016-08-04,3733.56,1.65,3.81,3.02
2016-08-05,3730.29,1.64,3.79,3.0
2016-08-08,3769.81,1.66,3.82,3.01
2016-08-09,3797.56,1.67,3.85,3.03
2016-08-10,3782.25,1.66,3.83,3.01
2016-08-11,3757.41,1.66,3.77,2.96
2016-08-12,3820.05,1.69,3.82,3.01
2016-08-15,3926.65,1.73,3.91,3.08
2016-08-16,3919.14,1.72,3.92,3.11
2016-08-17,3918.47,1.72,3.93,3.1
2016-08-18,3911.9,1.71,3.91,3.12
2016-08-19,3914.0,1.72,3.92,3.1
2016-08-22,3876.67,1.7,3.86,3.07
2016-08-23,3882.28,1.7,3.86,3.06
2016-08-24,3873.73,1.7,3.86,3.05
2016-08-25,3847.22,1.69,3.82,3.02
2016-08-26,3850.82,1.68,3.83,3.02
2016-08-29,3854.44,1.68,3.83,3.03
2016-08-30,3857.53,1.68,3.82,3.01
2016-08-31,3871.89,1.68,3.81,3.02
2016-09-01,3841.02,1.66,3.78,2.99
2016-09-02,3846.72,1.66,3.77,3.0
2016-09-05,3857.58,1.67,3.78,3.01
2016-09-06,3894.63,1.68,3.84,3.08
2016-09-07,3893.41,1.68,3.83,3.07
2016-09-08,3896.7,1.68,3.84,3.06
2016-09-09,3870.69,1.67,3.81,3.04
2016-09-12,3793.03,1.64,3.7,2.97
2016-09-13,3796.36,1.64,3.72,2.98
2016-09-14,3771.21,1.62,3.7,2.96
2016-09-19,3803.02,1.64,3.74,2.99
2016-09-20,3797.99,1.63,3.72,2.98
2016-09-21,3805.79,1.64,3.73,2.98
2016-09-22,3833.29,1.65,3.74,3.0
2016-09-23,3818.01,1.64,3.73,2.98
2016-09-26,3749.57,1.62,3.64,2.9
2016-09-27,3774.44,1.63,3.67,2.93
2016-09-28,3765.42,1.62,3.66,2.92
2016-09-29,3779.55,1.63,3.67,2.94
2016-09-30,3792.11,1.63,3.69,2.96
2016-10-10,3846.82,1.66,3.76,3.0
2016-10-11,3864.17,1.66,3.78,3.02
2016-10-12,3858.19,1.66,3.78,3.01
2016-10-13,3860.71,1.66,3.79,3.03
2016-10-14,3860.51,1.66,3.77,3.02
2016-10-17,3827.56,1.65,3.74,2.98
2016-10-18,3880.32,1.67,3.79,3.03
2016-10-19,3873.64,1.66,3.78,3.01
2016-10-20,3876.1,1.67,3.77,3.01
2016-10-21,3879.33,1.67,3.75,3.0
2016-10-24,3923.34,1.69,3.77,3.04
2016-10-25,3927.59,1.69,3.76,3.02
2016-10-26,3911.32,1.68,3.74,3.01
2016-10-27,3901.56,1.67,3.72,3.02
2016-10-28,3885.83,1.65,3.68,2.97
2016-10-31,3882.04,1.61,3.65,2.96
2016-11-01,3910.68,1.62,3.68,2.98
2016-11-02,3880.21,1.6,3.65,2.97
2016-11-03,3911.15,1.62,3.64,2.99
2016-11-04,3898.45,1.61,3.63,2.97
2016-11-07,3901.54,1.61,3.63,2.97
2016-11-08,3919.59,1.62,3.65,2.96
2016-11-09,3895.89,1.61,3.62,2.94
2016-11-10,3941.56,1.63,3.67,2.97
2016-11-11,3971.69,1.64,3.69,2.98
2016-11-14,3987.93,1.65,3.7,3.0
2016-11-15,3992.27,1.65,3.71,3.0
2016-11-16,3992.72,1.65,3.71,3.01
2016-11-17,3996.94,1.65,3.7,3.03
2016-11-18,3975.25,1.64,3.68,2.99
2016-11-21,3996.11,1.65,3.69,3.01
2016-11-22,4027.27,1.67,3.72,3.02
2016-11-23,4026.94,1.67,3.7,3.02
2016-11-24,4036.82,1.67,3.69,3.02
2016-11-25,4068.65,1.68,3.71,3.01
2016-11-28,4083.1,1.69,3.72,3.01
2016-11-29,4097.46,1.7,3.7,3.01
2016-11-30,4069.92,1.68,3.69,3.0
2016-12-01,4098.94,1.69,3.71,3.01
2016-12-02,4050.8,1.68,3.65,2.97
2016-12-05,3996.15,1.66,3.62,2.94
2016-12-06,3988.73,1.66,3.62,2.95
2016-12-07,4014.44,1.66,3.65,2.98
2016-12-08,4004.31,1.66,3.63,2.96
2016-12-09,4020.93,1.67,3.62,2.94
2016-12-12,3904.01,1.67,3.75,2.97
2016-12-13,3905.99,1.66,3.75,2.98
2016-12-14,3877.79,1.65,3.72,2.96
2016-12-15,3854.11,1.64,3.73,2.97
2016-12-16,3865.62,1.64,3.75,3.0
2016-12-19,3852.23,1.63,3.74,2.99
2016-12-20,3832.42,1.62,3.73,2.99
2016-12-21,3864.88,1.64,3.76,3.02
2016-12-22,3861.5,1.64,3.75,3.0
2016-12-23,3827.82,1.63,3.72,2.98
2016-12-26,3842.14,1.64,3.72,2.97
2016-12-27,3836.19,1.63,3.72,2.98
2016-12-28,3821.05,1.62,3.71,2.98
2016-12-29,3814.48,1.62,3.69,2.96
2016-12-30,3826.47,1.63,3.7,2.95
2017-01-03,3862.95,1.64,3.72,2.98
2017-01-04,3897.6,1.65,3.77,3.01
2017-01-05,3898.02,1.66,3.77,3.01
2017-01-06,3876.67,1.65,3.73,2.98
2017-01-09,3897.83,1.66,3.75,3.0
2017-01-10,3889.34,1.65,3.74,3.0
2017-01-11,3858.75,1.64,3.7,2.95
2017-01-12,3834.27,1.63,3.67,2.9
2017-01-13,3821.81,1.63,3.62,2.9
2017-01-16,3791.52,1.63,3.53,2.82
2017-01-17,3806.42,1.63,3.57,2.85
2017-01-18,3814.48,1.64,3.54,2.83
2017-01-19,3801.76,1.63,3.53,2.81
2017-01-20,3836.82,1.64,3.57,2.84
2017-01-23,3853.45,1.65,3.6,2.86
2017-01-24,3852.49,1.65,3.58,2.85
2017-01-25,3864.38,1.66,3.59,2.86
2017-01-26,3882.22,1.66,3.61,2.86
2017-02-03,3860.18,1.65,3.6,2.87
2017-02-06,3876.78,1.66,3.63,2.88
2017-02-07,3870.09,1.65,3.62,2.88
2017-02-08,3890.87,1.66,3.65,2.89
2017-02-09,3908.64,1.67,3.67,2.92
2017-02-10,3923.65,1.67,3.66,2.91
2017-02-13,3948.05,1.68,3.67,2.92
2017-02-14,3948.63,1.68,3.67,2.92
2017-02-15,3925.66,1.68,3.63,2.9
2017-02-16,3949.94,1.69,3.66,2.93
2017-02-17,3924.61,1.68,3.63,2.91
2017-02-20,3979.31,1.7,3.67,2.95
2017-02-21,3997.6,1.7,3.7,2.96
2017-02-22,4010.5,1.71,3.71,2.96
2017-02-23,3997.15,1.7,3.71,2.94
2017-02-24,3997.98,1.7,3.71,2.96
2017-02-27,3966.11,1.69,3.67,2.92
2017-02-28,3976.33,1.69,3.65,2.93
2017-03-01,3983.93,1.7,3.66,2.95
2017-03-02,3958.99,1.69,3.64,2.93
2017-03-03,3956.46,1.68,3.65,2.94
2017-03-06,3983.33,1.69,3.69,2.95
2017-03-07,3990.46,1.69,3.69,2.96
2017-03-08,3981.45,1.69,3.68,2.95
2017-03-09,3953.26,1.68,3.65,2.92
2017-03-10,3955.58,1.68,3.65,2.9
2017-03-13,3991.02,1.69,3.68,2.92
2017-03-14,3987.25,1.69,3.67,2.92
2017-03-15,3991.52,1.69,3.67,2.91
2017-03-16,4016.46,1.7,3.7,2.94
2017-03-17,3976.55,1.69,3.67,2.92
2017-03-20,3982.4,1.69,3.67,2.92
2017-03-21,3999.17,1.7,3.67,2.92
2017-03-22,3983.02,1.69,3.66,2.89
2017-03-23,3994.95,1.69,3.66,2.91
2017-03-24,4023.61,1.7,3.68,2.92
2017-03-27,4008.66,1.7,3.66,2.9
2017-03-28,3998.82,1.69,3.65,2.88
2017-03-29,3991.76,1.69,3.64,2.9
2017-03-30,3949.56,1.67,3.58,2.85
2017-03-31,3969.92,1.68,3.59,2.85
2017-04-05,4033.97,1.7,3.66,2.92
2017-04-06,4045.8,1.7,3.67,2.94
2017-04-07,4052.05,1.71,3.68,2.94
2017-04-10,4039.85,1.7,3.65,2.92
2017-04-11,4061.17,1.71,3.68,2.96
2017-04-12,4045.14,1.7,3.66,2.92
2017-04-13,4056.47,1.71,3.67,2.94
2017-04-14,4017.73,1.69,3.63,2.9
2017-04-17,3999.31,1.68,3.6,2.86
2017-04-18,3978.36,1.67,3.57,2.81
2017-04-19,3952.33,1.66,3.54,2.85
2017-04-20,3964.49,1.66,3.54,2.8
2017-04-21,3960.12,1.67,3.52,2.78
2017-04-24,3901.66,1.65,3.43,2.73
2017-04-25,3913.54,1.65,3.44,2.74
2017-04-26,3919.87,1.65,3.43,2.73
2017-04-27,3924.03,1.65,3.43,2.76
2017-04-28,3921.97,1.63,3.41,2.75
2017-05-02,3912.08,1.6,3.39,2.73
2017-05-03,3897.78,1.6,3.39,2.71
2017-05-04,3886.83,1.59,3.37,2.71
2017-05-05,3853.29,1.58,3.33,2.67
2017-05-08,3813.17,1.57,3.28,2.61
2017-05-09,3814.77,1.57,3.3,2.64
2017-05-10,3779.66,1.56,3.24,2.58
2017-05-11,3792.58,1.57,3.23,2.57
2017-05-12,3814.21,1.59,3.23,2.57
2017-05-15,3830.84,1.59,3.25,2.58
2017-05-16,3876.88,1.6,3.31,2.64
2017-05-17,3864.12,1.6,3.31,2.64
2017-05-18,3845.13,1.59,3.29,2.63
2017-05-19,3849.53,1.59,3.29,2.64
2017-05-22,3839.73,1.59,3.26,2.59
2017-05-23,3827.53,1.6,3.2,2.56
2017-05-24,3833.8,1.6,3.22,2.55
2017-05-25,3893.02,1.62,3.25,2.62
2017-05-26,3886.25,1.62,3.24,2.62
2017-05-31,3893.98,1.62,3.23,2.6
2017-06-01,3877.01,1.62,3.18,2.56
2017-06-02,3879.37,1.62,3.21,2.57
2017-06-05,3872.93,1.61,3.23,2.59
2017-06-06,3897.17,1.62,3.25,2.59
2017-06-07,3951.13,1.64,3.31,2.63
2017-06-08,3973.8,1.65,3.32,2.62
2017-06-09,3987.98,1.65,3.32,2.62
2017-06-12,3974.28,1.68,3.43,2.66
2017-06-13,3994.89,1.68,3.47,2.67
2017-06-14,3954.48,1.67,3.46,2.66
2017-06-15,3959.35,1.67,3.49,2.71
2017-06-16,3949.75,1.67,3.49,2.7
2017-06-19,3986.11,1.68,3.52,2.71
2017-06-20,3982.08,1.68,3.52,2.7
2017-06-21,4017.62,1.69,3.53,2.7
2017-06-22,4003.68,1.69,3.5,2.67
2017-06-23,4033.25,1.7,3.51,2.66
2017-06-26,4088.45,1.72,3.57,2.7
2017-06-27,4094.07,1.72,3.57,2.7
2017-06-28,4066.06,1.71,3.54,2.67
2017-06-29,4090.03,1.72,3.57,2.69
2017-06-30,4092.3,1.72,3.58,2.69
2017-07-03,4086.68,1.72,3.59,2.7
2017-07-04,4056.13,1.71,3.57,2.69
2017-07-05,4096.86,1.73,3.6,2.72
2017-07-06,4098.62,1.73,3.61,2.74
2017-07-07,4099.76,1.73,3.62,2.75
2017-07-10,4094.35,1.73,3.6,2.73
2017-07-11,4093.84,1.74,3.57,2.71
2017-07-12,4084.91,1.74,3.56,2.71
2017-07-13,4110.71,1.75,3.57,2.72
2017-07-14,4119.85,1.76,3.56,2.73
2017-07-17,4041.35,1.75,3.41,2.64
2017-07-18,4055.72,1.75,3.44,2.66
2017-07-19,4128.54,1.77,3.5,2.73
2017-07-20,4150.55,1.78,3.52,2.75
2017-07-21,4139.94,1.78,3.52,2.73
2017-07-24,4159.51,1.79,3.53,2.76
2017-07-25,4137.72,1.78,3.52,2.76
2017-07-26,4125.02,1.78,3.51,2.76
2017-07-27,4137.4,1.78,3.54,2.78
2017-07-28,4151.04,1.79,3.55,2.78
2017-07-31,4179.18,1.79,3.58,2.8
2017-08-01,4203.29,1.81,3.57,2.81
2017-08-02,4189.19,1.81,3.55,2.79
2017-08-03,4164.42,1.79,3.54,2.81
2017-08-04,4141.28,1.79,3.52,2.8
2017-08-07,4171.25,1.8,3.55,2.84
2017-08-08,4175.68,1.8,3.56,2.85
2017-08-09,4181.45,1.79,3.58,2.87
2017-08-10,4159.86,1.78,3.55,2.82
2017-08-11,4080.88,1.76,3.5,2.78
2017-08-14,4143.36,1.77,3.57,2.8
2017-08-15,4156.62,1.78,3.57,2.81
2017-08-16,4153.63,1.78,3.58,2.83
2017-08-17,4178.38,1.79,3.61,2.84
2017-08-18,4177.74,1.79,3.59,2.81
2017-08-21,4201.26,1.79,3.6,2.83
2017-08-22,4205.24,1.8,3.58,2.77
2017-08-23,4198.46,1.8,3.55,2.78
2017-08-24,4172.99,1.79,3.52,2.75
2017-08-25,4234.84,1.82,3.55,2.77
2017-08-28,4287.14,1.83,3.58,2.81
2017-08-29,4277.51,1.83,3.55,2.78
2017-08-30,4285.7,1.82,3.58,2.8
2017-08-31,4278.99,1.79,3.59,2.81
2017-09-01,4296.17,1.79,3.61,2.82
2017-09-04,4315.39,1.81,3.64,2.83
2017-09-05,4325.93,1.81,3.65,2.81
2017-09-06,4326.33,1.81,3.66,2.83
2017-09-07,4301.56,1.8,3.64,2.79
2017-09-08,4301.32,1.8,3.64,2.8
2017-09-11,4314.99,1.8,3.68,2.83
2017-09-12,4323.86,1.8,3.67,2.85
2017-09-13,4335.1,1.81,3.68,2.84
2017-09-14,4322.64,1.8,3.67,2.83
2017-09-15,4314.45,1.79,3.66,2.84
2017-09-18,4332.77,1.8,3.69,2.85
2017-09-19,4317.69,1.8,3.67,2.82
2017-09-20,4336.46,1.8,3.69,2.85
2017-09-21,4317.86,1.8,3.66,2.81
2017-09-22,4310.38,1.8,3.64,2.8
2017-09-25,4279.11,1.79,3.6,2.79
2017-09-26,4287.23,1.8,3.61,2.79
2017-09-27,4299.11,1.8,3.64,2.8
2017-09-28,4297.35,1.8,3.63,2.78
2017-09-29,4315.17,1.8,3.65,2.8
2017-10-09,4365.92,1.82,3.69,2.82
2017-10-10,4377.11,1.82,3.71,2.82
2017-10-11,4380.23,1.82,3.71,2.8
2017-10-12,4387.14,1.82,3.71,2.8
2017-10-13,4403.02,1.83,3.73,2.82
2017-10-16,4380.16,1.82,3.68,2.77
2017-10-17,4378.69,1.82,3.68,2.77
2017-10-18,4394.6,1.83,3.67,2.75
2017-10-19,4372.7,1.83,3.63,2.72
2017-10-20,4382.12,1.83,3.66,2.75
2017-10-23,4392.95,1.83,3.67,2.79
2017-10-24,4414.2,1.84,3.67,2.77
2017-10-25,4436.66,1.84,3.67,2.78
2017-10-26,4454.51,1.84,3.65,2.8
2017-10-27,4469.79,1.84,3.62,2.76
2017-10-30,4437.89,1.81,3.5,2.7
2017-10-31,4444.43,1.79,3.51,2.7
2017-11-01,4434.95,1.79,3.51,2.71
2017-11-02,4422.77,1.78,3.49,2.68
2017-11-03,4408.47,1.78,3.47,2.65
2017-11-06,4446.77,1.78,3.51,2.66
2017-11-07,4481.22,1.8,3.53,2.69
2017-11-08,4477.99,1.79,3.53,2.69
2017-11-09,4509.67,1.8,3.55,2.72
2017-11-10,4544.23,1.81,3.57,2.71
2017-11-13,4562.81,1.81,3.58,2.7
2017-11-14,4529.16,1.8,3.55,2.69
2017-11-15,4494.23,1.79,3.5,2.68
2017-11-16,4523.33,1.79,3.51,2.66
2017-11-17,4499.75,1.8,3.42,2.61
2017-11-20,4531.47,1.81,3.45,2.6
2017-11-21,4595.31,1.83,3.47,2.62
2017-11-22,4600.13,1.84,3.46,2.62
2017-11-23,4468.7,1.79,3.37,2.56
2017-11-24,4470.8,1.79,3.37,2.58
2017-11-27,4411.61,1.77,3.32,2.55
2017-11-28,4435.73,1.77,3.37,2.59
2017-11-29,4437.59,1.78,3.36,2.59
2017-11-30,4389.0,1.76,3.33,2.59
2017-12-01,4392.38,1.76,3.36,2.61
2017-12-04,4402.28,1.76,3.35,2.59
2017-12-05,4392.33,1.76,3.28,2.53
2017-12-06,4380.07,1.76,3.3,2.53
2017-12-07,4337.07,1.74,3.29,2.53
2017-12-08,4375.65,1.75,3.32,2.55
2017-12-11,4444.32,1.77,3.37,2.56
2017-12-12,4391.4,1.75,3.34,2.54
2017-12-13,4427.06,1.76,3.36,2.57
2017-12-14,4408.99,1.75,3.36,2.56
2017-12-15,4363.53,1.74,3.33,2.55
2017-12-18,4360.49,1.74,3.31,2.54
2017-12-19,4410.31,1.76,3.34,2.56
2017-12-20,4396.81,1.76,3.32,2.53
2017-12-21,4434.17,1.77,3.34,2.54
2017-12-22,4424.3,1.76,3.33,2.53
2017-12-25,4403.17,1.76,3.3,2.5
2017-12-26,4419.31,1.77,3.31,2.52
2017-12-27,4360.29,1.75,3.29,2.51
2017-12-28,4388.37,1.76,3.29,2.53
2017-12-29,4406.62,1.77,3.31,2.54
2018-01-02,4467.28,1.79,3.34,2.57
2018-01-03,4496.99,1.8,3.38,2.6
2018-01-04,4516.45,1.81,3.39,2.61
2018-01-05,4524.41,1.81,3.38,2.61
2018-01-08,4547.03,1.82,3.39,2.61
2018-01-09,4570.45,1.82,3.39,2.62
2018-01-10,4578.03,1.83,3.38,2.59
2018-01-11,4579.93,1.83,3.39,2.61
2018-01-12,4590.67,1.84,3.38,2.59
2018-01-15,4563.86,1.84,3.31,2.56
2018-01-16,4599.5,1.85,3.32,2.56
2018-01-17,4584.92,1.85,3.31,2.57
2018-01-18,4607.28,1.87,3.31,2.57
2018-01-19,4615.89,1.88,3.31,2.57
2018-01-22,4671.1,1.89,3.35,2.58
2018-01-23,4709.56,1.93,3.36,2.6
2018-01-24,4722.7,1.93,3.38,2.6
2018-01-25,4700.55,1.92,3.37,2.61
2018-01-26,4713.8,1.92,3.36,2.59
2018-01-29,4636.23,1.9,3.31,2.55
2018-01-30,4599.87,1.88,3.3,2.54
2018-01-31,4592.86,1.88,3.24,2.51
2018-02-01,4530.8,1.87,3.15,2.41
2018-02-02,4554.95,1.88,3.16,2.44
2018-02-05,4556.07,1.9,3.14,2.42
2018-02-06,4400.68,1.84,3.0,2.31
2018-02-07,4322.66,1.79,2.99,2.31
2018-02-08,4301.86,1.76,3.02,2.32
2018-02-09,4124.52,1.69,2.91,2.22
2018-02-12,4191.08,1.71,2.99,2.27
2018-02-13,4234.79,1.73,3.01,2.29
2018-02-14,4263.36,1.74,3.02,2.3
2018-02-22,4354.89,1.78,3.08,2.35
2018-02-23,4373.75,1.79,3.09,2.35
2018-02-26,4436.34,1.81,3.15,2.4
2018-02-27,4384.88,1.78,3.14,2.39
2018-02-28,4358.82,1.76,3.12,2.36
2018-03-01,4391.65,1.77,3.16,2.4
2018-03-02,4359.07,1.76,3.14,2.4
2018-03-05,4361.83,1.76,3.16,2.4
2018-03-06,4415.98,1.77,3.19,2.44
2018-03-07,4380.93,1.76,3.17,2.41
2018-03-08,4422.28,1.77,3.19,2.43
2018-03-09,4461.45,1.79,3.23,2.44
2018-03-12,4493.05,1.79,3.27,2.49
2018-03-13,4455.99,1.77,3.24,2.47
2018-03-14,4429.55,1.76,3.21,2.45
2018-03-15,4446.24,1.77,3.21,2.44
2018-03-16,4407.94,1.76,3.19,2.42
2018-03-19,4423.71,1.76,3.2,2.41
2018-03-20,4430.17,1.77,3.2,2.41
2018-03-21,4408.51,1.76,3.18,2.4
2018-03-22,4370.52,1.74,3.16,2.39
2018-03-23,4219.33,1.69,3.02,2.31
2018-03-26,4220.58,1.68,3.07,2.32
2018-03-27,4271.89,1.7,3.13,2.35
2018-03-28,4203.65,1.67,3.09,2.32
2018-03-29,4256.42,1.69,3.12,2.35
2018-03-30,4274.8,1.69,3.16,2.35
2018-04-02,4266.8,1.68,3.16,2.34
2018-04-03,4235.57,1.67,3.14,2.32
2018-04-04,4221.65,1.66,3.11,2.31
2018-04-09,4221.57,1.66,3.12,2.32
2018-04-10,4288.46,1.7,3.14,2.34
2018-04-11,4301.7,1.7,3.15,2.35
2018-04-12,4263.16,1.69,3.13,2.35
2018-04-13,4236.53,1.67,3.11,2.33
2018-04-16,4183.59,1.65,3.1,2.31
2018-04-17,4112.54,1.62,3.03,2.25
2018-04-18,4141.54,1.63,3.05,2.27
2018-04-19,4184.57,1.65,3.07,2.3
2018-04-20,4120.53,1.63,3.02,2.26
2018-04-23,4114.4,1.63,2.98,2.25
2018-04-24,4201.28,1.66,3.04,2.29
2018-04-25,4189.77,1.65,3.04,2.29
2018-04-26,4110.13,1.62,2.97,2.26
2018-04-27,4113.65,1.61,2.96,2.24
2018-05-02,4118.06,1.59,2.94,2.22
2018-05-03,4151.96,1.61,2.97,2.24
2018-05-04,4136.88,1.6,2.97,2.23
2018-05-07,4205.25,1.62,3.02,2.27
2018-05-08,4245.31,1.64,3.04,2.29
2018-05-09,4237.29,1.64,3.04,2.28
2018-05-10,4256.68,1.65,3.05,2.28
2018-05-11,4231.26,1.64,3.03,2.27
2018-05-14,4256.25,1.65,3.02,2.25
2018-05-15,4278.0,1.66,3.06,2.27
2018-05-16,4249.75,1.64,3.05,2.27
2018-05-17,4220.93,1.63,3.04,2.25
2018-05-18,4256.33,1.65,3.05,2.28
2018-05-21,4285.25,1.66,3.08,2.31
2018-05-22,4276.97,1.66,3.1,2.31
2018-05-23,4220.71,1.63,3.07,2.28
2018-05-24,4194.72,1.62,3.07,2.27
2018-05-25,4172.23,1.62,3.04,2.23
2018-05-28,4180.83,1.62,3.04,2.22
2018-05-29,4146.91,1.61,3.0,2.21
2018-05-30,4053.61,1.57,2.93,2.13
2018-05-31,4130.61,1.6,2.98,2.16
2018-06-01,4092.14,1.59,2.95,2.13
2018-06-04,4121.59,1.6,2.94,2.14
2018-06-05,4169.78,1.61,3.0,2.17
2018-06-06,4162.46,1.61,3.0,2.17
2018-06-07,4150.64,1.61,2.99,2.15
2018-06-08,4096.49,1.59,2.96,2.14
2018-06-11,4090.07,1.62,3.06,2.16
2018-06-12,4138.44,1.64,3.1,2.19
2018-06-13,4092.23,1.62,3.06,2.16
2018-06-14,4076.44,1.62,3.04,2.15
